year_range,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.1271510750915419,0.002413499419067978,0.05811144997934312,0.016313367383479865,0.0009535537702337387,0.01713705928291157,0.0021141469131187845,0.0015139301034893578,0.0017728778863539754,0.16640862175554372,0.04781418268136458,0.10503795267747695,0.037687063142047054,0.35766687075736686,0.001847534860463378,0.0019134540584905529,0.03489631539863016,0.007103871925231907,0.009749380016858046,0.0023937928969866265
1799,0.1480380707546951,0.006479507289242318,0.052437165219336654,0.005402687734606858,0.0071945664606869455,0.007609315194826396,0.010965614434781041,0.005239856999559721,0.007952877755148217,0.1879870846387586,0.013389283942391104,0.025662467532417365,0.02969172683132521,0.34556283482674127,0.005154494035797557,0.00444105885346647,0.012732497753170853,0.04915704765490778,0.05918178940803332,0.015720052680107354
1804,0.08879623586860179,0.005593490193792892,0.08950112131022385,0.006710721933287504,0.004099566847908266,0.010682208331139541,0.017572865856552437,0.006066071289768354,0.011243729128284181,0.220211097480813,0.07021070562471282,0.024208348871972332,0.008668145143972506,0.2497524198210789,0.00676823510950409,0.00759114431101621,0.04203466089567338,0.06808992713660894,0.04034589904893663,0.021853405796152265
1809,0.10163940605487384,0.008701698639244259,0.1062693332166916,0.00644345510840171,0.012928175260784713,0.0223993217997308,0.022352501258088575,0.00561836867450495,0.018725712316926157,0.26514273751787454,0.032589821483318966,0.013754924481171472,0.009076781498515558,0.19446901570474467,0.006012922941497531,0.03204117827268497,0.0850151975694488,0.030433861366238154,0.008300474992264101,0.018085111842994828
1814,0.08659261648853975,0.015136486012919254,0.17488483454139198,0.027049539026924477,0.013539587727849876,0.04436801449872109,0.04235167313874801,0.03311255569900785,0.006787892909127772,0.1933124668416087,0.011724065474396627,0.01576448125774243,0.007099842132307854,0.2456445207171367,0.017384975367882482,0.00983924620007413,0.0250848131396927,0.014943181568246165,0.0036567518841605384,0.011722455373521583
1819,0.06913112900614665,0.08213069611250573,0.06693822257470093,0.020510547983104865,0.0030757642319573764,0.015265137598790694,0.007364756913513125,0.03196167377713535,0.008142149016691205,0.16139273396321693,0.006611147940369749,0.18132476421264684,0.00931378298608493,0.27185760349156374,0.011153650285390835,0.006244938836293761,0.010445301961374002,0.011529814137410218,0.006208676265217173,0.019397508705886198
1824,0.07927875054750039,0.003147392428809163,0.06525524823608396,0.012240082359916726,0.01771508748295177,0.009761038681357333,0.014937567738670592,0.013723533029830738,0.013507724301899093,0.30729115130777984,0.009807457952479405,0.00924695586459426,0.012055844407609283,0.15526170325915942,0.19038076645337668,0.0035373826891031274,0.018281989432192385,0.017499058048704306,0.009624007037873925,0.03744725874010748
