,segmentID,idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,ub0505,ub0505,OsmundEmanuel_SchwendlerAuguste_1808-07-17.xml,JP-UB0505,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-07-17,1808,7,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette,0.002292661362648005,0.0006018125287218425,0.07767618779396503,0.0003616723410150967,0.00023777118038761368,0.0005670621169430845,0.0005271681815298823,0.00037750251634238713,0.0004420718378766969,0.1936334762105029,0.0007315857766448679,0.001114284649763446,0.00033188918599842747,0.6300419698805728,0.00046068775384524143,0.0750787770998198,0.000967698135189144,0.013380843538779505,0.0005779792546668428,0.0005968986547874247
1,ub0625,ub0625,EndeHenriette_RichterCaroline_1820-02-07.xml,JP-UB0625,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-02-07,1820,2,1819,EndeHenrietteFreifrauvon,RichterCaroline,0.0011638929655736375,0.00030551627910910777,0.10886564383175802,0.0001836066592337167,0.00012070696910495815,0.00028787487751398983,0.0002676223135928854,0.17061695240315247,0.00022442228528186373,0.1803566430597716,0.000371396994350368,0.0005656779874409543,0.00016848693628586131,0.5092086982240666,0.00023387284522782706,0.00024221732127949165,0.025739455829845583,0.00048087344258810927,0.00029341707402320524,0.00030302170079974115
2,ub0793,ub0793,RichterCaroline_RichterMax_1821-08-19.xml,JP-UB0793,letters-context,Richter Caroline,Richter Max,1821-08-19,1821,8,1819,RichterCaroline,RichterMax,0.025570227737893518,0.2580958876214049,0.002894584896352733,0.00034050388092855545,0.00022385457916884678,0.0005338723193616371,0.012202190570157584,0.0003554075258121902,0.0004161976445966357,0.10035908719016602,0.0006887665102632515,0.11810783843988527,0.00031246391569093347,0.47610722798384203,0.0004337239824319769,0.00044919905556802464,0.0009110593574128893,0.0008917937623836346,0.0005441504837165276,0.0005619625429627986
3,ub0751,ub0751,MayerJohann+MayerJulie_RichterCaroline_1810-03-19.xml,JP-UB0751,letters-context,Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,Richter Caroline,1810-03-19,1810,3,1809,MayerJohannSiegfriedWilhelmANDMayerJulieHenriette,RichterCaroline,0.0025458990647998264,0.0006682862018000477,0.3762023978169264,0.0004016211420298041,0.00026403438189668454,0.014436670073227938,0.0005853969549166293,0.00041919985174156783,0.0004909012281363323,0.18740746778409853,0.0008123936552190162,0.0012373638313845936,0.0003685482653550956,0.2854245679259217,0.0005115733796484816,0.0005298260836380678,0.12533733999263252,0.0010518623997085098,0.0006418204048374905,0.0006628295620808137
4,ub1156,ub1156,RichterCaroline_FalkensteinKonstantin_1826-02-17.xml,JP-UB1156,letters-context,Richter Caroline,Falkenstein Konstantin Karl von,1826-02-17,1826,2,1824,RichterCaroline,FalkensteinKonstantinKarlvon,0.06796134176768055,0.0004019199254185843,0.06848351571816891,0.00024154252925820914,0.00015879525687350477,0.0003787118959346401,0.000352068769079202,0.08328985226593033,0.025206558527572327,0.5195952996567212,0.00048858886572351,0.0007441739444660102,0.0002216518774825586,0.038799338052702935,0.19129446628760727,0.00031864739904408063,0.0006462762800052811,0.0006326098849605593,0.0003860028959891527,0.00039863819938102215
5,ub0611,ub0611,MayerJohann_RichterCaroline_1818-11-10.xml,JP-UB0611,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1818-11-10,1818,11,1814,MayerJohannSiegfriedWilhelm,RichterCaroline,0.003210888892420609,0.0008428428180778826,0.039132628022010736,0.0005065247408016038,0.00033300026531722036,0.0007941746139526197,0.8714062682176972,0.0005286950163388339,0.0006191248201831273,0.009984700393174695,0.0010245911944748735,0.0015605637462254155,0.0004648132158541026,0.06395046805199019,0.0006451965457242242,0.0006682168631072353,0.0013552682677507163,0.0013266092683232491,0.0008094641446374978,0.0008359609019380502
6,ub0837,ub0837,SpazierJohann_BodeAugust_1803-10-16.xml,JP-UB0837,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-10-16,1803,10,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich,0.18501092644366596,0.0014479860512405663,0.0073974608633660295,0.0008701987411621894,0.0005720873796354603,0.0013643751107415784,0.0012683886377944384,0.0009082868034218631,0.0010636432848136973,0.017153503102872968,0.0017602258997791405,0.0026810153543923537,0.0007985392276627536,0.4389391390352512,0.0011084339552750926,0.0011479823713626235,0.12199144712294975,0.002279086532835612,0.21080111101622528,0.0014361630655514792
7,ub0430,ub0430,RichterCaroline_RichterOdilie_1822-11-17.xml,JP-UB0430,letters-context,Richter Caroline,Richter Odilie Minna,1822-11-17,1822,11,1819,RichterCaroline,RichterOdilieMinna,0.002184039397601422,0.0005732997877979418,0.014773397694527887,0.00034453698861456456,0.00022650603095650972,0.0005401957848936398,0.0005021919487897482,0.0003596171601344475,0.0004211273091712189,0.05416968196153943,0.000696924624346513,0.6998886325536625,0.0003161649032289817,0.20932235372649224,0.0004388612382024035,0.0004545196062725248,0.0009218504253054852,0.0009023566384001905,0.0005505956892520358,0.012413146530810274
8,ub1268,ub1268,MahlmannSiegfried_MuechlerKarl_1805-02-12.xml,JP-UB1268,letters-context,Mahlmann Siegfried August,Müchler Karl,1805-02-12,1805,2,1804,MahlmannSiegfriedAugust,MüchlerKarl,0.4389484217932988,0.0011683655140456752,0.0059689374471905655,0.0007021546918002362,0.0004616116051768373,0.0011009006794277943,0.001023450151012667,0.0007328875696500614,0.0008582431661947835,0.25522844826264635,0.001420308736033734,0.0021632845703280588,0.000644333344519784,0.2817593795299767,0.0008943843118040545,0.0009262955346036196,0.0018786998860967211,0.0018389722098563644,0.001122095331615605,0.0011588256647216087
9,ub0928,ub0928,SchwendlerAuguste_MuellerFriedrich_1810-06-19.xml,JP-UB0928,letters-context,Schwendler Auguste Sophie Henriette,Müller Friedrich Theodor Adam Heinrich von,1810-06-19,1810,6,1809,SchwendlerAugusteSophieHenriette,MüllerFriedrichTheodorAdamHeinrichvon,0.07361352217752383,0.0006872642800597545,0.003511090876998244,0.0004130264313260132,0.0002715324645286342,0.14263822831634312,0.029000150869904106,0.18501894762956106,0.000504841904900664,0.13593322989515652,0.0008354641156368848,0.015471567518156528,0.0003790143468087433,0.32192822157212797,0.0005261011068533837,0.000544872153498905,0.08629949143007612,0.0010817333246001832,0.0006600469039614795,0.0006816526819778491
