,segmentID,idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,ub0505,ub0505,OsmundEmanuel_SchwendlerAuguste_1808-07-17.xml,JP-UB0505,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-07-17,1808,7,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette,2.4354953484567066e-05,3.0413970950654084e-05,1.7966592761973112e-05,0.000248644172910603,2.1453825249700657e-05,6.0227846657080636e-06,2.373638838240072e-05,1.634636994369703e-05,2.49380313811459e-05,5.2468472133865884e-05,2.933541439763835e-05,2.0451648630901395e-05,3.305277806406585e-05,2.3317407037235972e-05,0.00013729811925534038,2.144227056313422e-05,4.7077976680322836e-05,2.7603662836485186e-05,4.65674672382662e-05,3.0122110846466734e-05,5.468136341517002e-05,1.9829871559029435e-05,2.5743994268441614e-05,5.154531804335062e-05,2.5070119987079214e-05,3.779574466111354e-05,2.0172540521748927e-05,0.4179357177195044,5.273272757044449e-05,0.00013956338334098896,1.5886429493424986e-05,6.233969197815669e-05,1.5229226851566001e-05,0.00011552237898108384,7.701377753301602e-05,3.336084593789196e-05,1.9165389284571755e-05,4.4368030452795395e-05,3.081801117283421e-05,5.07024690315058e-05,2.631822547543897e-05,7.637894948338424e-05,1.7959717007432e-05,2.2962709481456435e-05,4.123223328662096e-05,0.000306929907367088,2.4711481172380546e-05,3.76432176175543e-05,3.818744890964907e-05,2.3279390569023455e-05,3.150941800620531e-05,0.2417070438420223,2.788462922102599e-05,2.364712518511604e-05,2.955738846573413e-05,1.1439677145680694e-05,3.6564252107208085e-06,3.91842965884544e-05,3.439526735585921e-05,1.469307408181402e-05,8.02692855582874e-05,0.00013879635233512581,0.00012085479278908178,1.5110844402556824e-05,2.368553271512949e-05,3.3482711228729105e-05,0.00019367325255737318,4.8860270431643655e-05,0.00042863053459049865,0.0007674324986710045,3.8065689610984543e-05,2.3195767893198803e-05,2.651554934046544e-05,2.3108255071395137e-05,7.78905815049602e-05,8.185226133535246e-06,1.775066136355436e-05,0.08000402867543233,1.381465950163359e-05,3.2371701717760686e-05,2.176434725134284e-05,3.230151933104635e-05,0.12206513665793638,0.13144063647690415,2.675347817739899e-05,0.0004296699169217952,1.720909601656878e-05,8.43460025732367e-05,0.0009945441298140657,0.00016586500413738419,2.1137890987836165e-05,3.935018423849638e-05,9.933379079915154e-05,3.842939414258285e-05,2.0021414329758067e-05,3.873061411111058e-05,1.609306911422289e-05,1.9352890855089693e-05,5.3454946394664446e-05,1.1658458458866256e-05
1,ub0625,ub0625,EndeHenriette_RichterCaroline_1820-02-07.xml,JP-UB0625,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-02-07,1820,2,1819,EndeHenrietteFreifrauvon,RichterCaroline,1.3013670458969964e-05,1.6251207194926547e-05,9.600154548559967e-06,0.0176579377603111,1.1463500107312821e-05,3.2181763325693972e-06,1.2683150328758553e-05,8.734415024955075e-06,1.3325228582158107e-05,2.803566864820545e-05,1.5674898167639613e-05,1.092800344676684e-05,1.766121055216913e-05,1.245927450990778e-05,0.3055104509949685,1.1457326049812462e-05,2.515534569922357e-05,1.474956508712543e-05,2.4882563341033984e-05,1.6095256528938968e-05,2.921809085708663e-05,1.0595767053155482e-05,1.3755881649267132e-05,2.7542396381254573e-05,1.339580796511978e-05,2.019553706324183e-05,0.12018274791337892,0.3860499797036909,2.817686921222232e-05,7.457340783218556e-05,8.488653379202663e-06,3.331019328086578e-05,8.137487912541566e-06,6.172749094547439e-05,4.1151050534757815e-05,1.7825821574379003e-05,1.0240711834056064e-05,2.3707330321615965e-05,1.6467099469446924e-05,2.7092033817689528e-05,1.4062712688786686e-05,4.0811840564956235e-05,9.596480601746172e-06,1.2269747680942904e-05,0.010036362522368612,0.00016400296847245087,1.3204175189009505e-05,2.0114036735917504e-05,2.0404837812309163e-05,1.2438961032830313e-05,1.6836541385575933e-05,0.0890948766864136,1.4899694872459622e-05,1.2635454001425674e-05,1.579350637497887e-05,6.112604100239161e-06,1.953750918897978e-06,2.093748704105772e-05,1.837854771518877e-05,7.851003462237131e-06,4.289057792265695e-05,7.416355737821361e-05,6.457677891853987e-05,8.07423219002469e-06,1.2655976435970865e-05,1.7890938296377515e-05,0.012621399572498018,2.610768517116991e-05,0.00022903170516615874,0.0004100649850773422,2.0339777725491934e-05,1.239427862574754e-05,1.416814946388757e-05,1.23475175828817e-05,4.161955637506779e-05,4.373641509989936e-06,9.484775142783367e-06,0.0001879365481586191,7.381637019797967e-06,1.7297288562589843e-05,1.1629422452522459e-05,1.7259787753840476e-05,0.005137521815972411,0.00013283581912506277,1.4295282840615274e-05,0.000229587082089746,9.19539857049248e-06,4.506890488274101e-05,0.050603072134568376,8.862724808271082e-05,1.1294685809506516e-05,2.102612638960861e-05,5.307738402044416e-05,2.05341172844508e-05,1.0698114795212964e-05,2.069506924063356e-05,8.599067875807409e-06,1.0340900226976047e-05,2.8562775010959277e-05,6.229506311289646e-06
2,ub0793,ub0793,RichterCaroline_RichterMax_1821-08-19.xml,JP-UB0793,letters-context,Richter Caroline,Richter Max,1821-08-19,1821,8,1819,RichterCaroline,RichterMax,0.009096855877528762,2.9448130891752288e-05,1.739603737347605e-05,0.0002407481141223835,2.077252770139764e-05,5.8315223440034006e-06,2.298260470875383e-05,1.582726709669075e-05,2.414608777939985e-05,5.080225918526797e-05,2.8403825477017167e-05,1.980217666453576e-05,3.2003138832014866e-05,2.257692872801352e-05,0.00013293801699168538,2.076133995077561e-05,4.558294678621023e-05,2.6727068215442355e-05,4.508864931694681e-05,2.916553923135601e-05,5.294487687260618e-05,1.9200145031518037e-05,2.492645613831907e-05,4.990842120091344e-05,2.427398171877213e-05,3.659548559895572e-05,1.95319320409512e-05,0.4772497535306946,5.105812280458457e-05,0.0001351313443084898,1.5381932727035494e-05,6.03600040291614e-05,1.4745600514735129e-05,0.00464849097272536,7.456809256970022e-05,3.230142356065797e-05,1.855676436198207e-05,4.295905885828012e-05,2.983934022668582e-05,4.909233809019237e-05,2.548245179482913e-05,7.395342441177886e-05,1.7389379968560568e-05,2.2233495111057433e-05,0.013649834370243964,0.0002971828999706804,2.3926732003329033e-05,3.644780227438913e-05,3.697475070710108e-05,2.2540119528261842e-05,3.050879042645087e-05,0.09339553127425633,2.6999112102166793e-05,2.2896176194643635e-05,2.8618750434447594e-05,1.1076393493370764e-05,3.540310088936074e-06,3.793994203224002e-05,3.330299541600548e-05,1.4226474059092472e-05,7.772021718384173e-05,0.018280937373804075,0.07723984885719361,1.4630977473259732e-05,2.2933364037457723e-05,3.241941884123335e-05,0.00018752287561510502,4.730864119690074e-05,0.0004150187460658209,0.15498872552869894,3.6856858052762124e-05,2.245915241261626e-05,2.5673509352383648e-05,2.2374418688257736e-05,7.54170523511807e-05,7.925292325359888e-06,1.718696319192339e-05,0.0003405519358123067,1.3375954816592155e-05,0.009104618042215523,2.107318862344443e-05,3.1275737417072224e-05,0.0002362134352787961,0.0002407062159621712,2.5903882411669774e-05,0.0004160251212934508,1.6662596043340783e-05,0.004618304647674995,0.010036235279865505,0.109039889932601,0.01363037815312722,3.810056167772095e-05,9.617930122223794e-05,3.72090126158676e-05,1.9385605081865866e-05,3.750066690444458e-05,1.5582010204933785e-05,1.873831154633297e-05,5.175740651543652e-05,1.128822708648529e-05
3,ub0751,ub0751,MayerJohann+MayerJulie_RichterCaroline_1810-03-19.xml,JP-UB0751,letters-context,Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,Richter Caroline,1810-03-19,1810,3,1809,MayerJohannSiegfriedWilhelmANDMayerJulieHenriette,RichterCaroline,2.715396994943042e-05,3.3909325828120815e-05,2.00314207235672e-05,0.00027721984374118444,2.391942676054997e-05,6.7149589888627225e-06,2.646431565768091e-05,1.8224992238834984e-05,0.1880884695650505,5.8498461781843444e-05,3.270681512540446e-05,2.2802074029486825e-05,3.685140038824391e-05,2.5997182478256665e-05,0.00015307723772641396,2.3906544140511347e-05,5.24884584512766e-05,3.0776040349701036e-05,5.1919278220351877e-05,3.35839234206162e-05,6.096567172301479e-05,2.2108838629322557e-05,2.8702647582001692e-05,5.746921331916708e-05,2.7951327650415558e-05,4.2139456985395506e-05,2.2490889152317146e-05,0.43462393798763216,5.879308702875168e-05,0.00015560283946686496,1.7712192689735918e-05,6.950414106535938e-05,1.6979460401865474e-05,0.00012879889954734705,8.586466002280729e-05,3.7194873258909e-05,2.1367990090072147e-05,4.946706904589418e-05,3.4359800761624266e-05,5.652949907360123e-05,2.934287286301945e-05,8.515687374870579e-05,2.0023754766319232e-05,2.560172096457005e-05,4.597088737296402e-05,0.0003422041223157574,2.7551471924836023e-05,4.196940062458548e-05,4.257617822161293e-05,2.595479693085333e-05,3.513066819062948e-05,0.09709651505823587,3.108929706634621e-05,2.636479380155443e-05,3.2954299776871576e-05,1.2754393049522236e-05,4.076643396472394e-06,4.368758957912556e-05,3.834817655371221e-05,1.6381689759134644e-05,8.949431044050835e-05,0.00015474765668457437,0.00013474414614336524,1.6847472735989944e-05,2.6407615353912468e-05,3.733074403556097e-05,0.000215931337470376,5.44755840269871e-05,0.2198820010687152,0.011303445167402152,4.244042561838603e-05,2.586156383854328e-05,2.9562874363109746e-05,2.5763993521484274e-05,8.684223153493522e-05,9.125921123197726e-06,0.005243698048379632,0.0003921432771168194,1.54023225380691e-05,3.6092050687471255e-05,2.4265635802031892e-05,3.6013802522430484e-05,0.0002719981913721997,0.00027717159828983607,2.9828147400575842e-05,0.016150772271110274,1.918686793579307e-05,9.403954808123762e-05,0.022004472571649843,0.00018492719934212369,2.3567183449631726e-05,4.387254202697465e-05,0.00011074982229107371,4.284592924325438e-05,2.232239463728996e-05,4.3181767206515256e-05,1.794258056779381e-05,2.157704045900598e-05,5.959830754630303e-05,1.2998318015648828e-05
4,ub1156,ub1156,RichterCaroline_FalkensteinKonstantin_1826-02-17.xml,JP-UB1156,letters-context,Richter Caroline,Falkenstein Konstantin Karl von,1826-02-17,1826,2,1824,RichterCaroline,FalkensteinKonstantinKarlvon,1.9010587145129692e-05,2.374003487845833e-05,1.4024066094767068e-05,0.00019408255984725966,1.674607240634884e-05,4.701165732726474e-06,1.852775781896732e-05,1.2759379340145148e-05,1.946571645475185e-05,4.095497297930466e-05,2.28981530265776e-05,1.596380994140234e-05,2.5799791330897892e-05,1.8200716283885542e-05,0.025708097719234463,1.6737053240040634e-05,0.1390132126687911,2.1546411008762706e-05,3.634886408721745e-05,2.3512219541083285e-05,4.2682275089431346e-05,1.5478473469002357e-05,2.0094821647434092e-05,4.023439261370289e-05,0.025620496642042308,2.9501977823545063e-05,1.5745948345595252e-05,0.28965260245722035,4.1161241121382424e-05,0.0001089380795965899,1.2400366623614708e-05,4.866008665145913e-05,1.1887378245173069e-05,9.01725496714342e-05,6.01141418765086e-05,2.6040257861277315e-05,1.4959802875236846e-05,3.463206406512372e-05,2.4055413918650714e-05,3.957649545943341e-05,2.0543045554287105e-05,5.961861828754568e-05,1.4018699131903634e-05,1.792385232688459e-05,3.2184375329656205e-05,0.15750242061075145,1.928887963635225e-05,2.938292078426928e-05,2.9807727853271907e-05,1.8171042017319524e-05,2.4595100839706354e-05,0.27644229994492553,2.1765723106465933e-05,1.8458082227432777e-05,2.307141787671036e-05,8.929394154988554e-06,2.854071971523322e-06,3.058583074229436e-05,2.6847689438739208e-05,1.1468876975649748e-05,6.265527253624513e-05,0.00010833936320859853,9.43348371278678e-05,1.1794973229299445e-05,0.003675763464892014,2.613538145627389e-05,0.00015117426718781117,3.813854251719079e-05,0.0003345733399187006,0.000599029778612985,2.9712686991894012e-05,1.810576921082121e-05,2.069706935623264e-05,1.803745989845611e-05,0.0073753493493313674,6.389088561091573e-06,1.3855517931880595e-05,0.0002745408482402188,1.0783218637741023e-05,2.526816801073326e-05,1.6988454539266463e-05,2.5213386203018798e-05,0.00019042686318165148,0.00019404878304191885,2.0882787916185165e-05,0.0003353846438039141,1.3432791802258725e-05,6.583740893933194e-05,0.07026453748265479,0.00012946816414488794,1.64994656607801e-05,3.071531658300525e-05,7.753632901167169e-05,2.9996581465246614e-05,1.5627984759888774e-05,3.02317027708643e-05,1.2561661964264994e-05,1.5106159752840357e-05,4.172497875711171e-05,9.10016685725118e-06
5,ub0611,ub0611,MayerJohann_RichterCaroline_1818-11-10.xml,JP-UB0611,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1818-11-10,1818,11,1814,MayerJohannSiegfriedWilhelm,RichterCaroline,3.75504552581375e-05,4.689224539593208e-05,2.7700883850061718e-05,0.0003833594630345964,3.307749717794649e-05,9.285926424058923e-06,3.659675188901134e-05,2.5202825108769456e-05,3.8449444471209353e-05,8.089586443160425e-05,4.522932743499029e-05,3.153234176186986e-05,5.096075690057578e-05,3.5950766657893047e-05,0.00021168617248195625,3.305968216790306e-05,7.258480120269167e-05,4.255931373299336e-05,7.179769799697412e-05,4.644225563139129e-05,8.430769911658479e-05,3.0573686179437374e-05,3.969207765292717e-05,7.947254591062141e-05,3.865309861862342e-05,5.827346045823753e-05,3.110201301697802e-05,0.10979757037004816,8.130329333325469e-05,0.00021517875553081798,2.44936891496188e-05,9.611530631397786e-05,2.34804144408704e-05,0.0001781123468780833,0.00011873980417766665,5.1435735796343625e-05,2.9549187736742352e-05,6.840660744702677e-05,4.7515194411009306e-05,7.817304172028495e-05,4.0577427044370014e-05,0.0001177610266041675,2.769028281510489e-05,3.540389414151111e-05,6.357183692440424e-05,0.0004732243796431542,3.8100149471185806e-05,5.803829433778254e-05,5.8877389875239954e-05,3.589215288597224e-05,4.858120512534401e-05,0.004240136586755517,4.29925075659615e-05,3.645912593550825e-05,4.5571566943588784e-05,1.7637688575288074e-05,5.637474584663054e-06,6.0414329134264915e-05,5.303060622785778e-05,2.2653774365172626e-05,0.00012375914484374199,0.7659572983658349,0.00018633385985457007,2.329789243943506e-05,3.651834264632068e-05,5.162362764158981e-05,0.00029860532517386913,7.53327408285357e-05,0.09457277676961376,0.0011832270475592116,5.8689661448673205e-05,3.5763223485671426e-05,4.088166088204639e-05,3.5628296260220795e-05,0.00734408507726278,1.2619977611528447e-05,2.7367960926587932e-05,0.000542283821097895,2.1299435199135525e-05,4.991067372609904e-05,3.355625984676952e-05,4.980246655691286e-05,0.00037613858800158035,0.0003832927457676319,4.1248499445361874e-05,0.0006624648657762086,2.653297574198366e-05,0.00013004462512466078,0.008757381065481577,0.00025573058148923634,3.259038988898481e-05,6.0670094631198684e-05,0.0001531527896117037,5.9250420915925646e-05,3.086900672877954e-05,5.971484171468535e-05,2.481228601494425e-05,2.9838277565594865e-05,8.241680995986788e-05,1.79750054959423e-05
6,ub0837,ub0837,SpazierJohann_BodeAugust_1803-10-16.xml,JP-UB0837,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-10-16,1803,10,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich,6.084707553238634e-05,7.5984591341836e-05,4.488674665464411e-05,0.0006211989187072811,5.359905639952644e-05,1.5046993774874427e-05,0.1756466028566359,4.083887112634917e-05,6.230380526241349e-05,0.00013108434343844102,7.32899850027648e-05,5.1095273484912754e-05,8.257724182038887e-05,5.825492658457091e-05,0.00034301806562997785,5.357018880646343e-05,0.00011761702623635488,6.896347220069414e-05,0.0001163415975396628,7.525542411860025e-05,0.00013661290924021083,0.011755361937872622,6.431737858788332e-05,0.00012877798605988116,6.263380816663933e-05,9.442680856092977e-05,5.039796514432968e-05,0.4588565942412034,0.00013174454467920838,0.00034867747676404565,3.968978121591938e-05,0.00015574605588404092,3.804786230137014e-05,0.1641700958465555,0.00019240698371915296,8.334690164337629e-05,4.788175391691392e-05,0.00011084664570988191,7.699402319859135e-05,0.00012667225847068182,6.575200623549356e-05,0.0001908209642545501,4.486956864787147e-05,5.736876973022315e-05,0.00010301234263287685,0.0007668167902085207,6.173780468789552e-05,9.404574338886685e-05,9.540542089998023e-05,5.815994833243559e-05,7.872139598295726e-05,0.100517313838326,6.966542315424655e-05,5.907867626083984e-05,7.3844552799259e-05,2.858025985516352e-05,9.135011533330612e-06,9.789589028416476e-05,8.593124318979953e-05,3.6708367725916776e-05,0.0002005403658188355,0.00034676116870872484,0.00030193696366317973,3.775210210535357e-05,5.91746315202585e-05,8.365136317975507e-05,0.00048386259634734433,0.00012206981086500288,0.001070866940076146,0.0019173111228577109,9.510122416861284e-05,5.7951030040912366e-05,6.624498932114044e-05,5.773239282275001e-05,0.00019459754251212262,2.0449518538907407e-05,4.43472755315428e-05,0.0008787212936701775,3.4513785077961516e-05,8.087567815642163e-05,5.437484748039885e-05,8.070033834359232e-05,0.0006094981516853253,0.000621090809483188,6.683941763410776e-05,0.001073463675695432,4.299425847098321e-05,0.00021072541126718623,0.0727196347921951,0.0004143879987831721,5.2809743625551377e-05,9.831033486022977e-05,0.0002481700765926008,9.60098835556922e-05,5.002039978273631e-05,9.676243494892248e-05,4.0206038273139426e-05,4.835019752248169e-05,0.00013354889644592678,2.9126851048487378e-05
7,ub0430,ub0430,RichterCaroline_RichterOdilie_1822-11-17.xml,JP-UB0430,letters-context,Richter Caroline,Richter Odilie Minna,1822-11-17,1822,11,1819,RichterCaroline,RichterOdilieMinna,2.606469358886535e-05,3.2549059646193864e-05,1.9227864075925968e-05,0.005280450542647414,2.2959903487265906e-05,6.4455896810836385e-06,2.540270464838359e-05,1.7493900127655074e-05,2.668870408933285e-05,5.615180706921576e-05,0.08527536723461189,2.1887373149341832e-05,3.537311344267429e-05,2.4954310427959812e-05,0.0001469365733334536,2.2947537651089684e-05,5.038289388373988e-05,2.954146532118189e-05,4.983654620995512e-05,3.223671069462317e-05,5.8520045350976916e-05,2.1221946755930973e-05,2.7551246311582287e-05,5.5163846713642295e-05,2.683006543672421e-05,4.044904065118273e-05,2.1588671394569996e-05,0.22162937955247836,5.643461348015709e-05,0.00014936086103852788,1.7001671435325107e-05,6.671599561315216e-05,1.6298332564376254e-05,0.0001236321560912336,8.242021545190347e-05,3.5702807964198995e-05,2.051081721548876e-05,4.748270694199257e-05,3.298146386307629e-05,5.426182892702104e-05,2.8165789076734118e-05,8.174082189010692e-05,1.9220505637100792e-05,2.457471277797985e-05,4.412677393456716e-05,0.00032847666877505364,2.6446249847828987e-05,4.028580606907169e-05,4.086824289774029e-05,2.491362516876119e-05,3.372140809119747e-05,0.03804364222566505,2.984215580398113e-05,2.530717509266253e-05,3.1632344284073586e-05,1.224275298848978e-05,3.913109618888456e-06,4.1935070199188304e-05,3.680984671580905e-05,1.5724541377738917e-05,8.590426313068717e-05,0.00014853998375154593,0.20571774304756124,0.0050305229599810295,2.5348278866559705e-05,3.5833228310384474e-05,0.00020726929277305485,5.229030629341511e-05,0.0004587207918098592,0.4019694125987389,4.0737935984475316e-05,2.4824132104287397e-05,2.8376965258324646e-05,2.4730475802013825e-05,8.335857186801023e-05,8.759836526124314e-06,1.8996774095008277e-05,0.0003764125238415758,1.4784461287218405e-05,3.464422491129948e-05,0.020080697506107897,3.4569115656576256e-05,0.0002610870354517222,0.005280404232553207,2.863159691814521e-05,0.0004598331397354709,1.8417190363244167e-05,9.026716942449304e-05,0.0010643620412017854,0.00017750887977249826,2.2621790350037358e-05,4.211260331462869e-05,0.00010630711414993944,4.112717290824931e-05,2.142693600509409e-05,4.1449538795233976e-05,1.7222817347298606e-05,2.0711481568474607e-05,0.0050715588531515,1.2476892950808524e-05
8,ub1268,ub1268,MahlmannSiegfried_MuechlerKarl_1805-02-12.xml,JP-UB1268,letters-context,Mahlmann Siegfried August,Müchler Karl,1805-02-12,1805,2,1804,MahlmannSiegfriedAugust,MüchlerKarl,5.175887445519572e-05,6.463543053434237e-05,3.8182401774811874e-05,0.010485838852159526,4.5593429212936265e-05,1.2799554537461807e-05,5.044430682583519e-05,3.4739122382234305e-05,5.2998025072574106e-05,0.00011150540951570916,6.234329422393043e-05,4.3463614683533335e-05,7.024339386636452e-05,4.9553892362215166e-05,0.0002917844257832289,4.556887332241732e-05,0.00010004958893251512,5.8662995195721915e-05,9.896465998217466e-05,6.40151727087347e-05,0.00011620822129010227,4.214222101211726e-05,5.471084837669251e-05,0.00010954353277863976,5.327873829897369e-05,8.032309337379068e-05,4.2870457254996116e-05,0.2011301181321984,0.00011206700221079036,0.00029659853965502284,3.3761662087038844e-05,0.00013248361540569537,3.236498239092868e-05,0.00024550686636442767,0.00016366881772850186,7.089809626253821e-05,4.0730070722314755e-05,9.429044155168337e-05,6.549409229068374e-05,0.00010775231949562506,5.5931198108424295e-05,0.00016231968826527587,3.8167789498245475e-05,4.8800093088043235e-05,8.762628052407847e-05,0.0006522840025962116,5.251656310547511e-05,7.999894460858744e-05,8.115553885706226e-05,4.947310018962128e-05,6.696346235162823e-05,0.18507814298592712,5.926010181030826e-05,5.025460567840106e-05,6.28150310281152e-05,2.431147378566977e-05,7.770593918663566e-06,8.327402838285557e-05,0.15939186507442346,3.1225556527685576e-05,0.00017058738693351709,0.0002949684539494241,0.00025683925248482035,3.211339733576332e-05,5.033622893115578e-05,7.115708301416073e-05,0.0004115922278725996,0.00010383729965737234,0.0009109208129504836,0.001630938953618608,8.089677735881826e-05,4.929538621523991e-05,5.635054857704214e-05,4.910940494617996e-05,0.00016553219171254308,1.7395150933114943e-05,3.772350678456798e-05,0.000747474298842414,2.9358759697053887e-05,6.879597804086726e-05,4.625334709406704e-05,6.864682721841893e-05,0.0005184626876104091,0.0005283238504405315,5.68561922773234e-05,0.0009131296966435119,3.657257817278996e-05,0.00017925118028873038,0.4203253617223002,0.00035249444968545767,4.4922009256979434e-05,8.362657095936391e-05,0.010168526099849777,8.166971815715365e-05,4.254928556386136e-05,8.230986746165978e-05,3.420081029551829e-05,4.1128546960618375e-05,0.00011360185356970049,2.4776425382867024e-05
9,ub0928,ub0928,SchwendlerAuguste_MuellerFriedrich_1810-06-19.xml,JP-UB0928,letters-context,Schwendler Auguste Sophie Henriette,Müller Friedrich Theodor Adam Heinrich von,1810-06-19,1810,6,1809,SchwendlerAugusteSophieHenriette,MüllerFriedrichTheodorAdamHeinrichvon,2.482012530776496e-05,3.0994868069869216e-05,1.8309748938273632e-05,0.09575179427034816,2.1863586451350908e-05,6.137817926824782e-06,2.4189745809955296e-05,1.6658580382292002e-05,2.5414339805708678e-05,5.347060317297397e-05,2.989571143159747e-05,2.0842268579613988e-05,3.368407555529529e-05,2.3762762055082002e-05,0.00013992046942719018,2.185181107396608e-05,4.797715098006974e-05,2.8130883969415058e-05,4.745689097092325e-05,3.069743353102448e-05,5.5725759970100806e-05,2.020861576450447e-05,2.623569632641662e-05,5.252981713454102e-05,2.5548951261775324e-05,3.851763129761536e-05,2.0557829594831395e-05,0.3686191156342783,5.373990580388621e-05,0.0001422289993324764,1.618985521650198e-05,6.353036015961922e-05,1.5520100214347265e-05,0.0001177288194772581,7.848471605601879e-05,3.3998027426995884e-05,1.9531442091096343e-05,4.521544564619763e-05,3.140662533108684e-05,5.167086997610073e-05,2.682089516583689e-05,0.009627677870318421,1.8302741859019557e-05,2.340128988941415e-05,4.201975575693125e-05,0.0003127921704461114,0.004800103516222789,3.836219103630004e-05,3.891681697203663e-05,2.372401948448373e-05,3.2111237813873545e-05,0.12695056974347355,0.11462649850461933,2.409877771414754e-05,3.0121925133409826e-05,1.165817132092203e-05,3.726261762974359e-06,3.9932704122729865e-05,3.5052205963253494e-05,1.4973707098146827e-05,8.18024032435091e-05,0.00014144731827968652,0.00012316308068376097,1.5399456698418987e-05,2.4137918815702084e-05,3.412222030591729e-05,0.00019737234974735005,4.9793485972089335e-05,0.00043681724073141136,0.0007820902139819501,3.879273210970446e-05,2.363879964229213e-05,2.702198785358409e-05,2.354961535357734e-05,0.02395397853501537,8.341561335170363e-06,1.808969331919678e-05,0.00035843912675616774,1.407851508038906e-05,3.2989990868573944e-05,2.2180039323924072e-05,0.028682438789995032,0.1100717815724733,0.00025334909827619983,2.7264461055216915e-05,0.11026103770916773,1.7537784247268446e-05,8.595698424976952e-05,0.001013539604652871,0.0001690329726752098,2.154161794611596e-05,4.01017601738392e-05,0.00010123103443792424,3.9163383281548905e-05,2.040381694090145e-05,3.9470356455149794e-05,1.64004415879768e-05,1.9722524881650918e-05,5.447591877669378e-05,1.1881131287226379e-05
