0,freund-jewagner-ewig (0)
1,rth-herrn-frau (1)
2,lieben-sohn-heidelberg (2)
3,vater-mutter-max (3)
4,herr-herrn-bitte (4)
5,richard-onkel-tante (5)
6,car-menschen-gerne (6)
7,zeitung-lassen-spaziere (7)
8,truchseß-voß-wagner (8)
9,charlotte-zwölf-franken (9)
10,geist-mensch-wahrheit (10)
11,liebe-brief-sagen (11)
12,vater-minna-geliebter (12)
13,gedanken-mund-schönen (13)
14,emanuel-bier-herzog (14)
15,vater-emma-mutter (15)
16,jean-paul-werke (16)
17,ew-wohlgeb-brockhaus (17)
18,henriette-emanuel-antonie (18)
19,minna-schicksal-vertrauen (19)
