month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0.00012553885149361573,0.00011823023428857885,0.07170562396528107,0.0004283307247344895,0.00014412159874667243,0.00015066281046570732,0.0007517092021041106,0.0222597318678836,0.00013004680518052415,0.00022500727653763027,0.032962191309835576,0.0003369227945120733,0.00014052291234444657,0.0004937163119897288,0.008255451345016025,0.00021948411685859503,0.024380062419572714,0.00037145766005928295,0.0002996915826897928,0.0001225636962706433,0.00020662412039518016,0.000671365284594508,0.00011101177229304452,0.1556535870853656,0.00010533612167075994,0.0006067758674083599,0.00014437125097909752,0.00010096018902182453,0.0001621186636386767,0.00018063075341492939,0.00040918450218383785,0.0014077069708850465,5.047455898764686e-05,0.028297606039733622,7.910389423883931e-05,0.0006228976308422629,0.03338447148478748,0.00025767050406282863,0.0009673742704301723,6.942656467052596e-05,0.00013608196598135356,0.00011307814016796754,0.022622733799621042,0.024709619363248333,0.010508642871526882,0.00023247290309477304,9.911542965571425e-05,0.00015559972197688924,0.000238565983104384,0.0001038910776192595,0.00017610824150990625,0.00461816771826868,0.002228838310886602,0.0002945663423519163,0.000477220337423521,0.0417007782704558,0.0037542668591478527,0.0011545666395666914,9.631112332800865e-05,0.0025697602543631386,0.00025582783263774616,6.0512974321596364e-05,0.00015907905943158467,0.14613186360144834,0.0001019842531482157,0.0007122097829963432,0.0008905913748203866,0.00010927222551256613,0.057042936901358726,8.917678172442635e-05,0.00031808807153674783,0.00010878596532972415,4.877716897326868e-05,0.0003332281772504563,0.15455711914200948,0.000329429433432902,0.00011546654076707834,0.0014249809684909194,0.00010506014271239405,0.1340054592333293
1,8.392239401628984e-05,0.0006155194792383633,0.026353768063940936,0.005054948751570655,0.0034582789879047905,0.0014376533206047787,0.00669520471190431,0.03622461359086953,0.003724953975568649,0.0009518268493805994,0.019956861192619968,0.0054749483196962125,9.393919952093028e-05,0.004838194261697112,0.025971479726416995,0.009533104433994799,0.005702294715676635,0.0010267431223147524,0.004267008839566165,0.0012421626544745464,0.003988215434042215,0.0055208955440189085,0.00017834386138179502,0.11273530081377113,0.0015058047197038195,0.007593095060835094,0.0005232924894482064,0.0006363951893713137,0.0003202796445471378,0.0024291590824679628,0.0026149796697771113,0.016412850813210953,0.00044322867587058107,0.04221692375886724,0.001380481049338624,0.010342459129395885,0.04660972853678499,0.004493935203076463,0.010574936463809194,0.001907083029281404,0.001624609440458747,0.0023406474027093983,0.02330237237309043,0.0034504609980173704,0.0031422396535923003,0.0009458261153025255,0.0029857963792272574,0.0017870768679396133,0.0004071868976258902,0.0008496545482441652,0.0011296574484167055,0.0037428023838782794,0.0012475538576063854,0.0012340222637197596,0.010021446076564439,0.009091915393858185,0.012118409876095049,0.013293006735401318,0.002388112783918824,0.0022963814792389186,0.0010599205593419922,0.002278944746460122,0.0006996486573362109,0.15394054201122911,0.0025516946205395197,0.007820732066124126,0.011808528456492476,0.0008179913833502067,0.012787805876980696,0.00014151286599537683,0.003957540875406525,0.0016940805310377515,3.2607409936213855e-05,0.003505216129602346,0.09189815561664338,0.003393288631290231,0.00011780935599459978,0.009278262532218442,0.0013137311050430873,0.15836799283409517
2,0.00020728143789814388,0.0004929002422632336,0.0020840603379051856,0.006978322410889661,0.0014750632461235681,0.0013049820957628008,0.003597753372963594,0.020082840187553377,0.0012163927220919361,0.0017169391435752485,0.024209014454490335,0.00192510399308392,7.551628724818258e-05,0.010362732683168578,0.016721114279326817,0.0035491706890882608,0.0075660686305755636,0.004090718618702557,0.003290866080487951,0.0018953666522339722,0.0005954925785691456,0.0053775880790654955,0.0019006254734084702,0.11284433767027437,0.000145258154257866,0.005774124189642158,7.758436455254591e-05,0.00013001202602984206,0.002982988937492786,0.0044438599427278945,0.002723692147165325,0.027476336299619108,0.00011577583384945411,0.037461674071812216,4.2510024167074013e-05,0.009447600835703977,0.05735758104290157,0.0011924692914813708,0.007434624976356275,0.001360034535819903,0.0007585577318923874,0.0002784152090530351,0.04328683558537275,0.0045972611802267355,0.014854881509980622,0.005481760550361401,5.326411993413083e-05,0.00022219826499923038,0.002074327868353943,0.003664683124809709,0.002303695275314806,0.004275575651247475,0.0008875953131392702,0.009444859691634675,0.011580650279684952,0.00601508217170885,0.019358473170306277,0.017456080874567993,0.00014602397607269788,0.00037878313252715564,0.0032199746503923684,3.251935983158666e-05,8.548826484438437e-05,0.1411258895922006,0.0005633686303621201,0.018208770960717217,0.012508862518650377,0.00013733756845386776,0.01279314962923894,0.00099059190061153,0.0005509575216204168,0.003274882365839024,2.6212598656578197e-05,0.00575856482691729,0.118668273774816,0.0012168654576007298,0.0011141997908492593,0.01436933493633486,0.00040291020544159427,0.12610646272510348
3,0.0021293502761797244,0.000306965288777364,0.0019919260368819534,0.0031339104917627496,0.000901898641872877,0.0007454450588455366,0.002753017915794306,0.051229496669474246,0.0017331983943266085,0.0029552827418126487,0.02414830657191486,0.02525392602152309,0.0003075914998546555,0.009613168711918044,0.026331131052412506,0.004657745577019805,0.008061660850257496,0.002110773288157679,0.008380302984315554,0.0022903453391941516,0.001199092547485877,0.00706243348058527,0.0038368337940023795,0.1008977906374695,7.176829916808239e-05,0.0036008533844121855,0.0006982254180872059,6.878685995704149e-05,0.0008246679147238542,0.000839738881294267,0.0012031941193668908,0.011578105790326199,3.4389658479404763e-05,0.026345092467261817,0.0001552075635996951,0.0058970459104848464,0.05340091109318752,0.0008186741224340673,0.007748735125280399,4.730216363063275e-05,0.0003112910126479484,0.001075603357239165,0.03586943802536193,0.0023888361531229675,0.008257912728787802,0.001360329766541385,0.0001194775219605215,0.0005595768823093432,0.0005429998182693278,0.0009153417176420598,0.0004074110832047389,0.002028645140330918,0.0013484608713107066,0.004787637957437093,0.008899293793943087,0.009764477422635668,0.021156729041697898,0.009398357231113643,0.001311346570192078,0.0019339359200232842,0.0008054854803123367,0.0002482668264691873,0.0024885475712717762,0.16276231786498055,0.00018517533714981297,0.004523985368369877,0.009439131217987541,0.0005927532838869022,0.005000162587896127,0.00023391587146418902,0.013303911841742191,0.0015852729655889575,0.0005301237307582396,0.0033965075539800394,0.09523178978318468,0.004870765304214942,0.0009271359736838059,0.006055421360939851,0.0016333821096451095,0.16838455330716928
4,0.00345370632349146,0.00044555434816762204,0.013373416599431589,0.0008594223618888363,8.237623738992256e-05,0.00041990949115392075,0.013315691341166497,0.0534326690609512,0.00048312824442260367,0.0007092483120764741,0.028862862140365583,0.002947002436093331,0.0029654293200731805,0.0041587841434521785,0.0243256990116362,0.00019489281672959962,0.0040373260564272465,0.002368443287221887,0.0005786282115055514,0.0007765536185242314,0.004470816698392001,0.0038793603750061157,0.0003835440199522049,0.09615563483226301,8.291837931065543e-05,0.015811494685385407,0.0012592991106545836,5.7706274216482e-05,0.0002806701937825701,0.0005445636168115448,0.008648839259918419,0.0377179190361715,2.884997314404303e-05,0.04485722930911215,0.0012516412486384318,0.006573212889603887,0.04625024257242017,0.005360734722435479,0.004892570905002623,3.968245719032521e-05,0.0019827302291684132,0.0009777515613831394,0.026598115485296316,0.0003019968589606663,0.002114587047989631,0.0034045846868094027,0.002501079760113086,0.0012455591349940626,0.001711178145041415,5.938149553629332e-05,0.0020423656744125575,0.0035658304512025847,4.478443367191636e-05,0.002807642282974395,0.0016392910595673072,0.026027305925390067,0.007081583004510536,0.005990721196205707,0.00312366694515756,0.0016283746253681038,0.0024215072247314806,0.0006422485648289088,0.0028320967997033358,0.19073513364587358,0.002662701820258263,0.005138742948618049,0.012767773326368817,0.00043872824815172843,0.009420477089209974,0.0005268794168943235,0.0040865245793940685,0.0010875519387457502,2.7879788216983794e-05,0.0026840249398014,0.05789196016324927,0.009183050204649242,0.0014868713701039608,0.024973231028406838,0.0009627863727050308,0.13884362660475513
5,0.001791952178321766,0.002592222784779286,0.013687678727184849,0.006897375979873619,6.361236931207594e-05,0.002566160670787279,0.0025187803416869673,0.05823474306146904,5.740003907075792e-05,0.004920855197691182,0.02144379531717545,0.007251717270691768,0.009113410804015952,0.014541811793952168,0.015481224533708237,0.0016465898216522074,0.005268714336483113,0.002814490185940893,0.0055502029768046725,0.004632940544615709,0.0007903835998216915,0.0034151945994221507,0.0004538519838660944,0.11619944258029642,0.00032496167472995,0.004396154425202217,0.0016222896804242895,0.0023400433636801177,0.0008286868607106832,0.00036433829780494853,0.003892227594750813,0.015876890981198873,0.001331497266564492,0.02805834351628558,0.0027577532803933964,0.010421762468725686,0.036428156367368375,0.0026674869251263546,0.0037727700318328492,3.064348654397777e-05,6.0063837426165695e-05,0.00015645045135864938,0.04049871942043905,0.0007854599389463486,0.0022666275040372484,0.0020047515331258043,0.0005418323091727209,0.003493338679311198,0.0005791687662020647,0.0002098148163079157,0.003391566012487439,0.0026146966536922597,0.00016038474740477865,0.001605070082656654,0.01027232243452329,0.019452511459014745,0.010152073733667933,0.00882624388478849,4.2509788951002967e-05,0.006272003942394089,0.0031750728218100203,2.670920739287477e-05,0.0022315562196716706,0.1711882537104913,4.5013794127303403e-05,0.006852975177122036,0.008517898596105161,0.011470320828967713,0.013879797145557829,0.002746470427634574,0.011622968106938598,0.005305486806465147,2.152925941502393e-05,0.005889002666907381,0.09194449611159199,0.00837148474924445,5.09646041838184e-05,0.008863103206072039,4.6371429794831615e-05,0.11731635721463246
6,0.004005933252313905,0.0024270483311627216,0.007486856671922348,0.009045483108694363,0.0005819486429844849,9.599150452322585e-05,0.008076425173773449,0.04076896760076462,0.00010962900623465043,0.00031148873527181767,0.010243879910893618,0.00801216970056675,0.001416688169501572,0.006296688291101392,0.028796364786832465,0.006400202080059581,0.009952652436500195,0.006226060038058017,0.0004515823419433002,0.0021121313340817225,0.0004391665020442253,0.0035344064347577068,0.001892760115581356,0.10496129065333394,0.00010575013238892972,0.013024015078620565,0.0015588183203217205,0.002616491470088252,0.004033177924229433,0.003703102136203275,0.0044227570691046806,0.031746636548734566,0.002554624276257611,0.028590516925548697,0.0002652179963743445,0.006773237535847274,0.03556597393306429,0.0009528897420538038,0.005804906068574212,4.423361263474981e-05,0.002564930317332997,0.0020699252390978333,0.03643390557696555,0.001641826688257144,0.0009413115820273832,0.0009036554868400993,6.31492216606667e-05,0.0016896365605533574,0.006891535695455922,0.002159526716581655,0.005265602239845494,0.0021294851596604858,0.0012535863574609427,0.0022541017579850936,0.0019914102239374566,0.02687336207542975,0.011697273847928062,0.007288999219372387,6.136251940343159e-05,0.0057157734403634084,0.003539140421938649,0.002358298605061672,0.001127135580234208,0.16800856994563104,6.497702961410634e-05,0.010675629651911519,0.006998184321185181,0.00018514506795209673,0.007171482974681825,0.00011758567768671407,0.008299394837249462,0.0006044793603286988,3.107730316230492e-05,0.002574709659345187,0.07364544769930952,0.006604686481974199,7.356697340281628e-05,0.021172904240615926,0.00039854909387005447,0.16105051155573802
7,0.004071300449654384,0.0032916959589189376,0.0071302141225154155,0.0012168534788242298,0.001295244456030777,0.00014825936648033057,0.003020390767901096,0.058606249948812736,0.0006613898939345285,0.002039575688780845,0.02230800017495477,0.007145414658879681,0.002674375153797901,0.007331126753324512,0.014143929636239012,0.00038618520769209214,0.008357194037351641,0.004485151965272479,0.00046708557336561075,0.00023073662592553945,9.582198651755592e-05,0.005156754926173948,5.1481736631761804e-05,0.09832639474152746,4.884965226345684e-05,0.01596652563068786,0.010874519996089564,0.002103082656875432,0.0004193210699728971,0.00017992868216021204,0.0016311620374002064,0.01741663863700229,2.340758911178262e-05,0.04413903228815033,0.0030888592473874163,0.012141274027904866,0.04508821202525472,0.002536782235269457,0.006546045178626327,0.00014791845209229473,6.310804510436014e-05,0.00025169009815430125,0.02958168691657821,0.004992438449668779,0.00997960042893951,0.0001638360529859346,4.596480481556189e-05,0.0004042912348772495,0.00426390795177766,0.0007056940191161992,0.00342691136478418,0.0037078084439724156,0.0021466389262137803,0.0011628051964810426,0.006256483181974961,0.010803974744294934,0.022262373204390885,0.0019098768002353097,0.0002741206559207202,0.006070878391785365,0.002753416290275849,2.806290668529555e-05,0.0015428151251950495,0.19163431194089972,0.0002166745198612715,0.004055157529733971,0.024373352150611725,0.0009731300414058576,0.0065695278943668865,4.135575439950591e-05,0.0003765387322821924,5.044951810653804e-05,0.001364313497963319,0.00040716393167632484,0.07390126732371997,0.001250029815326419,0.0010817750609372768,0.020417070562443827,0.001181411035912958,0.14431570074036837
8,0.0001250892006680401,0.0010086516571558598,0.014203269522568418,0.005155044055327739,0.00043264346710591165,0.0038844487724590763,0.006153698546788246,0.020330478206684672,0.00017254205485415957,0.0025221639491276177,0.0162084699926528,0.009981264792148796,0.00019704431380861026,0.0003904053111900958,0.017033019720316005,0.005439862024115696,0.004554482429789868,0.00347437878381962,0.0028963264255839356,0.00563859684734667,0.0009709793131502335,0.006165013085841537,5.08979989119951e-05,0.10668393717828169,0.003038003969459102,0.017487740611557653,0.0019382196593878843,0.0005973583042248889,0.000940373397192396,0.0035018160611234163,0.012790960298998346,0.02482461584264614,2.3142176684243845e-05,0.042149715081430804,0.0001566897749909954,0.005719836135013721,0.05809032527687932,0.0030835985992293097,0.011105278401293812,0.0049144104860253035,0.009926533344871877,5.184541185457907e-05,0.026333179393615385,0.0018937319460257786,0.007647662070516263,0.0029621862180265537,0.0009312148874675003,0.0033241632689830058,0.0027749406681982745,0.0006953386099296481,0.0046903277142603264,0.006245875952275767,0.0003198518687502136,0.0014465402278867109,0.01262875411907846,0.009482256903492232,0.02371759461466123,0.01055051440454255,0.0003147162454652461,0.00287438230991641,0.0007629925542642473,2.7744708849902543e-05,0.002582776232148929,0.17671608683174492,4.6758954465442306e-05,0.002269238287756796,0.005689595060721261,0.0010063728175593197,0.006561051555004134,0.0015676660372955682,0.0022025494237628393,0.0003551619175228585,0.00263956751237481,0.00021387656845530832,0.0799182860714529,0.0005516608894902986,0.0033279578009891143,0.018371186480612967,0.006815531076233318,0.1355275373136424
9,0.0027882652979237432,0.0022897890561698027,0.010753333214619937,0.004710230140285538,0.0005769398877871897,0.004026235205297307,0.0033623487659124236,0.03474353068186328,0.0038175164018263625,0.002643276522701988,0.012431153721824278,0.005510188977064335,0.002053231288530888,0.009698169295671105,0.03861313661984303,0.00027104069175387706,0.012533304129080786,0.0075135918900080725,0.006732058783271846,0.0007326310644567842,0.00012211122736473893,0.004371617433059356,6.560600834361635e-05,0.11471180928841589,0.0030650019282027416,0.015251402962710709,8.532087454031623e-05,0.0001255650035241725,0.001789947784265922,0.0024724341850300867,0.0037996209632185467,0.03340062031161174,2.9829578158094095e-05,0.046151560450718325,0.0003743242932044622,0.0037964374029645846,0.029319982891184104,0.003943211702121153,0.007386373537164064,4.102988076813661e-05,0.0016518430588490843,0.002578339214402443,0.03038473630913228,0.0037146231124313258,0.003841348991147087,0.00380329108521007,0.00018998919638870768,9.195670375690225e-05,0.0010198480969701846,0.00011607348389571954,0.001748212493770295,0.00023398294373942736,0.0004271768526600246,0.0004826737222917585,0.012099230583399965,0.009996982777135567,0.00698082011252765,0.006035835525921155,0.0005108789566332026,0.003711043353356894,0.0015357068167452012,0.0006194196361753311,0.0004303255149417384,0.1709044294042634,0.002172784512790325,0.005512624613957689,0.007019176932027405,9.51518379962668e-05,0.0165814498331526,0.005385446879832142,0.0038842949125265864,6.429059550774703e-05,0.006105875297000804,0.0014370148807541568,0.09547145484447629,0.0023310790204568305,0.00031282966836099864,0.01703457308858443,6.208869975677983e-05,0.13731731709461023
