sender_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
AdelheidLouiseTheresaCarolineAmelia,0.00014194778413772894,0.0001336838721692605,0.0008456047377131912,0.06620854256271819,0.00016295944518432545,0.00017035564562781897,0.0008499636111458699,0.003940524596663281,0.00014704496345105647,0.00025441752843346734,0.0022556690833630765,0.00038096130032631647,0.00015889038166713593,0.0005582489854398392,0.001944365279288627,0.00024817244757961097,0.0009630120750676931,0.0004200101492013604,0.0003388636711377628,0.0001385837523153715,0.00023363154665306712,0.0007591181005828508,0.00012552189941773654,0.014214827012690452,0.00011910439583388236,0.0006860863296271691,0.00016324172896162742,0.00011415649376482515,0.00018330887049775382,0.0002042406385698189,0.0004626681915394875,0.0015917055386039484,5.7071987821952664e-05,0.003265460104113519,8.944340632620436e-05,0.0007043153365728921,0.006042367550407279,0.00029135010121731324,0.001093817829983878,7.850117233052005e-05,0.00015386896807114157,0.0001278583581121482,0.07678503723301149,0.0005286353245733568,0.0004622123334078701,0.0002628589721329908,0.00011207060958497832,0.0001759378509862291,0.0002697484664660034,0.00011747047295939814,0.00019912699816275188,0.00035865671513040536,8.859407391387498e-05,0.00033306852086771387,0.0005395968549718096,0.0011890661018465441,0.0012889237333162734,0.0013054777399661831,0.00010889975797589328,0.0004740772439816164,0.00028926657788909746,6.842250438280232e-05,0.00017987196569323302,0.26829316588766067,0.00011531441126866309,0.0008053013018259527,0.0010069987953837255,0.0001235549799505357,0.0009437044874784185,0.00010083290082480947,0.00035966472831385545,0.00012300516166999855,5.5152735347584246e-05,0.00037678376701862776,0.11905942690417053,0.0003724884969807612,0.00013055894178519735,0.19809835459135886,0.0001187923442168523,0.21375639207919406
AdersbachGerson,0.000249598699135968,0.00023506756932909108,0.0014868977617264886,0.000851615180652914,0.0002865452657609725,0.042849344645264326,0.0014945623346192874,0.006928955032409114,0.00025856149720708733,0.0004473636874300669,0.003966332213698852,0.0006698762193450942,0.0002793902899594012,0.0009816160316004712,0.0034189406147030594,0.000436382437764281,0.0016933449341900448,0.0007385390867591504,0.0005958524256944928,0.0002436834397198877,0.00041081395159468483,0.08643440909025707,0.00022071568780069096,0.1100947110866278,0.00020943125278142903,0.0012064031602195052,0.00028704162901193664,0.0002007309414141832,0.00032232736773072247,0.00035913345183509964,0.0008135483018727351,0.002798829402349677,0.00010035446487591152,0.048291726512799435,0.00015727584619178682,0.0012384567526572585,0.01062480185544636,0.0005123053290244722,0.0019233516684614266,0.0001380351980368697,0.0002705607171062754,0.00022482407916623857,0.004817475394259867,0.0009295438469318053,0.0008127467282706293,0.0004622069861756551,0.000197063156242328,0.00030936628565002375,0.00047432136213207063,0.0002065581890951086,0.00035014170884167166,0.0006306561957041117,0.00015578239374700801,0.0005856623267261411,0.0009488184255707963,0.0020908346967896687,0.0022664227488684505,0.002295531047743314,0.0001914875818042452,0.0008336097960709562,0.0005086416951361295,0.00012031303052256128,0.0003162839696356159,0.07928399353656572,0.00020276700491753656,0.0014160288487013724,0.0017706904752763824,0.0002172570882649476,0.0016593947829072265,0.0001773029500168792,0.0006324286698630387,0.0002162902966491652,9.697968221321748e-05,0.0006625305120096098,0.5274667057566363,0.0006549777783026224,0.00022957274203403563,0.0028331738883793506,0.0002088825462401673,0.02781529876087257
AretinJohannChristophANDBaboJosephMariusFranzvon,0.00014483372866523755,0.00013640180286220255,0.0008627967522279857,0.0004941636411922607,0.00016627257840364518,0.00017381915121345584,0.0008672442460431914,0.02871085362108192,0.00015003453887942338,0.00025959009860316033,0.002301529157097555,0.00038870663560257936,0.000162120786637749,0.0005695987617981244,0.02667411033057231,0.0002532180488288413,0.0009825911015727477,0.0004285493877597422,0.0003457531182906865,0.00014140130261406514,0.00023838151642267325,0.0007745517527628959,0.0001280738888052963,0.014503829074088972,0.00012152591076944136,0.0007000351707479637,0.00016656060130063307,0.00011647741275952051,0.0001870357284749343,0.00020839306093242186,0.00047207471199725077,0.001624066550200172,5.823232006616009e-05,0.0033318502684581788,9.126188282146535e-05,0.0007186347921640463,0.006165215100802104,0.00029727354859836826,0.0011160562720962993,8.009718194818665e-05,0.00015699728253589892,0.00013045785010937425,0.0027954189125144625,0.0005393830247313245,0.00047160958580070195,0.0002682031655400376,0.00011434912040775037,0.00017951484855135264,0.0002752327303826988,0.00011985876856147736,0.00020317545495352097,0.00036594857523637584,9.039528260716016e-05,0.0003398401466519594,0.0005505674143230976,0.0012132410393442686,0.001315128879223524,0.0013320194458640658,0.00011111380212238456,0.00048371572221638496,0.0002951476650967723,6.981360430931043e-05,0.0001835289478588788,0.04600583435379242,0.00011765887191780416,0.0008216739060135968,0.0010274721171787712,0.00012606697984120474,0.0009628909708586812,0.00010288293746395722,0.07443761939509523,0.00012550598318921587,5.627404721391854e-05,0.0003844441687437188,0.7504950393671649,0.0003800615714457949,0.00013321333942762002,0.0016439955001025075,0.00012120751482191021,0.016140282170622116
AretinJohannChristophANDBaboJosephMariusFranzvonANDSchererJoseph,2.5339050674074382e-05,2.3863862558901456e-05,0.00015094861416337394,8.645525915028933e-05,2.908983514204179e-05,3.0410128367975153e-05,0.013110584961253913,0.0007034217056914808,2.624894641989266e-05,0.2980991556462378,0.004722278136341877,6.800527216728872e-05,2.8363467997359557e-05,9.965283654646995e-05,0.00034708798478320213,4.430117922113725e-05,0.00017190695802767338,7.497586890058437e-05,6.0490438697030775e-05,2.4738538497475654e-05,4.170548794168135e-05,0.0001355099139808503,2.2406871578678687e-05,0.045733678089570254,2.126128519633293e-05,0.00012247303738355272,2.914022552313139e-05,2.0378036880624474e-05,3.272240413448866e-05,3.645892693474176e-05,8.259074153159234e-05,0.00028413481440299726,1.0187901137558065e-05,0.0005829161726964067,1.5966512046165288e-05,0.0001257270912142737,0.04859443454553488,5.200880748852751e-05,0.0001952570488544931,1.4013217576734195e-05,2.74670971639767e-05,2.282395202565582e-05,0.0004890660630797598,9.4366512015947e-05,0.09079451708898634,4.692286572469723e-05,2.0005686405029125e-05,3.1406605948157736e-05,4.8152707015164786e-05,2.0969614179658854e-05,3.554609272467799e-05,6.402368824911342e-05,1.581489800607385e-05,5.945594839308797e-05,0.004415942666438474,0.00021225978547350464,0.0002300853373084626,0.00023304038740599726,1.9439658762606627e-05,8.462736760314674e-05,5.163687844775396e-05,1.2214077988851685e-05,3.210888342662595e-05,0.012368463967916507,2.05847363404602e-05,0.00014375406152918033,0.00017975901251267206,2.2055757453481307e-05,0.00016846036713306619,1.7999646835872355e-05,6.420362833969487e-05,2.195760957919997e-05,9.845296031041028e-06,6.725954211719193e-05,0.4725510610329635,6.649279492342995e-05,2.330603229874113e-05,0.00028762143783049707,2.1205580968296672e-05,0.0028237858100066643
BassewitzAdelheidHenriettevon,1.9691767162953062e-05,1.854535243498291e-05,0.0001173068794845125,6.718708033297124e-05,2.2606618842744058e-05,2.3632659917696586e-05,0.00011791156606874128,0.011555749467327256,2.0398875546754797e-05,3.529418062084575e-05,0.00031291865988664904,5.2849019586264334e-05,2.2042136263192017e-05,7.744332965120402e-05,0.0002697329063082226,3.442782910408919e-05,0.030574820685815324,5.826608787443586e-05,0.0015690703291010785,1.922509040729232e-05,3.241063639393568e-05,0.02598035144338549,1.7413079268552704e-05,0.04381883297787845,1.6522808334713698e-05,9.517761998732275e-05,2.2645778780676704e-05,1.583640850057165e-05,2.5429601586758785e-05,0.0018631831208443474,6.418384307190162e-05,0.00022081003270723711,7.917335959442231e-06,0.08304086377771398,1.2408074858907757e-05,9.770644678491994e-05,0.05552905329336022,4.041766760168273e-05,0.00015174034704078278,1.0890108760356355e-05,2.1345538510984302e-05,1.7737205501841208e-05,0.0022149182531465863,7.333516186142284e-05,6.412060395730976e-05,3.6465223514258646e-05,1.5547043324158773e-05,2.4407053747380792e-05,3.742097156696888e-05,1.629614168400115e-05,2.7623978123350425e-05,4.9754806449989035e-05,1.2290250856165231e-05,4.62050732392724e-05,7.485580486171464e-05,0.00016495370435795945,0.00017880649706121117,0.00018110295872522496,1.5107165576339941e-05,6.576656875941455e-05,4.012862993542372e-05,9.49194123174874e-06,2.495281549542966e-05,0.2418224793898061,1.599704110232724e-05,0.0001117157680756267,0.00013969633927381572,1.7140217522864462e-05,0.00013091580929525522,1.3988087362326993e-05,4.989464351068192e-05,1.706394374636248e-05,7.651086837754539e-06,5.226948948855835e-05,0.02334906899334529,5.1673626312521666e-05,1.8111845128777246e-05,0.04740742055249647,1.647951884046265e-05,0.4273128853318092
BayreutherPostamtANDOsmundEmanuel,3.950143876571421e-05,3.720174515252634e-05,0.00023531613381414686,0.00013477644325457185,4.534859479734872e-05,4.7406820367352195e-05,0.07430966723516898,0.0010965749976685458,4.091988934418827e-05,7.079968511933798e-05,0.0006277109199938432,0.00010601447263414549,4.4216249799260505e-05,0.00015535035117545518,0.0005410808381727046,6.906179480682571e-05,0.0002679884208479092,0.00011688104390244041,9.429948228276456e-05,3.856529102769929e-05,6.501533144681386e-05,0.00021124850485178224,3.493041933500653e-05,0.07129493949173124,3.314454697083914e-05,0.0001909251158965985,4.5427149143310404e-05,3.176763748410863e-05,5.1011462892252744e-05,5.683638618907961e-05,0.0001287519868517844,0.2495980430727741,1.5882076961476405e-05,0.0009087170548528344,2.4890443055900918e-05,0.006929919556987991,0.0016814789553936493,8.107733595512588e-05,0.25619341179290245,2.1845422038022594e-05,4.2818883416372575e-05,3.558061250714067e-05,0.0007624126646109937,0.00014710941794460625,0.00012862512997845372,0.06741236524400265,3.118717455752539e-05,4.896024470914347e-05,7.506600117063743e-05,3.2689856503028005e-05,5.541335479315696e-05,9.980751976296811e-05,2.465408957929565e-05,9.268679931683436e-05,0.0001501598087939123,0.0003308950688860627,0.0003586835978775648,0.00036329027126793037,3.0304785294231874e-05,0.00013192691479557172,8.049753000981717e-05,1.904071545387156e-05,5.005503595326199e-05,0.2078311962412369,3.208986447519165e-05,0.00022410043422138031,0.0002802291102649588,3.438306208415055e-05,0.00026261547689176117,2.8059928386313396e-05,0.0001000880311586406,3.4230057841972066e-05,1.5347984551702332e-05,0.00010485194250274672,0.03633932079399012,0.00010365664842039341,3.6332134915473105e-05,0.0004483775165970413,3.305770878652557e-05,0.01786988675067967
BergnerCaroline,6.48167530938213e-05,6.104325324735965e-05,0.00038612334692129534,0.00022115071547412413,7.44111800475163e-05,7.778846205928186e-05,0.0003881137127784968,0.0017993377733479293,6.714424707362391e-05,0.00011617312819206753,0.0010299924505750015,0.00017395604088890306,7.255314832888911e-05,0.00025490983796564126,0.0008878436884197365,0.00011332147491537669,0.0004397343450988078,0.00019178667918668635,0.00015473325658462542,6.328065570875797e-05,0.00010668175178871604,0.00034663147997286145,5.731630128535708e-05,0.1280352712356332,5.438591566644674e-05,0.0003132834267095154,7.45400775713975e-05,5.212658524652758e-05,8.37032143272615e-05,9.326116023804633e-05,0.0002112653615380317,0.000726810816529951,2.606043458656464e-05,0.001491087181048801,4.084199847805161e-05,0.0003216072272501428,0.12430353079069532,0.0001330374242132539,0.0004994633811746851,3.584551273858471e-05,7.026025078765153e-05,5.838318420452017e-05,0.12279546185174267,0.00024138753216673887,0.0002110572058127252,0.00012002769327281948,5.117412064351372e-05,8.033743053126598e-05,0.00012317360115603714,5.3639827404674126e-05,0.022189915469092485,0.00016377123384675343,4.045417298574862e-05,0.0001520870523731465,0.00024639282910520724,0.0005429560200872124,0.033737037381879845,0.0005961123581807098,4.9726233963973905e-05,0.00021647500774468482,0.00013208603763155744,3.124335190986772e-05,8.213384139569503e-05,0.3852220970729657,5.265531807180688e-05,0.00036771983418874637,0.00045981973359183917,5.6418158815325366e-05,0.00043091803884074683,4.6042714059939335e-05,0.00016423151677419677,5.616709863884902e-05,2.518405800547521e-05,0.00017204847926974496,0.004380653096461654,0.00017008715624376836,5.9616335297427626e-05,0.0007357295251563406,5.4243425435011075e-05,0.1619161093236632
BornträgerJohannFriedrichWilhelm,0.0001485002311672875,0.00013985484902822608,0.0008846386704051832,0.0005066735188537089,0.00017048181081350992,0.00017821942702421942,0.0008891987536520879,0.004122423023927607,0.0001538327012084952,0.00026616168765777756,0.0023597929502816944,0.00039854684247382833,0.00016622491538814194,0.000584018298632148,0.0020341190614701784,0.000259628327830503,0.0010074656440264298,0.0004393982239870056,0.00035450594599861985,0.00014498091238180033,0.00024441620485099084,0.000794159726441709,0.0001313161117189745,0.06550150342632137,0.00012460236996169165,0.0007177567382911352,0.0001707771250830405,0.00011942606794675376,0.0001917705852845048,0.00021366858401920653,0.00048402540282488994,0.0016651802060086744,5.970648598863141e-05,0.10467720939728528,9.357220048566152e-05,0.000736827213831376,0.3607348328173272,0.00030479910372819896,0.0011443095191250195,8.212486238372228e-05,0.0001609717084830718,0.00013376042360690294,0.00286618564987232,0.0005530376425331745,0.0004835485018409409,0.0255902459205418,0.00011724389733537671,0.0001840593123819426,0.0002822003166203401,0.00012289302362673938,0.00020831889302424863,0.0003752126560488435,9.268366206757392e-05,0.00034844328598614333,0.0005645051677785006,0.0012439545433556665,0.0013484216996917206,0.10262675235121203,0.00011392667614868025,0.0004959611081643403,0.000302619402947648,7.158095337389783e-05,0.00018817502962950358,0.07248573681961593,0.00012063743604268501,0.0008424747889296982,0.001053482833902981,0.00012925839734646022,0.0009872667995167613,0.00010548744506799564,0.00037626720009594736,0.00012868319892222457,5.7698638963449536e-05,0.0003941764701875031,0.01003641753771004,0.0003896829263296418,0.00013658566883472054,0.02700086678629976,0.0001242759137401551,0.19375564936710613
BrockhausFriedrichArnold,0.002817052576447005,0.00011190979799629703,0.0014873609453506034,0.0007818622903633754,0.007754321122143993,0.001420940067990364,0.005115502029662693,0.02778560673207931,0.0004995242455841425,0.00021297867687178893,0.04613380127690386,0.00031891133516798203,0.00013301073814955214,0.00046732287282276556,0.006154874345176927,0.00020775077820693933,0.0008061592250437615,0.0003516000112115753,0.15774393454647057,0.00011601159867321838,0.00019557826061773179,0.005039453194668551,0.00010507722569679148,0.05524834618324963,0.006732145907515843,0.0008928564696652851,0.00013665334954939047,9.55629871418751e-05,0.004454515455183078,0.00017097446561125876,0.0019834457551950076,0.0013324527663982038,4.777625396962778e-05,0.030673854656297683,0.00039339316164566345,0.0005895983244842771,0.19046063804453187,0.00024389577025528013,0.0039781592471527585,6.57151097991688e-05,0.00012880719906839736,0.00010703312820227276,0.006823727712197106,0.0006413579698498517,0.001183887410028615,0.00022004520063326937,9.38168462392928e-05,0.00014728156092638122,0.0020911865610180828,9.833719420373394e-05,0.00016669372137715981,0.0003002396615908939,7.416410636892459e-05,0.0005897148725735225,0.009059447929027666,0.0073656676896735095,0.0020086832279924078,0.028562717639701536,9.116245452179636e-05,0.006424302021134885,0.00024215160567508321,5.7278028528267384e-05,0.00015057489747484414,0.12654785652186612,9.653230611691806e-05,0.000674135963831095,0.0008429815051379096,0.0001034306728503065,0.015501697143927245,8.440950564625985e-05,0.00030108349226326314,0.00010297040751155508,4.6169604242736864e-05,0.00031541422739424615,0.09083841039390782,0.00031181855953635676,0.0001092938479766101,0.0022431208238264796,9.944376258029554e-05,0.1318924248224317
CarlAugust,0.00030079350603253065,0.0002832819184467185,0.0017918730843144164,0.001026288666030165,0.00034531812635094707,0.0003609909956122183,0.0018011097260142636,0.00835014238677876,0.00031159464988867315,0.0005391217681804814,0.05605697764140586,0.0008072735047183243,0.0003366956044212147,0.001182953792407393,0.05539731138992029,0.0005258881712145334,0.002040664320129264,0.0008900197077042221,0.0007180668041262523,0.0002936649768173786,0.0004950753720071643,0.0016086041522530546,0.00026598634447924625,0.030121834453184827,0.00025238737627632685,0.001453846664695449,0.00034591629790809087,0.00024190255736986714,0.0003884394404521536,0.0004327947640952984,0.000980413948046287,0.003372893014402637,0.00012093801546457656,0.0069196514724923185,0.0001895344541218542,0.001492474720385104,0.012804038691162044,0.0006173834904182568,0.0023178473833907172,0.00016634738609269285,0.0003260550114034819,0.0002709374017054046,0.05708269749612819,0.001120201161694646,0.000979447964910336,0.0005570095531979087,0.00023748247839896084,0.0003728199306769643,0.0005716086902524709,0.00024892502289766477,0.0004219587384681645,0.0007600091220973901,0.0001877346819334857,0.0007057866295655697,0.0011434291196375024,0.0025196825991438032,0.0027312852476553172,0.0027663639051303843,0.00023076330642738456,0.0010045902245934936,0.0006129684141942662,0.0001449902519426436,0.2054896248988516,0.04426869491801435,0.000244356234739976,0.0017064683570809352,0.002133874086686056,0.00026181835688988785,0.001999750705314585,0.0002136692865391717,0.0007621451457163486,0.00026065326812652203,0.00011687103629872539,0.0007984211306018808,0.43054612550229937,0.0007893192672519551,0.00027666005554100433,0.0034142818453601386,0.0002517261253767812,0.033520452088043384
