receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
AbekenBernhardRudolf,0.0004167085664165057,0.05111996409927572,0.0002727190063685275,0.0014937773609798337,0.14828906477088127,0.0009483515208588901,0.0016068553429368203,0.13455930410350384,0.11121906614589072,0.0004329909883708158,0.0005795782998137838,0.00013481526580887785,0.19378215181388214,0.00021953612593506527,0.09272453362595312,0.0013599289330441557,0.0003204862186691483,0.02886169412478477,0.0004326273025344931,0.00015325323987986354,0.037259976458975524,0.035264927645879844,0.02568753722445764,0.0007059880674491519,0.0008998297814019538,0.0003165049731844716,0.0006584823434780775,0.0009966054557121722,0.0005718389348602046,0.00028354695762415876,0.0006922873552733186,0.001953832418614611,0.07950943881302155,0.00028003697329415464,0.043645421132710215,0.0002796810494416251,0.0004471875318967401,0.000921309158352433,0.00043238552686780267,0.00026577534171596596
AbekenBernhardRudolfANDTruchsessvonWetzhausenChristianFreiherrANDVoßHeinrichANDVoßAbrahamSophus,0.0010568263868228588,0.08303741687622895,0.0006916503891362162,0.0037884110343539405,0.003205128403304357,0.002405141127397676,0.004075191304144164,0.03480762751568109,0.010712463851375044,0.0010981206978822077,0.0014698849263898284,0.00034190881046336036,0.3988979685076141,0.0005567717811616679,0.0021144604937795206,0.003448954248779256,0.000812794167912793,0.0265875885553076,0.0010971983439415514,0.0003886698782411153,0.0012773394186825382,0.012823373082646104,0.07344975673718708,0.0017904763150863481,0.0022820837709492357,0.000802697218582454,0.0016699957042616267,0.002527519297012765,0.001450256903931516,0.0007191114627123839,0.0017557295512504118,0.004955169684124011,0.0950294926365506,0.0007102096921316094,0.2122119954865701,0.0007093070235776902,0.0011341249536355685,0.002336558226631753,0.0010965851698317712,0.0006740403647271153
AbekenMinonaLaura,0.00015421653427956315,0.060098954871225185,0.00010092852267472492,0.0005528208109005585,0.00046770576552744407,0.00035096827042290895,0.05817281349581336,0.4177226438072876,0.011159565026239738,0.00016024237316515343,0.00021449176701490288,4.9892766159845646e-05,0.0006307183697005439,8.124647108172925e-05,0.0003085509344652544,0.0005032858544860159,0.00011860633044466399,0.023072487154714327,0.00016010777941363407,5.67163370905229e-05,0.0001863947197988644,0.0018712403278694765,0.0011217388267607366,0.00026127380567432984,0.0003330112253815419,0.00011713294129396118,0.00024369277015048115,0.0003688262056758817,0.00021162756373986687,0.00010493575758796758,0.0002562034123126369,0.0007230791215859846,0.08104160364629558,0.00010363677392798737,0.1557195099423774,0.000103505052750579,0.00016549626501610414,0.00034096036619300383,0.00016001830247844466,0.18242914973102145
AhlefeldtJohannGeorgJacobvon,0.0010568263868228588,0.01727479431555906,0.0006916503891362162,0.0037884110343539405,0.003205128403304357,0.002405141127397676,0.004075191304144164,0.03480762751568109,0.010712463851375044,0.0010981206978822077,0.0014698849263898284,0.00034190881046336036,0.0043222331435946604,0.0005567717811616679,0.0021144604937795206,0.003448954248779256,0.000812794167912793,0.35540070135865703,0.0010971983439415514,0.0003886698782411153,0.0012773394186825382,0.012823373082646104,0.007687134176517171,0.0017904763150863481,0.0022820837709492357,0.000802697218582454,0.0016699957042616267,0.002527519297012765,0.001450256903931516,0.0007191114627123839,0.0017557295512504118,0.004955169684124011,0.4896052280005699,0.0007102096921316094,0.014924127804560419,0.0007093070235776902,0.0011341249536355685,0.002336558226631753,0.0010965851698317712,0.0006740403647271153
ArnimLudwigAchimvon,0.0002195212783681096,0.00358827616246235,0.0001436678526389143,0.0007869190660023004,0.06896598122453272,0.0004995897732354332,0.0008464883313235049,0.14383059177747334,0.2344459141023867,0.00022809882721256156,0.00030532074342424126,7.102042501406356e-05,0.11017815545086873,0.0001156512126152896,0.00043921033429982566,0.0007164079693366428,0.00016883152901467748,0.0601628821106212,0.00022790723820732343,8.073351460419998e-05,0.00026532568224582853,0.002663638311072488,0.0015967518813467,0.00037191316802488066,0.0004740286133921661,0.0001667342164832621,0.0003468872432026169,0.0005250098541240424,0.00030124366072114915,0.00014937199671779546,0.000364695658969916,0.0010292751933077273,0.10169954770859642,0.00014752294366424148,0.003100001717439414,0.00014733544365726805,0.00023557753927749302,0.00048534390822103885,0.2597686163925559,0.0001400099433374621
BarthKarl,0.0002760928948598276,0.021693289543955274,0.0001806917016347664,0.000989711633277957,0.3272630030649293,0.0006283362950521768,0.01824493071050681,0.06063428955980117,0.4838469600582601,0.0002868809164533203,0.0003840032662865517,8.932270658258271e-05,0.0011291711446207154,0.00014545504801343818,0.0005523968043127415,0.0009010295112400297,0.00021234017010008852,0.0069459320689797535,0.0002866399541034618,0.00010153890285708108,0.00033370129873729553,0.003350069832093234,0.0020082419917154147,0.00046775685691977873,0.0005961879098497716,0.00020970237073718,0.00043628163920016936,0.0006603072446215315,0.000378875501112954,0.0001878658291869711,0.00045867936346002995,0.00129452401990486,0.007645886763887897,0.00018554026688112,0.003898886042395706,0.00018530444728269028,0.00029628692610841905,0.05215131484324505,0.00028647976410713604,0.00017609113272554607
BentzelSternauChristianErnstGrafvon,0.0005502364755619478,0.008994118673386245,0.0003601076555095056,0.0019724355499767684,0.001668749548977042,0.0012522363121031813,0.0021217476478554587,0.05236188331250526,0.2794918269727344,0.0005717363514747393,0.0007652953327649438,0.00017801476304780343,0.07072896606905488,0.00028988313158961133,0.0011008934904718963,0.0017956974332632703,0.00042318114298238473,0.04808212144912559,0.0005712561280550219,0.0002023609049007679,0.0006650465474704639,0.04091578504327471,0.004002305079810217,0.0009322111838558672,0.0011881665207463259,0.0004179241680594218,0.0008694829746624523,0.44642682733129097,0.0007550760062659326,0.0003744052587186033,0.0009141202872728,0.002579908239233635,0.015237790844430606,0.000369770553404941,0.007770244560891936,0.0003693005791784248,0.0005904819610071786,0.0012165286366781721,0.0005709368790607897,0.00035093899934588173
BergnerCaroline,0.0007953160430463468,0.06248991380063064,0.0005205023810135847,0.002850973547635805,0.002412023460953521,0.0018099920178569246,0.0030667904048198922,0.12517401509239653,0.00806167831138823,0.0008263921294135501,0.0011061637729393454,0.0002573039106620852,0.003252702055653409,0.0004189993128432233,0.0015912399369078464,0.0025955149114258217,0.0006116692859826393,0.06949826896360886,0.0008256980107810883,0.00029249401175847253,0.0009612634059486221,0.10862973642656099,0.00578496261246241,0.0013474252307076082,0.0017173850475743768,0.000604070813907783,0.0012567573936251252,0.0019020878652232355,0.0010913926796462454,0.0005411682468991445,0.0013212765093402882,0.0037290192551383454,0.4179427830822652,0.0005344692081140781,0.011231171382012873,0.0005337899037444707,0.0008534871779244755,0.15022761589664094,0.000825236565824027,0.0005072499347219087
BertuchFriedrichJohannJustin,0.01515617928927948,0.041677274152284734,0.000518466782816914,0.0028398238645142375,0.0024025904385764035,0.0018029134402712413,0.0030547966978834106,0.06102430757020705,0.2153300591573971,0.0008231602473132201,0.0011018377504972716,0.00025629763788477327,0.14721774523899908,0.0004173606762553003,0.0015850168623087791,0.0025853642845202517,0.0006092771491914868,0.04049852560885991,0.0008224688432632234,0.0002913501163516675,0.0009575040647293486,0.05074900922447017,0.005762338586345942,0.030070102864713857,0.022278920634697757,0.000601708393476473,0.3028952879181429,0.0018946491161039372,0.0010871244244920208,0.0005390518279399496,0.0013161092167825114,0.0037144356813680808,0.021938684933457145,0.0005323789879808017,0.011187248139688404,0.0005317023402575423,0.0008501493315982372,0.0017515031375014173,0.0008220092029406012,0.0005052661646373791
BodeAugustTheodorHeinrich,0.0005154892148126176,0.035066239406533174,0.00033736697007777415,0.0037174310150746253,0.08978383029987254,0.001173157981987042,0.004713395657519065,0.05944020437507675,0.1456309206998642,0.0024051855313722585,0.022376715295076368,0.00016677318662825568,0.023965839334836318,0.00027157710280464284,0.3083180092962689,0.010806496569335048,0.00039645738661128787,0.08267721450884534,0.0005351814828474165,0.0001895818772638301,0.0006230490667113091,0.006254868920802686,0.05734949537381518,0.0008733423401540743,0.0011131341778471524,0.00039153238800489746,0.020815752673387946,0.0012328504985173485,0.010055163948754917,0.0003507616841312784,0.0008563938780127063,0.002416987843586575,0.054437866828505356,0.00034641965900365004,0.04163367631930447,0.00034597936350204476,0.004960675780680658,0.0011397052350588723,0.0005348823943269791,0.0017803944331844055
