sender_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
AdelheidLouiseTheresaCarolineAmelia,0.001003995721137649,0.04395237503891477,0.0006570748420689708,0.003599028672851966,0.003044904293399041,0.002284908316775591,0.003871472820127356,0.17408896731188936,0.01017694864901688,0.0010432257329237409,0.0013964054976869887,0.0003248168166546883,0.004106165057984816,0.0005289388048088157,0.0020087587845448764,0.0032765413045598934,0.0007721626531329802,0.08595689693935467,0.001042349487382051,0.00036924030243254934,0.0012134853243522187,0.01218233369837915,0.048614574403225724,0.001700970548766503,0.0021680025876329163,0.0007625704494838266,0.0015865127539420197,0.0024011688115798354,0.0013777586784854137,0.0006831631387959333,0.0016679607728471702,0.032248607447373755,0.5293817911705401,0.0006747063670072247,0.01417807186148693,0.0006738488227813797,0.0010774301388411513,0.0022197538696774265,0.0010417669657964742,0.0006403451413571825
AdersbachGerson,0.0011312182667316687,0.08888256762304657,0.0007403368842209832,0.004055083992397813,0.003430743064561768,0.0025744432683586,0.004362051232968154,0.17804133794445898,0.011466533142505014,0.001175419357435761,0.07196512268791752,0.0003659763767967677,0.004626482784751724,0.0005959639323013759,0.002263301110446991,0.0036917322428616202,0.0008700081880052763,0.028459135972681862,0.0011744320773686922,0.00041602903890061466,0.0013672536012031794,0.01372603301078998,0.14901178507696508,0.0019165111119765945,0.002442723686783165,0.0008592004965403791,0.0017875496577100687,0.0027054358539373518,0.0015523430542958515,0.0007697309913711767,0.0018793184619338675,0.005303972848641246,0.10171878682163074,0.0007602026094034447,0.2271499734555967,0.0007592364004123277,0.0012139580164776905,0.07289280265574051,0.001173775740848031,0.0007214872590246881
AretinJohannChristophANDBaboJosephMariusFranzvon,0.0007236859739305428,0.011829309434909698,0.0004736233800768831,0.002594200867076939,0.0021947847811511416,0.0016469752467610733,0.002790580198095657,0.023835316881730604,0.5927575294058836,0.0007519631953260237,0.0010065372305078028,0.00023412985669242609,0.18308957094453235,0.0003812621767690232,0.0014479250526463025,0.002361750090356198,0.0005565793458085071,0.01820645770963084,0.0007513315924268386,0.00026615056444416105,0.000874687302261776,0.008781097211518575,0.05029639626912747,0.001226069496408232,0.0015627089150711227,0.0005496652294494134,0.00114356765005809,0.0017307764897750574,0.0009930964944264698,0.0004924279765781989,0.0012022758573194696,0.0033931654655472336,0.06507361264659142,0.0004863322861291544,0.010219636924260034,0.0004857141632475491,0.0007766179306878524,0.0016000115411282318,0.0007509117074690463,0.00046156451418903025
AretinJohannChristophANDBaboJosephMariusFranzvonANDSchererJoseph,0.06724541090930959,0.0022036108106148864,8.822844699770507e-05,0.0004832580555147929,0.00040885323841852845,0.00030680509953246707,0.0005198403783625736,0.012828962605643474,0.6053619037527994,0.00014007869483190915,0.00018750175863078966,4.36146409166177e-05,0.01732900353144913,7.102303469443369e-05,0.00026972523768424675,0.008828781176261947,0.00010368181423753162,0.003391571355259888,0.00013996103733175512,4.957958571356658e-05,0.0001629402295863042,0.0016357777138924152,0.19392356221373705,0.0002283971022752229,0.0002911076321101641,0.00010239382514242988,0.000213028330199962,0.00032241592838639933,0.06729559777260241,9.173144202607596e-05,0.00022396472855058832,0.009020917334632946,0.0037333464071398342,9.059591256464902e-05,0.001903754613130584,9.048076617578424e-05,0.00014467147699515548,0.0002980565136569759,0.00013988281949179606,8.598207349801391e-05
BassewitzAdelheidHenriettevon,0.00012125102657961876,0.03276040618849968,7.935392299304492e-05,0.0004346491843394569,0.0003677284311460776,0.0002759448802584744,0.0004675518470174592,0.1578226355918238,0.0012290545120482474,0.00012598877505966635,0.00016864175469205763,3.922762980013252e-05,0.0004958952693761126,6.387912989130419e-05,0.00024259472391068154,0.0038155303463741057,9.325290178799456e-05,0.07567922000433168,0.00012588295222673113,4.459258618531243e-05,0.00014655076532625545,0.18667713363813104,0.012552184693131664,0.00020542360975994603,0.00026182635427957263,9.209446603460037e-05,0.00019160071706197482,0.00028998548227388514,0.00016638980687690798,8.250456665940794e-05,0.00020143706964516648,0.0005685128783380279,0.4226297740301592,8.148325527396836e-05,0.10071709534689113,8.137969097032444e-05,0.000130119588810877,0.00026807627740434246,0.00012581260198641736,7.733350264366775e-05
BayreutherPostamtANDOsmundEmanuel,0.0002136834282913232,0.08327350094853456,0.00013984721442655192,0.4528563408895597,0.0006480561366289647,0.0004863039076568192,0.08060462698897815,0.020334651072667145,0.055353090440750916,0.05340913272790106,0.00029720118098959286,6.913173979546478e-05,0.0008739274563102845,0.00011257563631824168,0.0004275301723452382,0.0006973561382344698,0.00016434169931821608,0.04526616253677298,0.00022184637568884927,7.858652385261989e-05,0.0002582697304675464,0.0025928027126538664,0.0015542885804656914,0.00036202267662171405,0.0004614225097940903,0.00016230016177232187,0.0003376622799807335,0.0005110479783551153,0.0002932325223889305,0.00014539966506506852,0.00035499710675416645,0.0010019031120636944,0.1920724204607568,0.00014359978489621582,0.0030175616669863336,0.0001434172711800395,0.00022931269622453794,0.00047243689076496885,0.0002217223958681796,0.0001362865819187441
BergnerCaroline,0.0005320204681753561,0.008696361364543784,0.00034818601090019454,0.001907136533746959,0.001613504294508057,0.0012107800529779864,0.0020515055382491366,0.01752262293775415,0.005392796872392454,0.0005528085739387072,0.0007399596342903323,0.00017212144556955116,0.002175869688049063,0.0002802863245787861,0.0010644475534158225,0.0017362494701397776,0.0004091714014097989,0.046490325342577465,0.0005523442486895934,0.00019566158942070075,0.0006430296631685338,0.2381959125850052,0.0038698056506824797,0.0009013496060340057,0.0673603901740029,0.00040408846273903083,0.0008406980630973086,0.034378166268264836,0.0007300786265601778,0.03346778969681221,0.0008838576226826553,0.002494498366152043,0.4782142437259608,0.00035752901102938453,0.0406187839744516,0.00035707459566594244,0.0005709335954569472,0.0011762545079790562,0.0005520355686821431,0.0003393208902450649
BornträgerJohannFriedrichWilhelm,0.0008367253684528499,0.3260760617736244,0.0005476031199697524,0.002999413771357664,0.0025376090885238733,0.0019042319732883821,0.003226467457655764,0.1316913883664794,0.1646809317127299,0.0008694194779744848,0.0011637578527105507,0.0002707008255843096,0.0034220588780771517,0.00044081514196213264,0.0016740902363873466,0.10686366096432567,0.0006435167669002881,0.1251833041498349,0.0008686892190119323,0.00030772315219674016,0.0010113130302788712,0.010152700293226005,0.006086165387608681,0.0014175809509739633,0.0018068032818789074,0.0006355226689538165,0.0013221923566497787,0.0020011229293985973,0.001148217680239265,0.0005693449852303335,0.0013900707571184027,0.003923176248616899,0.07523807905596226,0.0005622971509200328,0.011815939204214185,0.0005615824775472006,0.0008979252709190275,0.0018499325598478745,0.0008682037482294759,0.000533660665139053
BrockhausFriedrichArnold,0.0032366999475812717,0.05792872354547047,0.002432193630416775,0.0069363838153771,0.01826249046678306,0.0016168801897156275,0.028286679676322417,0.2073830787157927,0.0334911952875981,0.0007382226273946494,0.009563430219257369,0.00022985161911292544,0.009491851948452815,0.006275969607323993,0.002947415214050557,0.22443826119639473,0.008813320346461177,0.12483091784665991,0.0007376025657285938,0.00026128721483682684,0.010005296875799914,0.025965844620653353,0.013710105897156719,0.001203665619052667,0.008142214284320928,0.0005396212373076312,0.027664238945191422,0.006441496873154924,0.0009749497155297175,0.00048342987653083095,0.005842805271817552,0.006224525046813269,0.08408163131657025,0.0008907830926421807,0.04952723267249006,0.00047683874421531843,0.007161768848406769,0.0015707746484072743,0.000737190353297624,0.00045313037991045514
CarlAugust,0.0019583129583913925,0.15386940705457985,0.0012816371133520276,0.0070199746266666535,0.00593914437012567,0.004456757604910586,0.007551382174342982,0.06449898381108883,0.01985033401703229,0.002034831850674618,0.0027237157726038713,0.0006335614462953554,0.4954451132714782,0.0010317053089423935,0.00391812263263366,0.00639095681419201,0.001506118101681509,0.04926714534140867,0.0020331227168975553,0.0007202103094569685,0.002366926457419561,0.023761876114323836,0.014244359015318746,0.003317775760754336,0.0042287307324146775,0.0014874083240298858,0.003094523631213677,0.004683525935423154,0.002687344793219767,0.001332522837730295,0.0032533895581287144,0.00918199348960308,0.0542318886392086,0.001316027741753968,0.02765460177449064,0.0013143550852530393,0.0021015482020812206,0.004329672603089479,0.002031986497344462,0.0012490055104436193
