receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
AbekenBernhardRudolf,0.00040452132110457427,0.17656416067794575,9.933121813730472e-05,0.00020983508457099041,0.00040839156503318823,0.0443610528947407,0.00048462084311739974,0.00997802157698094,0.00016984308972384506,0.0005482206638877842,0.0003270234560905086,0.001176155413798858,0.044353455702953445,0.004063621256471785,0.003365554872848976,0.14701153665916725,0.000231053889989901,0.009080994923664208,0.0001754149459247817,0.00018903585758840653,0.00013542693490903798,0.0006491449083209804,0.0002987122911010389,0.0005577816458368166,8.886455092568204e-05,0.014042454651748233,0.007180129404589567,0.007603813134192507,9.568321952212346e-05,0.00010041407660981557,0.0004797787366600977,0.00024303340957416487,0.0015205019729955323,0.000659883345198369,7.605463113055885e-05,0.00021630752071188057,0.0006889101570007185,0.00018902896402379929,0.00026829420680677405,0.003962108800675728,0.18560890096964056,0.00018763398106948215,0.00018941202146229057,0.03751494795154366,0.00019472987228880714,0.00046355260679967506,0.00011354694785767883,0.00042641241162992213,0.0006304376873239038,0.0012422411243572908,0.0002590886312032985,0.0002658049370200122,0.00018956768994300285,0.0006645613394352651,0.02100658071951285,0.20003870999747791,0.015417852291751185,0.0006285847387570759,0.05236651255449548,0.00033274905015667354
AbekenBernhardRudolfANDTruchsessvonWetzhausenChristianFreiherrANDVoßHeinrichANDVoßAbrahamSophus,0.0011599571567990966,0.0028984042301526164,0.000284830369527427,0.0006016980945059801,0.0011710550072938388,0.0013554833421819178,0.0013896410052579634,0.008747733317426471,0.0004870218136341824,0.0015720122757568954,0.0009377335100596537,0.0033726031696393603,0.007998369427113943,0.13527978730091542,0.009650664273273327,0.004407661778385955,0.0624762581207432,0.0061755265335835426,0.0005029990047975156,0.0005420567086614498,0.0003883341474861205,0.001861410617740861,0.0008565517855533058,0.001599428208760189,0.0002548174013436868,0.0005383646290125522,0.0007248309881854367,0.0019397359851094805,0.00027436980322126,0.00028793544550107344,0.0013757563575370626,0.0006968936569451219,0.004360010346765801,0.0018922028802469508,0.0002180852011624896,0.0006202576814346746,0.001975436708311335,0.0005420369414966928,0.0007693285102092371,0.011361271259599195,0.015634642186665174,0.000538036854536988,0.0005431353513803296,0.15174461586290738,0.0005583841869872251,0.0013292282402863945,0.00032559370280054963,0.0012227294404841135,0.0018077680190760265,0.0035621026815936163,0.0007429316981090753,0.0007621905766722018,0.0005435817277735372,0.001905616939312455,0.0006438101772453354,0.3727450922057274,0.00448229107424825,0.0018024547244753766,0.15460308781277318,0.0009541515416131932
AbekenMinonaLaura,0.00016152306681333888,0.00040360037211278633,3.9662391440906375e-05,8.378595791291022e-05,0.00016306843324040006,0.0001887499250815332,0.0001935063511813079,0.0012181145698475732,6.781738142834894e-05,0.00021890139852160758,0.00013057860931384887,0.0004696321790089076,0.0011137662730049019,0.1909877643508705,0.0013438469525086213,0.0006137632271569677,9.225850644513436e-05,0.0008599369201222365,7.00421919747022e-05,7.548094466811957e-05,5.407520621140106e-05,0.000259199876317923,0.0001192741218725666,0.00022271904433057946,3.5483110648686115e-05,7.496682565578059e-05,0.00010093211067909492,0.0002701066184096501,3.820576630568251e-05,4.009477068096021e-05,0.00019157292556437256,9.704186060040406e-05,0.0608596861769934,0.00026348767319468855,3.0368182403887114e-05,8.637036491616879e-05,0.00027507791434520885,7.54781921069107e-05,0.00010712835351509064,0.010189555887755431,0.0021771108869986953,0.21526262965459667,7.563114476725955e-05,0.33960811975881244,7.775453240974365e-05,0.00018509392403631862,4.533865160725437e-05,0.00017026405497160834,0.000251730189185606,0.0004960198280277271,0.00010345261944205013,0.00010613440222227455,7.56933023077871e-05,0.00026535556973377665,8.965003031772908e-05,0.0002593932299833242,0.02644668031092513,0.00025099031734314247,0.142033467800632,0.00013286480651692815
AhlefeldtJohannGeorgJacobvon,0.0010924299995926934,0.0027296729999084644,0.00026824890785231466,0.0005666701095667606,0.0011028817863163564,0.0012765735857295658,0.0013087427530488337,0.008238482127015596,0.00045866973323237215,0.0014804972405220054,0.0008831431505965082,0.003176266345390173,0.007532742617939336,0.010974011840539631,0.009088848761633343,0.0041510687929665144,0.0006239725517021793,0.005816016918403989,0.000473716808750417,0.0005105007599214335,0.0003657271909513873,0.001753048195324577,0.0008066874377716216,0.0015063171490454106,0.2331008498153439,0.000507023615489245,0.0006826347951619489,0.001826813834461384,0.0002583973056801108,0.0002711732211553907,0.11772609973521818,0.0006563238417128602,0.0041061913997625776,0.0017820478795972363,0.00020538932392515457,0.0005841492461211683,0.0018604362323269075,0.0005104821435064557,0.0007245418843000313,0.0689150890576772,0.131154901436387,0.0005067149224757931,0.0005115166092207285,0.14291077017254056,0.0005258777305588634,0.0012518469302794798,0.0003066391948469116,0.0011515479811823634,0.0017025284121635466,0.0033547341021979,0.0006996817683355733,0.0007178194871104022,0.0005119369997154909,0.001794681036307871,0.0006063306282851854,0.0017543559054169044,0.004221353528200553,0.0016975244321592838,0.20381805222456853,0.0008986054028859283
ArnimLudwigAchimvon,0.00023700338571032328,0.038481689543202906,5.819677178198972e-05,0.00012293944197636108,0.0002392709075114034,0.00027695345426167323,0.0002839325756451861,0.2796435690752374,9.950869139391404e-05,0.00032119482133347764,0.00019159847023268647,0.0006890930110450081,0.0016342333191158253,0.002380818873523056,0.0019718315402536745,0.051419890682291566,0.00013537124337382152,0.0012617885828146438,0.00010277316403211072,0.00011075346571787968,7.934474752077693e-05,0.0003803249249473245,0.012804839769040585,0.00032679646696849254,5.206449781560334e-05,0.00010999909701385305,0.0001480980545365618,0.0003963284274427041,5.605946040244681e-05,5.88312034196829e-05,0.0002810956531778689,0.00014238987639148557,0.000890840845162791,0.00038661642496079295,4.455934492568426e-05,0.0001267315518087827,0.000403622828120825,0.00011074942687476735,0.00015718982427438753,0.01495117255960351,0.02845413958287215,0.0001099321258675458,0.00011097385487177889,0.15730286695402815,0.00011408950931279917,0.00027158899057873884,6.652556905000951e-05,0.00024982906955124353,0.0003693646257437326,0.0007278117048005148,0.00015179640624767232,0.0001557313959131876,0.00011106505885795308,0.02564901402538688,0.00013154381682765496,0.35401580423968204,0.0009158253424354617,0.0003682790090877647,0.01895879969828454,0.0001949530157364406
BarthKarl,0.0002923973020088767,0.0007306179991736744,7.179888592595291e-05,0.00015167361865581593,0.0002951948032128995,0.00034168475089689304,0.00035029507625918905,0.0022050931844473888,0.00012276648623736112,0.0003962664874835213,0.00023638006519256807,0.0008501521472313592,0.0020161965700630285,0.002937278778121827,0.002432700362731859,0.0011110655291132591,0.00016701105856973557,0.0015567017163693436,0.00012679395187473882,0.0001366394596726221,9.788969906112244e-05,0.0004692168494050434,0.00021591610488252768,0.00040317738483454114,6.423333846519971e-05,0.00013570877518844808,0.00018271245977971682,0.0004889607907766686,6.916202873904737e-05,7.258160090116128e-05,0.0003467950904975267,0.0001756701304728843,0.0010990537492290417,0.00047697883822226414,5.497403421686853e-05,0.0001563520441584652,0.0004979600844857517,0.00013663447684579143,0.0001939292149069006,0.002863903243517091,0.3779031423867382,0.0001356261511262053,0.00013691135956046132,0.007087666075916623,0.00014075522427916954,0.00033506647114990335,8.207434187713687e-05,0.0003082206850388877,0.0004556948403977236,0.0008979204166908322,0.00018727521342548257,0.18717314246753192,0.00013702388031374029,0.00048036019990165967,0.00016228906190972111,0.0004695668680817082,0.0011298777797494582,0.3899981316407832,0.007808218107609964,0.00024051865609001026
BentzelSternauChristianErnstGrafvon,0.0005334459312160497,0.0013329302160270133,0.0001309889773260703,0.0002767114271878728,0.0005385496569501972,0.0006233653281759202,0.0006390738966182642,0.004022944052883196,0.14235971905549488,0.0007229435565001994,0.00043124879446983407,0.0015510068004710553,0.003678323464144777,0.00535873416844582,0.004438187703687232,0.002027013866912775,0.00030469285814205683,0.00284002687784396,0.00023132127849910766,0.00024928329811917,0.0001785887260701676,0.0008560332720359223,0.028821063691541318,0.0007355517100215384,0.0001171864884431934,0.0002475853691440473,0.000333338295471027,0.0008920538683906106,0.00012617832850035077,0.0001324169526047687,0.0006326885669621918,0.17088338488025626,0.0020050997279591125,0.000870194146039353,0.00010029393114793565,0.0002852466873689326,0.0009084720657540829,0.0002492742075130648,0.000353802001336074,0.005224868773256535,0.09247157166437764,0.000247434630852274,0.00024977934882781,0.0982120954027858,0.00025679204689394184,0.0006112910225020121,0.00014973538890678459,0.0005623139106311823,0.0008313638902144626,0.001638154625739341,0.0003416625253827007,0.1140591157261152,0.0002499846302637249,0.0008763630594234742,0.0002960781072938291,0.000856671841672624,0.002061334698500312,0.0008289203901511582,0.2985167050032935,0.0004387991872403572
BergnerCaroline,0.0007168472420047457,0.0017911981200523328,0.00017602362607802106,0.00037184616435004047,0.0007237056535182278,0.0008376813658427004,0.0008587906166679286,0.005406051823236676,0.0003009768437165478,0.0009714950743384314,0.0005795142316089166,0.0020842504969786325,0.004942948996653989,0.007201093090222085,0.005964058264789789,0.30832824292574346,0.0004094477476278952,0.11841806638865575,0.0003108506613427291,0.00033498811084229594,0.00023998840040770927,0.0011503416826600895,0.0005293443654440718,0.0009884379724835928,0.00015747577425368273,0.0003327064256110262,0.0004479416259080831,0.001198746335580325,0.00016955905274233327,0.0001779425462164733,0.0008502099795585364,0.0004306765064756925,0.30829879459902354,0.0011693711341559429,0.0001347754734379881,0.00038331588857614513,0.0012208091892079926,0.0003349758948415106,0.00047544085357510246,0.0070212041198018564,0.009662124213423108,0.0003325038627599497,0.00033565470620196524,0.055576809464976805,0.0003450784040381432,0.0008214558550365118,0.0002012151453168814,0.0007556401734248304,0.0011171908471473652,0.002201360169270763,0.0004591277666297749,0.0004710296492994577,0.0003359305643959436,0.0011776609500244275,0.00039787120345586934,0.0011511997956498243,0.0027700316133260905,0.0011139072598544126,0.13374441260532588,0.0005896604862091978
BertuchFriedrichJohannJustin,0.02733005353238334,0.0021277372189798757,0.00020909580935416538,0.0004417104477529114,0.1281948172811245,0.0009950690545037734,0.001020144415036369,0.04523191183161159,0.00035752585113704656,0.014393285094823183,0.0006883962112950353,0.002475849715591021,0.01860516835329686,0.008554069822804792,0.007084614819597407,0.0032356929088711013,0.0004863768011491092,0.004533493815530207,0.0003692548101067175,0.00039792732215132316,0.0002850785996001432,0.0013664735270425016,0.0006288001843033028,0.001174150552728863,0.0001870630960451455,0.00039521694269400916,0.0005321030983145192,0.0014239726838567006,0.00020141664023424363,0.0002113752656315735,0.001009951605689472,0.0005115941234584285,0.00320071168591362,0.001389078325334338,0.00016009775123662062,0.00045533516009160264,0.0014501808147691665,0.013131426636496656,0.0005647690159175417,0.053212482302347465,0.1795419059390632,0.00039497632133973624,0.00039871916072065257,0.020641006548545258,0.000409913429183747,0.02745431652533861,0.00023902043493695944,0.17554326355814262,0.0013270941497580714,0.0026149625282101082,0.0005453909460873802,0.0005595290129202528,0.0003990468485067871,0.0013989256725174344,0.0004726251990084904,0.12052083966282318,0.0032904787557797317,0.0013231936259596319,0.07428308749288047,0.04041823105947153
BodeAugustTheodorHeinrich,0.0005442877751790756,0.42997185678383204,0.00013365121912030085,0.0002823353563263296,0.006311162626229201,0.013820177135207019,0.0019013021417224022,0.03375956983146389,0.007829570050469145,0.007556699261203126,0.006830322720249919,0.0015825297210376552,0.012579866528380996,0.04325504350619438,0.022161187754032696,0.004516269846243265,0.00031088548654414075,0.005345806669033568,0.021027171500001118,0.00025434977339368456,0.00018221839308664382,0.0008734314348476901,0.0046724625454765524,0.0007505011854981086,0.00011956820615426445,0.0002526173354272447,0.0003401131185129038,0.0009101841198027029,0.0036843808333238697,0.00013510821680642375,0.000645547434785136,0.0003270040585996975,0.0020458517088230064,0.003842203747030944,0.004060819854057064,0.00029104408855704187,0.0018770665473490649,0.0002543404980285867,0.00036099273214462615,0.023548258741936525,0.19213408567612603,0.0002524635335053206,0.000254855905919555,0.02166750156491615,0.00026201113122929987,0.00948668589372045,0.0001527786358926031,0.006886678355118604,0.003997761357188253,0.001671448753223054,0.0016200834425610401,0.0003576433929544013,0.003996971487541069,0.0008941744082204739,0.001291717531151287,0.027163829308795982,0.0021032296082726396,0.00974610588394336,0.04646449622859504,0.00044771741501335293
