sender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Doerffer Wilhelmine,0.00014210206211740322,4.259640487319871e-05,6.085743627181731e-05,0.00012234872741149084,0.03498789998386558,4.037952839128678e-05,3.1601123188826264e-05,3.950457309820363e-05,5.270771828905511e-05,2.5337252000156705e-05,1.7868097867459216e-05,2.486784617951897e-05,3.892741751665257e-05,4.621712170858152e-05,8.677502640483675e-05,2.5485444461506313e-05,3.657434842877572e-05,0.030563317889848517,0.0001682407138793036,0.00018332811623547601,0.00021150179816834772,2.0250175202551446e-05,7.691725593198426e-05,3.338252284089854e-05,7.303112824608716e-05,5.049035407195172e-05,0.00013879221340429944,0.000147571003585648,2.2438476299994272e-05,0.00011186335964247705,0.6035141794369914,2.9647139908158002e-05,0.00021005229479643256,8.304647370649291e-05,0.0005087999768973311,0.00039400816450846425,2.775335753688095e-05,7.853381313880315e-05,4.906577116540281e-05,3.833689616292824e-05,3.9777579443006566e-05,0.00033868381615782665,3.207787076508629e-05,0.00011748394018957502,3.2795014096883946e-05,4.868146209414858e-05,5.3758915293193704e-05,5.924163746806082e-05,5.0911182185055515e-05,0.0007027208648377999,2.579603595292119e-05,0.0173317173845619,3.772885821902796e-05,3.382605954142365e-05,1.9983413241206386e-05,3.094205345799354e-05,0.0006309344091641874,3.898886024650848e-05,0.2688460241987138,0.03897132800012626
Doering Heinrich,0.00030932633755026515,9.272342509251403e-05,0.00013247385431400038,0.00026632747752009737,0.0008467528977978494,8.789775069530101e-05,0.009483108429827159,8.599315682595924e-05,0.00011473363029393933,5.515387495447715e-05,3.889509546852636e-05,5.413207709201768e-05,8.473681036921055e-05,0.00010060496503153503,0.0001888910034708665,5.547645881173293e-05,7.961467327907927e-05,0.0006296865835567232,0.08509509949987032,0.3487288854538249,0.0004603949839845288,4.408037741902197e-05,0.00016743270799406105,7.266673948779087e-05,0.00015897342438888652,0.000109906894199674,0.0003021214922087247,0.0003212310742545873,4.884384920713695e-05,0.00024350303457023375,0.02396182616736594,6.453559554297057e-05,0.0004572397196440941,0.0190094135738306,0.001107550665023291,0.0008576730040103992,6.0413229151549704e-05,0.00017095161343973038,0.000106805876477247,8.345136943421653e-05,8.65874342875777e-05,0.0007372435197533799,6.982678598975553e-05,0.00025573785769407903,7.138785637126969e-05,0.00010596931636174216,0.00011702186534478154,0.0001289565997524786,0.00011082294859765337,0.4251740497428805,5.6152551241934715e-05,7.023014319782653e-05,8.212779856215646e-05,7.363222571014569e-05,4.349969266842051e-05,6.735435031574727e-05,0.0013734116670309508,8.487055828470324e-05,0.07684806877974464,0.00010351945892907448
Dönhoff Stanislaus Otto von,0.00032356620024216417,9.699195538352242e-05,0.00013857229879382573,0.04301173388641262,0.0008857332351790777,9.194413067943177e-05,7.195571409192655e-05,8.995185867896786e-05,0.00012001540214197447,5.769288799972197e-05,4.0685634299608335e-05,5.662405159093136e-05,0.054161419123155585,0.0001052363226440745,0.00019758661592489196,5.8030322030649764e-05,8.327974113179736e-05,0.0006586742557988961,0.0003830838743985299,0.08954412223112188,0.00048158930389889253,4.610962111946167e-05,0.00017514048609937945,7.601195865266718e-05,0.0001662917786967892,0.00011496646686552279,0.00031602967926901604,0.0003360189724529205,5.109237971236893e-05,0.0002547127162442925,0.35021851617512867,6.750649684594321e-05,0.0004782887867121588,0.00018909670655250686,0.0011585368484797528,0.15263163234094754,6.319435698794838e-05,0.015537307558281383,0.00011172269354419587,8.72930599013307e-05,9.057349375106772e-05,0.006779269411594873,7.30412676681841e-05,0.00026751077042929777,7.467420204958008e-05,0.00011084762231685798,0.00012240897627641636,0.00013489312713722184,0.00011592469190098762,0.0054397159873505315,5.873753842995598e-05,7.346319345759289e-05,8.590855833830391e-05,7.702189111049658e-05,4.550220449991776e-05,7.045501322015468e-05,0.02546898409273329,8.877758122406934e-05,0.2479760472629171,0.00010828498550131525
Ehrenberg Caroline Auguste Eleonore von,0.0002145319654064569,6.430793698930657e-05,9.187667806118499e-05,0.00018471028896737893,0.0030153246057111386,6.096111104152414e-05,4.77083229175756e-05,5.9640188066368236e-05,7.957302116628481e-05,0.19756148212000332,2.697552798645478e-05,3.754307176703726e-05,5.876885432630498e-05,6.977414548270038e-05,0.000131004551837161,3.847546198919272e-05,5.521641793912342e-05,0.0004367164510799194,0.030546509776930686,0.00888162877249457,0.00031930498243275295,3.057175822289782e-05,0.00011612224230164169,5.039770801754479e-05,0.05798646055564107,7.622545888302869e-05,0.0011302556588175428,0.00840593800018544,0.0016183957268992304,0.00016888049366407375,0.17278759485130785,4.475838772784704e-05,0.00031711666227323743,0.0001253755431755105,0.0060697278753177545,0.004277717796018851,4.189933805532009e-05,0.00011856276420261385,7.407476123464491e-05,5.78773422346346e-05,6.005234667157283e-05,0.0013206663518805476,4.842807035131323e-05,0.0001773659031896443,4.951074407297659e-05,0.033348420513278146,8.116001685070291e-05,8.94373011238898e-05,0.0019978950620231787,0.011188826490049637,3.8944363017783746e-05,4.870781702692334e-05,0.0016414796683707866,5.1067316879483296e-05,3.0169026784590064e-05,4.6713323108363576e-05,0.09979307056796467,5.886161462407627e-05,0.3543774408456286,7.179548032588249e-05
Ende Henriette Freifrau von,0.000764986665597506,0.000635930520084957,5.21976872170398e-05,0.0005349460551843613,0.0037738825330290633,0.0030372269579231055,2.710442051074985e-05,3.388324379970044e-05,0.010650606246628693,0.004158887651246789,1.5325545090058404e-05,2.1329259596844135e-05,3.3388214952497384e-05,0.004857811698353307,0.0005811428601226326,0.0017308160943308268,0.00011067786159132277,0.0009768773526354097,0.01267292206464303,0.004487855301760627,0.0001814060102256626,1.7368663158795144e-05,0.0014284877917774689,2.8632334723765638e-05,0.0009245465698750142,4.330579582015357e-05,0.34796143254456585,0.005515317827782551,9.855346271552092e-05,0.0003109491994018793,0.1455473231448033,0.008786012369745813,0.001960089561561987,7.122932092716285e-05,0.019328154473014815,0.001203925253539253,0.010133908866440694,0.00682893467680716,4.208392487838967e-05,3.288172222449267e-05,0.006340824726136046,0.0006517629283035712,0.003769293079536912,0.00010076648539137891,0.0186619738661265,0.011037331787754654,4.610925496546008e-05,5.0811809570346936e-05,4.366674191919424e-05,0.012209961372244177,2.2125371993917633e-05,0.0008138223633241551,0.0011320494448416821,2.9012758076794883e-05,0.0013929025396564436,0.0015165946456459146,0.00474887130359794,0.0183894858618469,0.31606857177182013,0.00337172013895979
Fernow Carl Ludwig,0.0001345379069431627,4.032897953450482e-05,5.7617968211979043e-05,0.00011583605091882483,0.0003682853631862774,3.823010836132272e-05,2.9918981523048853e-05,3.7401727322749225e-05,4.9902063296595e-05,2.3988538948690365e-05,1.6916971170745184e-05,2.354411980603668e-05,3.6855293986276667e-05,4.375696402261043e-05,8.215595363984964e-05,2.412884306023985e-05,3.462747979935758e-05,0.0002738748845404932,0.0042539343541314325,0.00017356948009506122,0.00020024346456545803,1.9172249483140674e-05,7.282291661855747e-05,3.160555648929441e-05,6.914364921607238e-05,4.780273035057986e-05,0.06564579092035643,0.00013971573425522818,2.1244066352118585e-05,0.00010590882388107132,0.03908446286288985,2.8069009630551973e-05,0.0001988711188946161,7.862587343912726e-05,0.004576365498013759,0.3074717224873062,2.6276034126600645e-05,7.43534237753052e-05,4.645397861778832e-05,3.629620634355353e-05,3.766020141992064e-05,0.0003206555278821421,3.037035161644875e-05,0.00011123021845722651,3.10493210937431e-05,4.609012648717605e-05,5.089730462254342e-05,5.6088179088165625e-05,4.820115759840578e-05,0.07846364890402785,2.442290163016257e-05,3.054578716116855e-05,3.5720534526442386e-05,3.2025483536460166e-05,1.891968737815329e-05,2.9294994363435576e-05,0.0005973494934735008,3.69134660926382e-05,0.29957637310078394,0.19658818462165592
Feuchtersleben Caroline Henriette Susanne Friederike von,0.0005037782361107457,0.00015101217668431788,0.00021575092889157644,0.00043374899116405336,0.0013790473991078926,0.00014315293729614994,0.00011203185838381697,0.0001400510580717583,0.00018685866308642632,8.982527016382514e-05,6.334572976770588e-05,8.816113923695923e-05,0.00013800493420485025,0.00016384829118966997,0.0003076336056585503,9.035063999781065e-05,0.0001296628667015797,0.031690417765150025,0.0005964446174616643,0.07731216010363022,0.0007498132062817688,7.179063690185214e-05,0.00027268597613931613,0.0001183472514270778,0.00025890893081195895,0.00017899769458630332,0.0004920442069092327,0.0005231666506433161,7.954857123807695e-05,0.0003965764125192617,0.3456738667358439,0.00010510462428279687,0.0007446744472725102,0.00029441519296538506,0.0018037905367112468,0.0013968322146184905,9.839081360078612e-05,0.0002784169720593506,0.00017394728326108414,0.00013591142619003208,0.00014101891633350706,0.0012006971113640858,0.00011372201719966805,0.00041650241578581536,0.00011626442367391836,0.00017258483613573662,0.00019058535195116852,0.000210022621651434,0.0001804896085062441,0.002491276146814257,9.145174459379265e-05,0.00011437893695766164,0.00013375581860558048,0.00011991967151241278,7.084491614069364e-05,0.00010969533362460144,0.0022367798117363326,0.0001382227601083411,0.4164735566621758,0.10749571389890562
Fichte Johann Gottlieb,0.00034150163053131913,0.00010236826617583648,0.00014625342804392826,0.00029403014482601894,0.05063139073898381,9.704063811767378e-05,7.594425397352185e-05,9.493793352086758e-05,0.00012666791367479613,6.089083256291989e-05,4.294085860055368e-05,5.976275003730364e-05,9.355090528754681e-05,0.00011106962268362498,0.012632679158207188,6.124697072466964e-05,0.007996639520982167,0.0006951848869751454,0.00040431839802625115,0.0004405766509209775,0.008417027574615016,4.866549962169246e-05,0.0001848486075808357,8.022533812350407e-05,0.00017550941206592252,0.00012133911348471168,0.0003335473565715009,0.0003546446659022127,5.392445492279696e-05,0.00026883156475981024,0.25668915498019673,7.124841447312217e-05,0.000504800564474299,0.00019957842805414384,0.038495175766919375,0.11166929545294386,6.669725062633535e-05,0.005158389628505071,0.00011791553624618041,9.21317562466708e-05,9.559402612435545e-05,0.0008139296061510306,7.708998030724767e-05,0.00028233902125105213,7.881342902772592e-05,0.17768903034232175,0.0001291941647761093,0.00014237031813073427,0.00012235045339531502,0.05704999325535423,6.199338846954165e-05,7.753529364633709e-05,9.067051109531399e-05,8.12912516237928e-05,4.802441360643246e-05,0.0025591884127329663,0.0015162702516580613,9.36985653011837e-05,0.2612643891714458,0.00011428727439109253
Fischer Friederike Christiane von,8.088193923905447e-05,2.424510791342188e-05,3.463895871345647e-05,6.963869622311345e-05,0.00022140700003939984,2.2983301671916756e-05,1.798679123694077e-05,2.2485292847853578e-05,3.000028574224647e-05,1.4421508359731995e-05,1.0170200097724837e-05,1.4154331004966292e-05,0.007524681367858603,2.6305954847784492e-05,4.939078510588197e-05,1.4505856844729083e-05,2.081746164162071e-05,0.0011257786713825212,9.575958993669279e-05,0.0001043470681369662,0.00012038302142490872,1.1526035695103285e-05,4.3779919362364004e-05,1.9000731895313074e-05,4.1568005343085016e-05,2.8738201890638208e-05,7.899803285152755e-05,8.399476240956598e-05,1.2771577341458114e-05,6.367061338071356e-05,0.42495003911732804,1.6874619079646055e-05,0.08062761136337729,4.726855993684884e-05,0.03777365700447948,0.00022426236429374158,1.579671219776652e-05,0.0038892187222688813,2.7927354909450216e-05,2.182067212720731e-05,2.2640683151577564e-05,0.00019277273975866927,1.825814738702655e-05,6.68697467889466e-05,1.866633247965546e-05,2.7708613094679642e-05,3.059860818000792e-05,3.3719275080998026e-05,0.19322444434920555,0.01582677967437165,1.4682639938249784e-05,1.8363616302002257e-05,2.147458786002088e-05,1.9253185011950642e-05,1.1374199582190462e-05,1.7611660594012652e-05,0.0003591165236130429,2.2191758363454992e-05,0.23240289806879041,2.7068030008277648e-05
Friedrich Wilhelm III. ,0.0011642680886431638,0.0003490001070062984,0.0004986160647645827,0.0010024254179619991,0.10949026419194964,0.00033083683403267234,0.0002589137606154835,0.0003236681658828426,0.0004318439402972255,0.0002075927225695048,0.00014639658173748595,0.0002037467951462958,0.0003189394250344022,0.00037866529980249086,0.0007109636034053463,0.00020880689040884468,0.0002996603012232061,0.002370066515796439,0.001378426825491008,0.07237083099854437,0.0017328727720686387,0.00016591337540397552,0.0006301970936468267,0.0002735090925700209,0.0005983573413894344,0.000413676671220301,0.0011371498950189247,0.0012090761226382935,0.0001838425250456644,0.0009165168891957916,0.054755110753698516,0.00024290441954381918,0.001720996726815283,0.0006804148917341559,0.0041686909238130825,0.03866257585581388,0.00022738831549255488,0.0006434418414099548,0.00040200480388067635,0.0003141011759790466,0.00032590495661279404,0.002774898220454137,0.00026281984038031435,0.0009625673297955082,0.0002686955263749723,0.0003988560896314228,0.0004404565889003449,0.00048537753073594055,0.0004171245926338964,0.28923268144014963,0.00021135162309372064,0.00026433802964735334,0.00030911941030852165,0.0002771430695782984,0.00016372774604554065,0.00025351388221565266,0.0051693605826064115,0.00031944283651615286,0.3955503115743057,0.0003896351133215192
Förster Ernst Joachim,0.0030649465194296194,0.0020408743880661875,0.00020246509067683237,0.00040703893734402984,0.008421220654061874,0.00013433764841348732,0.00010513299054101608,0.032419967840324124,0.2353211209678052,8.429387332060694e-05,5.944493025962323e-05,8.273221877414914e-05,0.00012950665687134474,0.0001537585923888727,0.0002886896764935832,8.478689113343035e-05,0.00012167828986426362,0.0009623751939428788,0.0018558111975345507,0.04538597056564216,0.0007036400704296198,6.736980408267682e-05,0.0002558941051562847,0.00011105948472452996,0.0016543020883097398,0.005415991854862198,0.0004617443618004156,0.0004909503004495718,7.465000856160174e-05,0.0003721554281759576,0.27022165667113507,9.863233217718817e-05,0.005946834505759633,0.00027628524728312814,0.04299294297112362,0.028745186823542383,9.233195472109154e-05,0.00026127218910975623,0.0001632356933959837,0.06835175984254206,0.00013233503943318076,0.0011267587619514148,0.00010671907019160016,0.00039085439776517805,0.0027012956207909584,0.00016195714510795054,0.0001788491978352539,0.013025859322261838,0.0001693751454057792,0.005188702294074735,8.58201902390959e-05,0.00010733553714751495,0.00012551919976271358,0.00011253507593887606,6.648232035017737e-05,0.00010294034785032821,0.018258046426495,0.0001297110691606851,0.19958664204801138,0.0001582129299960788
Gentz Anna Henriette (Nanette),0.00010357759214012066,3.104833937558518e-05,4.4358727937725625e-05,8.917947000811459e-05,0.006588283808642978,2.9432467482897308e-05,2.303392505393552e-05,2.8794716269878803e-05,3.841843296453841e-05,1.8468215833880435e-05,1.3023980972960075e-05,0.003170500822718354,0.003180748784809287,3.368746456519932e-05,6.324994978245026e-05,1.857623269226514e-05,2.665888789999792e-05,0.022277473160298933,0.00012262994487128621,0.0001336270886453886,0.00015416276626220972,1.4760267068911053e-05,5.6064662572441564e-05,2.433237972694689e-05,5.3232080536286964e-05,3.6802205563732056e-05,0.00010116505741020148,0.00010756388044864672,1.6355310484702213e-05,8.153672978298826e-05,0.30749919348099114,2.160967490388167e-05,0.00015310622938424442,6.0532223488352305e-05,0.0003708621514896397,0.0002871908848839796,2.0229304942098678e-05,5.724296428421208e-05,3.576383310758569e-05,2.7943601489760712e-05,2.899370944008559e-05,0.02231348848494748,2.338142434614744e-05,8.563354717482196e-05,2.390414708795801e-05,3.548371185075812e-05,3.918464601543437e-05,4.3180979022740064e-05,3.710894539572794e-05,0.0005122102666348877,1.880262151689305e-05,2.351648807436156e-05,2.7500405203791345e-05,2.465567175228154e-05,1.4565825403399743e-05,2.2553531914280084e-05,0.12970725036955755,2.8418815353182958e-05,0.4197793377029482,0.08199640700457235
Gentz Ludwig,0.0004679074115211115,0.00014025956588762756,0.0002003886858040861,0.0004028645010000991,0.0012808542581415649,0.00013295993264615896,0.00010405478662390627,0.00013007891839286127,0.0001735536533695054,8.342938745432525e-05,5.8835285691078015e-05,8.188374864222917e-05,0.00012817848591366608,0.00015218170281548714,0.00028572898510239604,8.391734906419795e-05,0.00012043040365762432,0.10063754704362224,0.0005539756128147553,0.0006036547467967916,0.17158506655415626,6.667888502593673e-05,0.0002532697526564177,0.00010992050093983996,0.0002404736825695083,0.0001662524141350797,0.00045700888745468836,0.00048591530111846795,7.388442649997477e-05,0.00036833874381866775,0.3068199223734559,9.76207965368543e-05,0.0006916509449459372,0.0002734517709944069,0.05863823507090185,0.0012973727307421061,9.138503335280944e-05,0.0002585926810287976,0.00016156161028348036,0.00012623404320852925,0.00013097786166097546,0.00111520315315039,0.00010562460004556155,0.0003868459438962129,0.00010798597802327051,0.0001602961742998274,0.00017701498856673048,0.0001950682546679076,0.0001676380984113221,0.002313888313714081,8.494005104770855e-05,0.00010623474475112264,0.00012423192264674637,0.00011138095905258611,6.580050298865043e-05,0.0001018846308417117,0.002077513034171946,0.00012838080182840572,0.3440969789590153,0.00015659035843237313
Giech Auguste Caroline Wilhelmine Louise von,0.0011642680886431638,0.0003490001070062984,0.0004986160647645827,0.0010024254179619991,0.003187078687445952,0.00033083683403267234,0.0002589137606154835,0.0003236681658828426,0.0004318439402972255,0.0002075927225695048,0.00014639658173748595,0.0002037467951462958,0.0003189394250344022,0.00037866529980249086,0.0007109636034053463,0.00020880689040884468,0.0002996603012232061,0.002370066515796439,0.001378426825491008,0.0015020406622085814,0.0017328727720686387,0.00016591337540397552,0.0006301970936468267,0.0002735090925700209,0.0005983573413894344,0.000413676671220301,0.10744033539952262,0.0012090761226382935,0.0001838425250456644,0.0009165168891957916,0.1964926914263701,0.00024290441954381918,0.001720996726815283,0.0006804148917341559,0.03960308609198099,0.0032281806876459825,0.00022738831549255488,0.0006434418414099548,0.00040200480388067635,0.0003141011759790466,0.00032590495661279404,0.002774898220454137,0.00026281984038031435,0.0009625673297955082,0.0002686955263749723,0.03583325125779932,0.0004404565889003449,0.00048537753073594055,0.0004171245926338964,0.147495100767478,0.00021135162309372064,0.00026433802964735334,0.00030911941030852165,0.0002771430695782984,0.00016372774604554065,0.00025351388221565266,0.07603815091894221,0.00031944283651615286,0.3601159164061378,0.0003896351133215192
Giech-Schönburg Karoline Wilhelmine von,0.0005280679556700061,0.00015829324434220939,0.0002261533821572914,0.0004546622434629697,0.04966064134334654,0.00015005507091718934,0.00011743348597863723,0.00014680363426640143,0.00019586807277952368,9.415620481963368e-05,6.63999506550807e-05,9.241183764867053e-05,0.04835976188813135,0.0001717482534309651,0.00032246619165142285,9.470690541429459e-05,0.00013591457517899558,0.0010749725016144024,0.01669690326674698,0.0006812688156299794,0.0007859655272772523,7.525202985679384e-05,0.0002858335585742015,0.0001240533763481652,0.000271392251586912,0.00018762808687323749,0.16123277827505794,0.0005483911846068877,8.33840137963537e-05,0.0004156973851088616,0.4909141759207281,0.00011017225457171108,0.0007805790024729069,0.00030861045182833984,0.0018907604832865746,0.001464180623764465,0.00010313473681593116,0.0002918408750529953,0.00018233416944561987,0.00014246440960698404,0.00014781815791396058,0.0012585888462984954,0.00011920513597593472,0.016508285133277564,0.00012187012484028974,0.00018090603179174832,0.00019977444433184693,0.00022014888399336766,0.00018919193357654283,0.0026113932829135845,9.586109988182064e-05,0.00011989372918774363,0.00014020486918075195,0.00012570161082992392,7.426071107169676e-05,0.0001149843054374198,0.0184163273914203,0.00014488718472830515,0.1794066559370386,0.00017672374580731748
Gleim Johann Wilhelm Ludwig,0.0010872182466700642,0.0003259037056226892,0.0004656182617928184,0.000936086126524576,0.002976161707397376,0.00030894245589953545,0.00024177916375185844,0.000302248201463772,0.0004032650350764196,0.00019385448940416368,0.0001367082345275056,0.00019026308076669555,0.00029783240291672943,0.0003536056921441893,0.0006639128993404024,0.0001949883050968953,0.0002798291480033605,0.0022132184047048893,0.0012872042195366206,0.0014026374433200393,0.0016181933657104552,0.00015493343059504598,0.0005884914186815512,0.0002554085944405176,0.000558758782391542,0.00038630005370720964,0.0010618947020220575,0.0011290609396306618,0.0001716760509827946,0.0008558629194039115,0.15039965466508498,0.00022682930134468521,0.03469649338021469,0.0006353858641453664,0.003892812043297845,0.003014543627358944,0.00021234003413353505,0.0006008596451931933,0.0003754006163111877,0.00029331434328233114,0.00030433696411157404,0.002591258840947829,0.00024542674392235165,0.0008988657980154482,0.0002509135841848385,0.00037246028013025853,0.00041130770910039084,0.000453255837798293,0.00038951979588730653,0.4024491758485773,0.00019736463047666166,0.00024684446127553185,0.0002886622647872986,0.0002588020792829849,0.00015289244352159842,0.0002367366427179465,0.03791664872222262,0.00029830249924066147,0.3362838843151209,0.00036384953678512147
Goldschmidt Caroline,0.00904237221089681,0.000335994186438628,0.000480034520513149,0.003498254497578555,0.00876225077912674,0.0003185077902934081,0.00024926501914853305,0.0003116062714270915,0.00041575074183572994,0.0008111932066775257,0.00014094093208227867,0.00019615391886805927,0.0027524004874645343,0.00036455386914073626,0.0006844686655335139,0.00020102544342324042,0.00028849308953257224,0.008771198021873958,0.0027895598352721232,0.0014460652594797125,0.1407615498111334,0.00015973040829795324,0.0006067120196385272,0.00026331643800892317,0.0005760588151226414,0.00039826049850694286,0.0010947725979601477,0.0011640184057619578,0.00017699140600672175,0.0008823617539379283,0.10779531452172728,0.00023385228596935586,0.010948631924677646,0.0012663950730074903,0.004624676185083403,0.013599032941611947,0.00021891440872306734,0.0006194631854975585,0.02685886829673306,0.00030239580723277965,0.0003137597053844338,0.12692367443048536,0.0002530255340205959,0.0019546990259100747,0.00025868225531067943,0.0003839922242183835,0.0016191284552963525,0.0016623753626843654,0.00040157992886529626,0.016287038481983648,0.00020347534349775034,0.00025448714608717737,0.0002975996932205117,0.0008781516739977723,0.0001576262291203507,0.00024406637389486277,0.018835273660060273,0.00615754556427043,0.46812729850145257,0.0003751148789935007
Griesbach Johann Jakob,0.00012578232086166534,3.770441178318344e-05,0.053648299881497656,0.00010829756204082448,0.0003443177374576028,3.5742132947791554e-05,2.7971885539859144e-05,3.4967662079639945e-05,4.6654489279985306e-05,2.242738995725153e-05,1.581603240419931e-05,2.2011893146958884e-05,3.445679005242208e-05,4.090930663095202e-05,7.680933021939537e-05,0.04978881650565791,3.237395967958442e-05,0.000256051393885421,0.0078052664494152576,0.00016227376011084094,0.00018721182960772958,1.792453956599073e-05,6.808367747290277e-05,2.9548699973661603e-05,6.464385293965239e-05,4.469177872345274e-05,0.00012285259242119254,0.00013062318059503148,1.9861524762961887e-05,9.901638854184302e-05,0.07482262383196253,2.624230788063921e-05,0.004014102482635399,7.350898394106166e-05,0.1076392299970053,0.00034875821386303406,2.456601734469094e-05,6.951458082679877e-05,0.17613942044479874,3.393408724795151e-05,3.5209314953268924e-05,0.0002997876019520462,2.83938809403032e-05,0.00010399147233211075,2.902866379510408e-05,4.309062932585887e-05,4.758496134276327e-05,5.243801913459701e-05,0.007701411652502301,0.21882791694822948,2.2833484770324184e-05,2.855789932350734e-05,3.339587954979337e-05,2.994129860838993e-05,1.7688413938286098e-05,2.738850681108797e-05,0.0005584746140459829,3.4511176379025604e-05,0.2953929512390505,4.209443625642434e-05
Göschen Georg Joachim,0.05328382615962396,8.699071635800775e-05,0.00012428353972023009,0.14156619274210944,0.0007944016421326169,8.24633935988968e-05,6.453606477112105e-05,8.067655294994748e-05,0.00010764012092592973,5.174393727823264e-05,3.6490371383977e-05,5.0785312983026285e-05,7.94978812371913e-05,9.438497303711137e-05,0.00017721264814278534,5.204657709983341e-05,7.469242485645614e-05,0.0005907556470220193,0.00034358252215204425,0.000374394135076935,0.0004319306520923706,4.135506863757616e-05,0.00015708103098685468,6.817405328951772e-05,0.00014914475016078013,0.00010311180211013688,0.0002834425605844996,0.0003013706756192181,4.5824034519561655e-05,0.00022844824154714615,0.06664171832089576,6.05456245956439e-05,0.00042897046479342834,0.15915047076733418,0.009871346053962976,0.0008046466030061765,5.667812719547689e-05,0.00016038237695427824,0.00010020250758349864,7.829191383834394e-05,8.123408867568268e-05,0.0006916627793856517,6.550968245797182e-05,0.00023992663578242056,0.13255103473753807,9.941766854577224e-05,0.00010978688379701288,0.00012098374256956429,0.0001039712206251844,0.15158370403077334,5.268086951050307e-05,6.588810174568962e-05,7.70501739199121e-05,6.907984746216217e-05,4.0810285241335215e-05,6.319010733209098e-05,0.0012884992616511279,7.962336006811768e-05,0.2752390942550099,9.711927574125584e-05
Haug Friedrich,0.0002562525778837416,7.681407570509791e-05,0.00010974418453663524,0.0002206313992409687,0.0007014682765445664,7.281638344873624e-05,5.698628971666885e-05,7.123857700423622e-05,9.504780215491514e-05,4.569065392003891e-05,3.222153199038377e-05,4.4844174637333836e-05,7.019779263130955e-05,8.33433125720996e-05,0.00015648136192279702,4.595788931182654e-05,6.59545043164024e-05,0.0005216458823814051,0.00030338839559522886,0.00033059550075422513,0.0003814010873600709,0.13261993012210613,0.0001387048493358955,6.019868682254318e-05,0.00013169699721427206,0.2496598266256469,0.0002502839293469083,0.00026611471731121284,0.1794180220460011,0.0002017231407622916,0.2616202442522804,5.3462672639252413e-05,0.0003787871986509995,0.00014975766469779397,0.0009175187450792207,0.10209783054376996,5.004761583177561e-05,0.00014161998614229619,8.848028071964468e-05,6.913290576807574e-05,7.173088920992801e-05,0.008409772650697044,5.784600838363319e-05,0.0002118587308651792,5.913923259689939e-05,8.77872563627452e-05,9.694342518923556e-05,0.00010683041535809947,9.180810949281458e-05,0.0012672161857764125,4.6517978793695287e-05,5.8180158153079786e-05,6.803643124649668e-05,6.099851633382576e-05,3.603607915094489e-05,5.579778959911605e-05,0.001137763705992537,7.030859227547501e-05,0.055863565468889424,8.575774187800876e-05
Heim Johanna,0.00020483598361291976,6.140147694244641e-05,8.772422182444594e-05,0.0001763621269789613,0.020535271425989647,5.8205914063523456e-05,4.555209864800068e-05,0.0024601794224681345,7.597664072468828e-05,3.652291077389579e-05,0.0024046209162797787,3.584627595557402e-05,0.03129816424121075,6.662063480200481e-05,0.00012508367311367085,3.67365258906102e-05,5.2720857978966705e-05,0.014152243937810624,0.05512668328379707,0.006607901002890474,0.022137687751594075,0.01048828317335779,0.00011087398409896205,4.8119934360606076e-05,0.01425623106451231,0.0024516449484278777,0.00178597464885593,0.000212719303448517,3.234441003317162e-05,0.00016124777474152036,0.2888065972187331,4.273548866152347e-05,0.07036774583250592,0.00011970907299853055,0.0039052397786754544,0.10302443750514352,4.000565653249461e-05,0.017600860622659493,7.072688002295246e-05,5.52615192009803e-05,5.7338222187216493e-05,0.00666819884962791,0.0008391941742726077,0.00016934967789257577,4.7273057618156034e-05,7.017290969030037e-05,7.749191058851181e-05,8.539509491132212e-05,7.338698625750084e-05,0.005664489213965443,3.718423447905565e-05,4.650641964448097e-05,5.4385050214837844e-05,0.0014222858109406065,2.880550814121257e-05,4.460206882737017e-05,0.025265840856462947,5.620130643805866e-05,0.2898562478940771,6.855061344192365e-05
Heine Johann Georg,0.02407290994916071,0.00010392032581104742,0.00014847085391874286,0.000298488091964987,0.006233824309575772,9.851192275522785e-05,7.709568513008796e-05,9.63773379376131e-05,0.00012858839316746767,6.181403080497046e-05,4.359190775694695e-05,6.0668844821235764e-05,9.496928023281396e-05,0.00011275360820477524,0.0002117007067403177,6.217556856647958e-05,8.922861486455132e-05,0.0007057249541501572,0.0030528589853706703,0.05057910415232798,0.0005159903949806409,4.9403343100065565e-05,0.0001876511954644516,8.144167706987995e-05,0.00017817040344775587,0.00012317880020841195,0.005623425448022933,0.0003600216219780754,5.4742032214695855e-05,0.023999138093938367,0.032177154994185025,7.232864951379941e-05,0.02423868474494363,0.00020260434256665132,0.0012412939432147327,0.0009612420801666038,6.770848305552265e-05,0.00019159502950689944,0.00011970331629764277,9.352861471984189e-05,0.008005786921606407,0.000826270025060151,7.825878242907484e-05,0.00028661971305817934,8.000836127065739e-05,0.00011876573661185083,0.2879690179969831,0.00014452887011444477,0.00012420547358036384,0.11252924248270971,6.29333031470869e-05,7.871084740013423e-05,9.204521485490743e-05,8.252375145068589e-05,4.8752537239348044e-05,7.548778555818231e-05,0.03056879882460009,9.511917899831665e-05,0.38174511941703093,0.0001160200444381695
