sender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Henckel von Donnersmarck Luise Antoinette Benedictine Friederike Sophie Karoline,0.00012530264058993712,0.026732583255113542,5.3662820586603024e-05,0.0001078845612023014,0.00034300465605845967,3.560582765522663e-05,2.786521266592429e-05,3.483431028955405e-05,4.647656890181247e-05,2.2341861431182424e-05,1.575571678377399e-05,2.1927949148997532e-05,0.15639088651632674,4.0753295935756384e-05,7.651641210388831e-05,2.247253445904663e-05,3.225049916725137e-05,0.00025507492277760584,0.0001483511596502795,0.000161654917011023,0.004000072545020791,1.785618299607917e-05,6.782403528561657e-05,2.9436013800155785e-05,6.43973287800469e-05,4.452134328852656e-05,0.00012238408488761054,0.00013012503934328322,1.9785781355383072e-05,0.003912213443854232,0.3453010831504953,2.6142230880240993e-05,0.01925309304992944,7.322865194249651e-05,0.06527941847815245,0.0003474281983755853,2.4472333003406275e-05,6.92494817827388e-05,4.326517573353085e-05,3.380467707265472e-05,3.5075041601907234e-05,0.0002986443395493492,2.8285598755401848e-05,0.00010359489308819186,2.891796081839198e-05,4.292629999370495e-05,4.74034925399084e-05,5.223804283351542e-05,0.026739915052679097,0.0006196446318215448,2.2746407571365694e-05,2.8448991642255766e-05,3.3268521869737e-05,2.9827115230678502e-05,1.7620957851085338e-05,2.728405869549133e-05,0.04250566610813972,3.4379565431241e-05,0.3057071721500681,4.1933905980918175e-05
Hennings Johann Wilhelm Christoph,0.0004746670116357657,0.0001422858184203096,0.00020328359054417816,0.00040868446208662594,0.0012993580526466414,0.00013488073140640436,0.00010555800869364592,0.00013195809673035338,0.00017606088720750206,8.463464576636706e-05,5.968524658956056e-05,8.306667796346169e-05,0.00013003020975206728,0.00015438018787999102,0.00028985675404322,8.512965668828916e-05,0.00012217019522819492,0.0009662657607855176,0.0005619785927285054,0.3039877845492133,0.04404582881835317,6.764215807476725e-05,0.0002569286009818359,0.00011150846174674473,0.00024394767313311967,0.0001686541709997459,0.00046361104260755095,0.0004929350512747537,7.495179402941143e-05,0.0003736599303475456,0.03676986741664389,9.903107030302093e-05,0.0007016428443936473,0.0002774021777993711,0.0016995570715551572,0.07354835542885459,9.270522249006028e-05,0.00026232842676244286,0.0001638956016939726,0.0001280576767563965,0.00013287002653569394,0.0011313138775721125,0.00010715050034335173,0.0003924344937296373,0.00010954599184535168,0.00016261188465511604,0.00017957222640385158,0.00019788629807596567,0.00017005987349190437,0.4501872054572175,8.616713308287936e-05,0.00010776945947270712,0.00012602663266391984,0.00011299001829175181,6.675108653700766e-05,0.0001033565018686746,0.0021075257183017647,0.00013023544841315966,0.07458544506377522,0.00015885253291123463
Herder Luise von,0.0009890382310635123,0.0002964733396384261,0.0004235711306399622,0.0008515539263037406,0.002707402786385108,0.00028104375641151293,0.030321235691401924,0.00027495401906051195,0.0003668486416258463,0.0001763486787231949,0.0001243629518388056,0.00017308158818575507,0.00027093698421302265,0.00032167372956021565,0.0006039589949442295,0.00017738010647059152,0.00025455949289751183,0.0020133562167953664,0.0011709646965613624,0.001275973853468345,0.0014720642417866505,0.0001409423421632728,0.0005353483658975867,0.0002323442098378673,0.000508300701740742,0.0003514156637349584,0.0009660015005086002,0.001027102366903243,0.00015617303912994355,0.0007785751852792237,0.1970205639909796,0.00020634573752090516,0.0014619756179516555,0.0005780080614373647,0.03364256617109236,0.0027423186704220786,0.00019316490721768518,0.0005465996936856674,0.0003415004877206062,0.0002668269228501537,0.00027685415835694197,0.03245854826040147,0.00022326375905490386,0.000817694737515271,0.00022825511640560961,0.0003388256752769915,0.000374165031057363,0.0004123250813792448,0.0003543446507346129,0.0650935564248452,0.00017954184047131667,0.00022455345104400727,0.0002625949450484679,0.00023543124986503223,0.00013908566412192399,0.0002153584076231265,0.09469520883512933,0.00027136462901945893,0.4865238887513073,0.030432282637293293
Holzschuher Johann Heinrich Christoph,0.0006675381018999793,0.00020010070813276167,0.0002858836591816958,0.0005747449125591693,0.0018273252340901386,0.2643036984323511,0.00014844931507009432,0.00018557653104679471,0.00024759957524814576,0.00011902417780237583,8.393710800025057e-05,0.0001168190988199862,0.00018286528720086608,0.0002171093736496061,0.00040763403117083374,0.00011972032614034628,0.00017181151888001598,0.0013588878014987428,0.0007903269321489567,0.22434228829107705,0.0009935500357558878,9.51271453519442e-05,0.0003613262064119157,0.0001568176112422297,0.00034307074790180993,0.000237183293607678,0.0006519897692818644,0.0006932289803623763,0.00010540690019298054,0.0005254888891492634,0.19392577709935635,0.00013927029070629623,0.021303203293866712,0.00039011879631780137,0.0023901368197189717,0.20501551563808626,0.00013037406590352398,0.00036892013934556337,0.000230491178410566,0.00018009125635484738,0.00018685900460489017,0.0015909997955937372,0.00015068888265553227,0.0005518921067667946,0.00015405773242002706,0.00022868584959164965,0.00025253767426240123,0.0002782932889193648,0.00023916017413749995,0.0033010988390286488,0.00012117935953898955,0.00015155934298295148,0.02049369737923246,0.00015890116754521208,9.387400538562702e-05,0.00014535327163072237,0.023280337499819184,0.00018315392033294318,0.02362584316897996,0.0002233989632777328
Industrie-Comptoir ,0.0017094177429407141,0.0005124137481944006,0.0007320849522013209,0.0014717948659367507,0.004679376605449574,0.000485745817162145,0.0003801459308254407,0.00047522053638866444,0.000634047863139328,0.0003047946488675448,0.00021494440736546632,0.0002991479282888185,0.00046827763931286037,0.0005559691865064359,0.0010438607826677721,0.0003065773311103386,0.0004399713783814832,0.0034798117319986377,0.0020238528358067507,0.002205346847211164,0.0025442623496493306,0.00024359962320814267,0.0009252766643162104,0.0004015752903093649,0.0008785284643350077,0.0006073740648931999,0.0016696018948641773,0.0017752064123070879,0.00026992380645451144,0.001345661061553234,0.028367327379647624,0.0003566404753829699,0.00252682553877211,0.0009990081320934779,0.006120612854988296,0.004739723950788368,0.0003338592071980316,0.0009447230504603594,0.0005902370349271406,0.0004611739585878915,0.0004785046681091175,0.05610017546719552,0.0003858809691044036,0.0014132738742715938,0.00039450784979381756,0.0005856139862860006,0.0006466932447997013,0.0007126476892720772,0.0006124364196018428,0.7888430277585933,0.000310313593612936,0.0003881100258788128,0.00045385956191977274,0.00040691081812807166,0.0002403906083418547,0.000372217646922074,0.007589829855994682,0.0004690167650582955,0.06050056976529008,0.0005720754373339678
Jean Paul + Richter Caroline,0.0009413713659868155,0.039750354079464076,0.00015973119341870055,0.004881852043311508,0.0032141115389076797,0.0001059832726245064,8.294278283063562e-05,0.0001036867964382938,0.0021672129962676105,0.002587786855077132,4.6898009041059646e-05,6.527009666108342e-05,0.00010217194869778673,0.00012130507722862724,0.00022775653027307398,6.689109348051171e-05,9.599589928412977e-05,0.06989604823617072,0.05510306624025477,0.011707745957580689,0.0017215350927193259,5.3150195772200735e-05,0.00020188305385774328,8.761838387157094e-05,0.0001916832187829743,0.014954933401296416,0.005557652299697757,0.0010636171436578812,5.889378221400856e-05,0.0032437923999309587,0.2011637464565552,0.006046005434925253,0.0009101730081769559,0.00021797027885145782,0.01284897562117098,0.009240163768960261,7.284363575458092e-05,0.002171207790558235,0.00012878186569104748,0.004765714979405204,0.0014655883257683753,0.11896709317586279,8.419409185678914e-05,0.002459428697419046,0.0031187447258959958,0.015291114995434474,0.000993698606414339,0.00015549024133363793,0.0001336254759805209,0.022140770140627486,6.770629623351311e-05,8.468044237895711e-05,9.9026116097518e-05,0.00044763582959385465,5.2450031436423507e-05,8.121293679864291e-05,0.04129525661490546,0.00010233321609858473,0.3334769272271554,0.003354498987858857
Jean Paul + Richter Emma,0.00010625729464534916,3.185160493803798e-05,4.5506352553508035e-05,9.148667221525228e-05,0.00029086974250451184,3.019392809633077e-05,2.3629846096285834e-05,2.953967733463645e-05,3.941237353541743e-05,1.894601535803041e-05,1.3360930246641549e-05,1.8595015577671586e-05,0.08087738963050263,3.4559008123269675e-05,6.488631770127887e-05,1.905682676917541e-05,2.7348591987688894e-05,0.0002163048687450917,0.000125802559369247,0.0001370842151996053,0.026029601267997075,1.5142136581661405e-05,5.751513669185265e-05,2.496189367456081e-05,5.460927165093114e-05,3.77543319880812e-05,0.0001037823441435807,0.00011034671401288333,1.677844608357148e-05,8.364620321786046e-05,0.03733655507726885,2.2168748529562865e-05,0.00015706730955583227,6.20982798870119e-05,0.000380456893131218,0.0002946209295278181,2.075266639521143e-05,5.872392277754717e-05,3.6689095330763486e-05,2.866654298096587e-05,2.9743818746713977e-05,0.0002532519620676641,0.009725780118482408,8.784901121636428e-05,2.452258203622651e-05,3.6401726930821465e-05,0.012975923453340105,4.429813356625291e-05,3.806900762433039e-05,0.0005254618889823973,1.9289072600980045e-05,2.4124893721808858e-05,2.821188056440512e-05,2.529354973339256e-05,1.4942664428305911e-05,2.3137024489495466e-05,0.5340704413785141,2.9154051316136506e-05,0.2948145249270948,3.5560171617026795e-05
Jung Franz Wilhelm,0.00016575931381199638,4.9687884450303584e-05,7.098902525734916e-05,0.0001427174299887656,0.005498621036822575,4.710194080548812e-05,3.6862100503091066e-05,4.6081322337067765e-05,6.148253646714526e-05,2.9555415613586987e-05,2.0842791424016242e-05,2.9007862780300293e-05,4.540808148654706e-05,5.3911380782431044e-05,0.00010122139410615931,2.9728279260598164e-05,4.2663271794507285e-05,0.0003374313898829315,0.00019624954678584082,0.005258718604096813,0.00024671276695072727,2.362143867676178e-05,8.972249504059773e-05,3.8940068827776394e-05,8.518940207205302e-05,5.889602388863907e-05,0.00016189843914676932,0.00017213872851961167,2.617404968691359e-05,0.0001304864507857882,0.4265198022593721,3.4582816705392966e-05,0.0002450219492334001,9.687210932042042e-05,0.0005935053565118695,0.000459602922097558,3.237375610701272e-05,9.160817783328477e-05,5.723427541335831e-05,4.471924972065893e-05,0.2573347643500969,0.00039506813714756223,3.741821735266293e-05,0.00013704274955323532,3.825475121299084e-05,5.6785986296412244e-05,6.270873749119008e-05,6.910422712720212e-05,5.938691176332206e-05,0.0008197103308792924,3.0090578242932698e-05,3.763436517428224e-05,4.40099851902871e-05,3.945744583155792e-05,2.3310265995628063e-05,3.609330837784498e-05,0.0007359728153489249,4.547975324547787e-05,0.2984690905629358,5.5473176368255946e-05
Kalb Charlotte von,0.0023001306546692442,0.00224443800065499,0.005470588024685377,0.0007118638843329431,0.02101996560229104,0.00011393317138475725,0.0007578828839466934,0.004389046414099415,0.00014871787116815937,7.149051981438074e-05,5.041587006479578e-05,7.016606418197514e-05,0.000866155370902073,0.0001304042780665622,0.00024484074849750976,0.008685197734917436,0.00010319663636093154,0.0038778363154040414,0.004697966599380594,0.023192888699932253,0.0010982072835290623,5.71370388372714e-05,0.002933338793553623,9.419071612803608e-05,0.0010075679659008964,0.0001424614499707245,0.0061929173530369174,0.005801689208747176,6.331145676410891e-05,0.001045847755585765,0.16303545541592543,8.365111745467815e-05,0.010991324143970166,0.20158643791563802,0.02792465176407158,0.010736924412333789,0.001503726566948116,0.002319017119959936,0.005697280649041412,0.00010816976658481857,0.0005217028375864503,0.014025157647971803,9.05095649488888e-05,0.0012424118778300009,9.253302627655422e-05,0.002637793901346381,0.00015168388422485244,0.002543737847306678,0.001873903204009392,0.017199133635903193,7.27850052331399e-05,0.0015673536998780202,0.0055863719046831085,0.0011956233445980992,0.005942732154360662,8.730479082035549e-05,0.007671672727013785,0.00011000932089935786,0.41568296433777036,0.0001341820486022301
Keßler Georg Wilhelm,0.00018333216531723866,5.495550890515114e-05,7.851487445798096e-05,0.06711422420599887,0.0005018552363543903,5.2095418350420205e-05,4.0770008924133626e-05,5.09665997671671e-05,0.10050256560152218,3.268871122038683e-05,2.3052424597717685e-05,3.208310997697256e-05,5.022198578399163e-05,5.962675608862195e-05,0.00011195230561197429,3.2879900879552145e-05,4.718618711510877e-05,0.0003732039300271652,0.00021705479787146088,0.0002365197240080305,0.00027286783913562924,2.6125648091369533e-05,9.923435923555044e-05,4.306827152949936e-05,9.422069375639527e-05,6.513984246053615e-05,0.00017906198286946767,0.0001903878889740719,2.8948872276735866e-05,0.00014431987570998585,0.10347691298156222,3.824908853423365e-05,0.00027099777062396826,0.00010714193460467632,0.0006564253895265948,0.1288413827151419,3.5805836004379506e-05,0.0001013199512999389,6.330192494519592e-05,4.946012802604507e-05,5.131881734650608e-05,0.0004369509945803634,4.1385082091708666e-05,0.00015157123565990758,0.3571429859956128,6.280611078786243e-05,6.935675808606147e-05,0.016815524434052667,6.56827714515169e-05,0.023225403548506704,3.328060872151967e-05,4.162414466535698e-05,4.867567133914504e-05,4.364049787508012e-05,2.578148666774951e-05,3.991971386825481e-05,0.0008139964310275616,5.030125577163036e-05,0.1961983178705181,6.135412428258621e-05
Langermann Johann Gottfried,0.0331023607509024,0.00013007192691811496,0.00018583361733779188,0.000373602767129412,0.0011878204556202906,0.00012330249657299292,9.649685221518773e-05,0.0001206307424360579,0.0001609477255585993,7.736956206235728e-05,5.456183278613283e-05,7.593618946251741e-05,0.00011886834631724536,0.05296655671132758,0.00026497529372365193,7.782208097938473e-05,0.00011168303968531949,0.0008833209859966671,0.000513738046802375,0.040873787157961625,0.0006458396316847991,6.183571869189774e-05,0.00023487371110565074,0.0001019365151643511,0.0002230070731145062,0.00015417680587050648,0.00042381442031241075,0.005489868537798109,6.851789154823905e-05,0.09834690299585522,0.17836187990960478,9.053018974123291e-05,0.0006414134436715018,0.00025358982503132876,0.0015536661745970146,0.0012031391224598693,8.474735612114609e-05,0.055671530286089996,0.00014982671472405824,0.00011706513661929397,0.00012146439169437201,0.0010342012832953197,9.795264352157331e-05,0.016692967410790103,0.00010014250473922947,0.00014865319264915656,0.010242652244622796,0.00018089963137014444,0.00015546184210151398,0.08207887075870533,7.87704998399192e-05,9.851847086496317e-05,0.00011520843844868846,0.00010329089409534166,6.102113721620983e-05,9.448432392511239e-05,0.00192661457236181,0.00011905596718081956,0.4110267052052865,0.00014521654568940706
Lentz Therese,8.398575392730503e-05,2.517550501774307e-05,3.596821602172606e-05,7.231105559334417e-05,0.00022990341228259145,2.3865277425526568e-05,1.867702773919264e-05,2.3348157695894765e-05,3.115153568029861e-05,1.4974928442074065e-05,1.0560477788180157e-05,1.469749825452652e-05,2.3007044794873873e-05,2.731543619569936e-05,5.128613832958214e-05,1.5062513769178665e-05,2.1616324080173072e-05,0.00017096734431586085,9.94343290018368e-05,0.00010835134852151729,0.000125002675622495,1.1968343078238925e-05,4.54599576755616e-05,1.9729877997632386e-05,4.316316226883349e-05,0.002585939930536023,8.202955332463059e-05,8.721803054279397e-05,1.3261681927444658e-05,6.611394976557559e-05,0.32346218373251745,1.7522176384166627e-05,0.00012414598408898376,4.9082473549760855e-05,0.1894520324788536,0.0002328683500906377,0.1840555244764304,0.007714712114197595,2.8999056888747996e-05,2.2658032399390586e-05,2.350951104540682e-05,0.00020017032278877976,1.8958797081794666e-05,6.943584874243327e-05,1.9382646127315234e-05,2.8771920937239282e-05,3.177281852168176e-05,3.5013239867923265e-05,3.0089739412856904e-05,0.00041532501889444734,1.5246080848932464e-05,1.9068313327615e-05,2.229866727566224e-05,1.9992018909825865e-05,1.1810680310303985e-05,1.8287501595730195e-05,0.00037289748820501755,2.3043358933552852e-05,0.28925554390844616,2.8106755710357896e-05
Levezow Marie Ulrike Wilhelmine,0.00014653837134759594,4.392622951681204e-05,6.275735526127906e-05,0.0001261683538168381,0.044999957834090436,4.1640143978730496e-05,3.2587684202777075e-05,4.0737873302711504e-05,5.435320980173243e-05,2.612826011954027e-05,1.8425925152399707e-05,2.564419983616096e-05,4.014269939971218e-05,4.7659982146872164e-05,8.948407119175858e-05,2.628107902736317e-05,3.7716169434784836e-05,0.07611630176191228,0.03139266864905413,0.0001890514688884258,0.00021810470994482428,2.088236897810608e-05,7.931854925150161e-05,3.442469768339902e-05,7.531109986297917e-05,5.206662130176883e-05,0.00014312519188631236,0.0001521780486598773,2.313898703177297e-05,0.031334531240295595,0.2789444629945527,3.057269917495254e-05,0.00021660995427261027,8.56391161519958e-05,0.0005246842927207469,0.00040630877458360914,2.8619794479280712e-05,8.098557404162563e-05,5.059756409130533e-05,3.95337424561511e-05,4.101940268053243e-05,0.00034925724568692453,3.307931544533666e-05,0.00012115169194839055,3.3818847400739206e-05,5.020125720767142e-05,5.543722430973214e-05,6.109111255093579e-05,5.25005873216325e-05,0.0007246592309141013,2.660136692908802e-05,3.327039942741896e-05,3.8906722068909476e-05,0.08923252664919225,2.0607278928246688e-05,3.190803885828564e-05,0.005110513889673109,4.020606032094072e-05,0.4377949356595334,4.904067669887919e-05
Lindenau Bernhard August von,0.0006813813607221273,0.00020425035275273577,0.00029181225183552457,0.0005866638465625223,0.0018652199042157136,0.00019362039924403842,0.0001515278244235481,0.0001894249764662924,0.0002527342409618455,0.00012149247510963357,8.567777734560005e-05,0.0001192416676826958,0.0001866575074398351,0.0002216117402464963,0.0004160874563493398,0.00012220306001923,0.0001753745084947104,0.0013870681188362325,0.0008067165588155282,0.0008790608625788155,0.0010141540585952974,9.709987123885752e-05,0.06258216166197719,0.0001600696604872366,0.0003501852738651897,0.0002421019487561336,0.0006655105901906219,0.000707605010990225,0.00010759280538230021,0.0005363863625368519,0.052782901865424704,0.00014215844746468296,0.0010072036698028331,0.0003982089943955456,0.0231774837370984,0.0018892746190171273,0.0001330777347021459,0.0003765707243221027,0.00023527105394108286,0.00018382594935024366,0.00019073404567989687,0.0016239936005820984,0.00015381383567062383,0.000563337124293327,0.0001572525479030288,0.0002334282866088769,0.0002577747451909481,0.00028406447413862414,0.00024411982540101915,0.3351740488465931,0.0001236923505326508,0.00015470234741349424,0.00018091039896756762,0.00016219642512408131,9.582074393062725e-05,0.02088614835988244,0.0030253392514988336,0.00018695212618253216,0.4803469679727595,0.0002280317620055521
Ludwig ,0.00033093686249415475,9.920137943262593e-05,0.0001417289004757282,0.00028493396490093993,0.0009059097570685143,9.4038568024197e-05,7.359482616628863e-05,9.200091314993933e-05,0.005855302686728483,5.900710064452113e-05,4.161243094495009e-05,5.791391672302391e-05,9.065679432095503e-05,0.00010763354890031033,0.005934640930617892,5.9352221239349706e-05,8.517680838992344e-05,0.0006736784974963954,0.00039181031693258416,0.4935250998113109,0.026529442157417822,4.715997323777454e-05,0.00017913009122105724,7.774346977441527e-05,0.0001700798150712296,0.00011758534052085586,0.026360111174485376,0.00034367330209043444,5.225623636435693e-05,0.0002605149335380601,0.16755663779389063,6.904425816864663e-05,0.0004891839454250627,0.00019340422679386444,0.07570812187454119,0.0009175927767450945,6.46338901074191e-05,0.005915448237557934,0.004453748094275178,8.928154838064017e-05,9.263670873125494e-05,0.0007887497044498657,7.470510806324546e-05,0.0002736045204443749,7.63752398026965e-05,0.00011337267093108993,0.04598562457768152,0.00013796591928763542,0.00011856539340203672,0.06656848852601271,6.0075547644010174e-05,7.51366450929099e-05,8.786550862419025e-05,7.87764079449502e-05,4.653871999763937e-05,7.205994014397005e-05,0.0014693625883901071,9.079988629258869e-05,0.06517952135285333,0.0001107516586411381
Ludwig Ernst Karl Friedrich,0.00018968238802969544,5.685904678253471e-05,0.011627167493203952,0.0001633150036108,0.0005192383972129794,5.389988898573576e-05,4.218219230291551e-05,5.273197061116554e-05,7.035595207903745e-05,3.3820976232767176e-05,2.385090984990632e-05,3.3194398295143436e-05,0.0866464593370692,6.169209568753456e-05,0.00011583008708353916,3.401878828093837e-05,4.882061278511651e-05,0.00038613089278209526,0.00022457309835575376,0.00024471224669351133,0.00028231938053088665,2.7030583041548e-05,0.011648604655332887,4.456006166670538e-05,9.748429121862975e-05,6.739614323766908e-05,0.00018526429586014024,0.00019698250642512192,2.995159749908642e-05,0.00014931879857224862,0.4361202170403028,3.957395277898067e-05,0.00028038453696179903,0.00011085309541165117,0.20273299065550413,0.0005259347291203709,3.7046071358825144e-05,0.00010482945141878894,6.549456430465378e-05,5.117331800451131e-05,5.309638823226028e-05,0.00045208601535106887,4.2818570251306295e-05,0.000156821329671382,4.377583616080848e-05,6.498157623614324e-05,7.175912353949052e-05,7.907763686389918e-05,6.795787809396982e-05,0.012483947374545395,3.443337576063732e-05,4.306591342635509e-05,5.036168946448082e-05,4.515210867348919e-05,2.66745006236756e-05,4.130244489770788e-05,0.0008421914758808496,5.20435805639731e-05,0.2318590283811633,6.347929611398845e-05
Mahlmann Ernestine,0.0037251643286283992,0.00032808672773876725,8.157409796216713e-05,0.00047730699823053343,0.013391030239284483,0.0002446071974067425,0.0011543982060619649,0.0006680796846304723,0.0021516456588844394,3.396238164751692e-05,2.3950630442720465e-05,3.333318398914555e-05,0.0018834359417771135,0.003981288445601145,0.001354866933811411,0.0023192176335827194,0.0003411896371724315,0.2611259414101208,0.00786514892466472,0.0005688255104968939,0.0013020435174630406,0.00020501074545413987,0.002064077970115315,0.00015386695265600677,0.00023794448797147903,0.0016038767106617401,0.002402631806282494,0.0007851612129613146,0.0002775224224365225,0.001929349613870288,0.1382675134074617,0.0007271906919493128,0.0007688211905906006,0.000231275684527386,0.026866268173948195,0.003215411535751192,0.00014742812724343382,0.00010526774308588458,6.576839690976886e-05,0.00026243415182259315,0.0004087289985179276,0.01925984545659125,0.003037691856087805,0.001110816021652155,0.00040794389314634456,0.0012826871009465333,0.0008521919112659684,7.940826026049218e-05,0.019966954627996004,0.02188486488387663,0.0002827109518359243,0.0004031233097254983,0.00010789798202946221,0.0026805078785236843,0.00012595131568044943,0.0015926575090311032,0.061866974441306774,0.000757283153336641,0.38045609743000436,6.374470288797516e-05
Mahlmann Siegfried August,0.02351190874111156,0.0011770072627974113,0.0001538991098583677,0.008734349373521404,0.02365157445321654,0.00010211362582155893,7.99143872502757e-05,9.990099826081299e-05,0.0005196583040414313,0.005969195320179105,4.518567532785842e-05,0.0011730925657990777,0.005079869379785761,0.013153826864985086,0.031728313318991175,6.444877499361616e-05,9.249091009515651e-05,0.007419429176734376,0.00230493703209024,0.004544231052515168,0.0012547455764449485,5.120958306933943e-05,0.00019451192731499437,8.441927338335932e-05,0.0017986261459459441,0.00012768235114934693,0.003442936839960106,0.00037318440414248194,0.009250325432896526,0.00028288525658311595,0.11692764261918412,7.497306362583248e-05,0.0015374195505307405,0.00021001177774266987,0.030663003666103666,0.011992598380156668,7.018397885559585e-05,0.0005077952170146412,0.0019744224697824885,0.002074791956421251,0.0030673571400757927,0.0035206446410416346,8.112000865183857e-05,0.15516891215519912,8.293355399922344e-05,0.007814818341434876,0.001774072734563182,0.003652129944716056,0.0035758316117024485,0.18022315357110164,6.52342131748244e-05,0.0023796453022005455,9.541048804531858e-05,8.554090958070837e-05,5.0534983038347136e-05,7.8247701120799e-05,0.0033169771336013093,9.859683966195396e-05,0.3222498610659265,0.0001202618634801864
Mann Lukrezia von,0.010255499100914972,4.9687884450303584e-05,7.098902525734916e-05,0.0001427174299887656,0.00045375114327108723,0.005091971834356977,3.6862100503091066e-05,4.6081322337067765e-05,6.148253646714526e-05,2.9555415613586987e-05,2.0842791424016242e-05,2.9007862780300293e-05,4.540808148654706e-05,5.3911380782431044e-05,0.00010122139410615931,2.9728279260598164e-05,4.2663271794507285e-05,0.0003374313898829315,0.00019624954678584082,0.0002138487105453253,0.00024671276695072727,2.362143867676178e-05,8.972249504059773e-05,3.8940068827776394e-05,8.518940207205302e-05,5.889602388863907e-05,0.0707900769488676,0.00017213872851961167,2.617404968691359e-05,0.0001304864507857882,0.4164300624722691,3.4582816705392966e-05,0.030514241310542325,9.687210932042042e-05,0.0005935053565118695,0.000459602922097558,3.237375610701272e-05,9.160817783328477e-05,0.11608924182709758,4.471924972065893e-05,4.6399778971029e-05,0.00039506813714756223,3.741821735266293e-05,0.005181912643104723,3.825475121299084e-05,5.6785986296412244e-05,6.270873749119008e-05,6.910422712720212e-05,5.938691176332206e-05,0.0008197103308792924,3.0090578242932698e-05,3.763436517428224e-05,4.40099851902871e-05,3.945744583155792e-05,2.3310265995628063e-05,3.609330837784498e-05,0.0007359728153489249,4.547975324547787e-05,0.3388280497113477,5.5473176368255946e-05
Mayer Johann Siegfried Wilhelm,0.12663638167910088,0.0013003386595299643,0.0004539482091235694,0.0006087733725705126,0.38970200265686417,0.0014563132726420013,0.0002871722678046365,8.655009554996814e-05,0.001227562312054732,0.00022212976719076895,0.0010191235825416263,0.0007002390075787433,0.0008002885959143577,0.005515136476296459,0.0028508695899837387,0.0001368080370186927,0.002637446632591386,0.01250768066979261,0.004139910796905389,0.0018985962643684252,0.0034204505565874625,4.436586605625465e-05,0.00043842132503137853,0.0026325685142902034,0.0037171745726624376,0.0014545772768094134,0.005871749400214052,0.001172200629755953,4.916018869340748e-05,0.002230894617408978,0.05151439776270751,0.00026072450681798525,0.0030204970888767077,0.0008496546150792702,0.0184484324678796,0.002959541756643499,0.00059638604699715,0.006133746380901969,0.0013449681678375234,0.0008826704818560306,8.714822187751265e-05,0.0034469357383157683,0.001381170628881563,0.001425398108884954,0.003331148378330666,0.0037328482065956355,0.0014845424568462424,0.00038624904410335863,0.000417981411845387,0.02151801578570791,0.0012867652215668246,7.068499202281759e-05,0.004690602417991434,0.0013128779161427114,0.00036889931516493,0.00012300897491519645,0.01573535911962355,0.0031049227944841564,0.27452164974024307,0.0003439373579268928
Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,0.04438102377787927,5.504189146115124e-05,7.863828911967418e-05,0.0008815738174920729,0.3645334432076369,0.005197507864430387,4.0834093811148176e-05,5.104671230267507e-05,6.81074498626638e-05,3.274009341088642e-05,0.008078026884303544,3.2133540245010415e-05,0.0004436592032741451,0.014096992978778705,0.0007323942256485121,3.293158359408961e-05,4.726035735813095e-05,0.00975017094485288,0.0002173959783755771,0.00023689150071816008,0.00027329675011952066,2.616671404279556e-05,0.011506780328296554,4.313596897150914e-05,9.436879582144627e-05,6.524223339824718e-05,0.0025074929421658315,0.0010739142227338288,0.0012523797920773354,0.000144546726848185,0.10127917983438664,3.830921087861889e-05,0.00403039491352182,0.00010731034709598672,0.024371523972439045,0.0009379039550428073,3.586211788940612e-05,0.004576425253601945,6.340142692753461e-05,0.0004783154191933285,5.139948351995457e-05,0.0042169034943026415,0.017452857450022865,0.0015987658641354707,4.2376806487802094e-05,6.290483341804762e-05,6.946577743932949e-05,7.655039877671757e-05,0.00114557620792034,0.03997973222781029,3.333292129406933e-05,0.0006818076920040875,4.87521828479831e-05,4.3709094778769486e-05,2.582201164441175e-05,3.9982462207546594e-05,0.008999378782436123,0.002209960706718975,0.32126550571763834,6.145056458824922e-05
