receiver,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Cotta von Cottendorf Elisabeth,0.00022167552222166558,6.644928408730945e-05,9.493601827875686e-05,0.00019086083367101856,0.0006068167111103018,6.299101441475016e-05,4.929693053916861e-05,6.162610690654966e-05,0.054055620241578686,3.952545434672343e-05,2.7873768099187616e-05,3.879319347117197e-05,6.0725759205488304e-05,7.209750821115886e-05,0.00013536678502384093,3.975663073339577e-05,5.7055032608658193e-05,0.00045125838087819016,0.054235848710818935,0.27689964964848657,0.0003299373060543913,3.158974680745363e-05,0.0001199889193901566,5.207586767966104e-05,0.00011392666124023906,7.876363959313688e-05,0.00021651224428593933,0.0002302069287185767,3.500343962320674e-05,0.00017450393257297536,0.31402568166647465,4.624876742527461e-05,0.0003276761184815757,0.00012955033975752586,0.08850048578868115,0.000614642492343656,4.329451616479546e-05,0.0001225107066019896,7.654132729835553e-05,5.980456124734937e-05,6.205198970622376e-05,0.0005283379473605684,5.004064436260376e-05,0.00018327189209025167,5.115936931434083e-05,7.594181513931016e-05,8.386251011504159e-05,9.241541415598254e-05,7.942012050796532e-05,0.09554967202831953,4.0241145384563285e-05,5.032970613616349e-05,5.8856037863970714e-05,5.2767773400439006e-05,3.117360508361863e-05,4.8268798895011796e-05,0.0009842412738777582,6.082160826654049e-05,0.1090457716647516,7.4186150134978e-05
Cotta von Cottendorf Johann Friedrich Freiherr,0.00023926601736131746,0.0011798262404881322,0.2801190647588782,0.04847830436860252,0.0006549691020484927,6.798950555080084e-05,5.320876260956688e-05,6.651628929182601e-05,8.874724019701611e-05,4.266189586994821e-05,3.008561980639709e-05,4.187152830204185e-05,6.554449679748849e-05,7.781862191401156e-05,0.0001461084706649425,4.291141666860345e-05,6.15824890627438e-05,0.0004870668376532572,0.0002832772794997741,0.00030868087055467835,0.000356118638663303,3.409647051835434e-05,0.0001295103337628001,5.620821521235899e-05,0.0027936052116422413,8.501372713351463e-05,0.00023369302068658557,0.0002484744118405473,3.7781048212518704e-05,0.03494011620058039,0.0478788531171761,4.9918720293574066e-05,0.00035367802032334247,0.00013983047623360574,0.00307290602775573,0.08379904066054711,4.673004196637167e-05,0.0014675513264849403,0.08683059516999175,6.455019952715261e-05,6.697596693381127e-05,0.006337998124292531,5.401149194479746e-05,0.0001978149652033249,5.521899045903215e-05,8.196798400412772e-05,9.051720550852995e-05,9.974880341451403e-05,8.572230141537716e-05,0.20691547144071706,4.3434378742973295e-05,5.432349147743812e-05,6.352640849221754e-05,0.0027678294035037017,3.36473069304129e-05,5.209904620355543e-05,0.001062343227448793,6.564795171608272e-05,0.18663785565853216,8.007300268549956e-05
Dobeneck Franziska,0.0002532530819128758,7.591494909928578e-05,0.00010845960335481031,0.003937847562601303,0.002553156779942656,7.196405075974925e-05,5.6319251953336437e-05,7.040471290632513e-05,0.10610819834253864,4.515583419853134e-05,3.184437147095233e-05,4.431926315253111e-05,6.9376111156336e-05,0.12589895150207073,0.00015464971121910748,4.5419941537959225e-05,6.518249151718969e-05,0.0005155398961105797,0.00029983716392485655,0.00032672580359571096,0.00037693669900437844,0.03360711581760865,0.00013708127684285585,5.9494047204605184e-05,0.002926079536421861,8.998347796691185e-05,0.00024735429779413194,0.00026299978270663224,3.998966089392606e-05,0.00019936192452421974,0.03369783186490872,0.018364305676858806,0.00037435340647004963,0.0001480047164325434,0.10519970689410901,0.009089970236441527,4.94617968586414e-05,0.00013996229129553217,8.74445984732009e-05,6.832368904128963e-05,7.089126248324819e-05,0.006707422338060696,0.009356665670307799,0.0002093788751896935,5.8446994136863416e-05,0.00567860785245363,9.580867987015055e-05,0.00010557994052159691,9.073347423727605e-05,0.0012523831258523218,4.597347504229182e-05,5.749914588227381e-05,6.72400490087791e-05,6.028451452559768e-05,3.5614268470593035e-05,0.08933031358729086,0.15257114467476984,6.948561386491943e-05,0.28815349041356925,8.475392758135676e-05
Ehrenberg Caroline Auguste Eleonore von,0.0017094177429407141,0.0005124137481944006,0.0007320849522013209,0.0014717948659367507,0.004679376605449574,0.000485745817162145,0.0003801459308254407,0.00047522053638866444,0.000634047863139328,0.0003047946488675448,0.00021494440736546632,0.0002991479282888185,0.00046827763931286037,0.0005559691865064359,0.0010438607826677721,0.0003065773311103386,0.0004399713783814832,0.15955774017912194,0.0020238528358067507,0.002205346847211164,0.0025442623496493306,0.00024359962320814267,0.052951252813357316,0.0004015752903093649,0.0008785284643350077,0.0006073740648931999,0.0016696018948641773,0.0017752064123070879,0.00026992380645451144,0.001345661061553234,0.13241927967772982,0.0003566404753829699,0.00252682553877211,0.0009990081320934779,0.006120612854988296,0.004739723950788368,0.0003338592071980316,0.0009447230504603594,0.0005902370349271406,0.0004611739585878915,0.0004785046681091175,0.0040741993181544105,0.0003858809691044036,0.0014132738742715938,0.00039450784979381756,0.0005856139862860006,0.0006466932447997013,0.0007126476892720772,0.0006124364196018428,0.008453385522976602,0.000310313593612936,0.0003881100258788128,0.00045385956191977274,0.00040691081812807166,0.0002403906083418547,0.000372217646922074,0.059615806005035785,0.0004690167650582955,0.5287343551066601,0.0005720754373339678
Eichstädt Heinrich Karl Abraham,0.00035628484875572375,0.00010679967230346414,0.00015258457305040096,0.4232031613690053,0.0009752975789730617,0.00010124141726972964,7.923179458535858e-05,9.904768897600087e-05,0.00013215122397984845,6.352672763681112e-05,4.479971966205912e-05,6.234981169823174e-05,9.760061786374953e-05,0.00011587770066462813,0.00021756635123900038,6.389828261561967e-05,9.170089444247136e-05,0.0007252786521922317,0.00042182088286318837,0.0004596487143984163,0.0005302870700758444,5.077217389960981e-05,0.00019285049413140143,8.369820201221e-05,0.00018310701543598765,0.00012659174607393086,0.0003479862432986247,0.00036999683121983215,5.6258783410527756e-05,0.00028046897826577,0.005912451176314005,7.433267751942233e-05,0.0005266528083210288,0.0002082179518251364,0.0012756867853614374,0.13110984560681696,6.95844989520399e-05,0.00019690360097133304,0.0001230199660600671,9.61200354706181e-05,9.97321830840956e-05,0.000849163695570498,8.042711811248746e-05,0.0002945611572271682,8.222517297318756e-05,0.00012205640861911918,0.0001347868336258405,0.00014853336771363088,0.0001276468657421132,0.3812843071280689,6.467701193801429e-05,8.089170856091237e-05,9.459553467413232e-05,8.481025769887303e-05,5.010333599792555e-05,7.757934453734162e-05,0.012425405383598731,9.775466991188776e-05,0.034296807013869175,0.00011923464086476736
Einsiedel Detlev Graf von,0.0009071216364037568,0.0002719180842116767,0.00038848906451912285,0.0007810244001225961,0.002483163510624736,0.055474098225427884,0.00020172868818442048,0.00025218109055072987,0.0003364645871639348,0.00016174268799398138,0.00011406265282456465,0.00015874619258913252,0.00024849676459658853,0.00029503126449722064,0.0005539363945774468,0.00016268868825632167,0.00023347573077230502,0.0018466009995176894,0.0010739801337846977,0.27725195084483645,0.0013501412604294074,0.0001292688634738085,0.0004910084064161023,0.00021310041737257124,0.00046620095145607186,0.0003223098379143416,0.0008859929114849095,0.0009420331293134924,0.00014323808561512012,0.0007140900866636915,0.12548610297170093,0.0001892552554653305,0.0013408882217956814,0.0005301348341022374,0.0032479716393135696,0.0025151875041057995,0.00017716612081078816,0.0005013278486320661,0.0003132158813726426,0.0002447271170014734,0.0002539238517644388,0.002162019417302536,0.00020477205036428258,0.0007499695816368911,0.0002093500010497474,0.00031076260892601965,0.00034317500031606134,0.00037817446363914514,0.0003249962330370811,0.2805675424205528,0.00016467137772435044,0.00020595492426224533,0.00024084565063534346,0.00021593177486021315,0.00012756596385856092,0.0001975214556937109,0.004027628066590607,0.0002488889899367525,0.2253624649553889,0.00030357822656505663
Ende Henriette Freifrau von,0.0005950074257952943,0.00017835896843492786,0.0002548212598539094,0.0005122965864231868,0.0016287790622469495,0.00016907649955901004,0.000132319705151701,0.00016541290109417387,0.00022069689427028653,0.00010609172635992009,7.48170065765234e-05,0.00010412623800015071,0.00016299624470126128,0.0001935195746334144,0.00036334296853344014,0.00010671223540557384,0.00015314351237750838,0.0012112392242675954,0.0007044547601046196,0.0007676284840050313,0.0008855968632971178,8.479120175764291e-05,0.0003220666735540834,0.00013977875258210662,0.0003057947433917534,0.00021141238315756773,0.0005811484815040519,0.0006179068878886518,9.395402025199189e-05,0.0004683924263301167,0.31772695066116136,0.00012413801837985868,0.0008795275265320238,0.00034773083377672727,0.0021304389252864322,0.001649784529606756,0.00011620840386927473,0.0003288354953990855,0.00020544739295667017,0.0001605236233661369,0.00016655602878723138,0.0014181313248227312,0.00013431593479029875,0.0004919268290894578,0.00013731874559698955,0.0002038382203113933,0.00022509844913948658,0.00024805561358178186,0.00021317446773642,0.021051419087474568,0.00010801273900859688,0.00013509181613280264,0.00015797765685168148,0.00014163592218607155,8.36742204446701e-05,0.0001295600591752873,0.23805880959375386,0.00016325351669281893,0.4013477548773068,0.00019912577527318124
Enslin Theodor Christian Friedrich,0.00024836028616434996,7.444828840794491e-05,0.00010636418685613259,0.008916747593122963,0.0059555656544530095,7.057372058510943e-05,5.52311759684912e-05,6.904450880779117e-05,9.212043655302083e-05,4.428343307346342e-05,3.122914497826485e-05,4.346302440237404e-05,6.80357794251243e-05,8.077643210942627e-05,0.030421119149354164,4.4542437915193164e-05,6.392317962663058e-05,0.010737529878554584,0.000294044373606884,0.005480817899327087,0.0003696543620455474,3.5392444228069785e-05,0.09667061709467621,0.20038815703275592,0.0001276408775484067,8.824501628617488e-05,0.0002425754653018068,0.0022368352863578844,0.0008577730774381392,0.0001955102944893062,0.0318201304813697,5.181608234130526e-05,0.000776398982323456,0.00014514529674906624,0.008256264272459691,0.021012912083337443,4.850620544961891e-05,0.0001372582495573933,8.575518740499358e-05,6.700368988179341e-05,6.952165835023709e-05,0.002570854596935412,5.606441626566772e-05,0.00020533371979564508,5.7317810624990724e-05,8.508350742026966e-05,9.395767652598668e-05,0.00010354015849718154,8.898052278790397e-05,0.20692673350179877,4.508527726979929e-05,0.004615691679381068,6.594098554453267e-05,5.9119830510126295e-05,3.4926208368644405e-05,5.4079280320301105e-05,0.001102721861147163,6.814316656463763e-05,0.3571019755768945,8.311649970324868e-05
Falk Elisabeth Charlotte Karoline,0.0001674488289234895,5.019433220099907e-05,7.171258659555843e-05,0.0001441720888498234,0.0004583760382213841,4.758203111801068e-05,3.723782042138168e-05,4.655100991392614e-05,6.210920215527658e-05,2.985666155963531e-05,2.1055233248651897e-05,2.9303527750143385e-05,4.587090700199559e-05,5.446087685851088e-05,0.1224132163387017,3.0031287133244374e-05,4.309812061684442e-05,0.00034087068640985816,0.00019824983604436422,0.00021602838069314842,0.005345517541523583,2.386220208656246e-05,9.063699877330434e-05,0.07138739885709483,8.605770189080732e-05,5.949632633969516e-05,0.00016354860198332556,0.0001738932663275864,2.644083078933278e-05,0.00013181644440954165,0.2830747256686815,3.4935304840617935e-05,0.0002475193551188205,0.12240882272348168,0.0005995547074986638,0.0004642874617732647,3.270372821476788e-05,9.254190153921921e-05,5.7817640359691894e-05,4.517505426304127e-05,4.687271244269146e-05,0.0003990949008474729,3.7799605536582175e-05,0.0001384395687784486,3.8644665835429874e-05,5.736478201993729e-05,6.334790133168587e-05,6.980857750917753e-05,5.999221762844432e-05,0.000828065294224751,3.0397278877038013e-05,3.8017956462223495e-05,4.445856049701112e-05,3.9859619015436734e-05,2.3547857752898528e-05,3.646119232068825e-05,0.0007434742773457479,4.594330928108238e-05,0.3881481930197142,5.603859117120929e-05
Falk Johannes Daniel,0.00229324212358378,0.00045022308116113177,0.0009858292532898196,0.0018790023433891522,0.005078992095820248,0.006626017220320292,6.116932591090393e-05,7.646779174195863e-05,0.0003245833406225832,0.0003188587306258338,0.0002750450681079589,0.0015152712168984145,0.0023183508901334867,0.005325615659344108,0.09634743650107824,0.0030269347166165792,0.006175250921123959,0.0052333631413874334,0.0010786555718994054,0.0030978101926380105,0.0013957239528598411,3.919764368235366e-05,0.011780428094346674,0.0016875819080169937,0.0008096919292687247,9.773263137293139e-05,0.0021381731470527772,0.0024203381270685733,0.0038407825466371713,0.0012517831255359742,0.07724255594131436,0.0006944309937738464,0.001324790448218557,0.0024818090568861236,0.03519285549437522,0.01129892075693978,5.372132383242571e-05,0.00034269818685751937,0.0014979408290176233,0.0008911430518443014,0.0020124455370804967,0.002236912658842039,0.0029641232232586992,0.18570324110539466,0.0009678883385303428,0.0035121002149519306,0.0015916778018695242,0.0020189328274022307,9.854721545746225e-05,0.12299781469061345,4.993259641390105e-05,0.012529247668765642,0.005363934579917765,0.0014220881188910454,3.8681280727257214e-05,5.989358482656257e-05,0.0054589079909162655,0.007819818441573992,0.3437856322359024,0.00039776151406912657
Falkenstein Konstantin Karl von,0.00020554256045507243,6.161327987333911e-05,8.802682443627099e-05,0.00017697048393147612,0.0005626541860757019,5.840669397644802e-05,4.5709229526318225e-05,5.7141120848624965e-05,7.623872033557378e-05,3.664889568389877e-05,2.5845188531501246e-05,3.596992682990226e-05,5.6306298086412466e-05,6.685044109350857e-05,0.00012551514626206329,3.6863247660865675e-05,5.2902717321692126e-05,0.019550981730531717,0.0016172945425404492,0.1535492021692546,0.00030592533625907226,2.9290728077945937e-05,0.0001112564412638593,4.828592292699667e-05,0.00010563537832562616,7.303142895743499e-05,0.0002007550523142813,0.00021345307361450312,3.2455981304485546e-05,0.00016180399509632053,0.21805887721674655,4.2882903710841044e-05,0.0003038287119735952,0.00012012200659195703,0.05168315652773756,0.0005699104275233093,4.01436550909627e-05,0.00011359469943169035,7.097085070945239e-05,5.545214249402132e-05,0.1094980695917591,0.0011768588540323022,4.6398817812758965e-05,0.0001699338455691449,4.74361249034132e-05,0.0043870206914943255,7.775921708666832e-05,8.568966325538708e-05,7.364013291703952e-05,0.0780283323220969,0.0012894042726858852,4.66668424303247e-05,0.008687784094198965,4.892747356829845e-05,0.004345510594079799,4.4755922600470286e-05,0.0009126107813387813,5.6395171504769314e-05,0.3420805026261111,6.878707714873485e-05
Fichte Johann Gottlieb,0.036063260694369235,1.6887573726718355e-05,2.412725780306452e-05,4.850581077633943e-05,0.031017295137006032,1.6008681126679452e-05,1.2528435188064216e-05,1.566180039663876e-05,2.08962582927642e-05,1.0045089778323288e-05,7.083903465355463e-06,0.008582936031280637,1.5432983963321328e-05,1.8323026382479213e-05,3.440242575428338e-05,1.0103841476365297e-05,1.4500097072423526e-05,0.00011468384169296699,6.669993554456313e-05,7.268141732437493e-05,8.38510249992669e-05,0.006866489922802712,3.0494259651136315e-05,1.323468065762142e-05,2.8953583436737737e-05,2.0017172327486385e-05,5.5024919204725527e-05,5.850531777029071e-05,8.895854567055171e-06,4.434883035092354e-05,0.3507164426828463,1.1753768011073833e-05,8.327636159438069e-05,3.292422099088433e-05,0.001916331894339028,0.20248082479830085,1.1002967808274953e-05,3.113515244701611e-05,1.9452388775076683e-05,1.5198868597766245e-05,1.5770035229823527e-05,0.012136580875759943,0.12860887304378205,4.657713972723426e-05,1.300175965738272e-05,1.9300027377583807e-05,2.13130109966964e-05,2.348666568015629e-05,2.0184011895460994e-05,0.00027859746496396013,1.0226977142996647e-05,1.2790907151110355e-05,1.4957808685859948e-05,1.3410523167169358e-05,7.922531618030674e-06,1.2267143449861935e-05,0.0002501373386604208,1.5457343263912565e-05,0.2197500686412514,1.8853838639701816e-05
Fischer Maximilian David Benjamin von,6.315968429724212e-05,1.8932698399309472e-05,2.704912514845744e-05,5.437997789993161e-05,0.0001728939285488309,1.7947369849975288e-05,1.4045657989083357e-05,1.7558481052290735e-05,2.3426844041251895e-05,1.1261573642523353e-05,7.941780741848477e-06,1.1052938222340126e-05,1.7301954413774824e-05,2.054198772871803e-05,3.856863996868853e-05,1.1327440308598469e-05,1.6256092738684467e-05,0.0020508316669307814,7.477745372745077e-05,8.148330693944725e-05,9.400558022567829e-05,9.000535626993919e-06,3.4187185810580386e-05,1.4837431436671647e-05,3.2459930103501e-05,2.244129870969616e-05,6.168856560497041e-05,6.559044857629288e-05,9.973163359500766e-06,4.971957742323588e-05,0.3951112834418983,1.3177176805276645e-05,0.05007210426259922,3.691142115142417e-05,0.07519425923288009,0.00017512364641359218,1.233545294205276e-05,0.00772394306743221,2.180811854825318e-05,1.703948712993489e-05,1.7679823376898605e-05,0.00015053379652886644,1.4257556577727206e-05,5.221774027627483e-05,1.4576303158581115e-05,2.1637305829202494e-05,2.389406647227297e-05,2.6330955821338128e-05,0.26337215844385936,0.004156854957120386,1.1465487992431274e-05,1.4339915920686945e-05,1.6769234298939677e-05,1.5034568885361606e-05,8.881968725078395e-06,1.3752723210312366e-05,0.0002804295553582729,1.732926368263577e-05,0.2002280916230469,2.113708259167944e-05
Fouqué Friedrich Freiherr de la Motte,6.283451744238678e-05,1.8835226632929903e-05,2.6909867344227147e-05,5.410001186499061e-05,0.00017200381366628612,0.0002344147092585083,1.397334631616254e-05,1.7468084209378395e-05,2.330623493307095e-05,0.000660882810489829,7.900893839158716e-06,1.099603405635737e-05,1.7212878254478326e-05,2.0436230810890686e-05,3.8370075908493975e-05,0.006074941797528784,1.617240101972023e-05,0.0015366949345741853,7.439247476954126e-05,0.0007854560760944669,9.352160854024397e-05,8.954197905480469e-06,3.4011178919316256e-05,1.4761043453291483e-05,3.229281569344623e-05,2.232576351344724e-05,6.137097255361975e-05,0.0020480745857839088,9.921818230109278e-06,4.946360466473753e-05,0.1271038051538728,1.3109336359503048e-05,0.0003094404072766967,0.00025328112737851204,0.0342288463971945,0.12524509051777963,1.2271945967928154e-05,3.47259862239742e-05,2.1695843171997735e-05,1.6951762238652765e-05,1.7588801823738067e-05,0.00014975879896972157,1.4184153981088451e-05,5.194890615270036e-05,1.4501259549572754e-05,2.1525909853077704e-05,2.377105194914888e-05,2.6195395389315312e-05,2.2511844777990892e-05,0.026094690714728818,1.140645988436894e-05,1.4266089311027605e-05,1.6682900758232655e-05,1.4957165973473196e-05,0.3900106969500565,1.368191966210355e-05,0.006992337701405143,1.724004692622954e-05,0.27696980718118264,2.102826192951767e-05
Franz II. / I. ,0.00024980316896738896,7.488080584750216e-05,0.00010698212404103493,0.0002150785102700814,0.0006838136024154438,7.098372819683905e-05,5.5552048984170615e-05,6.944563225607513e-05,9.265562273662363e-05,4.4540703690388644e-05,3.141057493608399e-05,4.371552874373541e-05,6.843104252310167e-05,8.124571375900695e-05,0.00015254301211510942,4.4801213255912224e-05,6.429455001769947e-05,0.0037717737006449765,0.0002957526643185761,0.6673490352794273,0.026408684430068496,3.55980614381434e-05,0.00013521390185183108,5.868359592764428e-05,0.00012838242455668128,8.875768768956083e-05,0.026280867251220263,0.0002594170963749729,3.9444906027523105e-05,0.00019664613809011858,0.08569224813456607,5.211711490688075e-05,0.00036925381734199925,0.00014598853805731078,0.0008944264756304457,0.0006926323701898244,0.0033120447003105015,0.00013805566999413146,0.00442573381227905,6.739295691543911e-05,6.992555386357182e-05,0.0005953769374880322,5.6390130103984925e-05,0.00020652663391952842,5.765080622801525e-05,8.557781160865227e-05,9.450353640465958e-05,0.00010414168910590635,8.949746721617348e-05,0.07507566080600749,4.534720630945174e-05,5.6715869934611545e-05,6.632407865304474e-05,5.94632951923388e-05,3.512911691819055e-05,5.439346124181627e-05,0.0011091282735191128,6.853905354278224e-05,0.09899778058586536,8.359937629323318e-05
Frauenholz Johann Friedrich,0.0003623244135797978,0.00010861008761110155,0.00015517111138709959,0.27363436310968037,0.0009918303419337701,0.0001029576117826793,8.057489284282638e-05,0.00010072669649016949,0.0001343913862730091,6.460360135446638e-05,4.555914238784801e-05,6.340673491805257e-05,9.925509534298119e-05,0.00011784200222634991,0.00022125442859180998,6.498145474980333e-05,9.32553627235253e-05,0.007000745358125326,0.0004289713821760207,0.0004674404524322019,0.0046516953705144195,5.163283872045964e-05,0.00019611960047911445,8.511701260288365e-05,0.00018621095514414685,0.00012873766684287839,0.00035388513426080816,0.0003762688347997158,5.721245452654085e-05,0.00028522334989087184,0.028630981376451703,7.559272836355278e-05,0.004271614570330184,0.048780192207327405,0.0012973115978178532,0.03904449843900974,7.076406101772767e-05,0.0002002414135847886,0.00012510533977795024,9.774941484822702e-05,0.00010142279380438416,0.0008635582992241733,8.179047890414117e-05,0.0002995544125113621,8.361901350296757e-05,0.0001241254485870642,0.00013707167347226654,0.0001510512320179296,0.00012981067237866184,0.32855174213609334,6.577338470713775e-05,8.226294486043488e-05,0.045332809566150156,8.624791930841836e-05,5.095266300893551e-05,7.889443127756866e-05,0.016552860406699774,9.941175880536911e-05,0.19370136588414666,0.00012125584761911821
Friedrich August I. ,0.00014920002958936408,4.4724086144724825e-05,0.1726177004933303,0.00012846002005891975,0.009490200716993764,4.239647715884006e-05,3.3179592502567824e-05,4.147781803685263e-05,5.53404574932751e-05,2.660284229382468e-05,1.876060551695593e-05,2.610998975329851e-05,4.087183365800568e-05,4.852565700811955e-05,9.110942033003686e-05,2.6758436936779364e-05,3.8401229274749184e-05,0.00030372213902872763,0.00017664430139084983,0.4815267785679993,0.0002220662675454344,2.1261667103143768e-05,8.075925634001954e-05,3.50499726845252e-05,7.66790174111512e-05,5.301233640993085e-05,0.00014572485464416592,0.00015494214350893893,2.355927337024467e-05,0.00011745091042263791,0.16140706890031434,3.112800817684589e-05,0.00022054436179151968,8.719462722549486e-05,0.0005342144264270501,0.00041368878767252166,2.9139631783005042e-05,8.24565602319997e-05,5.1516595893273215e-05,4.025181588953706e-05,4.176446098992273e-05,0.00035560100000827424,3.368015351783223e-05,0.0046642417967392115,0.018197991353919918,5.11130906664791e-05,5.6444161561919446e-05,6.220074453145158e-05,5.345418479686873e-05,0.06431027544675832,2.7084542406459452e-05,3.3874708264951036e-05,3.9613406580976665e-05,3.551566394794713e-05,2.0981580439143646e-05,3.248760238028195e-05,0.0006624494473449023,4.093634543901683e-05,0.08247568475047506,4.993142988602794e-05
Froriep Ludwig Friedrich (seit 1810) von,0.00030360977867733863,9.100983380042236e-05,0.00013002564834063606,0.00026140556651575475,0.0008311043344410487,8.627334111341129e-05,6.751773953419518e-05,8.440394542043348e-05,0.00011261327559839612,5.413459423061683e-05,3.817628793058822e-05,5.3131679880254136e-05,8.317081709163881e-05,9.874571757764496e-05,0.0001854001706162865,5.445121652111416e-05,7.814334054177329e-05,0.0006180495517575513,0.00035945661269300535,0.0003916917739701791,0.00045188657486686063,4.326574238130647e-05,0.018645011368961482,7.132380924242155e-05,0.00015603548852818045,0.00010787574083520874,0.009536874548766896,0.0003152945078363095,4.794118200529362e-05,0.000239002934630859,0.00503832256507772,6.334293430939289e-05,0.00044878962193470936,0.00017743388889832166,0.01032741884847033,0.0008418226297423224,5.9296752022949815e-05,0.0001677923125848809,0.00010483203200706032,8.190913197013537e-05,0.15717070714592876,0.0007236187633949956,6.853633999612004e-05,0.0002510116499901949,7.006856074649261e-05,0.00010401093208543644,0.00011485922252567662,0.00012657339501027758,0.05555079365617644,0.6206039494221224,5.511481430824287e-05,6.893224289155471e-05,8.061002157846161e-05,7.227145262968254e-05,4.269578907565636e-05,0.009306446061637972,0.0013480300952141936,8.33020932556502e-05,0.10314887415044023,0.00010160634966670724
Förster Ernst Joachim,0.0008966625399825666,0.00026878287351081605,0.00038400979247740183,0.0007720192026051282,0.0024545326792731995,0.04014247302430418,0.0026176885364799195,0.00024927344703764204,0.12292359017912642,0.001248552327990504,0.0001127475124552108,0.00015691585179672353,0.0002456316012965779,0.0002916295592365286,0.000547549517746837,0.00016081289055861083,0.00023078375972657362,0.007826376362059937,0.02813586964646079,0.011436576859726193,0.0013345741555800053,0.00012777839576465943,0.00048534708817582695,0.00021064337332990927,0.00046082566273265363,0.003257401004361431,0.0008757774288882765,0.0009311715039966204,0.012117006386629164,0.0007058566405963689,0.1559057062323553,0.00018707314571764954,0.0013254278043180444,0.0005240223888428685,0.027209038036783484,0.006275727014999655,0.00017512339857182315,0.0004955475474055865,0.00030960450780105413,0.0002419054176715512,0.0002509961142453854,0.008062171595657091,0.0002024110322459014,0.0007413224456272183,0.00020693619924094453,0.0027254652980441252,0.00707104118172325,0.003336354230758596,0.0014099235625471332,0.004434161377923021,0.00016277271965214605,0.012205713546431149,0.00023806870454396155,0.021986932691874662,0.00012609513055185216,0.00019524403680362188,0.04762469523445993,0.0002460193042855081,0.44937899076702437,0.005136649527986478
Förster Luise,0.0008827505137811448,0.0002646126152341085,0.08097735060135201,0.0007600410604438061,0.002416449764660798,0.00025084118346009056,0.00019630895790907188,0.0002454058841900028,0.0003274249838925946,0.00015739723891171768,0.00011099819621026929,0.00015448124864975043,0.00024182054293207705,0.0002871048268112324,0.000539054099573554,0.00015831782352143846,0.00022720307070588457,0.0017969894175773684,0.02791155906927557,0.0011388503895438974,0.02818030073152768,0.00012579587022067034,0.0004778167619868717,0.00020737516929745516,0.00045367579485220354,0.00031365052226465026,0.0008621894423336642,0.0009167240594074106,0.00013938978919194833,0.0006949050332295492,0.3639126355566721,0.05391703654332506,0.0013048633382903632,0.000515892002126975,0.003160710227040028,0.002447613387668188,0.00017240629910488144,0.00048785895760045117,0.0003048008878966358,0.00023815217232132403,0.0002471018236264144,0.0021039336675893667,0.00019927055580298389,0.0007298205741567448,0.00020372551328330584,0.00030241352612970986,0.0003339551121796977,0.027234447215513727,0.00031626474353294547,0.19243039450171864,0.00016024724519581227,0.00020042165009867782,0.00023437498711107032,0.00021013045830899573,0.00012413872144375758,0.00019221475874798213,0.03078585301793464,0.0002422022305764379,0.13870848054881327,0.02716185511324137
Gabler Georg Andreas,0.0008377365291970205,0.00025111925782795685,0.00035877380439461814,0.0007212843833940537,0.027789664404511367,0.0002380500709214289,0.0001862986002065384,0.00023289193317516278,0.00031072864336681335,0.00014937110154295222,0.00010533807931985488,0.0001466038060012377,0.0002294894187676251,0.07676177359225486,0.000511566182490077,0.00015024474289885046,0.00021561733344200803,0.001705355764945231,0.0009918321354016137,0.2560451406876996,0.001246869888278566,0.00011938117742303621,0.0004534515126640651,0.00019680051368620947,0.0004305415627935967,0.0002976565811073145,0.0008182239258486473,0.0008699776661356513,0.00013228190341457876,0.0006594698293243829,0.2178735030785368,0.00017477925173780453,0.0012383246081766885,0.0004895851869302929,0.002999536532758682,0.18079785703552093,0.0001636148066401859,0.0004629816278749901,0.0002892582150181603,0.0002260081089124801,0.00023450139178776908,0.001996648045887233,0.00018910917771602733,0.0006926049265174693,0.00019333696411662576,0.00028699259168592846,0.0003169257816533908,0.00034924816020923463,0.0003001374957232392,0.1316249431790937,0.00015207577781937862,0.00019020157440682351,0.00022242353322685576,0.0001994153025959047,0.00011780853142276648,0.00018241317602212052,0.003719557578604954,0.00022985164306252203,0.0806424639461383,0.0002803577377678167
