,segmentID,idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,ub0505,ub0505,OsmundEmanuel_SchwendlerAuguste_1808-07-17.xml,JP-UB0505,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-07-17,1808,7,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette,2.253507815845835e-05,6.179903250699121e-05,4.278121535531195e-05,3.8835777073471444e-05,5.211641834286665e-05,0.028565989771631124,0.00014052836544456524,3.2022076539569624e-05,3.1105194578336876e-05,7.499291354228293e-05,0.00011014863013963295,3.0101275048671876e-05,5.3324565377230465e-05,2.9096958830163616e-05,6.050009681330752e-05,7.74864957386869e-05,3.66340820793363e-05,9.306603790855116e-05,0.00015860679816593668,4.6102455304566666e-05,0.01887836830691141,0.18068890968931772,2.159286266087105e-05,4.6047977808472274e-05,6.330897705973586e-05,3.450780338066577e-05,0.000983536883940787,0.00042708034110216467,0.0004739947975965048,3.4067245244395305e-05,7.7464693564093e-05,2.969209288688631e-05,4.9053642448681954e-05,0.00015890027919933746,0.00016388193906503653,5.9169186703399305e-05,5.7747099548888e-05,4.984897508078847e-05,0.16438912846392675,4.6486973013062485e-05,5.0061225547899484e-05,3.538633844885087e-05,0.4416298244766767,0.0003063911228599858,4.2880555152109554e-05,0.0003850727478397971,3.163773702074409e-05,5.789457348990051e-05,0.15031365646482475,3.2322420370185696e-05,4.439201938569768e-05,8.233922575615442e-05,3.753797271853457e-05,4.689164581606853e-05,0.00015151215324630494,0.000687815470719859,0.009459956858958854,4.527612270342172e-05,4.7733846362801206e-05,2.0855553062635334e-05
1,ub0625,ub0625,EndeHenriette_RichterCaroline_1820-02-07.xml,JP-UB0625,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-02-07,1820,2,1819,EndeHenrietteFreifrauvon,RichterCaroline,1.2035635558296554e-05,3.300590430081525e-05,2.284878326744441e-05,2.0741585904112407e-05,2.7834570324888368e-05,0.0002271190469355288,7.505401934712479e-05,1.7102494179967126e-05,1.6612801752109638e-05,4.005255142685101e-05,5.8828674135688705e-05,1.607662390955047e-05,0.002533401959542732,1.5540234201635706e-05,3.2312162902941636e-05,0.007556150744886326,1.956569477235743e-05,4.970512670272281e-05,0.3658033413783128,2.462260598728625e-05,6.295502272934214e-05,0.13157205275333536,1.153241288178308e-05,0.022568892740108943,3.381234225600151e-05,1.8430082313744225e-05,0.043108968110543655,0.00022809698300022587,0.0002531532662228116,1.819478704948514e-05,4.137269078086597e-05,1.5858086066389787e-05,0.01756065374568492,8.486617339895796e-05,8.752680063074958e-05,3.1601344465522754e-05,3.0841829783413305e-05,2.6623564063468103e-05,0.00012540783623522092,2.4827970928673426e-05,2.673692374437373e-05,1.889929426106957e-05,0.4062023415913159,0.0001636387443216362,2.2901839111417265e-05,0.00020566137928800882,1.6897224406917813e-05,3.0920593326893905e-05,0.0001226830663426408,1.7262903159339622e-05,2.370908870456051e-05,4.397610278451218e-05,2.0048448736708014e-05,2.5044100393283553e-05,8.092028997205199e-05,0.00036735156979410033,4.2571891035234524e-05,2.418127456755977e-05,2.549390663651897e-05,1.1138627266503624e-05
2,ub0793,ub0793,RichterCaroline_RichterMax_1821-08-19.xml,JP-UB0793,letters-context,Richter Caroline,Richter Max,1821-08-19,1821,8,1819,RichterCaroline,RichterMax,2.1818749754887407e-05,5.983461055173182e-05,4.142131771116764e-05,3.760129410443701e-05,5.04597801679789e-05,0.00041173177981771586,0.0001360613536610913,3.100418244551223e-05,3.0116445650181926e-05,7.26090942513472e-05,0.00010664730692128706,2.914443797229494e-05,5.16295235176375e-05,2.8172046215216357e-05,5.857696446553275e-05,7.502341230047985e-05,3.546958496298935e-05,9.010772350232032e-05,0.05918704921812325,0.02729086041327618,0.02281931393069728,0.13861700631243196,2.0906484706926268e-05,4.458423873469264e-05,6.129655810338587e-05,3.341089483956385e-05,0.0009522729406354916,0.004954541865096486,0.009541002277655823,0.013656096055207493,7.500230315729286e-05,2.8748262590546282e-05,4.7494361529506815e-05,0.00015384927460439154,0.00015867258114938602,5.728836034221234e-05,5.591147744277247e-05,4.8264412715919705e-05,0.00022734505235429839,0.036373307184465305,4.8469916322106e-05,3.4261503684531566e-05,0.4366736966040229,0.00029665178837162405,4.1517499767949846e-05,0.0049138695781511385,3.0632060027156186e-05,5.605426359118045e-05,0.00022240546506471196,3.129497916849483e-05,4.298091869395628e-05,7.972188732393624e-05,3.634474339482509e-05,4.5401088847415164e-05,0.08642640352126678,0.1550612177972307,7.717626814064003e-05,4.383691878906339e-05,4.621651814583508e-05,2.0192612161081848e-05
3,ub0751,ub0751,MayerJohann+MayerJulie_RichterCaroline_1810-03-19.xml,JP-UB0751,letters-context,Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,Richter Caroline,1810-03-19,1810,3,1809,MayerJohannSiegfriedWilhelmANDMayerJulieHenriette,RichterCaroline,2.5127836559225574e-05,6.890927901091325e-05,4.7703379579796055e-05,4.330400152556959e-05,5.811263812636222e-05,0.2619612979444119,0.0001566967628865651,3.57063552172017e-05,3.468398201290415e-05,8.362117323668226e-05,0.00012282170738034102,3.3564557190737816e-05,5.9459787712688915e-05,3.2444690038957705e-05,6.746089513656769e-05,8.640165287103912e-05,4.084899198103301e-05,0.00010377368888348016,0.00017685519763772524,0.14125445255826485,0.0001314366419673425,0.15964001228657498,2.407721508542978e-05,5.134599721012439e-05,7.059294922798857e-05,3.84780757035804e-05,0.05339412144090098,0.03185467241086126,0.0005285299531769182,3.798682944451711e-05,8.637734226177567e-05,3.310829684799571e-05,5.469747659262143e-05,0.00017718244493585624,0.00018273726635776268,6.597685805084577e-05,6.439115360641178e-05,5.5584315690727244e-05,0.00026182477833441164,5.1835500715444456e-05,5.582098649389386e-05,3.9457690038604e-05,0.3460084613886085,0.0003416427493300525,4.781414885071692e-05,0.0004293770362406525,3.527779577115094e-05,6.455559506343492e-05,0.00025613604073591775,3.604125490710846e-05,4.949951359450247e-05,9.181271050694101e-05,4.185687915539646e-05,5.2286732878137565e-05,0.00016894428307454083,0.000766951621362284,8.888101627613073e-05,5.04853368303052e-05,5.3225832247555376e-05,2.325507482269182e-05
4,ub1156,ub1156,RichterCaroline_FalkensteinKonstantin_1826-02-17.xml,JP-UB1156,letters-context,Richter Caroline,Falkenstein Konstantin Karl von,1826-02-17,1826,2,1824,RichterCaroline,FalkensteinKonstantinKarlvon,1.7586193176135892e-05,4.8227466358190744e-05,3.338611529359154e-05,3.0307127091239754e-05,4.067123238629432e-05,0.0003318611147738501,0.00010966720257445128,2.498977016924649e-05,2.4274242884336614e-05,5.852386466655453e-05,8.595910225389023e-05,2.349079218326339e-05,4.1614060584275205e-05,2.2707031909417472e-05,4.721378742298256e-05,6.0469836093774706e-05,2.8588942081650207e-05,0.02569356928135429,0.00012377546560883007,3.5977984153383806e-05,9.198842767908918e-05,0.29107368058421346,1.6850895803852327e-05,3.593547035497e-05,4.9405814904537125e-05,2.6929611340563448e-05,0.12521211625916367,0.00033329005240363875,0.00036990171573409033,0.06956914075029215,6.045282185262709e-05,2.3171469725591376e-05,3.8281066789725146e-05,0.00012400449583941666,0.16849407780408235,4.617515591133044e-05,4.506537056970959e-05,3.890173795887572e-05,0.00018324303882012475,0.007356547000456666,3.9067376510918563e-05,2.7615213019531385e-05,0.2934024692476849,0.00023910516023865937,3.346363926951373e-05,0.0003005076655496018,2.4689834709703745e-05,0.014685718341615337,0.00017926166787720008,2.522415607140909e-05,3.4643173762529186e-05,6.425686744635002e-05,2.929433104366165e-05,3.659386206117071e-05,0.00011823886195494373,0.0005367656438801449,6.22050656147489e-05,3.5333120858511264e-05,3.725110857275332e-05,1.6275505342189978e-05
5,ub0611,ub0611,MayerJohann_RichterCaroline_1818-11-10.xml,JP-UB0611,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1818-11-10,1818,11,1814,MayerJohannSiegfriedWilhelm,RichterCaroline,3.4763439922307105e-05,9.533345918337224e-05,6.599587537926744e-05,5.990949725741248e-05,8.039670265567928e-05,0.11641851366033375,0.7888488732033682,4.9398432352586245e-05,4.798401653600749e-05,0.0001156868250553373,0.00016991932574888003,4.643533336699701e-05,8.226043468052942e-05,4.488603825119525e-05,9.332967323540276e-05,0.00011953351661178466,5.65130816285129e-05,0.00014356709104320248,0.0002446726769945328,7.111934220869783e-05,0.00018183777166219832,0.011036553088369705,3.3309943661325705e-05,7.103530322071304e-05,9.766275515369273e-05,5.323300594918493e-05,0.001517240150481366,0.0006588298330055233,0.0007312017980974898,5.2553384773929606e-05,0.00011949988377584148,4.580411392331502e-05,7.567195197834397e-05,0.00024512541162457146,0.0002528103032516101,9.127656237763456e-05,8.908279845933271e-05,7.689886133184482e-05,0.00036222497429680076,7.171251336010743e-05,7.72262867044134e-05,5.4588266438975124e-05,0.05181576104679058,0.02217812054752653,6.614912060138671e-05,0.0005940273755039988,4.8805536083112015e-05,8.931029718165554e-05,0.00035435481455292866,4.986175378587527e-05,6.848076088723745e-05,0.00012701951631567698,5.790745655418009e-05,7.233677650117898e-05,0.00023372821695319282,0.001061049428179084,0.00012296362491320245,6.984461116344676e-05,7.363598602257515e-05,3.2172542772712093e-05
6,ub0837,ub0837,SpazierJohann_BodeAugust_1803-10-16.xml,JP-UB0837,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-10-16,1803,10,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich,5.63850301983324e-05,0.0001546273897801651,0.0001070429000853152,9.717101701027322e-05,0.00013040051609443777,0.0010640164582956812,0.00035161609263556124,8.012245353669835e-05,7.782832272832524e-05,0.0001876398060396978,0.05895140349871283,7.531641517695916e-05,0.000133423421386251,7.280351507024229e-05,0.00015137732213899496,0.00019387899928578327,9.1662154877251e-05,0.00023286057944925249,0.00039685014808304346,0.00011535297620388172,0.0002949342259938837,0.06484152656499463,5.40275123361254e-05,0.00011521666803397825,0.00015840542279188378,8.63419918943856e-05,0.002460908123425337,0.0010685979325579169,0.024656302840059686,8.523967116387562e-05,0.00019382444805395602,7.429260028771556e-05,0.00012273714301580882,0.31724690747383666,0.00041004908073394086,0.00014804725129518591,0.00014448904632301078,0.00012472714518769893,0.0005875156819912262,0.0001163150781523586,0.00012525821718636302,8.854017492271103e-05,0.459568395975635,0.0007666213799430255,0.00010729145823998159,0.0009634907126937236,7.916079743668362e-05,0.0001448580409437078,0.0005747505702584496,8.087394398372898e-05,0.00011107329364588977,0.011941181128820779,9.39237800923406e-05,0.00011732761017277119,0.0003790986335230758,0.0017209834292437446,0.047140082955142604,0.00011328540899413876,0.00011943488057701206,5.218268962596155e-05
7,ub0430,ub0430,RichterCaroline_RichterOdilie_1822-11-17.xml,JP-UB0430,letters-context,Richter Caroline,Richter Odilie Minna,1822-11-17,1822,11,1819,RichterCaroline,RichterOdilieMinna,2.4118757444427663e-05,6.614203265041569e-05,4.578771589240328e-05,4.156500726620961e-05,5.5778961317341763e-05,0.0004551341869330328,0.00015040416262977055,0.05525127372169698,3.3291148937730466e-05,8.026312928931925e-05,0.00011788945547440366,3.2216677775063305e-05,5.7072012314286647e-05,3.114178204577498e-05,6.475181271367643e-05,8.293195092552186e-05,3.92085855508394e-05,9.960636385846084e-05,0.00016975307860495224,4.9342359909502066e-05,0.12059961571853088,0.03777548765426275,2.3110326637714042e-05,0.010088738827730743,6.77580903434978e-05,3.693288010034648e-05,0.0010526561023935174,0.00045709391748704814,0.0005073053429308707,3.6461361219685824e-05,8.290861657730732e-05,3.177873985262533e-05,5.250094522265366e-05,0.00017006718436528553,0.00017539893627342514,6.332737132077343e-05,0.03018016966667209,5.335217079669124e-05,0.0002513104662514302,4.975390005500705e-05,5.357933741655918e-05,3.7873155260121194e-05,0.2417584232266825,0.00032792312160728613,4.58940369109812e-05,0.00041213419089568807,3.3861116430497364e-05,6.196318315529767e-05,0.0002458501759482964,3.459391671258656e-05,4.7511721082276456e-05,8.812571228776776e-05,4.0175998174386436e-05,5.018701171814082e-05,0.00016215984911767338,0.4976891638193952,8.531174850352065e-05,4.845795580691602e-05,5.108839890496917e-05,2.2321201734917954e-05
8,ub1268,ub1268,MahlmannSiegfried_MuechlerKarl_1805-02-12.xml,JP-UB1268,letters-context,Mahlmann Siegfried August,Müchler Karl,1805-02-12,1805,2,1804,MahlmannSiegfriedAugust,MüchlerKarl,4.794533708844254e-05,0.00013148281201657089,9.102075337128572e-05,8.26264905666774e-05,0.00011088220895977461,0.14060578672101134,0.010277631445345272,6.812975056779681e-05,6.617900451790498e-05,0.00015955394047211769,0.00023435078257727997,6.404307847757781e-05,0.00011345264676379143,6.190630844726422e-05,0.0001287192134502842,0.0001648592532881486,7.794219313857532e-05,0.0001980060831223012,0.0003374497460853109,9.808697998026024e-05,0.0002507885662995328,0.21479438998441672,4.5940691738463064e-05,9.797107437320562e-05,0.0001346953502672549,7.341835043277716e-05,0.3413664948107852,0.0009086505391286883,0.0010084651222033844,7.24810247132027e-05,0.0001648128672670833,6.317250787030335e-05,0.00010436588708858002,0.09014588037555983,0.00034867306675976967,0.00012588758653489166,0.00012286197253378833,0.0001060580263780758,0.0004995765244557526,9.890507481981103e-05,0.00010650960769149571,0.010053932646032278,0.18122879903508626,0.0006518737393823796,9.12321074216364e-05,0.0008192757339881773,6.731203484225435e-05,0.00012317573615883048,0.0004887220905244976,6.876875816741842e-05,9.444787892537564e-05,0.00017518385810427856,7.98652990218883e-05,9.976605137441718e-05,0.0003223552724916226,0.0014633871853660105,0.00016959001926323297,9.63288855627269e-05,0.0001015579062251186,4.437200149574975e-05
9,ub0928,ub0928,SchwendlerAuguste_MuellerFriedrich_1810-06-19.xml,JP-UB0928,letters-context,Schwendler Auguste Sophie Henriette,Müller Friedrich Theodor Adam Heinrich von,1810-06-19,1810,6,1809,SchwendlerAugusteSophieHenriette,MüllerFriedrichTheodorAdamHeinrichvon,2.2965930349041832e-05,6.298057926464394e-05,4.3599157064768215e-05,3.957828524262268e-05,5.311284146820474e-05,0.000433379707087139,0.00014321515240244324,3.2634312349318833e-05,3.169990035784941e-05,7.642671647168625e-05,0.00011225458150362313,3.0676786711106845e-05,5.434408728184246e-05,2.965326879115605e-05,6.165680898706772e-05,0.0430971204735951,3.73344956480362e-05,9.484538413579176e-05,0.024060612840848,4.6983896394745175e-05,0.00012012831895094775,0.12678599661063675,2.2005700464804405e-05,4.692837733365754e-05,0.1195593874473922,3.5167564246558464e-05,0.03924069907906446,0.00043524576654356453,0.13909710413234685,3.471858300046975e-05,7.894575489790693e-05,3.0259781322372008e-05,4.999150781380298e-05,0.0001619383220628216,0.00016701522717465584,6.030045296868332e-05,5.885117667546952e-05,5.0802046552778795e-05,0.00023929834184924082,4.737576576609563e-05,5.101835507453973e-05,3.606289618387223e-05,0.4261744504825177,0.00031224906954787024,4.370039615691156e-05,0.0003924350225909279,3.224262457447886e-05,5.9001470197141686e-05,0.033692662097522766,3.294039850736059e-05,4.52407583455656e-05,8.391348414294735e-05,3.8255667934061175e-05,4.778817558081376e-05,0.00015440894120804044,0.0007009659377470003,8.123402205114394e-05,4.614176499277735e-05,0.04306679897799338,2.1254294112463635e-05
