,segmentID,idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,ub0505,ub0505,OsmundEmanuel_SchwendlerAuguste_1808-07-17.xml,JP-UB0505,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-07-17,1808,7,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette,6.983412484938884e-05,9.20382801607723e-05,0.00011933234010565049,0.00010518875872424571,0.00013031980741623792,0.2469357269685243,0.00030323032255674437,0.00014992357099010009,0.0001859167497809309,0.005091980489904241,0.0001366684165501148,6.603557431983809e-05,5.9316306027468895e-05,5.5273130303071776e-05,5.985270997109034e-05,4.528536378590272e-05,0.23044679077657546,0.014244486241119196,0.00044560693311298415,0.00018091385824775224,4.817240999757638e-05,3.850666613980343e-05,6.837694428147201e-05,0.00011254666256628636,0.00020137598109715008,8.665278148819802e-05,0.00010200545059522992,4.604246781414448e-05,0.11297282301506148,5.824718601475013e-05,0.38101974036698016,2.573681956909651e-05,0.005572961267807895,7.267539263986321e-05,5.1653960187635905e-05,0.0001302708883924911,4.064779823434691e-05,6.068664497628517e-05,0.0003009828288247886,6.617374430577919e-05
1,ub0625,ub0625,EndeHenriette_RichterCaroline_1820-02-07.xml,JP-UB0625,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-02-07,1820,2,1819,EndeHenrietteFreifrauvon,RichterCaroline,3.7267814253324984e-05,4.911732676001546e-05,0.04268597931624607,5.613523660714013e-05,6.954672070126104e-05,0.13930177975714886,0.00016182248093454086,0.3360439902251792,9.921669258920004e-05,0.00021020227194480342,7.293473174140162e-05,3.524067242442004e-05,3.165485470022953e-05,2.9497165716292853e-05,3.1941113067163296e-05,2.4167074902235887e-05,0.00012817969005671502,0.0025873523152811465,0.00023780345853927944,9.654683980891332e-05,2.5707781572355497e-05,2.0549541994089318e-05,3.64901724506132e-05,6.0061869815050904e-05,0.002614660589347889,4.624329111306079e-05,5.443642622870237e-05,2.457111250356347e-05,0.0001166419823566048,3.1084306044619595e-05,0.4690982849348657,1.373476095305893e-05,0.005481271191868834,3.878409072256866e-05,2.7565752386432397e-05,6.952061448034993e-05,2.1692182692506805e-05,3.2386152436382484e-05,0.0001606230790788051,3.531440848658939e-05
2,ub0793,ub0793,RichterCaroline_RichterMax_1821-08-19.xml,JP-UB0793,letters-context,Richter Caroline,Richter Max,1821-08-19,1821,8,1819,RichterCaroline,RichterMax,6.761063699354923e-05,8.910782175449598e-05,0.00011553285082149204,0.000101839594857746,0.0001261704819998989,0.16629726320260296,0.00029357560230097615,0.07746979744172976,0.00017999724214441912,0.0003813453991982224,0.07290845565667944,6.393303064408903e-05,5.7427700902255564e-05,5.351325811668473e-05,5.794702597996385e-05,4.384349769762002e-05,0.00023254142127739657,0.013790948057056452,0.00043141900412566584,0.00017515364047979826,4.66386216262444e-05,3.728063080657088e-05,6.61998524147497e-05,0.00010896322627391324,0.00019496425832704335,8.389379499371175e-05,9.875764186107456e-05,4.457649586621175e-05,0.00021160990751199695,5.639262120105846e-05,0.40527630857363534,2.491737054065605e-05,0.100914202676335,7.036144006579403e-05,5.000932078775895e-05,0.15932392653219266,3.9353590195861266e-05,5.875440886095564e-05,0.00029139966778208215,6.406680135837826e-05
3,ub0751,ub0751,MayerJohann+MayerJulie_RichterCaroline_1810-03-19.xml,JP-UB0751,letters-context,Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,Richter Caroline,1810-03-19,1810,3,1809,MayerJohannSiegfriedWilhelmANDMayerJulieHenriette,RichterCaroline,0.0524744287545255,0.00010264775345047446,0.00013308806514459096,0.00011731411921677544,0.00014534208416333208,0.13392992979949864,0.0003381844090756788,0.00016720562058009414,0.00020734781941264828,0.22574443296009125,0.00015242251269795146,7.364765334492042e-05,6.615383888165681e-05,6.164459659475295e-05,6.675207539431803e-05,5.050551627747172e-05,0.0002678760854919087,0.010646827864447391,0.000496973112992813,0.00020176823257399656,0.005293379827492116,4.2945421896344015e-05,7.625891863734359e-05,0.00012552018628116191,0.0002245890733985899,0.03153456826500271,0.00011376386352519451,5.134989350281284e-05,0.00024376402863728644,6.496147884099953e-05,0.5349735434729036,2.8703564485486114e-05,0.0009757154105288252,8.105285944698283e-05,5.760823606024871e-05,0.00014528752612639537,4.533336742250642e-05,6.768214008758944e-05,0.0003356778413510723,7.380175051651426e-05
4,ub1156,ub1156,RichterCaroline_FalkensteinKonstantin_1826-02-17.xml,JP-UB1156,letters-context,Richter Caroline,Falkenstein Konstantin Karl von,1826-02-17,1826,2,1824,RichterCaroline,FalkensteinKonstantinKarlvon,5.447765615545981e-05,7.179913531603902e-05,9.30912531161892e-05,8.205783406834277e-05,0.00010166258507540649,0.3648891353831747,0.0002365502150099625,0.00011695549658010528,0.00014503380388814093,0.0003072712291701891,0.00010661514009355367,5.1514403876086324e-05,4.627269735456217e-05,4.311861276676432e-05,4.6691146496211264e-05,3.532714818899761e-05,0.0001873715757397853,0.00011717464600676409,0.07731234086203377,0.0001411310442371055,3.7579335227407344e-05,3.0039080781516467e-05,5.3340908439259494e-05,8.779774068843891e-05,0.2970210233606425,6.759790353225223e-05,7.957453287335514e-05,3.591776564161726e-05,0.00017050588920833746,4.543867598510381e-05,0.23859401290857116,2.0077313348512872e-05,0.004347471502938021,5.6694131411201504e-05,4.029529529064423e-05,0.00010162442330620144,0.01469165653015173,4.734169985485913e-05,0.00023479694336798085,5.162219039165213e-05
5,ub0611,ub0611,MayerJohann_RichterCaroline_1818-11-10.xml,JP-UB0611,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1818-11-10,1818,11,1814,MayerJohannSiegfriedWilhelm,RichterCaroline,0.00010782812375812198,0.00014211268609815348,0.00018425636986229082,0.00016241782249212883,0.00020122168570908504,0.0040683579614067475,0.00046820600699702236,0.00023149108550934433,0.0002870667363172584,0.10216617155782286,0.00021102432321411582,0.00010196293138282923,9.158797365899157e-05,8.534506514791079e-05,9.241621387739341e-05,6.992334795157998e-05,0.0003708662758905981,0.7764251096770598,0.0006880441279218599,0.00027934196839682584,7.438112238319424e-05,5.945662770157484e-05,0.00010557814859262606,0.00017377887223379913,0.0003109367269724833,0.000133797149551831,0.0001575026016937579,7.109236248467669e-05,0.0003374838680757495,8.993718752409904e-05,0.10954421918212147,3.973921018731404e-05,0.001350848247492483,0.00011221521353123762,7.975684701028016e-05,0.00020114615176979563,6.276266550144488e-05,9.370386009821037e-05,0.0004647357403788383,0.00010217627422024354
6,ub0837,ub0837,SpazierJohann_BodeAugust_1803-10-16.xml,JP-UB0837,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-10-16,1803,10,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich,0.00017517917880078648,0.000230878390351045,0.00029934564783576514,0.00026386641791715235,0.00032690775310622363,0.030179889440900668,0.0007606544652424749,0.0003760838716826419,0.012251560098912252,0.0009880660328252268,0.0003428332642656788,0.00016565049975117977,0.00014879518862444914,0.00013865286630459895,0.0001501407600417436,0.0001135985144342901,0.0006025148856448247,0.000376788571908496,0.00111780675678293,0.4129353749782,0.00012084068129199273,9.65941245383252e-05,0.00017152383557420968,0.0002823237488498978,0.0005051524462414764,0.00021736884559869112,0.02382625546819073,0.0001154977128880575,0.0005482813277975601,0.00014611329683771192,0.4843820401203287,6.456091383377298e-05,0.02576498261070737,0.00018230651030758032,0.0001295741637343332,0.00032678503954138434,0.00010196516287860759,0.00015223268930552865,0.0007550166183134403,0.0001659970997082105
7,ub0430,ub0430,RichterCaroline_RichterOdilie_1822-11-17.xml,JP-UB0430,letters-context,Richter Caroline,Richter Odilie Minna,1822-11-17,1822,11,1819,RichterCaroline,RichterOdilieMinna,7.475072801565819e-05,9.851814513555904e-05,0.00012773381663975364,0.00011259447026305215,0.00013949484582549918,0.0430512158740918,0.00032457895644034664,0.00016047879317435557,0.000199006036467158,0.0004216177732241849,0.17112748337053188,0.0453304122893056,6.349241246046313e-05,5.916458090897251e-05,6.406658139839498e-05,0.010106190867705108,0.00025709919780728807,0.00016077949589071708,0.0004769794528227954,0.0001936509212552897,5.156394134463216e-05,4.121769025693448e-05,0.005102049572193575,0.00012047040011894926,0.00021555365982382075,9.275348570336152e-05,0.00010918704444286341,4.928404266778653e-05,0.00023395718995159116,6.234802210031764e-05,0.17651756568518695,2.7548795144877355e-05,0.5440531920723277,7.779203248225605e-05,5.529060666608181e-05,0.00013944248270579546,4.3509566659624415e-05,6.495922878089596e-05,0.00032217323011333017,7.083264196475858e-05
8,ub1268,ub1268,MahlmannSiegfried_MuechlerKarl_1805-02-12.xml,JP-UB1268,letters-context,Mahlmann Siegfried August,Müchler Karl,1805-02-12,1805,2,1804,MahlmannSiegfriedAugust,MüchlerKarl,0.00014886342826960633,0.00019619539797083841,0.000254377373381192,0.00022422790108542065,0.0002777990466015817,0.1858829110274919,0.0006463874999285619,0.00031958783480342146,0.0003963134757515925,0.0408988124104183,0.00029133219708425603,0.00014076616557026284,0.00012644289144572002,0.00011782416813919505,0.00012758632855697528,9.653352881767736e-05,0.0005120039497533924,0.0003201866736165792,0.3815120553469606,0.12056317558107252,0.00010268776354990057,8.208357082109938e-05,0.00014575719767796102,0.00023991253654360902,0.000429267481792457,0.00018471528281123904,0.00021744213320552225,9.814742605550871e-05,0.00046591746045900615,0.00012416387856099918,0.2613953374300916,5.486245015706712e-05,0.0018649299847302008,0.00015492007843647272,0.00011010928559378277,0.00027769476730262485,8.664776153243493e-05,0.00012936400421475824,0.0006415965811238234,0.00014106069862033704
9,ub0928,ub0928,SchwendlerAuguste_MuellerFriedrich_1810-06-19.xml,JP-UB0928,letters-context,Schwendler Auguste Sophie Henriette,Müller Friedrich Theodor Adam Heinrich von,1810-06-19,1810,6,1809,SchwendlerAugusteSophieHenriette,MüllerFriedrichTheodorAdamHeinrichvon,7.117160845180103e-05,0.01924609376503317,0.00012161782801679707,0.00010720336462437252,0.00013281573051779675,0.18463208770682876,0.1104347211379898,0.00015279495111044668,0.00018947748179815092,0.0004014304056804136,0.0001392859300723025,6.730030697051766e-05,6.045234928480912e-05,0.004844404922672187,6.099902659378612e-05,4.615268233000338e-05,0.00024478910005772115,0.000153081255960679,0.00045414132754328847,0.0001843787734217785,4.9095022095879187e-05,3.924415708218471e-05,6.968651953507128e-05,0.0001147021891947545,0.00020523279283808597,8.831238092606347e-05,0.04319661775561785,4.692428663622926e-05,0.04331541381524634,5.936275317263172e-05,0.4361978738264759,2.6229738671700672e-05,0.010467769438638872,7.406729303475352e-05,5.264325195437048e-05,0.00013276587458258652,4.1426296765399594e-05,6.184893336632721e-05,0.0003067473400723913,0.14370963667913406
