,segmentID,idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,ub0505,ub0505,OsmundEmanuel_SchwendlerAuguste_1808-07-17.xml,JP-UB0505,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-07-17,1808,7,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette,0.00010162431076116227,0.00016326202830755287,0.015104773429436391,0.0004550275108444166,0.00012638056726329186,4.3652321388592336e-05,6.795320535721474e-05,0.0002984581040043871,5.849737686995931e-05,6.0837194099723416e-05,0.00013620166841591438,0.0005334270365909594,8.006973985383325e-05,0.00021586705808642945,0.00015585529542005863,0.0002448859138581792,1.9431444125329277e-05,6.672311846645906e-05,0.0004927035533177801,0.00011449357954029934,0.02495315859616661,0.00031504390700058037,0.00039076473150307815,7.110184270192344e-05,0.049056880667718426,6.745850178496929e-05,0.0008965345564532068,0.00011308072485112036,0.00011520266654707596,0.0009362900180225561,9.809454016324164e-05,0.000177311822551644,5.145520232544321e-05,0.00013089192800410502,6.250815741579835e-05,6.641039537609845e-05,0.2741985696082965,6.208997871565143e-05,0.0002819647103809024,0.0001689601185109398,5.9714649741579575e-05,0.040961321024175636,8.078813780896067e-05,9.777381168645572e-05,0.000155721717783497,7.124305179950583e-05,7.640235306910274e-05,0.3956479869253871,4.675458125981464e-05,0.0893483772291872,0.00022030488663587867,0.0011819191710647824,0.00014299123916478254,0.0034260710321127536,7.300595416310647e-05,0.000812194372886184,0.03775067656254728,8.962117728096163e-05,8.411092917619769e-05,0.00010528156097735993,0.00012455559113886227,9.883158636110384e-05,0.0007524035250723054,0.00030458332563585507,8.332745388850116e-05,0.0004795735642752006,0.00028365117478496547,0.036811664927427434,0.00011419631830179829,0.00016639192269917255,8.725101383691051e-05,0.0002010267297153045,0.002572091170778622,0.00021681989479716045,6.201547856118586e-05,0.002382758075092581,5.496594089331818e-05,0.01385772651889013,7.383301961124947e-05,8.617526983235863e-05
1,ub0625,ub0625,EndeHenriette_RichterCaroline_1820-02-07.xml,JP-UB0625,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-02-07,1820,2,1819,EndeHenrietteFreifrauvon,RichterCaroline,5.205984083292624e-05,8.363545242365482e-05,0.0014849810765424952,0.3066229193790945,6.474191231234733e-05,2.2362099053431927e-05,3.481089346128905e-05,0.00015289335074834644,2.9966885936879865e-05,3.116552149610089e-05,6.977304077934595e-05,0.0002732626318732955,4.101792062453439e-05,0.00011058382193078928,7.984115032874397e-05,0.00012544952681297467,9.954290275050446e-06,3.4180747709118465e-05,0.0002524009104851268,5.865247678056472e-05,0.00027723307809356806,0.00016138988329652168,0.000200179952737706,3.6423869311047904e-05,0.00011931899565140552,3.455746798624592e-05,0.0004592744192859928,5.792870321016802e-05,5.901572605067534e-05,0.00047964024500267557,5.025161901938438e-05,9.083284492358288e-05,2.635933885332019e-05,6.705298060247937e-05,3.2021518290775e-05,3.4020546727807845e-05,0.2530171008950574,3.1807294780609857e-05,0.00014444415743621264,8.655445543403833e-05,3.059046735624835e-05,0.10227065515150613,4.138593968334532e-05,5.008731705928249e-05,7.977272152026151e-05,3.6496207544776007e-05,3.913920114436437e-05,0.15891156012914373,2.3951316770221885e-05,0.07078257094175798,0.00011285722133884151,0.0006054705164753923,7.325118463943745e-05,0.0017550988663851616,3.7399302638515274e-05,0.0004160688467272956,0.000580259253609716,4.591090645103202e-05,4.308813070834453e-05,5.3933367577810183e-05,6.38070182318848e-05,0.05007345679194453,0.00038543934481833096,0.0001560311635493606,4.268677400079577e-05,0.0002456747134307504,0.00014530809508841736,9.922478559256498e-05,5.850019655700155e-05,8.523882668155791e-05,4.469672521111873e-05,0.00010298145663923167,0.045087598407680576,0.00011107193867302242,3.176913003287917e-05,0.0012206331851462465,2.8157810987405603e-05,0.0008461470890057074,3.782298960146973e-05,4.414564583616912e-05
2,ub0793,ub0793,RichterCaroline_RichterMax_1821-08-19.xml,JP-UB0793,letters-context,Richter Caroline,Richter Max,1821-08-19,1821,8,1819,RichterCaroline,RichterMax,9.577892737725522e-05,0.00015387127189952368,0.014235953843248841,0.023436669657481868,0.00011911121544780168,4.114146003856029e-05,6.404456839325229e-05,0.00028129093181032607,5.513263479007021e-05,5.7337866814249146e-05,0.0001283674114014691,0.012006652119370936,7.546416542592553e-05,0.00020345048467972895,0.00014689057086430298,0.0002308001892800938,1.8313756440514728e-05,6.288523553190284e-05,0.0004643634726600682,0.0001079079617644327,0.0005100493283971544,0.00029692272708418846,0.000368288124759705,6.70120975732034e-05,0.00021952132846312869,6.357831994182886e-05,0.10438013433750444,0.00010657637382394943,0.00010857626241432177,0.1504332333207916,9.245218755265596e-05,0.00016711292847255366,4.849552287043954e-05,0.00012336308480396835,5.8912717092707935e-05,6.259050012915819e-05,0.3734658702135961,5.851859183810996e-05,0.000265746230564766,0.00015924161058808702,5.6279890688742224e-05,0.11913259768692733,7.614124146271979e-05,9.214990722961304e-05,0.00014676467655165638,6.71451843887601e-05,7.200772503397505e-05,0.004765455687241392,4.406527935586413e-05,0.015185654511826172,0.0002076330513821921,0.001113935726631882,0.00013476644917902324,0.014732912569259437,6.880668542322545e-05,0.0007654773279565559,0.0010675524170314947,8.44662085869498e-05,7.927290740631794e-05,9.922581425140968e-05,0.0001173912111065396,9.314683919388218e-05,0.0007091256220734143,0.0002870638335246486,7.853449725504498e-05,0.011955896273891537,0.00026733569031579644,0.0001825522971496148,0.00010762779885497516,0.00015682113621238444,8.223237584870353e-05,0.00018946376513726486,0.002424145675464037,0.02321216363340934,5.8448376898095057e-05,0.013749610491304545,5.180432537856471e-05,0.10509189696959252,6.95861784490635e-05,8.121850814208121e-05
3,ub0751,ub0751,MayerJohann+MayerJulie_RichterCaroline_1810-03-19.xml,JP-UB0751,letters-context,Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,Richter Caroline,1810-03-19,1810,3,1809,MayerJohannSiegfriedWilhelmANDMayerJulieHenriette,RichterCaroline,0.00011262157361383633,0.04076151036367207,0.003212474393913433,0.0005042682594849125,0.0001400568255055827,4.837615222044894e-05,7.530675349346073e-05,0.000330755712673644,6.482766363709705e-05,6.74206839135554e-05,0.00015094071596589287,0.0005911517807016535,8.873447734747589e-05,0.000239227086422456,0.00017272115790786192,0.00027138621426311835,2.153421556901972e-05,7.394355289430252e-05,0.0005460214104692684,0.06776118507904776,0.000599741086664214,0.0003491363463929748,0.0004330512910251749,7.879612025860197e-05,0.0002581239749735218,7.475851563225044e-05,0.0009935529381767797,0.00012531774220891914,0.0001276693095762686,0.0010376105323503543,0.00010870982930525307,0.013723359918651886,5.7023421001389016e-05,0.00014505638261907836,6.927247032861538e-05,7.359698851144962e-05,0.2768172149762006,6.880903846954947e-05,0.00031247748839643535,0.00018724411789028785,6.617666354954415e-05,0.0995013868398663,8.953061665293755e-05,0.00010835439323402309,0.0001725731251830492,7.895261028209341e-05,8.467022473259092e-05,0.005603457181872561,5.181412277925774e-05,0.08549034105852671,0.000244145154067136,0.0013098204153385235,0.00015846501931587664,0.15259228640498151,8.090628491790835e-05,0.0009000858915512789,0.0012552806385874439,9.931952245391108e-05,9.321298349769965e-05,0.00011667459273261523,0.00013803435980420166,0.00010952663487084668,0.0008338247841639919,0.0003375437744445196,9.23447245237686e-05,0.0005314705612046372,0.0003143464533478995,0.00021465396966527855,0.0001265540594738295,0.00018439800507039918,9.669287205115096e-05,0.00022278081365972958,0.19222647416740507,0.00024028303424592276,6.87264762896189e-05,0.04322118891446768,6.091407373103065e-05,0.001830478448415056,8.182285115637863e-05,9.550071653549865e-05
4,ub1156,ub1156,RichterCaroline_FalkensteinKonstantin_1826-02-17.xml,JP-UB1156,letters-context,Richter Caroline,Falkenstein Konstantin Karl von,1826-02-17,1826,2,1824,RichterCaroline,FalkensteinKonstantinKarlvon,6.82849115295132e-05,0.00010970143930728318,0.001947793151349246,0.03311226822875946,8.491950193793253e-05,2.933151410082748e-05,4.566012385431683e-05,0.00020054438819372061,3.9306423574784384e-05,4.087862821098777e-05,9.151864163498152e-05,0.0003584281923118794,5.380164510989898e-05,0.0001450485897829231,0.0001047245976819172,0.00016454736900435054,1.3056663637377213e-05,4.483358565809453e-05,0.0003310646664817451,7.69322211491396e-05,0.0003636360754814439,0.00021168896651123302,0.00026256842402850753,4.77758028774913e-05,0.00015650618464229795,4.532771530550505e-05,0.0006024127732038202,7.59828749077527e-05,7.740868138942862e-05,0.0006291258515582512,6.591313580780665e-05,0.00011914198507610402,3.4574541388859177e-05,8.795084224181066e-05,4.2001406622497995e-05,4.462345612906188e-05,0.06942074473424686,4.1720417798768896e-05,0.00018946190295012562,0.0001135301844422924,4.0124351585545695e-05,0.25716897313915194,5.428436170046116e-05,6.569762718099988e-05,0.000104634842218617,4.787068618507148e-05,0.032857856806847836,0.0033974980605010344,3.1416030485355145e-05,0.16665747258538027,0.00014803052124806717,0.008995802480480855,9.608079053849976e-05,0.18273795311018987,4.9055241642638676e-05,0.0005457416683262456,0.033567623381586816,6.021958836389054e-05,0.04926629617072112,7.074234524378732e-05,8.369323695992912e-05,6.640838280173183e-05,0.0005055661166037771,0.00020466013780196587,5.599061655757317e-05,0.00032224216984249937,0.0001905950970821849,0.00013014937420703534,7.67324809765356e-05,0.00011180452428791116,5.862699305007937e-05,0.00013507685661886932,0.05093805669153072,0.00014568883393323526,4.167035855193601e-05,0.10002061630447212,3.693352882715047e-05,0.001109858927520316,4.961097570403164e-05,5.790416321114576e-05
5,ub0611,ub0611,MayerJohann_RichterCaroline_1818-11-10.xml,JP-UB0611,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1818-11-10,1818,11,1814,MayerJohannSiegfriedWilhelm,RichterCaroline,0.00014128965503436408,0.00022698540818640733,0.037970524809535715,0.0006326309084589918,0.0001757086135978191,6.069041338876643e-05,9.447626135408355e-05,0.0004149503425031438,8.132969499587887e-05,8.458277456670901e-05,0.0001893630234877205,0.0007416308304719446,0.00011132204329756565,0.0003001228932513532,0.00021668772718106983,0.0003404682012861449,2.7015799829035856e-05,9.276605489703188e-05,0.0006850124203654514,0.00015918197364129808,0.0007524065640857901,0.00043800980894624273,0.0005432854963555215,9.885385448047376e-05,0.00032383002838478464,9.378846828032685e-05,0.0012464641310617386,0.00015721766263980026,0.00016016782690639206,0.0013017366874883837,0.00013638216718627684,0.0002465190273291418,7.15388643901503e-05,0.00018198081951027156,8.690593748643758e-05,9.233127175087924e-05,0.024848753121564333,8.632453797834806e-05,0.0003920193540619536,0.00023490754013654014,8.302208594865122e-05,0.03997892532835685,0.00011232084170020274,0.00013593625404300071,0.00021650201238459303,9.905017940052186e-05,0.00010622322580191791,0.007029830136642109,6.500352728591339e-05,0.0054311816918452506,0.00030629286636267843,0.0016432382242740314,0.00019880265561662648,0.021733466761044932,0.00010150116642269008,0.0011292048320567438,0.0015748152215087376,0.00012460153605922312,0.00011694056352179958,0.00014637437952155243,0.00017317132458561998,0.00013740689249324675,0.001046076806896611,0.00042346632106021433,0.0001158512872226791,0.8152341411313977,0.0003943640683541648,0.0002692946329249125,0.00015876868731710733,0.0002313369427313771,0.0001213062657358447,0.00027949018380960563,0.020546166998709856,0.00030144763502972216,8.622095940501649e-05,0.003312780809420623,7.641989174921073e-05,0.002296430961009295,0.00010265104671200001,0.00011981064428296584
6,ub0837,ub0837,SpazierJohann_BodeAugust_1803-10-16.xml,JP-UB0837,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-10-16,1803,10,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich,0.00023837652696450846,0.0003829579261265596,0.006799571915139866,0.001067341828898783,0.000296446396284355,0.0001023936958451472,0.00015939541402872108,0.0007000825466278829,0.05739952970445771,0.00014270363981942042,0.0003194834035338448,0.0012512408046768074,0.00018781673753405495,0.0005063516712415863,0.0003655842165422045,0.000574420167879276,4.557964654133826e-05,0.000156510043011819,0.02978687442540185,0.0002685635124718765,0.0012694210596554075,0.0007389872741043822,0.0009166029157613848,0.000166781060526894,0.0005463491115071967,0.00015823500547543746,0.0021029691839509726,0.0002652494295384775,0.00027022679261345917,0.0021962221544832377,0.00023009686976622982,0.0004159140281791831,0.00012069663580225564,0.00030702853452691095,0.00014662315896781758,0.00015577649959466397,0.2423416192299989,0.00014564225208200528,0.0006613945805262972,0.0003963237334106663,0.00014007052749173321,0.038819197624839964,0.0001895018580356262,0.0002293445483992045,0.00036527088823675087,0.0001671122896787117,0.0001792142789468161,0.01186036226584042,0.00010967055635524036,0.03779436334627052,0.0005167613276413021,0.002772385712050179,0.0003354094578664419,0.09392988455534146,0.00017124746697698908,0.11642976439985613,0.00265694599525204,0.00021022120418523566,0.00019729601142291122,0.0002469552085638976,0.00029216561477571503,0.00023182573278673,0.0017648861560705786,0.0007144502608929151,0.057457772731934184,0.0011249186323593946,0.0006653504600248025,0.00045433984045901906,0.00026786623737004003,0.00039029960794709836,0.00020466159619479148,0.2581519564491129,0.006033262668489383,0.0005085867063839369,0.0001454674997225865,0.005589150767990022,0.00012893165024537663,0.0038744183837523243,0.00017318748494733502,0.00020213826178998908
7,ub0430,ub0430,RichterCaroline_RichterOdilie_1822-11-17.xml,JP-UB0430,letters-context,Richter Caroline,Richter Odilie Minna,1822-11-17,1822,11,1819,RichterCaroline,RichterOdilieMinna,9.689358218986391e-05,0.00015566199307840545,0.2471573806907933,0.00043384545676547167,0.0001204974064730114,4.162025561171494e-05,6.478990547663603e-05,0.00028456453592629814,5.5774256683145874e-05,5.800515272921333e-05,0.00012986132406909778,0.0005085953944001986,7.634240135396205e-05,0.0002058181982059267,0.00014860005212729335,0.00023348619285913522,1.852688804798156e-05,6.361708054569775e-05,0.00046976763612038245,0.00010916377170293575,0.0005159851741424966,0.0003003782507132397,0.00037257418372832447,6.779197013085655e-05,0.00022207607105570224,6.431823092476983e-05,0.3965395779704352,0.00010781668702484107,0.00010983984989383588,0.0008927046406054283,9.352812647381203e-05,0.0001690577532379989,4.9059903464770017e-05,0.00012479875818161422,5.959833078070207e-05,6.331891507494009e-05,0.07522970929130274,5.919961878010642e-05,0.011906626520776802,0.00016109483062792348,5.6934864102280324e-05,0.039054524409902834,7.702735705785619e-05,9.322232827657629e-05,0.00014847269268337715,6.792660578250402e-05,7.284573564290557e-05,0.016458702640336068,4.4578101717191025e-05,0.003724594341453377,0.00021004944073126254,0.0011268994740095946,0.0001363348324891005,0.014904371076352391,6.96074430130924e-05,0.0007743857905058269,0.0010799763653042626,8.54492083811886e-05,8.019546866451513e-05,0.00010038058320131356,0.00011875738508656836,9.423086232328932e-05,0.0007173782754391688,0.0002904046214445615,7.944846505274585e-05,0.0004572488631720556,0.0002704468862954597,0.00018467680200827868,0.12812454386061778,0.00015864618728556455,8.31893787720185e-05,0.0001916687041923181,0.049003507736036574,0.00020672667927166015,5.912858669353385e-05,0.0022718379456481193,5.240721311366872e-05,0.0015748458159217972,7.039600761319462e-05,8.216371188838009e-05
8,ub1268,ub1268,MahlmannSiegfried_MuechlerKarl_1805-02-12.xml,JP-UB1268,letters-context,Mahlmann Siegfried August,Müchler Karl,1805-02-12,1805,2,1804,MahlmannSiegfriedAugust,MüchlerKarl,0.0001939519717539305,0.00031158875337629647,0.005532383564848143,0.0008684288461052513,0.00024119976832810512,8.331130358021952e-05,0.00012969001282583283,0.000569613090844332,0.0001116433804213052,0.00011610896706939687,0.0002599435307121144,0.001018055864377007,0.00015281465434952013,0.0004119864748798264,0.00029745285973997574,0.00046736952498681653,3.708528868639818e-05,0.00012734236809295557,0.0009403343052504297,0.00021851322128221598,0.0010328479932203542,0.0006012674181420019,0.0007457820830395412,0.00013569924837951393,0.00044452987377656503,0.00012874586144559648,0.0017110536215915813,0.0002158167606546791,0.0002198665276129486,0.0017869276924867286,0.00018721533598067824,0.00033840305869328665,9.820325346630676e-05,0.0002498097879623872,0.0001192980330266843,0.0001267455299984668,0.15058737763386684,0.000118499930851806,0.000538135128630087,0.00032246366924929064,0.00011396656934967275,0.14806158717594425,0.00015418573080610166,0.00018660321945064375,0.00029719792422504526,0.00013596874868608978,0.00014581537540971532,0.03294540007148936,8.923202682458918e-05,0.2637045941808494,0.0004204561568980832,0.002255715703898211,0.00027290155841476374,0.029834093163635743,0.00013933328210205152,0.11802693887602815,0.002161789674448809,0.00017104375827357664,0.0001605273426957722,0.00020093190485572638,0.00023771676593344355,0.00018862200297087387,0.0014359767475850044,0.0005813031953474275,0.00015903206488546216,0.000915275466033298,0.0005413537787150019,0.0003696677228480347,0.00021794589243244117,0.0003175622176398121,0.04675726030872262,0.0003836634198204904,0.1213857361114345,0.047004545035693616,0.00011835774585939288,0.004547540085786463,0.00010490356624040477,0.00315237030464968,0.0001409117525805759,0.00016446717695034536
9,ub0928,ub0928,SchwendlerAuguste_MuellerFriedrich_1810-06-19.xml,JP-UB0928,letters-context,Schwendler Auguste Sophie Henriette,Müller Friedrich Theodor Adam Heinrich von,1810-06-19,1810,6,1809,SchwendlerAugusteSophieHenriette,MüllerFriedrichTheodorAdamHeinrichvon,0.06963069246551949,0.0001859603282959292,0.003301800378962034,0.000518289930472416,0.00014395124219720518,4.9721298335275565e-05,7.740073125383159e-05,0.00033995269799468,6.663026007919e-05,6.929538181453765e-05,0.0001551377698515644,0.0006075893327719389,9.120182607151673e-05,0.00024587902898283264,0.0001775238382336839,0.0002789323727519126,2.213299544461846e-05,7.599962553189037e-05,0.0005612040685599307,0.00013041160801323428,0.0006164174727676803,0.0003588444231692165,0.00044509270471571933,8.098712326657719e-05,0.08368322857095335,7.683724910395514e-05,0.0010211796470678222,0.0001288023243080287,0.00013121927930053544,0.0010664623056359586,0.00011173261218114321,0.0002019634637292317,5.860901286211825e-05,0.00014908981687448782,7.119865895772242e-05,7.564342458821701e-05,0.06206658185372343,7.072234092362821e-05,0.00032116622985672817,0.00019245062328899115,6.801677025047005e-05,0.060559156384503175,9.202010280718825e-05,0.00011136729286314104,0.014080359557147003,8.114796464786472e-05,8.702456294703865e-05,0.2699160362651248,5.325486502002255e-05,0.19909138635029366,0.000250933848297107,0.0013462412500255053,0.00016287129379792558,0.0039023972720507133,8.31559631131985e-05,0.08434304086500669,0.0012901849415654565,0.00010208119868534238,9.580486145508564e-05,0.0001199188436271069,0.04185083614336107,0.00011257212982247449,0.05646896156721019,0.0003469295084464487,9.49124596931932e-05,0.0005462486187337135,0.0003230871632022836,0.00022062263273735553,0.00013007301858080868,0.00018952537152509174,9.938151170521702e-05,0.00022897545155872373,0.030735664429866538,0.0002469643384658568,7.063748302172579e-05,0.0027140326411925013,6.260784898715619e-05,0.0018813766877363426,8.409801537025583e-05,9.815620714222336e-05
