sender_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
AdelheidLouiseTheresaCarolineAmelia,0.0002787151325390346,0.0009930828468949857,0.0029470560926170807,0.001463187405070849,0.001263098836524611,0.021424626546487385,0.000223488619927838,0.00023580461136888447,0.0005411007465246138,0.027788590408305638,0.0002435274769136096,0.0002341004351833539,0.0004076161267250658,0.011937750290526876,0.00013808145386098178,0.0005903873466535367,0.0009377908535795092,0.0008701496311819713,0.05416715112236444,0.0005840826827017569,0.0008183309511947725,0.11009311366695362,0.017018743166724692,0.00017015310755609875,0.0003156438068074195,0.0008036299035442685,0.0011745870382138361,0.001960925674357661,0.34325967460142276,0.00015503802841587434,0.00023266090487277308,0.0006198536848821629,0.00030365363909410536,0.00040369990661693575,0.0005426570235532042,0.0007985160259649268,0.0001061599414197703,0.02298577049392038,0.003196754265108162,0.00019305804651955304,0.0003047562219029003,0.025694176924824928,0.0020386941165541615,0.002153779040947433,0.0002374412875057845,0.00042893746672911245,0.0003325624491215936,0.000310632689466135,0.00010477777628994243,0.006921461250501092,0.00036623605444523546,0.0010424373436991252,0.0015580633276998934,0.0005423292962066519,0.00013809469247657856,0.001657732219876284,0.00042508790840846194,0.0002551109805636844,0.0009517993671134334,0.0003343094569831014,0.002089573281321532,0.0015721284829565167,0.04404314814851116,0.0006506278699169087,0.09217187408294612,0.0001759723278586782,8.78614168516197e-05,0.03978600050164794,0.00046295359739633644,0.00010611669262989755,0.00019896193658653556,0.0005313446441213773,0.0003788365012896059,0.0005807619279747195,0.00021402374355301268,0.009426761226509652,0.0008529941332426536,0.015440332884789033,0.033731502447328914,0.00023126944427876198,0.0008127151425373795,0.0006611488891278991,0.0017611387354212595,0.00018239757640927358,0.001315232868914683,0.0013528125132776824,0.0008050302665607755,0.0002315188191660884,0.005981258728956172,0.00020519905979691025,0.002647031702209826,0.0008729737628439928,0.0012831293122387048,0.0001470890412340603,0.0021457089864545527,0.05693994545507503,0.00028563017941762305,0.00023428627864215695,0.0009143088774363146,0.00026796609815802225
AdersbachGerson,0.00037363636549306864,0.2034467591519621,0.00395072674138149,0.0019615010461957604,0.0016932688736284642,0.0005159056649666454,0.00029960151398383204,0.0003161119281746793,0.0007253819139824706,0.009047226895348663,0.00032646494843244586,0.000313827365473254,0.0005464368106549999,0.016003356509864432,0.000185107468305082,0.0007914539136328727,0.001257171661014915,0.0011664940567388542,0.005056012972244425,0.0007830020879169933,0.0010970276338766018,0.0016953728967766648,0.00029520449210462406,0.0002281016753753335,0.00042314173504520193,0.0010773198915554863,0.0015746128597880187,0.0026287526453786245,0.03438281604812923,0.00020783889601834043,0.00031189757835203553,0.000830955520236854,0.00040706810945751495,0.0005411868544206802,0.0007274682079248399,0.0010704643949955568,0.00014231453567554268,0.14303804886150812,0.004285463921921059,0.00025880728532260485,0.00040854619580891024,0.0011507484992213982,0.0027330064683686213,0.002887285543500376,0.0003183060025247504,0.0005750194997755423,0.0004458223120406399,0.000416423995490122,0.0001404616504342011,0.009278683945071222,0.0004909640429239155,0.0013974573135150485,0.002088688596369245,0.0007270288673927237,0.00018512521555895614,0.0022223014443199804,0.0005698589081471704,0.00034199341351456164,0.0012759510148128033,0.0004481642934821039,0.0028012134079410216,0.00210754388220287,0.009101766330019408,0.0008722103833748762,0.016427288935244443,0.000235902731256484,0.00011778413378725671,0.003394773818880555,0.0006206204089004131,0.000142256557766296,0.00026672184671294865,0.0007123032030774825,0.000507855788699003,0.0007785503930427284,0.00028691321114101577,0.012637206925069849,0.06851531757824507,0.004051792670043082,0.1466689667284332,0.00031003223191627884,0.0010894992649755732,0.0008863145166649,0.0023609248275735465,0.0002445162087306496,0.0017631580475792055,0.0018135360862899191,0.001079197172286863,0.00031036653571132964,0.00801827928107881,0.0002750831295260749,0.003548523883682903,0.001170279995020206,0.0017201210724191525,0.00019718274451014048,0.0028764670931256788,0.2277224778113853,0.0003829064505415297,0.00031407650111890505,0.0012256924939499213,0.0003592265625444649
AretinJohannChristophANDBaboJosephMariusFranzvon,0.00021459910594994144,0.0007646326524737202,0.0022691111060192588,0.001126593687629942,0.0009725337787557344,0.00029631188150074745,0.00017207697906314198,0.00018155978226818702,0.0004166251590834064,0.005196300420345743,0.00018750606880875545,0.00018024763720284932,0.0003138475315965352,0.009191573188233444,0.00010631699928486922,0.0004545737994267785,0.3102836343229037,0.0006699791690290443,0.04159913216354776,0.00044971946936209407,0.0006300809320892128,0.0009737422304167661,0.00016955153707926246,0.0001310108440237957,0.00024303265532244322,0.0006187617344066693,0.0009043833607627198,0.0015098315355823186,0.0197478678881612,0.00011937285924591333,0.00017913925849795344,0.0004772616591847921,0.00023380072289011747,0.00031083220434734035,0.00041782342792479824,0.0006148242605190233,8.173875709167037e-05,0.004763915387831872,0.002461368354794281,0.00014864669816137778,0.00023464966597708844,0.0006609356634230782,0.0015697100144236185,0.001658320638676874,0.0001828199550923488,0.0003302640801378395,0.0002560593090295221,0.00023917430256113658,8.067454719953363e-05,0.005329238433139877,0.0002819865901596654,0.0008026335704443088,0.0011996442177066224,0.0004175710914444472,0.00010632719247045342,0.0012763851357803085,0.00032730007970346024,0.00019642488675892836,0.0007328460832590658,0.00025740443271100925,0.0016088848635647153,0.001210473804588475,0.043922822076136285,0.0005009565068044117,0.009435059978791651,0.00013549140258867524,6.764965121228942e-05,0.0019497979686015066,0.00035645509159302227,8.170545731510079e-05,0.00015319244893730228,0.00040911336439103396,0.00029168841224136736,0.039142359402631784,0.00016478941634826222,0.007258215629641936,0.0006567701463026298,0.002327158608713909,0.006849343360003523,0.00017806789148347126,0.03932095376890786,0.0005090572557511681,0.001356003869012321,0.00014043857779908765,0.0010126748239819314,0.0010416095933600774,0.0006198399559176798,0.00017825989981606194,0.004605321440555477,0.00015799477542906016,0.0020381047542720834,0.0006721536334157952,0.0009879564152693603,0.00011325246841214352,0.0016521070310289404,0.4016594282656477,0.00021992340558243153,0.00018039072896734176,0.000703979959295709,0.00020632279476806705
AretinJohannChristophANDBaboJosephMariusFranzvonANDSchererJoseph,4.372243502756187e-05,0.0001557863035810269,0.0004623088361159745,0.00022953226711648804,0.00019814409181963532,6.037060093732688e-05,3.505897428380877e-05,3.699100119126686e-05,8.488323550202021e-05,0.0010586945668136004,3.820249797628103e-05,3.6723664675059066e-05,6.39433153649349e-05,0.0018726916859446786,2.1661031964608265e-05,9.261489381649816e-05,0.00014711257078705407,0.0001365015970501077,0.0005916479740555869,9.162587231095184e-05,0.00012837272780531704,0.00019839030183528057,3.4544440578892935e-05,2.669215740848717e-05,4.951548812318926e-05,0.00012606655377421654,0.00018425912147173532,0.0003076131697979233,0.0040234318165072456,2.4321033675001464e-05,3.649784352964364e-05,9.723731975715228e-05,4.763457364237426e-05,6.332897240597349e-05,8.512737086936666e-05,0.0001252643326024962,1.6653459390496568e-05,0.00885436218181995,0.0005014793397904143,3.02852874137252e-05,4.780753735905832e-05,0.00013465907266246892,0.0003198128147549657,0.0003378663487830543,3.7247748879865195e-05,6.728802397309388e-05,5.216953934960568e-05,4.872938709460907e-05,1.6436637201705666e-05,0.001085779365705729,5.745196519959248e-05,0.00016352861294248496,0.00024441558660129363,8.507595981936068e-05,2.1663108724865285e-05,0.0002600507859632838,6.668413834253567e-05,4.00196184932698e-05,0.00014931010601680668,5.244359493109341e-05,0.00032779430092520935,0.016014145543476008,0.0010650766995743783,0.00010206490946658217,0.009806061467697807,2.7605026685705065e-05,1.3782944093236347e-05,0.11865367847922198,7.262418225570333e-05,1.664667489197291e-05,3.121143895602569e-05,8.33527819899993e-05,5.9428615026433435e-05,0.07892872262173534,3.3574205808655214e-05,0.04089759813865019,0.0001338103899484903,0.00047413543788043426,0.001395485636874333,3.627956314830647e-05,0.0001274917679991045,0.00010371535655456664,0.00027627231156239544,2.861296446694483e-05,0.00020632243083960403,0.00021221760252996785,0.00012628623069109744,3.631868293778222e-05,0.0009382884731714301,3.218986525042975e-05,0.00041524358782190187,0.2839523682737659,0.000201286300730226,2.307406487059645e-05,0.00033660038797920583,0.4208358726138018,4.480720816171986e-05,3.6752818199945896e-05,0.00014342892014746852,4.203621887901093e-05
BassewitzAdelheidHenriettevon,3.651507271936196e-05,0.00013010593303771468,0.00038610019681970496,0.00019169534862171082,0.00016548131221751354,0.0748305362577972,2.9279727778942643e-05,3.089327247235058e-05,7.089077987209799e-05,0.015264967374613067,3.1905061801471405e-05,3.067000466204416e-05,5.340267093989196e-05,0.028281273350238625,1.8090350111229868e-05,7.734792402284006e-05,0.0001228620093285119,0.00011400018639061774,0.004202134577295795,7.652193635373448e-05,0.03635551337981831,0.00016568693609504584,2.8850011647173653e-05,2.2292126872466095e-05,4.1353178257642515e-05,0.0001052852929083893,0.00015388518996036705,0.00025690511650423457,0.517996862605636,2.031186764170148e-05,3.0481408680571137e-05,8.120837276629289e-05,3.978232043596435e-05,0.005805206318643417,7.109467109376493e-05,0.00010461531273907995,1.3908243680608965e-05,0.0008106031758405641,0.00041881369480362466,2.5292952497769894e-05,3.992677219599437e-05,0.00011246139030207834,0.0002670937284256882,0.0031583296135291867,3.110769695519986e-05,5.619602583824131e-05,4.356972620316328e-05,4.0696660929518496e-05,1.3727163235618191e-05,0.0037829539781939867,4.7981378114254507e-05,0.0001365719724788213,0.00020412524857926306,7.105173482481366e-05,1.8092084530910695e-05,0.00021718308585033213,5.569168687129881e-05,3.3422641684107454e-05,0.0001246972950043256,4.379860548403734e-05,0.00027375951791639954,0.00020596795500975364,0.0935899048499182,8.524016535030503e-05,0.001605420953233067,2.305451551847517e-05,1.151091437460341e-05,0.00033176752669303316,6.065255273590104e-05,1.3902577563047134e-05,2.6066433912858807e-05,6.961261178173845e-05,4.963218992568065e-05,7.608687709004716e-05,2.803971384084721e-05,0.00411117875011216,0.00011175260747703537,0.0218122154587154,0.09213144624842576,0.01115434701400101,0.00010647556973148128,8.661854684710917e-05,0.00023073059724801985,2.3896301236845187e-05,0.0001723115046313052,0.003053393255258292,0.00010546875749789842,3.0331781560394966e-05,0.04929772423566331,2.688357292325881e-05,0.00034679335210875684,0.00011437018199174758,0.00016810554819150073,1.9270453627524968e-05,0.00028111397813681063,0.024750641133234465,3.7421027976721694e-05,3.069435241579112e-05,0.00011978558481344549,3.510681846165453e-05
BayreutherPostamtANDOsmundEmanuel,6.460497431561158e-05,0.0002301923517121537,0.02398146175751132,0.0003391605753960616,0.0002927809019494941,8.920457244696903e-05,5.180370516210602e-05,5.4658499243330376e-05,0.00012542483615052733,0.0015643441462936346,5.6448626408707774e-05,5.426347850049339e-05,9.44836728375838e-05,0.0027671194020929602,3.200668976558588e-05,0.00013684925902425463,0.0002173759044117724,0.0002016969586872969,0.0008742285772429973,0.00013538786491564358,0.00018968561054432155,0.000293144705834776,5.104342187116741e-05,3.944076176719145e-05,7.316488288923184e-05,0.00018627797064611686,0.00027226424609229805,0.00045453417499301886,0.18068268846996,3.593715114247637e-05,5.3929801538304796e-05,0.0001436794300562093,7.038561335297857e-05,9.35759097850535e-05,0.00012578557450206254,0.00018509259571990882,2.460741986375838e-05,0.0014341748066015595,0.0007409939507382513,4.475002854418415e-05,7.064118732700043e-05,0.1399890550589402,0.00047256056690400124,0.0004992367596058817,5.503787376391761e-05,9.94258681564653e-05,7.708655173514265e-05,7.20033273462049e-05,2.4287039904841163e-05,0.0016043650814420638,8.489194926497805e-05,0.00024163251274447506,0.0003611524080202229,0.00012570960870639995,3.200975841999591e-05,0.0003842552304628449,9.853355702083922e-05,5.9133632956362925e-05,0.00022062301786705742,7.749150067707381e-05,0.0004843541394418519,0.0003644126507843002,0.0015737744884698876,0.3379768409773031,0.0028404210022118033,4.07896321164983e-05,2.0365900219777834e-05,0.0005869858922502482,0.00010731066159431247,2.459739497944924e-05,4.611852498233928e-05,0.00012316341338729328,8.78126788907072e-05,0.0001346181281887773,4.960978734528138e-05,0.0021850828886471217,0.00019772038772165009,0.0007005901607967884,0.025360338830732732,5.360726693059138e-05,0.0001883838901433976,0.0001532514815819013,0.000408224417998489,4.227897721879373e-05,0.20998998631338275,0.0003135761480833922,0.0001866025687972464,5.3665070961696224e-05,0.0013864301627222275,4.756426343628966e-05,0.0006135706144693271,0.0002023515803141411,0.000297423880453208,3.409460994983302e-05,0.0004973661555289211,0.0510243686003362,6.620785257310944e-05,5.430655621849643e-05,0.0002119328828872829,6.21133941714812e-05
BergnerCaroline,0.00016886047955928958,0.0006016625083867888,0.0017854836246386824,0.0008864769008219271,0.0007652525836086606,0.00023315738519900044,0.0001354013152901671,0.00014286299920390988,0.0003278276666059359,0.004088785817767567,0.00014754192268960024,0.00014183051845799305,0.0002469555707573752,0.007232525268914481,8.365710288064023e-05,0.00035768811536521266,0.0310160513998857,0.0005271830154006733,0.00228500449634906,0.0003538684139781392,0.0004957884977329173,0.0007662034716661979,0.00013341413392419928,0.0001030878197343742,0.00019123383829887985,0.0004868818196717955,0.0007116274195450652,0.0620838087229388,0.5940487686598449,9.393029933372841e-05,0.00014095837428566052,0.0003755403932764065,0.0001839695557620033,0.00024458291592699584,0.00032877054216127766,0.0004837835601241758,6.431734959930064e-05,0.0037485572617288365,0.001936764083535248,0.00011696485232464256,0.00018463755918238047,0.0005200669992981795,0.12302670044430886,0.0013048741143188384,0.00014385458482340068,0.00025987317471067234,0.0002014840533791945,0.0001881978363793979,6.347996031036357e-05,0.004193390058743822,0.00022188531789483422,0.0006315640925700128,0.00094395779053116,0.0003285719874706895,8.366512353943266e-05,0.0010043425166015732,0.00025754090714344413,0.00015455982646651298,0.0005766507764069585,0.00020254248383684732,0.001265974843719027,0.000952479211094418,0.004113434261933971,0.0003941850344757345,0.007424116450238427,0.00010661341349027516,5.323112831789029e-05,0.0015342273611269393,0.0002804819593320615,6.429114717773944e-05,0.0001205417435357302,0.0003219168998835395,0.0002295193400500674,0.0003518565238069884,0.00012966698881473407,0.005711234287490295,0.0005167893005610033,0.0018311591604189864,0.005389507096577662,0.00014011535330918137,0.0004923861415911394,0.0004005592285614163,0.0010669916940804249,0.00011050617145306433,0.0007968381585666841,0.0008196059096787084,0.00048773023421021786,0.00014026643790469786,0.003623765269358935,0.00012432052514252628,0.09294737604353197,0.0005288940248548182,0.0007773881131870873,8.911437931064255e-05,0.0012999848452672322,0.01157278275538707,0.00017304998344971746,0.00014194311232862557,0.0005539370399545461,0.00016234814173305827
BornträgerJohannFriedrichWilhelm,0.0002794882147490893,0.0009958373965853853,0.0029552304483346217,0.051862849454853366,0.0012666023392987964,0.000385908778151693,0.00022410851836909577,0.00023645867111956063,0.0005426016171704763,0.15795433525833652,0.00024420295785483565,0.00023474976799911328,0.00040874674626922874,0.011970862458831513,0.00013846445536702114,0.0005920249253188261,0.0009403920378749217,0.0008725631965805356,0.003782008845675504,0.0005857027738933772,0.0008206007852527322,0.00126817619486477,0.00022081944934710483,0.00017062506736408915,0.0003165193194124718,0.0008058589607764267,0.001177845032622435,0.0019663647645867255,0.0257191022149482,0.00015546806298399557,0.0002333062448114188,0.0006215729953919795,0.00030449589413875805,0.0004048196636002154,0.0005441622109007607,0.0008007308986505017,0.0001064544010760668,0.006204397735335527,0.003205621217647689,0.00019359353858240783,0.00030560153522123486,0.0008607851734350223,0.0020443489159146897,0.002159753055511253,0.00023809988696405938,0.0004301272260426215,0.0003334848895747043,0.0003114943025543805,0.000105068402184995,0.006940659557071677,0.0003672518965912753,0.001045328789736407,0.001562384984115929,0.0005438335745250534,0.00013847773070304326,0.0016623303314913446,0.0004262669900632907,0.0002558185910865389,0.0009544394073278043,0.00033523674317489265,0.0020953692060554324,0.0015764891524006985,0.20839073550850165,0.0006524325398930827,0.012287973231995562,0.00017646042864778917,8.810512123070891e-05,0.0025393654412192803,0.0004642377084776672,0.00010641103232546657,0.00019951380448208852,0.0005328184539143228,0.00037988729374927033,0.0005823728082692492,0.00021461738892548623,0.00945290857393302,0.0008553601138181742,0.003030829984627914,0.05931600766959784,0.0002319109246729997,0.0008149693998244313,0.0006629827416343131,0.001766023669416014,0.00018290349914190226,0.0013188809777338007,0.0013565648581110147,0.0008072632080303121,0.00023216099126044038,0.005997849161900974,0.00020576822782594336,0.002654373869460622,0.0008753951616383503,0.0012866883742654231,0.00014749702740989568,0.0021516606168173213,0.3719238334671805,0.00028642244214247383,0.00023493612693861718,0.0009168449289280367,0.00026870936538394067
BrockhausFriedrichArnold,0.00020614798560703433,0.000734520679101012,0.00897723292072815,0.0010822273386203566,0.003983935384813016,0.0002846428330277303,0.00016530042120252474,0.012505373648180749,0.0004002180573775961,0.060631152281172364,0.00018012189847163462,0.00017314931092239739,0.000301487912263054,0.08442708212806528,0.0001021301330280136,0.00043667224356202887,0.0006936246827539647,0.0006435947413789771,0.002998574990175226,0.0004320090817101812,0.0006052677355976153,0.0009353953196232867,0.0001628744335664642,0.0001258515102783458,0.00023346179430559755,0.0005943942988672292,0.002958761744885255,0.0014503729094699676,0.06268626022612288,0.00011467184059675151,0.0001720845812428745,0.00045846663346009486,0.00022459342430116653,0.0002985913315172215,0.00040136913723310216,0.0005906118865094263,0.0006749283470624,0.012523443848665458,0.037265462588799425,0.00014279284742338533,0.011854654554773811,0.0006349073777702455,0.001507893315902727,0.019388272863241046,0.00017562032844557844,0.01417712946657705,0.00024597544579089845,0.0008261639284867038,7.749750550602428e-05,0.014458382381572528,0.0006585232061672871,0.0007710250841691408,0.2617416595917345,0.0006101261255622218,0.0001021399247960911,0.0024189369372291086,0.00031441068601482935,0.00018868948474505038,0.0026538680434568538,0.00024726759720086554,0.0015455254215964958,0.0011628041754479879,0.04885659930539403,0.0004812283550638636,0.042519714185173633,0.00013015562011354568,6.498554251985103e-05,0.005716608187556252,0.0003424175453387649,7.848781738419052e-05,0.00014715958213730828,0.00039300208442527893,0.0002802014404593959,0.009724513686335673,0.00015829984975555966,0.07209112374606878,0.0006309059027427016,0.011907799679309468,0.018899538634897562,0.0001710554056976005,0.0011432067555316057,0.02074212954919479,0.0024685078511913977,0.00013490797077948683,0.0009727947100000033,0.003386224165291821,0.003803612040847778,0.00017123985255635196,0.011270050033818795,0.00015177278836722672,0.001957842217885645,0.0006456835732551338,0.0019239908099952076,0.00010879247667338221,0.0015870454583034443,0.09310121231671525,0.0050491213825431935,0.00017328676759481235,0.0006762565476409063,0.00019819760356397793
CarlAugust,0.0004682837541482667,0.0016685300130200216,0.004951501836890642,0.002458377070620936,0.0021221978858475274,0.0006465918842190973,0.00037549482511347254,0.0003961875612973015,0.0009091314369860713,0.011339017736119254,0.0004091631483675861,0.0003933242864739348,0.0006848570019694081,0.020057233603380187,0.00023199781441079546,0.000991940410891871,0.0015756310664567735,0.001461983539424632,0.006336772740363459,0.0009813476178953543,0.0013749202867825653,0.08656289409580102,0.0003699839752529393,0.0002858830636876324,0.0005303295356764578,0.0013502202939225565,0.0019734846214409787,0.003294652959918929,0.04309247081974926,0.00026048743504145143,0.00039090565691511604,0.001041448334487556,0.000510184232841594,0.000678277157389031,0.0009117462187627334,0.0013416282028893456,0.00017836482524409656,0.010395496161941091,0.005371032691038682,0.00032436683996713196,0.0005120367394215499,0.0014422494089534144,0.0034253157543437693,0.003618675906517074,0.0003989374257870062,0.0007206800914787954,0.0005587554243815269,0.0005219100974504923,0.00017604257790161334,0.011629106138047495,0.0006153321957000112,0.0017514530636523874,0.002617783030470594,0.0009111955870450276,0.00023202005729568994,0.0027852419071199355,0.0007142122488260307,0.00042862519381173687,0.0015991674968182793,0.0005616906629258454,0.0035108004787221827,0.2559555922512645,0.011407372782831677,0.0010931536393543658,0.020588554122463368,0.00029566023762391333,0.0001476205247746997,0.00425471815702887,0.0007778323573975277,0.00017829216070844867,0.0003342862719673233,0.0008927397031838078,0.0006365028601647445,0.0009757682455949832,0.00035959239527058736,0.01583839060475489,0.0014331596972954953,0.005078169198156925,0.014946177002345656,0.0003885677917810023,0.0013654848753045247,0.0011108305495698477,0.0029589805587017987,0.00030645563106092776,0.002209790978422403,0.0022729304885794176,0.08579063232439038,0.0003889867794669728,0.010049423103122724,0.0003447655862601361,0.004447415293056221,0.0014667285095482589,0.002155852127292268,0.00024713192927731785,0.0036051169892825467,0.2854078100046157,0.0004799020831672809,0.0003936365317107807,0.001536177780074431,0.00045022374381601727
