,segmentID,idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,ub0505,ub0505,OsmundEmanuel_SchwendlerAuguste_1808-07-17.xml,JP-UB0505,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-07-17,1808,7,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette,0.00016499477723466878,0.011422153034879964,0.00014077196121921155,0.0005301161836658564,0.00034807993738798413,0.4867411710386503,0.011822529456838994,0.0006692679968364019,0.0003258991760845277,0.001315810643287332,0.0005621143050272628,0.12816436450955046,0.011259199442501184,0.001371661571245957,0.00034797963726999176,0.20255062023026627,0.11837012892958912,0.0009726215309053703,0.022134225236454388,0.0007862904011047151
1,ub0625,ub0625,EndeHenriette_RichterCaroline_1820-02-07.xml,JP-UB0625,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-02-07,1820,2,1819,EndeHenrietteFreifrauvon,RichterCaroline,8.764227648135535e-05,0.0060672435277845755,7.477554958269549e-05,0.00028158824124477566,0.0001848938410140204,0.4223520454805358,0.0006315082011092325,0.0003555031971432241,0.3560228237251056,0.0006989350943641091,0.00029858507136414195,0.00029772205769253623,0.0003322773666894248,0.02332223461108987,0.07361414619519939,0.00027151460680067903,0.11371176981989208,0.0005166391721726348,0.00046048855815074123,0.0004176634065831228
2,ub0793,ub0793,RichterCaroline_RichterMax_1821-08-19.xml,JP-UB0793,letters-context,Richter Caroline,Richter Max,1821-08-19,1821,8,1819,RichterCaroline,RichterMax,0.00016858002122473897,0.08772338742402724,0.00014383085699997764,0.0005416353110793489,0.00035564351924493784,0.3778058678221355,0.0012147067627714908,0.0006838108151220456,0.16330377522935485,0.0013444024707377651,0.0005743287336752988,0.0005726687258695058,0.3483101640565308,0.012266186637837649,0.000355541039661624,0.0005222586634547592,0.0014303295285738964,0.0009937560513837472,0.000885750279698815,0.0008033760506159182
3,ub0751,ub0751,MayerJohann+MayerJulie_RichterCaroline_1810-03-19.xml,JP-UB0751,letters-context,Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,Richter Caroline,1810-03-19,1810,3,1809,MayerJohannSiegfriedWilhelmANDMayerJulieHenriette,RichterCaroline,0.0001824563833749879,0.0008719444062145557,0.00015567003607714497,0.03586330768113094,0.0003849176777933742,0.4441813689829672,0.01307372271530212,0.000740097476162624,0.000360389498442724,0.0014550645493406414,0.0006216035735043188,0.0006198069251327097,0.0006917452288726715,0.02503488533882495,0.0003848067627869257,0.0005652474488253693,0.07210224180021432,0.0010755552987549333,0.38900663416310577,0.012628534053171672
4,ub1156,ub1156,RichterCaroline_FalkensteinKonstantin_1826-02-17.xml,JP-UB1156,letters-context,Richter Caroline,Falkenstein Konstantin Karl von,1826-02-17,1826,2,1824,RichterCaroline,FalkensteinKonstantinKarlvon,0.00011490047775215469,0.0005491001574960817,9.803198543181855e-05,0.00036916685357090984,0.13353521975287416,0.4870641246400927,0.008233074437851306,0.0004660705864123076,0.09649398975151492,0.0009163154984600136,0.2669770917024855,0.0003903185544650283,0.0004356211375564258,0.00095520944657705,0.0002423290436246748,0.0003559601517735929,0.0009748815131364886,0.000677322521634201,0.0006037081355614597,0.0005475636517292241
5,ub0611,ub0611,MayerJohann_RichterCaroline_1818-11-10.xml,JP-UB0611,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1818-11-10,1818,11,1814,MayerJohannSiegfriedWilhelm,RichterCaroline,0.000242286526181971,0.0011578678547592366,0.0002067165399976024,0.00077844893496578,0.0005111378691910019,0.043310384987130544,0.017360789479460362,0.0009827863690959678,0.0004785665375745928,0.0019322017049177552,0.0008254365657195571,0.0008230507698121973,0.0009185787058053,0.002014215981647791,0.0005109905835158352,0.000750600435434775,0.0020556977645154657,0.01704323476609249,0.9069423797441554,0.0011546278800263776
6,ub0837,ub0837,SpazierJohann_BodeAugust_1803-10-16.xml,JP-UB0837,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-10-16,1803,10,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich,0.0004188943572650914,0.002001862499167617,0.00035739664736174137,0.0013458770135293234,0.0008837171945244787,0.20986569326673907,0.0030183517890200184,0.4336525757903687,0.0008274039226404433,0.16532315563574462,0.0014271149333351895,0.0014229900797623233,0.0015881503715015227,0.05747659801882245,0.1088718164032948,0.0012977291470521095,0.003554139833393958,0.002469324653054447,0.002200947605868263,0.0019962608375537275
7,ub0430,ub0430,RichterCaroline_RichterOdilie_1822-11-17.xml,JP-UB0430,letters-context,Richter Caroline,Richter Odilie Minna,1822-11-17,1822,11,1819,RichterCaroline,RichterOdilieMinna,0.00016499477723466878,0.7451444337583194,0.00014077196121921155,0.0005301161836658564,0.00034807993738798413,0.21026610873706444,0.0011888732144703061,0.0006692679968364019,0.0003258991760845277,0.001315810643287332,0.03246308303213332,0.0005604896011262026,0.0006255432001324958,0.001371661571245957,0.00034797963726999176,0.0005111516252612055,0.0013999102635335685,0.0009726215309053703,0.0008669127517170169,0.0007862904011047151
8,ub1268,ub1268,MahlmannSiegfried_MuechlerKarl_1805-02-12.xml,JP-UB1268,letters-context,Mahlmann Siegfried August,Müchler Karl,1805-02-12,1805,2,1804,MahlmannSiegfriedAugust,MüchlerKarl,0.00032984563845759544,0.0015763058219578625,0.0002814211346777234,0.001059769975683978,0.0006958562634908357,0.18651040318793488,0.02363474676127748,0.2776924374144584,0.0006515140879611924,0.0026304735761855016,0.0011237383081778324,0.0011204903175169672,0.0012505407727969936,0.2790966119033886,0.0006956557507412143,0.001021857400632275,0.0027985994611321946,0.0019443946967048359,0.17179736791900516,0.04408796960781845
9,ub0928,ub0928,SchwendlerAuguste_MuellerFriedrich_1810-06-19.xml,JP-UB0928,letters-context,Schwendler Auguste Sophie Henriette,Müller Friedrich Theodor Adam Heinrich von,1810-06-19,1810,6,1809,SchwendlerAugusteSophieHenriette,MüllerFriedrichTheodorAdamHeinrichvon,0.0001963066366120984,0.0009381336543590475,0.00016748693928007316,0.0006307189037933948,0.000414136755878036,0.33873092578559494,0.0014144914524109008,0.0007962782316691695,0.10160100087239947,0.05217214552720981,0.0006687894638901517,0.038621826767739016,0.0007442555681561086,0.02693528199961004,0.22814383943547065,0.05121478246338605,0.0016655780261588034,0.0011572006376722125,0.15285131233335936,0.0009355085453505584
