year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.005897614052326253,0.12128530281995249,0.0005937782443221025,0.08514414246987397,0.001468206397892949,0.36320119801232326,0.03137935898762161,0.09214184902282017,0.0013746476139531222,0.01461987535774028,0.009303598783440718,0.0023641535461686315,0.06919597963621367,0.017855806189830865,0.0014677833304905278,0.0021560452237882645,0.11401415470719478,0.059563269903638395,0.0036566509924046094,0.0033165847080033634
1799,0.00010272890008438898,0.0004909331651119215,8.7647312121909e-05,0.09964082301764507,0.07966533126235098,0.1242949783601997,0.0007402151735301354,0.0004166990393817112,0.0002029110524508012,0.027302118856243632,0.00034998310398044486,0.00034897153229607967,0.000389475145710112,0.6496843380571775,0.006837376273056353,0.0003182527660542092,0.0008716108715678358,0.00722629024812434,0.0005397564392378078,0.0004895594236750664
1800,0.001352462173168052,0.0024243675649697157,0.0014972253737213853,0.02959368651763952,0.011480563866931841,0.2805491120879097,0.01338017507178384,0.032531213869295576,0.0007214263288252632,0.060432367033606244,0.028040946989290397,0.005379860303274294,0.006716772669771933,0.3155568940969348,0.004673021223928644,0.0026200434412996455,0.1490170124231335,0.015905964042103857,0.014916527154348626,0.023210357768063038
1801,0.00034462291576421283,0.009092426209458462,0.00029402896592424835,0.009273521477919128,0.012510805361943683,0.38910560699137803,0.040570030527681156,0.013302180479045429,0.002784431259469814,0.09511398856767427,0.0066785048235689605,0.022156950561223777,0.010991843821675042,0.11978854102142134,0.018698150984498223,0.014708390871043822,0.15168610961646956,0.06410701865321518,0.006565504967855168,0.012227341922770566
1802,0.0005071859941124664,0.02740646753716887,0.000892287768142852,0.008872730910486154,0.0047486282018982355,0.36878274286968693,0.011511533862063383,0.015903382059726346,0.0035056241110809974,0.041721381778270686,0.00843416130918524,0.057915632955185765,0.0036967934627180955,0.05511714218439668,0.008615605659611373,0.004417073547022082,0.24218887503932662,0.109002531994466,0.012556149426838392,0.01420406932861297
1803,0.0058235908522420105,0.011552694396822915,0.004692039435565001,0.021064342694532768,0.004203486795460401,0.25917668864268983,0.01669053417261748,0.1794995192678255,0.002136738439225125,0.04198827050639519,0.009704149713691445,0.05962888319025011,0.004843214262633606,0.15070961883926592,0.01476758692502149,0.003256470674182495,0.10269454836920192,0.06707644627306669,0.025018966852760158,0.0154722096965499
1804,0.0048258736799635365,0.022222659534306365,0.00026578455378161727,0.019407678111056984,0.006277046549458496,0.275095619944751,0.03328812548043254,0.1759918882041514,0.0011977216692299589,0.037816420868086544,0.005508054965694738,0.11668028398211235,0.0052924031039593535,0.08175096091862155,0.024732723542614136,0.0022255127777494753,0.07410718765969858,0.09722006001097717,0.008951465449295988,0.00714252899405815
1805,0.0018452924592391791,0.01172310794875791,0.0034628972102576446,0.09555729885752105,0.007515415353357836,0.32438067005279875,0.03559190896038017,0.08950271289570293,0.010516380639582648,0.02957717865478839,0.007945043190056136,0.09431543213106851,0.007051359915837088,0.06096292466984339,0.007622298000210676,0.007080784194483216,0.06467546121204674,0.04758217752712245,0.06463777004037344,0.028453886086572015
1806,0.0005502220830927937,0.0059129712230010754,0.001845571390925722,0.1467125406673491,0.010561548064867823,0.32467050191947455,0.01978999228465407,0.06448245775173886,0.006431942934258833,0.01069995866540971,0.011957991450439067,0.12321848222939856,0.0020860519854631688,0.04597091896887722,0.008082090496208984,0.012673843265187636,0.023748240107170464,0.06518932763835064,0.07200878172083604,0.0434065651532956
1807,0.0009476656352509033,0.026899510183389787,0.007153707938230023,0.030021075073267445,0.002172437527738538,0.3409772968516969,0.024026083901949626,0.033699583708400656,0.007358556481275942,0.07992006913837561,0.00849641035550937,0.046849672802808585,0.010994420269559137,0.02391912065173019,0.0154027376879514,0.008785240442968245,0.030706607533878626,0.1903393004279951,0.09034124863513125,0.02098925475289262
