0	0,15376	emanuel schön abend sehen uhr mensch freude geben klein haus bloß zimmer richter tag emma denken sitzen fahren stube otto lesen caroline herzog bier coburg trinken stadt glauben froh besuchen natur herrlich wagen unendlich still geschenk nachmittag halb sagen hof sonntag setzen heim nehmen erzählen bekommen gast mittag singen tisch 
1	0,01558	mensch bild göttlich natur künstler religiös gott glaube vernunft wagner phantasie religion göttliche anschauung leib herzlich ewige hartmann darstellung menschlich gemüt sinnlich werner erhaben wahrheit erscheinen schönheit thilo erkenntnis instinkt nichtig johannes gebärde cotta betrachten höhere aufgabe tugend bringen ursprünglich verwandeln einheit christus junge ding trennen treiben juli setzen alte 
2	0,07853	mensch car sehen bruder geben grüßen jahr sagen alt schreiben gesund lieben heißen wort freuen freund richter lieb rein caroline sprechen lassen glauben jette nehmen danken ulf bleiben lesen weib schön bekommen mutter all kennen seele brav küssen od verlassen glücklich ruhig gefallen schweigen jude uhlfeld froh land finden freundin 
3	0,08359	vater emma mutter odilie heine schreiben lassen herr denken kleid schicken kaufen luise kind all freuen abend gott mädchen geliebt auguste marie geliebte gesund freude mantel essen würzburg bleiben hübsch geld bekommen fanny brauchen reizenstein holen montag bitten elle wäsche zufrieden kutscher august weihnachten maschine schreibe sagen schön kaffee ordentlich 
4	0,02555	voß hören wagner paul alt lesen jean wangenheim heinrich bettenburg schüler wacker diktieren schiller senden bleiben bruder gewaltig shakespeare wallbruder stück glas tod treu freund knabe müller reden goethe leser trinken lächeln schlegel edel heilig undine verfasser wein heißen stumm erzählen würzburg nennen werk folgen rückert behaglich götz ritter erzählung 
5	0,99469	brief schreiben lieb sagen vater tag leben sehen zeit lassen geben erhalten gewiss finden frau wünschen denken glauben herzlich grüßen klein reise nehmen bitten freude kind freuen neu bleiben teuer gott nachricht hören glücklich haus alt schicken woche berlin bringen sprechen letzt reisen mutter erwarten liegen hoffen schön jahr liebe 
6	0,05651	antonie henriette amanda emanuel freund kind richter pauline freundin bayreuth reise treu schwester leopold gatte liebe geliebte kräftig reinhold freundlich gesundheit außerordentlich hoffnung sehnen graf mutter zeit herz erziehung weiblich augenblick arzt mitteilen sinn liebling schwager genuss selten besonder pflege hiesig sohn pestalozzi verhältnis gattin gemüt anstalt bayreuther teilen fieber 
7	0,03815	lieb sohn freundin freude heidelberg freuen herzlich gedenken angenehm teilnahme empfehlen gott freundlich besuch erfreuen gräfin herr jean vergnügen schwarz lob dresden sehen erinnerung freundschaftlich herzogin voss stadt max bekannte ausdruck aufsatz paul besuchen freitag paar bayreuth reise interessant geist bruder stube winter gedanke bekanntschaft andenken betragen gemahl vernehmen gesinnung 
8	0,15829	herr ew bitten gütig wünschen spazieren zeitung neu geben exemplar blatt werk wunsch bitte hochachtung freund beitrag aufsatz verleger honorar publikum erhalten güte brockhaus geschäft übersenden mitteilen vergnügen übernehmen name finden angenehm abdruck künstler mayer lassen nah bogen erlauben verlangen nachricht rechnen fall ehre gefällig übrig gewiss nehmen liefern umstand 
9	0,05401	vater mutter max münchen mensch sohn heidelberg emma geliebt voss otto herrlich gruß paulus odilie universität student all voß bekommen eltern wetter briefchen erfahren jung sprechen schelling fragen schwester heidelberger jüngling heißen card folgen geliebte feuerbach laß schlichtegroll schwarz leute lesen gewaltig aussprechen erzählen geld julius trefflich genießen mainz merken 
10	0,38277	lassen geben sagen glauben bleiben finden scheinen halten geist nehmen letzt kennen welt jahr sprechen zeit wort mensch stehen brief seite sehen wille verhältnis freund setzen kind kraft art gewinnen leben grund urteil idee neu frei gedanke hand verstehen stellen wert bloß gewiss erkennen betreffen erhalten weise suchen liegen brauchen 
11	0,08834	freund schön jewagner herr herrlich ewr ewig band gott freundlich gütig senden frau lassen hoffen herz wagen deutsch bitten gnädig maler verehrt beste mensch edel hold lesen gruß hand anton rein wagner fertig gnade wahrhaft innig roman lieblich warm welt kunst verzeihung untertänig weimar allerbest trefflich göttlich bitte finden treu 
12	0,04122	jean paul werk schrift herr reimer frau richter majestät selig freund privilegium verewigt schriftsteller witwe edel verlust verlag selige bitte schreiben gemahl kaiserlich hochwohlgeboren herausgabe ausgabe familie absatz selina auflage gatte mayer könig nachdruck dichter sammlung buch biographie jahr erklärung deutschland frage gesamtausgabe königlich deutsch geboren anspruch einzig gesinnung einzeln 
13	0,03773	minna schicksal arm weib ludwig julius hofrätin verhältnis außerordentlich madame ursache all verbindung altenburg brockhaus kraft bürgerlich augenblick wesen haus unglücklich scharlachfieber nacht würdigen edel fürchterlich benehmen spazieren zustand stürmisch vorwurf einfachheit werfen wagen versöhnen unglück melden wirtschaft karoline kollision hinzufügen brennen rezept verstand enden spiel richten unmöglich aufopferung geschmack 
14	0,02396	richard onkel schön tante interessant ton witz nötigen lied spielen gebildet gewöhnen geselligkeit sanft blatt bezahlen hirsch guste taube leser klug schlechte klingen paar sinnen ideal trost betrachten hering blüte erbschaft ungestüm annehmlichkeit trivial gedrückt anspruchlos berühmt gesichtszug duft keller berg wundern gewand jahreszeit zeug ziel anteil leute pilgrim gebeugt 
15	0,09647	herr frau minna kind mayer caroline treu erhalten brief grüßen card zins gold letzt julius vater bad geld kapital melden emma schicken pension geschenk richter lassen gruß witwe bezahlen einnahme gr zahlen rechnung juli rat jahr nachricht berlin sorgen april herzlich lieb tante bitten folge assignation kalb erfolg mahlmann kosten 
16	0,05765	lassen zeitung spazieren falk lieb blatt freund mahlmann almanach sagen goethe herzlich lesen wort gedicht schicken geben nehmen voß theater ordentlich weimar minna sehen hübsch schütz schiller name all ding herr leute merkel gefallen lustig drucken anfangen wieland lust rezension überflüssig freimütig sander zufrieden freundschaft kosten liegen idee anzeige woche 
17	0,04869	weimar könig berlin charlotte fichte königin frankfurt nachricht lesen prinzessin herr türken deutschland vernehmen gedicht plan geiger see frucht edda kalb schöne franke madame krieg volk zeitung akademisch bamberg vermuten vorhaben otto zustand fürst großherzog sonderbar reden herzog böse deutsch tod senden verwandte richter sachsen bayern ansehnlich karoline akademie summe 
18	0,50891	herz leben liebe kind schön gott seele mensch freund geben lieben glücklich sehen innig sagen freude teuer lieb edel herrlich geliebt tag wesen ewig gefühl glück fühlen schmerz tief wort caroline klein heilig danken richter freundin geist mutter finden freundschaft tod jahr wunsch unendlich auge denken andenken zeit emanuel schicksal 
19	0,01678	stunden rufen gegenwärtig bauer erde majestät entschuldigung vorstellung tag schnee rindfleisch tropfen fr märz hälfte stehen st einspänner jährlich weiler portion küche halle schließen wirt werk übrig herr eduard westphal zwölf beutel eimer februar acht unterricht sprache stecken amalie sitzen geschichte kraft buch könig sem psychologie hrr kanone compresse netz 
