receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
AbekenBernhardRudolf,0.00037123329908476103,0.00019857939743585487,0.0007107592581050942,0.0011987181325278354,0.009828457450312146,0.00011636249697900798,0.08848990994134932,0.00015323453541261613,0.00041481994496107567,0.00024977373373795636,9.809441927430001e-05,0.0005275906197887235,8.043813128386066e-05,0.00016940893636692813,0.00023759016000158753,0.0001309158547038619,0.00024754481310247515,0.0003016578375565302,0.015721217921458752,8.958543236141637e-05,9.179270697000563e-05,0.0007599863872622378,0.0021308490744019423,0.00026272692326768693,0.00021554348300182615,0.02876376346545878,0.009681992705196676,0.0007465541163124184,0.00042018856925889636,0.00012147316172082195,0.00010449675788903667,0.27121291316347806,0.0002581491747630698,5.091567783619603e-05,6.661566050701295e-05,0.00014621582889392357,0.0002291125077109093,0.00011500211459424129,0.028478746952260582,0.00010405812169595668,0.0010926223358059622,0.11774195516670886,0.0023861961613259254,0.2112785571269898,6.655652032412163e-05,0.04692427066689309,7.444851180663657e-05,0.00010060520307431378,0.0001112300657553176,8.425007872399609e-05,0.1366268827902262,0.017974155472392703,0.0009607774198221771,0.00021633347838497294,0.00011918219248342836,0.00011377258484718402,0.00021587398517431571,0.00023881800893520651,4.9452349558068215e-05,0.0003270710124833394
AbekenBernhardRudolfANDTruchsessvonWetzhausenChristianFreiherrANDVoßHeinrichANDVoßAbrahamSophus,0.0007965926041941143,0.00042611177319685416,0.0015251475817629721,0.00257220998557845,0.0008823525988175307,0.00024969070589185935,0.2915591885580032,0.00032881074493519704,0.0008901208513430117,0.000535964606375941,0.0002104910553532605,0.22277551323472267,0.00017260418349833562,0.0003635177828254951,0.02821524721399693,0.0002809193083862787,0.0005311817873294348,0.0006472975430467939,0.003743118820735985,0.00019223246685729693,0.0001969688378481606,0.0016307791808381825,0.0045723770402797325,0.0005637595671338984,0.0004625133167331827,0.0010986290786908928,0.0005680684733853393,0.0016019562069224868,0.0009016408481237,0.0002606571729245354,0.00022422919684708483,0.056845136210733636,0.0005539366320372112,0.00010925488769956322,0.00014294391859302568,0.0003137500008759123,0.0004916297369358728,0.0002467715966706424,0.0004870404980149836,0.00022328797107827348,0.0023445495703810788,0.00037614828811939627,0.060531153203617113,0.22513286534054533,0.00014281701555814695,0.003217818417333961,0.00015975165494215045,0.00021587869652325343,0.0002386775323311728,0.0001807838622768152,0.002770375347379221,0.0714861953007259,0.002061636681822293,0.00046420848923283114,0.00025574120995611844,0.00024413327110675253,0.0004632225084649708,0.0005124558064569339,0.00010611487712740122,0.0007018291468810857
AbekenMinonaLaura,0.00011183544575625012,5.982280006938638e-05,0.00021411893451243408,0.03147814022375737,0.00012387548626913728,3.505464555857743e-05,0.15373186107008915,4.616248761997246e-05,0.00012496608889256126,7.524528893193227e-05,2.9551317548259693e-05,0.00015893868434312068,2.423229352029751e-05,5.103508753227935e-05,7.15749409241695e-05,3.943890002180001e-05,7.457381809825734e-05,9.087557288684476e-05,0.0005255049565255697,0.08559879795559694,2.7652902706929686e-05,0.00022894879472745938,0.008421181857042815,7.91474866296982e-05,6.49332954796712e-05,0.02738163312450392,7.9752423769228e-05,0.00022490227192658105,0.00012658340741685542,3.659425278379301e-05,0.05448626823003348,0.2608064201196206,7.776842245136067e-05,1.5338541937997046e-05,2.0068221534857026e-05,4.404807553979143e-05,6.902101587156258e-05,3.46448251820799e-05,6.837672219158446e-05,3.1347905624620044e-05,0.05478394482516096,5.280831287009068e-05,0.05906326659604224,0.0004898927029607307,2.005040532943563e-05,0.0004517568392808256,2.242789783220292e-05,3.030770073415487e-05,3.3508481097765804e-05,2.538065721024119e-05,0.00038893928998967055,0.1811797293979589,0.07808199240628219,6.517128459874384e-05,3.590408957238543e-05,3.4274424661243755e-05,6.503286051835417e-05,7.194483509355346e-05,1.4897708718898385e-05,9.85313886582967e-05
AhlefeldtJohannGeorgJacobvon,0.0008433217829084447,0.00045110805498149373,0.03094527793156515,0.002723099234956406,0.030264775742355695,0.0002643378938741429,0.19133978458613932,0.00034809921934780255,0.0009423365210853132,0.0005674050010570273,0.0002228387398429017,0.0011985149587144393,0.00018272937383410903,0.0003848422181140638,0.0005397278687769158,0.00029739840761061663,0.0005623416155016107,0.0006852688754582732,0.00396269513540702,0.00020350907832867625,0.00020852329112390028,0.0017264428505531315,0.06350192508157193,0.000596830451078603,0.0004896449613424717,0.0011630761176021367,0.0006013921234858262,0.0016959290827584905,0.08894652180553363,0.00027594766840821513,0.00023738277893819458,0.2654943894853561,0.0005864312895805965,0.00011566392432110198,0.00015132919844987024,0.0003321549920663392,0.0005204693893725123,0.0002612475458342793,0.0005156109396096345,0.0002363863396173999,0.0024820839578485365,0.00039821364560084434,0.0054206645958211975,0.003694152465714043,0.00015119485111464898,0.003406579913614714,0.00016912289890600064,0.00022854242718976821,0.0002526786729451785,0.00019138888341876592,0.002932889239714973,0.19300232301120648,0.0901745645333854,0.0004914395749093238,0.00027074332853183454,0.0002584544525934961,0.0004903957552018755,0.0005425171437541191,0.00011233971656405664,0.0007429993755009098
ArnimLudwigAchimvon,0.0001651534310134988,8.834355349043331e-05,0.00031620097224592915,0.0005332830133857802,0.10357534630509957,5.176708464666372e-05,0.0661914838760986,6.817063376465811e-05,0.00018454415951385392,0.00011111877411206333,4.3640023527976566e-05,0.00023471332244026806,3.578513403457014e-05,7.53662647028804e-05,0.00010569857336625724,5.824154953694193e-05,0.00011012717693768791,0.00013420085694736835,0.0007760414955912758,3.985456466268541e-05,4.083653200154275e-05,0.00033810102619930764,0.0009479673199495725,0.00011688135979248924,9.589049753379897e-05,0.00022777309355082357,0.00011777470307435525,0.0003321253078595605,0.00018693254095698809,5.4040705625576975e-05,4.648828145995844e-05,0.2932425319952543,0.00011484482138465148,2.26512516731582e-05,2.9635824477727288e-05,6.504816747271532e-05,0.00010192705457686846,5.116188080614498e-05,0.00010097559137028706,4.6293141981812326e-05,0.00048608335514411095,0.05751821415840053,0.0068055884824557294,0.33962080369107395,2.960951432683473e-05,0.0006671336756117185,3.3120485659632804e-05,4.475701534990553e-05,4.948378024449117e-05,3.748098459574986e-05,0.0005743676145195532,0.12395729934099466,0.0004274284869248757,9.624194889425934e-05,5.302150440942871e-05,5.061489039132956e-05,9.603753059327573e-05,0.00010624481602458929,2.2000249496285305e-05,0.00014550661276845504
BarthKarl,0.00024766327612393493,0.0001324795600527517,0.00047417342903157414,0.0007997085945224562,0.0002743263421842756,7.762966654885834e-05,0.00450962988436607,0.00010222834845144818,0.0002767415175952561,0.00016663316932979575,6.544236550665961e-05,0.0003519749485600397,0.03450849778962832,0.0001130188813577444,0.000158505062842889,8.733874238237606e-05,0.00016514617506456015,0.00020124694767926555,0.0011637480252562507,5.976570993579365e-05,6.123826334685924e-05,0.0005070146426600172,0.001421567149264662,0.21551799082663653,0.00014379692037057152,0.000341567415314973,0.00017661436779678168,0.0004980534847105058,0.00028032312270760695,8.103917743123136e-05,6.971359914892622e-05,0.3363805607625542,0.00017222073156727914,3.3967706049192516e-05,4.444173721215599e-05,9.754591329582676e-05,0.00015284931174155915,7.672210583428009e-05,0.00015142250217782644,6.942096894341248e-05,0.0007289282182364412,0.00011694574724090542,0.018819335794780408,0.10444938725120526,4.440228263876093e-05,0.0010004303919129364,4.966731805051037e-05,6.711740097110573e-05,7.42056344524011e-05,5.6206300894683996e-05,0.2592725781955837,0.013611585982404851,0.0006409696651827893,0.00014432395510909118,7.95107882801749e-05,7.590184168772111e-05,0.00014401741042630367,0.0001593242056574885,3.299146637376624e-05,0.00021820100372596505
BentzelSternauChristianErnstGrafvon,0.0004101951426461915,0.00021942079134231146,0.0007853551822649206,0.001324526535138658,0.0004543561517274618,0.00012857502590594131,0.00746912623724392,0.05723553196246217,0.08605767894484538,0.08587531072970198,0.00010838966872373587,0.000582962546939022,8.888031008404425e-05,0.0001871888189715044,0.00026252582894222183,0.00014465579415233855,0.0002735252472562014,0.00033331756610171495,0.0019274710190998613,9.898764280335107e-05,0.0001014265762857779,0.0008397488191408697,0.030887594445038875,0.00029030075705083143,0.00023816529921849458,0.0005657249505909919,0.00029251957304931404,0.0008249067984710982,0.0004642883882733229,0.00013422206742391297,0.00011546394844976201,0.11487099629962465,0.0002852425626337916,5.625940287263227e-05,7.360713716014314e-05,0.00016156153808977142,0.00025315842628935377,0.00012707186805951834,0.00025079525657891426,0.00011497927631438565,0.01547384949667141,0.00019369273564540646,0.14530217100869894,0.13019583471984594,7.354179007027531e-05,0.001656974315049257,8.226206537939728e-05,0.00011116396543025315,0.0001229039334605334,9.309233074011452e-05,0.14409210696463942,0.16520988317451754,0.0010616133621278792,0.00023903820655110365,0.0001316906553564946,0.00012571329615547496,0.0002385304884030949,0.00026388254362734177,5.464249470931637e-05,0.00036139791595151376
BergnerCaroline,0.0005856564165865357,0.00031327819620955517,0.0011212914390594368,0.001891093734652464,0.0006487073297800402,0.00018357308779627432,0.27546212479758625,0.00024174229286087027,0.0006544185639959479,0.00039404221070430323,0.00015475342923428504,0.000832325205125482,0.00012689892808852543,0.0002672589739524913,0.0003748214453439457,0.00020653241648648933,0.0003905258729311293,0.0004758944001364044,0.0027519481650568572,0.0001413296798118407,0.00014481186888506202,0.10304436519383373,0.003361620404951991,0.0004144771193777736,0.0003400406811152147,0.0008077142142623844,0.00041764503555141063,0.001177761288185601,0.0006628880878129456,0.000191635655476612,0.00016485373731581888,0.04179265360771445,0.0004072552785788524,8.032440382675013e-05,0.0001050926442139412,0.00023066960482629966,0.0003614471293171616,0.00018142695307556332,0.0003580731120251149,0.00016416174631808856,0.001723717358998084,0.0002765449457668881,0.1259789509587514,0.3284707772519424,0.0001049993448583236,0.02273482893685912,0.00011744972434415161,0.00015871443339734062,0.00017547618138660158,0.00013291264367791333,0.0020367852902516085,0.05255678844468202,0.021884801898474058,0.0003412869752013172,0.00018802143003565663,0.00017948725104041882,0.00034056208024210217,0.0003767584957334063,7.801586200743882e-05,0.0005159861402858341
BertuchFriedrichJohannJustin,0.0007116443260790415,0.00038067140477383464,0.0013625065275277252,0.0022979106661084442,0.0007882589133310361,0.00022306380097813775,0.03502092922314879,0.0002937465145357231,0.0007951987628905238,0.0004788095810812745,0.00018804438359565186,0.03604132000697695,0.02934581680935518,0.00032475240946821274,0.0004554539954098693,0.00025096219930561707,0.006312860611430951,0.05250903626520925,0.03207351162646015,0.00017173288278965362,0.00017596416930186452,0.0014568736202433031,0.004084780802981496,0.009030095347136636,0.00041319110403008694,0.043613746003616345,0.0005074899061083283,0.0014311243153416091,0.0008054902723801449,0.00023286080888386906,0.00020031749584082748,0.2899181469261964,0.0004948650779847748,9.760399546573082e-05,0.0001277004432110478,0.000280291841469606,0.16697822266052384,0.00022045598425532797,0.029733864061907925,0.00019947664196595183,0.002094527855503629,0.00033603600334115527,0.00457427435336684,0.05504810851287859,0.00012758707305890457,0.0028746717041956624,0.0001427158100925766,0.00019285748912712257,0.00021322506730759973,0.00016150515226802172,0.15118336833919863,0.02872585433270364,0.0018417846705211696,0.00041470550409449685,0.0002284690820020612,0.00021809900854653278,0.0004138246678736023,0.0004578077490441645,9.479883421298742e-05,0.0006269864013614568
BodeAugustTheodorHeinrich,0.00586481030184081,0.00020499383721708274,0.0031437038020430746,0.004674248754458556,0.36681718069063646,0.00012012119621620486,0.12176141193100873,0.0001581842618822322,0.006764188746025223,0.0002578418344305879,0.00010126302968119166,0.001754322633333869,8.303641467024014e-05,0.00017488112247867498,0.010498215955238671,0.00013514465123184598,0.0005939141865004395,0.00148146042566811,0.012738369836751806,9.247918855454406e-05,9.475776174818418e-05,0.006713690504201954,0.011490685377339105,0.0061675048647958485,0.0002225058905315294,0.022491502623631424,0.0016991767566597062,0.0007706690370159153,0.00043376134825346514,0.0001253969437997018,0.00010787217431927988,0.27983064456083945,0.00026648781591856165,5.256033762274906e-05,6.876745544811195e-05,0.00015093883964736976,0.01100309507424664,0.00011871687125230253,0.0012494252375378433,0.00010741936945874139,0.0011279158268082993,0.00018095740553173982,0.013870040833556942,0.012227137548657724,0.0008043704228108628,0.01165145091394904,7.685332067377981e-05,0.00010385491591024305,0.00011482297905781654,8.697149425610508e-05,0.026280520649321872,0.03456186559045535,0.0009918121040955223,0.00022332140405944892,0.00012303197250366745,0.0012875061715676493,0.0002228470684655047,0.00024653222177283213,5.104974144451972e-05,0.015181785770964835
