sender_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
AdelheidLouiseTheresaCarolineAmelia,0.029139570123177305,0.0027979705125358856,0.00176661263117574,0.49242679898510094,0.14317025289751217,0.07015493519491871,0.014853224546766042,0.0008734239555865006,0.002251200319898342,0.0006233173808076235,0.0030671799210766986,0.005227675310348972,0.001398257714273846,0.00032895810877099505,0.0007335311020506664,0.0024501064512642526,0.0007562937676271444,0.002881066617993127,0.0006447133382806386,0.0008259630002105167,0.0037023766263254952,0.0015421174100288045,0.05002166464575707,0.00046671942797393433,0.002856642030508639,0.0008473494793105708,0.00123968972446871,0.0007144283646007972,0.002265999026712566,0.07762022882064747,0.0004824008748086854,0.00039579065214664184,0.0013548412923048766,0.0015048348677394764,0.007121398057382852,0.0013947372723622658,0.040315610534246295,0.010139046603816697,0.0007886434971235975,0.01885442891235852
AdersbachGerson,0.14933639704006232,0.0038124510421089367,0.002407146228508504,0.05196558549307578,0.0019054509320652593,0.012102084074817266,0.002640833313052735,0.0011901076350732116,0.2203081546285385,0.0008493180994501848,0.004179269664942364,0.007123111589436911,0.0019052341888652466,0.0004482308440976039,0.0009994928116300195,0.003338459376733846,0.0010305087025085727,0.003925675907212512,0.0008784717449226612,0.0011254384157329898,0.005044774261942251,0.14692840095915144,0.15164782009570316,0.0006359412872936388,0.0038923955193059493,0.0011545791461898467,0.0016891730490965489,0.0009734638556522528,0.0030875987835119693,0.1716551635737381,0.0006573084704212185,0.0005392953490656517,0.0018460759588415066,0.002050453796425294,0.009703455173491077,0.0019004373147115145,0.0021396359886804964,0.013815234512846313,0.001074587708837669,0.008092783462258684
AretinJohannChristophANDBaboJosephMariusFranzvon,0.002509950716893527,0.002122096524820096,0.0013398720638851773,0.028925220853222088,0.0010606171086499053,0.006736293863079728,0.0014699475834208536,0.0006624408415101062,0.001707403403333361,0.0004727496740031699,0.0023262760712998605,0.003964885104855832,0.0010604964644799356,0.00024949543117294253,0.00055634031721741,0.001858262037563373,0.0005736044639620112,0.002185120046986195,0.0004889772528126166,0.0006264444905776102,0.002808035516135453,0.0011696056059292445,0.04410357475641689,0.00035397931169469624,0.002166595429950821,0.0006426648805970994,0.0009402319446768976,0.000541852011291635,0.3644819302930888,0.2567752831965409,0.0003658727693573418,0.00030018399540438184,0.0010275676549132582,0.0011413289843300646,0.00540116273624914,0.24290002837485605,0.0011909698107092836,0.007689872165038572,0.0005981398363813133,0.004504626412692431
AretinJohannChristophANDBaboJosephMariusFranzvonANDSchererJoseph,0.0004949606723483473,0.0004184760743083556,0.3023080274584978,0.005704035009521888,0.00020915301390907206,0.0013283928314467481,0.0002898727211294794,0.00013063290928303753,0.00033669885659336077,9.322593265363984e-05,0.00045874014998330915,0.0007818728009577243,0.08764286240745038,4.9200339086354633e-05,0.00010970995390906842,0.0003664480825544407,0.00011311443257979077,0.0004309042724778005,9.642600079204952e-05,0.00012353445195488472,0.0005537428036693203,0.00023064547570465004,0.0007486754704419436,6.980449334505572e-05,0.0004272512298737719,0.00012673310246852322,0.00018541313674742281,0.12728319204671454,0.055978560602694176,0.3208856419906768,7.214987557173765e-05,5.9196091458503647e-05,0.00020263568281880966,0.00022506934405223575,0.00901362702772214,0.00020860269106292767,0.00023485848319158725,0.0015164378612943865,0.00011795279229228946,0.08037352142676171
BassewitzAdelheidHenriettevon,0.019096124237156818,0.00034905881468285543,0.00022039249816220336,0.5567354288847,0.00017445848784332702,0.06813510245322171,0.09282925554288952,0.00010896338231110096,0.00028084688947103466,7.77615150485402e-05,0.00038264384233976256,0.0006521749029168285,0.0001744386433591221,4.1038934117946543e-05,9.151114919461833e-05,0.011879094684371191,9.435088929536244e-05,0.0003594254100224816,8.043075245510835e-05,0.00010304242469091432,0.004198540988334801,0.00019238575704594578,0.01219791778357907,5.822524918977407e-05,0.00035637833804003744,0.00010571047962982741,0.04499450021857772,0.011299088903724096,0.0002826930915794087,0.0400699670128952,6.018157689949299e-05,4.937658037562653e-05,0.00016902225861798207,0.00018773460008715372,0.019571693104392326,0.0001739994531406011,0.00019589990633648967,0.11313179798365194,9.83866567141937e-05,0.0007409557189378103
BayreutherPostamtANDOsmundEmanuel,0.0007342424962480098,0.035994150751196365,0.0003919563050455536,0.1617461668753867,0.0003102651172299842,0.013761708546611148,0.012221130394037334,0.00019378556471778144,0.0004994712161191068,0.00013829470770251978,0.0006805116682399303,0.012950981040662184,0.00031022982487307834,7.2985555833392e-05,0.00016274769880051353,0.012334725044410256,0.0001677980251340268,0.5312397428792229,0.0001430418040868887,0.00018325545733893748,0.0008214420279423457,0.0003421478094940554,0.0011106121698292565,0.000103550500688931,0.0006337998695111843,0.011979123205316154,0.01206617128257942,0.00015850939649531443,0.0122938773426644,0.07511515012627858,0.0001070297251949998,8.781361507854823e-05,0.00030059707345211174,0.00033387597487646636,0.013371139120373248,0.01210057150303878,0.047512888554801264,0.0022495385651532386,0.00017497542227185557,0.024899995742063183
BergnerCaroline,0.09626886501776914,0.03309219317530177,0.0010450203663213851,0.5884274667654218,0.0008272181421516943,0.13100224516484366,0.0011464715203072828,0.0005166643812647344,0.0013316729097523116,0.00036871657438142166,0.06468852539693344,0.0030923741127076147,0.0008271240468883518,0.000194591568782946,0.0004339122948888622,0.0014493336547257215,0.000447377300572282,0.0017042634244767744,0.0003813731188449163,0.0004885893725742526,0.0021901003706327024,0.0009122226753616893,0.002961075817930957,0.0002760827693539282,0.0016898153270784775,0.0005012403102099633,0.0007333248880525376,0.0004226122796306687,0.0013404269227957884,0.04308399783948698,0.00028535895759492056,0.0002341256283317711,0.0008014415376671987,0.0008901685955294533,0.004212585076839239,0.0008250415680069438,0.0009288854819886617,0.005997642046190088,0.00046651342898673914,0.003513340169421013
BornträgerJohannFriedrichWilhelm,0.0033105914406990834,0.002799016946476841,0.0017672733398606606,0.0913164181545919,0.001398939787192776,0.2215428357216511,0.0019388412111821613,0.0008737506139511527,0.002252042263161174,0.0006235504999417753,0.00306832703865998,0.0052296304477789535,0.0013987806591454464,0.00032908113827707035,0.0007338054408396183,0.002451022784920405,0.0007565766195958241,0.0028821441296687203,0.0006449544594491218,0.0008262719082971179,0.003703761305880419,0.001542694158065127,0.005007586951397382,0.0004668939798672254,0.05602214895045572,0.0008476663858866155,0.0012401533653105725,0.0007146955590139442,0.002266846504654561,0.4450120428597451,0.00048258129152368827,0.00039593867685600297,0.10768422508555543,0.0015053976721986662,0.007124061442361685,0.0013952589005974375,0.0015708732585574573,0.010142838581769158,0.0007889384478098206,0.005941542017153157
BrockhausFriedrichArnold,0.0064237259954303735,0.006076100401311324,0.001342259580902227,0.2348745114147126,0.005859478563308841,0.0716319428187964,0.0030886412164794954,0.006421768910036903,0.013485247812364291,0.0004735920662896502,0.009617451771756335,0.006897226177089559,0.01300505295573408,0.00024994000689301115,0.0005573316596077993,0.011298160401044734,0.0005746265693224244,0.006173073964446019,0.003477893751285326,0.0006275607515414775,0.008894702618342604,0.0017202358126978557,0.006546036587398789,0.00035461006716242666,0.005368939195271881,0.005812432191741689,0.0009419073432678506,0.008730932757613554,0.0029178607651723565,0.09436201952273349,0.00036652471776828395,0.0003007188930387095,0.281213380783999,0.003861746509671178,0.0324715931308983,0.010613844790589053,0.0011930919989140405,0.10259752894686235,0.0017115516249605655,0.027864754953543295
CarlAugust,0.0057607112924861,0.004870528067342611,0.0030752062488553725,0.0663876964935162,0.002434274471478657,0.0154607992361606,0.003373748968926221,0.0015204005443638135,0.0039187454957622285,0.001085031019620896,0.005339150582989626,0.009100002738389157,0.002433997575112668,0.0005726292305693217,0.0012768840146097525,0.09677564321889097,0.0013165078065979275,0.005015176451627958,0.0011222757335780636,0.0014377835495720712,0.006444860370614894,0.0026844193300220327,0.008713628128310927,0.0008124353217221339,0.0049726596923041965,0.0014750117641839696,0.0021579725628876304,0.0012436311913595394,0.3739871247567038,0.12678430359022794,0.0008397325811474926,0.0006889670464485753,0.002358421045325797,0.1876408295750001,0.012396474145028171,0.002427869415054162,0.0027334533667873764,0.017649403679821898,0.0013728201461231267,0.010338789550475956
