idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm
ub0378,OsmundEmanuel_GoldschmidtCaroline_1804-11-07.xml,JP-UB0378,letters-context,Osmund Emanuel,Goldschmidt Caroline,1804-11-07,1804,11,1804,OsmundEmanuel,GoldschmidtCaroline
ub0764,MahlmannErnestine_RichterCaroline_1804-11-09.xml,JP-UB0764,letters-context,Mahlmann Ernestine,Richter Caroline,1804-11-09,1804,11,1804,MahlmannErnestine,RichterCaroline
ub0099,RichterCaroline_MayerJohann_1804-12-02.xml,JP-UB0099,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1804-12-02,1804,12,1804,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0739,MahlmannSiegfried_FalkJohannes_1804-12-06.xml,JP-UB0739,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1804-12-06,1804,12,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub0153,RichterCaroline_MayerJohann_1804-12-15.xml,JP-UB0153,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1804-12-15,1804,12,1804,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0133,RichterCaroline_ThieriotPaul_1804-12-21.xml,JP-UB0133,letters-context,Richter Caroline,Thieriot Paul Emile,1804-12-21,1804,12,1804,RichterCaroline,ThieriotPaulEmile
ub0304,OsmundEmanuel_GoldschmidtCaroline_1804-12-26.xml,JP-UB0304,letters-context,Osmund Emanuel,Goldschmidt Caroline,1804-12-26,1804,12,1804,OsmundEmanuel,GoldschmidtCaroline
ub0687,SpazierJohann_FalkJohannes_1804-12-26.xml,JP-UB0687,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1804-12-26,1804,12,1804,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub1033,WagnerJohann_GoeschenGeorg_1805-01-03.xml,JP-UB1033,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1805-01-03,1805,1,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub0472,MahlmannSiegfried_FalkJohannes_1805-01-12.xml,JP-UB0472,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1805-01-12,1805,1,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub0607,MayerJohann_RichterCaroline_1805-01-14.xml,JP-UB0607,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1805-01-14,1805,1,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0009,Uthe-SpazierWilhelmine_FalkJohannes_1805-01-21.xml,JP-UB0009,letters-context,Uthe-Spazier Wilhelmine,Falk Johannes Daniel,1805-01-21,1805,1,1804,UtheSpazierWilhelmine,FalkJohannesDaniel
ub0850,WagnerJohann_WagnerJohann_1805-01-22.xml,JP-UB0850,letters-context,Wagner Johann Ernst,Wagner Johann Friedrich,1805-01-22,1805,1,1804,WagnerJohannErnst,WagnerJohannFriedrich
ub0043,Uthe-SpazierWilhelmine_ReichardtJohann_1805-01-25.xml,JP-UB0043,letters-context,Uthe-Spazier Wilhelmine,Reichardt Johann Friedrich,1805-01-25,1805,1,1804,UtheSpazierWilhelmine,ReichardtJohannFriedrich
ub0754,MahlmannErnestine_MayerJohann_1805-02-02.xml,JP-UB0754,letters-context,Mahlmann Ernestine,Mayer Johann Siegfried Wilhelm,1805-02-02,1805,2,1804,MahlmannErnestine,MayerJohannSiegfriedWilhelm
ub1034,WagnerJohann_HeimJohanna_1805-02-05.xml,JP-UB1034,letters-context,Wagner Johann Ernst,Heim Johanna,1805-02-05,1805,2,1804,WagnerJohannErnst,HeimJohanna
ub1035,WagnerJohann_GoeschenGeorg_1805-02-06.xml,JP-UB1035,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1805-02-06,1805,2,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub0391,RichterCaroline+OttoAmoene+OttoGeorg_ThieriotPaul_1805-02-10.xml,JP-UB0391,letters-context,Richter Caroline + Otto Amöne + Otto Georg Christian,Thieriot Paul Emile,1805-02-10,1805,2,1804,RichterCarolineANDOttoAmöneANDOttoGeorgChristian,ThieriotPaulEmile
ub1268,MahlmannSiegfried_MuechlerKarl_1805-02-12.xml,JP-UB1268,letters-context,Mahlmann Siegfried August,Müchler Karl,1805-02-12,1805,2,1804,MahlmannSiegfriedAugust,MüchlerKarl
ub0298,RichterCaroline_MahlmannErnestine_1805-02-16.xml,JP-UB0298,letters-context,Richter Caroline,Mahlmann Ernestine,1805-02-16,1805,2,1804,RichterCaroline,MahlmannErnestine
ub0069,MahlmannSiegfried_FalkJohannes_1805-02-19.xml,JP-UB0069,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1805-02-19,1805,2,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub0509,RichterJohann+RichterCaroline_MayerJohann_1805-02-23.xml,JP-UB0509,letters-context,Jean Paul + Richter Caroline,Mayer Johann Siegfried Wilhelm,1805-02-23,1805,2,1804,JeanPaulANDRichterCaroline,MayerJohannSiegfriedWilhelm
ub0299,MayerJohann_RichterCaroline_1805-02-23.xml,JP-UB0299,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1805-02-23,1805,2,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0010,Uthe-SpazierWilhelmine_FalkJohannes_1805-02-23.xml,JP-UB0010,letters-context,Uthe-Spazier Wilhelmine,Falk Johannes Daniel,1805-02-23,1805,2,1804,UtheSpazierWilhelmine,FalkJohannesDaniel
ub0551,Uthe-SpazierWilhelmine_WilmansFriedrich_1805-02-23.xml,JP-UB0551,letters-context,Uthe-Spazier Wilhelmine,Wilmans Friedrich,1805-02-23,1805,2,1804,UtheSpazierWilhelmine,WilmansFriedrich
ub1036,WagnerJohann_GoeschenGeorg_1805-02-23.xml,JP-UB1036,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1805-02-23,1805,2,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub0603,RichterCaroline_MayerJohann_1805-02-25.xml,JP-UB0603,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1805-02-25,1805,2,1804,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0851,OsmundEmanuel_GoldschmidtCaroline_1805-02-26.xml,JP-UB0851,letters-context,Osmund Emanuel,Goldschmidt Caroline,1805-02-26,1805,2,1804,OsmundEmanuel,GoldschmidtCaroline
ub0852,GoldschmidtCaroline_OsmundEmanuel_1805-02-27.xml,JP-UB0852,letters-context,Goldschmidt Caroline,Osmund Emanuel,1805-02-27,1805,2,1804,GoldschmidtCaroline,OsmundEmanuel
ub0011,Uthe-SpazierWilhelmine_FalkJohannes_1805-03-06.xml,JP-UB0011,letters-context,Uthe-Spazier Wilhelmine,Falk Johannes Daniel,1805-03-06,1805,3,1804,UtheSpazierWilhelmine,FalkJohannesDaniel
ub0421,RichterCaroline+RichterJohann_OsmundEmanuel_1805-03-21.xml,JP-UB0421,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1805-03-21,1805,3,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0767,RichterCaroline_OsmundEmanuel_1805-03-22.xml,JP-UB0767,letters-context,Richter Caroline,Osmund Emanuel,1805-03-22,1805,3,1804,RichterCaroline,OsmundEmanuel
ub0374,RichterCaroline_MayerJohann_1805-03-28.xml,JP-UB0374,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1805-03-28,1805,3,1804,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0340,MahlmannSiegfried_WagnerJohann_1805-03-30.xml,JP-UB0340,letters-context,Mahlmann Siegfried August,Wagner Johann Ernst,1805-03-30,1805,3,1804,MahlmannSiegfriedAugust,WagnerJohannErnst
ub0632,RichterCaroline_MayerJohann_1805-04-05.xml,JP-UB0632,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1805-04-05,1805,4,1804,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0555,MahlmannSiegfried_FalkJohannes_1805-04-12.xml,JP-UB0555,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1805-04-12,1805,4,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub0530,MayerJohann_RichterCaroline_1805-04-14.xml,JP-UB0530,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1805-04-14,1805,4,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0853,OsmundEmanuel_GoldschmidtCaroline_1805-04-18.xml,JP-UB0853,letters-context,Osmund Emanuel,Goldschmidt Caroline,1805-04-18,1805,4,1804,OsmundEmanuel,GoldschmidtCaroline
ub0854,GoldschmidtCaroline_OsmundEmanuel_1805-04-21.xml,JP-UB0854,letters-context,Goldschmidt Caroline,Osmund Emanuel,1805-04-21,1805,4,1804,GoldschmidtCaroline,OsmundEmanuel
ub0322,RichterCaroline_OsmundEmanuel_1805-04-23.xml,JP-UB0322,letters-context,Richter Caroline,Osmund Emanuel,1805-04-23,1805,4,1804,RichterCaroline,OsmundEmanuel
ub0813,MahlmannSiegfried_FalkJohannes_1805-04-25.xml,JP-UB0813,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1805-04-25,1805,4,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub0758,MahlmannSiegfried_FalkJohannes_1805-05-02.xml,JP-UB0758,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1805-05-02,1805,5,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub1037,WagnerJohann_GoetheJohann_1805-05-08.xml,JP-UB1037,letters-context,Wagner Johann Ernst,Goethe Johann Wolfgang von,1805-05-08,1805,5,1804,WagnerJohannErnst,GoetheJohannWolfgangvon
ub0219,RichterCaroline_MayerJohann_1805-05-11.xml,JP-UB0219,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1805-05-11,1805,5,1804,RichterCaroline,MayerJohannSiegfriedWilhelm
ub1038,WagnerJohann_GoeschenGeorg_1805-05-17.xml,JP-UB1038,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1805-05-17,1805,5,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub1039,WagnerJohann_GoeschenGeorg_1805-05-21.xml,JP-UB1039,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1805-05-21,1805,5,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub1040,WagnerJohann_GoeschenGeorg_1805-05-30.xml,JP-UB1040,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1805-05-30,1805,5,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub0855,OsmundEmanuel_GoldschmidtCaroline_1805-06-01.xml,JP-UB0855,letters-context,Osmund Emanuel,Goldschmidt Caroline,1805-06-01,1805,6,1804,OsmundEmanuel,GoldschmidtCaroline
ub0260,HeimJohanna_RichterCaroline_1805-06-03.xml,JP-UB0260,letters-context,Heim Johanna,Richter Caroline,1805-06-03,1805,6,1804,HeimJohanna,RichterCaroline
ub0692,MahlmannSiegfried_FalkJohannes_1805-06-15.xml,JP-UB0692,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1805-06-15,1805,6,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub0856,CarolineFriederike_WagnerJohann_1805-06-19.xml,JP-UB0856,letters-context,Caroline Friederike Wilhelmine,Wagner Johann Ernst,1805-06-19,1805,6,1804,CarolineFriederikeWilhelmine,WagnerJohannErnst
ub0319,RichterCaroline_MayerJohann_1805-07-16.xml,JP-UB0319,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1805-07-16,1805,7,1804,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0339,Uthe-SpazierWilhelmine_FalkJohannes_1805-08-01.xml,JP-UB0339,letters-context,Uthe-Spazier Wilhelmine,Falk Johannes Daniel,1805-08-01,1805,8,1804,UtheSpazierWilhelmine,FalkJohannesDaniel
ub0858,OsmundEmanuel_GoldschmidtCaroline_1805-08-02.xml,JP-UB0858,letters-context,Osmund Emanuel,Goldschmidt Caroline,1805-08-02,1805,8,1804,OsmundEmanuel,GoldschmidtCaroline
ub0141,RichterCaroline_OsmundEmanuel_1805-08-04.xml,JP-UB0141,letters-context,Richter Caroline,Osmund Emanuel,1805-08-04,1805,8,1804,RichterCaroline,OsmundEmanuel
ub0266,RichterCaroline_OsmundEmanuel_1805-08-09.xml,JP-UB0266,letters-context,Richter Caroline,Osmund Emanuel,1805-08-09,1805,8,1804,RichterCaroline,OsmundEmanuel
ub1041,GoldschmidtCaroline_OsmundEmanuel_1805-08-17.xml,JP-UB1041,letters-context,Goldschmidt Caroline,Osmund Emanuel,1805-08-17,1805,8,1804,GoldschmidtCaroline,OsmundEmanuel
ub0273,Uthe-SpazierWilhelmine_FalkJohannes_1805-09-14.xml,JP-UB0273,letters-context,Uthe-Spazier Wilhelmine,Falk Johannes Daniel,1805-09-14,1805,9,1804,UtheSpazierWilhelmine,FalkJohannesDaniel
ub1042,WagnerJohann_GoeschenGeorg_1805-09-14.xml,JP-UB1042,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1805-09-14,1805,9,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub1269,OsmundEmanuel_GoldschmidtCaroline_1805-09-17.xml,JP-UB1269,letters-context,Osmund Emanuel,Goldschmidt Caroline,1805-09-17,1805,9,1804,OsmundEmanuel,GoldschmidtCaroline
ub0351,MayerJohann_RichterCaroline_1805-09-20.xml,JP-UB0351,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1805-09-20,1805,9,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub1270,GoldschmidtCaroline_OsmundEmanuel_1805-10-02.xml,JP-UB1270,letters-context,Goldschmidt Caroline,Osmund Emanuel,1805-10-02,1805,10,1804,GoldschmidtCaroline,OsmundEmanuel
ub1043,WagnerJohann_GoeschenGeorg_1805-10-11.xml,JP-UB1043,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1805-10-11,1805,10,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub1271,OsmundEmanuel_GoldschmidtCaroline_1805-10-15.xml,JP-UB1271,letters-context,Osmund Emanuel,Goldschmidt Caroline,1805-10-15,1805,10,1804,OsmundEmanuel,GoldschmidtCaroline
ub0145,Uthe-SpazierWilhelmine_FalkJohannes_1805-11-01.xml,JP-UB0145,letters-context,Uthe-Spazier Wilhelmine,Falk Johannes Daniel,1805-11-01,1805,11,1804,UtheSpazierWilhelmine,FalkJohannesDaniel
ub1044,DieskauJohanna_WagnerJohann_1805-11-09.xml,JP-UB1044,letters-context,Dieskau Johanna Sidonie Dorothea von,Wagner Johann Ernst,1805-11-09,1805,11,1804,DieskauJohannaSidonieDorotheavon,WagnerJohannErnst
ub0349,MayerJohann_RichterCaroline+Uthe-SpazierWilhelmine_1805-11-21.xml,JP-UB0349,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline + Uthe-Spazier Wilhelmine,1805-11-21,1805,11,1804,MayerJohannSiegfriedWilhelm,RichterCarolineANDUtheSpazierWilhelmine
ub1045,KesslerGeorg_WagnerJohann_1805-12-03.xml,JP-UB1045,letters-context,Keßler Georg Wilhelm,Wagner Johann Ernst,1805-12-03,1805,12,1804,KeßlerGeorgWilhelm,WagnerJohannErnst
ub1272,OsmundEmanuel_GoldschmidtCaroline_1805-12-20.xml,JP-UB1272,letters-context,Osmund Emanuel,Goldschmidt Caroline,1805-12-20,1805,12,1804,OsmundEmanuel,GoldschmidtCaroline
ub1046,WagnerJohann_GoeschenGeorg_1806-01-06.xml,JP-UB1046,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1806-01-06,1806,1,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub0061,RichterCaroline_OsmundEmanuel_1806-01-29.xml,JP-UB0061,letters-context,Richter Caroline,Osmund Emanuel,1806-01-29,1806,1,1804,RichterCaroline,OsmundEmanuel
ub0125,MayerJohann_RichterCaroline_1806-02-04.xml,JP-UB0125,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1806-02-04,1806,2,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0860,KalbCharlotte_RichterCaroline_1806-02-06.xml,JP-UB0860,letters-context,Kalb Charlotte von,Richter Caroline,1806-02-06,1806,2,1804,KalbCharlottevon,RichterCaroline
ub1273,OsmundEmanuel_GoldschmidtCaroline_1806-02-15.xml,JP-UB1273,letters-context,Osmund Emanuel,Goldschmidt Caroline,1806-02-15,1806,2,1804,OsmundEmanuel,GoldschmidtCaroline
ub1047,WagnerJohann_GoetheJohann_1806-03-02.xml,JP-UB1047,letters-context,Wagner Johann Ernst,Goethe Johann Wolfgang von,1806-03-02,1806,3,1804,WagnerJohannErnst,GoetheJohannWolfgangvon
ub0861,WagnerJohann_MuellerFriedrich_1806-03-08.xml,JP-UB0861,letters-context,Wagner Johann Ernst,Müller Friedrich Theodor Adam Heinrich von,1806-03-08,1806,3,1804,WagnerJohannErnst,MüllerFriedrichTheodorAdamHeinrichvon
ub0862,WagnerJohann_Unbekannt_1806-03-13.xml,JP-UB0862,letters-context,Wagner Johann Ernst,Unbekannte Korrespondenten,1806-03-13,1806,3,1804,WagnerJohannErnst,UnbekannteKorrespondenten
ub1048,WagnerJohann_GoeschenGeorg_1806-03-14.xml,JP-UB1048,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1806-03-14,1806,3,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub0086,RichterCaroline_OsmundEmanuel_1806-03-21.xml,JP-UB0086,letters-context,Richter Caroline,Osmund Emanuel,1806-03-21,1806,3,1804,RichterCaroline,OsmundEmanuel
ub0690,MayerJohann_RichterCaroline_1806-03-22.xml,JP-UB0690,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1806-03-22,1806,3,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0171,RichterCaroline+RichterJohann_OsmundEmanuel_1806-04-02.xml,JP-UB0171,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1806-04-02,1806,4,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub1274,OsmundEmanuel_GoldschmidtCaroline_1806-04-05.xml,JP-UB1274,letters-context,Osmund Emanuel,Goldschmidt Caroline,1806-04-05,1806,4,1804,OsmundEmanuel,GoldschmidtCaroline
ub1049,WagnerJohann_GoeschenGeorg_1806-05-10.xml,JP-UB1049,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1806-05-10,1806,5,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub1275,OsmundEmanuel_GoldschmidtCaroline_1806-06-02.xml,JP-UB1275,letters-context,Osmund Emanuel,Goldschmidt Caroline,1806-06-02,1806,6,1804,OsmundEmanuel,GoldschmidtCaroline
ub1050,WagnerJohann_GoeschenGeorg_1806-06-04.xml,JP-UB1050,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1806-06-04,1806,6,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub0534,MahlmannSiegfried_FalkJohannes_1806-06-06.xml,JP-UB0534,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1806-06-06,1806,6,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub0750,MahlmannSiegfried_FalkJohannes_1806-06-16.xml,JP-UB0750,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1806-06-16,1806,6,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub0863,WagnerJohann_EichstaedtHeinrich_1806-06-26.xml,JP-UB0863,letters-context,Wagner Johann Ernst,Eichstädt Heinrich Karl Abraham,1806-06-26,1806,6,1804,WagnerJohannErnst,EichstädtHeinrichKarlAbraham
ub1051,WagnerJohann_GoetheJohann_1806-06-27.xml,JP-UB1051,letters-context,Wagner Johann Ernst,Goethe Johann Wolfgang von,1806-06-27,1806,6,1804,WagnerJohannErnst,GoetheJohannWolfgangvon
ub1052,MuellerFriedrich_WagnerJohann_1806-08-18.xml,JP-UB1052,letters-context,Müller Friedrich Theodor Adam Heinrich von,Wagner Johann Ernst,1806-08-18,1806,8,1804,MüllerFriedrichTheodorAdamHeinrichvon,WagnerJohannErnst
ub0282,MayerJohann_RichterCaroline_1806-08-19.xml,JP-UB0282,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1806-08-19,1806,8,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub1276,OsmundEmanuel_GoldschmidtCaroline_1806-08-22.xml,JP-UB1276,letters-context,Osmund Emanuel,Goldschmidt Caroline,1806-08-22,1806,8,1804,OsmundEmanuel,GoldschmidtCaroline
ub0773,Uthe-SpazierWilhelmine_FalkJohannes_1806-09-18.xml,JP-UB0773,letters-context,Uthe-Spazier Wilhelmine,Falk Johannes Daniel,1806-09-18,1806,9,1804,UtheSpazierWilhelmine,FalkJohannesDaniel
ub1053,Uthe-SpazierWilhelmine_KindJohann_1806-09-18.xml,JP-UB1053,letters-context,Uthe-Spazier Wilhelmine,Kind Johann Friedrich,1806-09-18,1806,9,1804,UtheSpazierWilhelmine,KindJohannFriedrich
ub0346,RichterCaroline_OsmundEmanuel_1806-09-20.xml,JP-UB0346,letters-context,Richter Caroline,Osmund Emanuel,1806-09-20,1806,9,1804,RichterCaroline,OsmundEmanuel
ub1277,OsmundEmanuel_GoldschmidtCaroline_1806-11-07.xml,JP-UB1277,letters-context,Osmund Emanuel,Goldschmidt Caroline,1806-11-07,1806,11,1804,OsmundEmanuel,GoldschmidtCaroline
ub0760,RichterJohann+RichterCaroline_OsmundEmanuel_1806-11-09.xml,JP-UB0760,letters-context,Jean Paul + Richter Caroline,Osmund Emanuel,1806-11-09,1806,11,1804,JeanPaulANDRichterCaroline,OsmundEmanuel
ub1278,GoldschmidtCaroline_OsmundEmanuel_1806-11-22.xml,JP-UB1278,letters-context,Goldschmidt Caroline,Osmund Emanuel,1806-11-22,1806,11,1804,GoldschmidtCaroline,OsmundEmanuel
ub1054,WagnerJohann_GoeschenGeorg_1806-11-22.xml,JP-UB1054,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1806-11-22,1806,11,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub0809,Uthe-SpazierWilhelmine_WilmansFriedrich_1806-12-05.xml,JP-UB0809,letters-context,Uthe-Spazier Wilhelmine,Wilmans Friedrich,1806-12-05,1806,12,1804,UtheSpazierWilhelmine,WilmansFriedrich
ub0592,RichterCaroline+RichterJohann_OsmundEmanuel_1806-12-15.xml,JP-UB0592,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1806-12-15,1806,12,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub1280,OsmundEmanuel_GoldschmidtCaroline_1806-12-30.xml,JP-UB1280,letters-context,Osmund Emanuel,Goldschmidt Caroline,1806-12-30,1806,12,1804,OsmundEmanuel,GoldschmidtCaroline
ub0559,RichterCaroline+RichterJohann_OsmundEmanuel_1807-01-05.xml,JP-UB0559,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1807-01-05,1807,1,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub1281,GoldschmidtCaroline_OsmundEmanuel_1807-01-09.xml,JP-UB1281,letters-context,Goldschmidt Caroline,Osmund Emanuel,1807-01-09,1807,1,1804,GoldschmidtCaroline,OsmundEmanuel
ub0443,RichterCaroline_OsmundEmanuel_1807-01-09.xml,JP-UB0443,letters-context,Richter Caroline,Osmund Emanuel,1807-01-09,1807,1,1804,RichterCaroline,OsmundEmanuel
ub0465,RichterCaroline+RichterJohann_OsmundEmanuel_1807-01-22.xml,JP-UB0465,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1807-01-22,1807,1,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0288,RichterCaroline_OsmundEmanuel_1807-01-28.xml,JP-UB0288,letters-context,Richter Caroline,Osmund Emanuel,1807-01-28,1807,1,1804,RichterCaroline,OsmundEmanuel
ub0369,RichterCaroline_OsmundEmanuel_1807-01-31.xml,JP-UB0369,letters-context,Richter Caroline,Osmund Emanuel,1807-01-31,1807,1,1804,RichterCaroline,OsmundEmanuel
ub1055,WagnerJohann_GoeschenGeorg_1807-02-10.xml,JP-UB1055,letters-context,Wagner Johann Ernst,Göschen Georg Joachim,1807-02-10,1807,2,1804,WagnerJohannErnst,GöschenGeorgJoachim
ub0469,MayerJohann_RichterCaroline_1807-02-14.xml,JP-UB0469,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1807-02-14,1807,2,1804,MayerJohannSiegfriedWilhelm,RichterCaroline
ub1284,OsmundEmanuel_GoldschmidtCaroline_1807-02-26.xml,JP-UB1284,letters-context,Osmund Emanuel,Goldschmidt Caroline,1807-02-26,1807,2,1804,OsmundEmanuel,GoldschmidtCaroline
ub0173,RichterCaroline_OsmundEmanuel_1807-02-27.xml,JP-UB0173,letters-context,Richter Caroline,Osmund Emanuel,1807-02-27,1807,2,1804,RichterCaroline,OsmundEmanuel
ub0367,RichterCaroline+RichterJohann_OsmundEmanuel_1807-03-10.xml,JP-UB0367,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1807-03-10,1807,3,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0329,RichterCaroline_OsmundEmanuel_1807-03-21.xml,JP-UB0329,letters-context,Richter Caroline,Osmund Emanuel,1807-03-21,1807,3,1804,RichterCaroline,OsmundEmanuel
ub0493,RichterCaroline_OsmundEmanuel_1807-03-22.xml,JP-UB0493,letters-context,Richter Caroline,Osmund Emanuel,1807-03-22,1807,3,1804,RichterCaroline,OsmundEmanuel
ub0645,RichterCaroline_OsmundEmanuel_1807-03-26.xml,JP-UB0645,letters-context,Richter Caroline,Osmund Emanuel,1807-03-26,1807,3,1804,RichterCaroline,OsmundEmanuel
ub0682,RichterCaroline+RichterJohann_OsmundEmanuel_1807-04-01.xml,JP-UB0682,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1807-04-01,1807,4,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0239,RichterCaroline+RichterJohann_OsmundEmanuel_1807-04-06.xml,JP-UB0239,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1807-04-06,1807,4,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0521,RichterJohann+RichterCaroline_OsmundEmanuel_1807-04-12.xml,JP-UB0521,letters-context,Jean Paul + Richter Caroline,Osmund Emanuel,1807-04-12,1807,4,1804,JeanPaulANDRichterCaroline,OsmundEmanuel
ub0113,RichterCaroline_OsmundEmanuel_1807-04-15.xml,JP-UB0113,letters-context,Richter Caroline,Osmund Emanuel,1807-04-15,1807,4,1804,RichterCaroline,OsmundEmanuel
ub0747,RichterCaroline+RichterJohann_OsmundEmanuel_1807-05-24.xml,JP-UB0747,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1807-05-24,1807,5,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0308,RichterCaroline_OsmundEmanuel_1807-05-31.xml,JP-UB0308,letters-context,Richter Caroline,Osmund Emanuel,1807-05-31,1807,5,1804,RichterCaroline,OsmundEmanuel
ub0357,RichterCaroline_OsmundEmanuel_1807-06-01.xml,JP-UB0357,letters-context,Richter Caroline,Osmund Emanuel,1807-06-01,1807,6,1804,RichterCaroline,OsmundEmanuel
ub0673,RichterCaroline_OsmundEmanuel_1807-06-07.xml,JP-UB0673,letters-context,Richter Caroline,Osmund Emanuel,1807-06-07,1807,6,1804,RichterCaroline,OsmundEmanuel
ub0700,RichterCaroline+RichterJohann_OsmundEmanuel_1807-06-15.xml,JP-UB0700,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1807-06-15,1807,6,1804,RichterCarolineANDJeanPaul,OsmundEmanuel
