idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm
ub0584,SchwendlerAuguste_OsmundEmanuel_1819-11-24.xml,JP-UB0584,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1819-11-24,1819,11,1819,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0037,RichterCaroline_OsmundEmanuel_1819-11-26.xml,JP-UB0037,letters-context,Richter Caroline,Osmund Emanuel,1819-11-26,1819,11,1819,RichterCaroline,OsmundEmanuel
ub0508,RichterCaroline_RichterMax_1819-11-26.xml,JP-UB0508,letters-context,Richter Caroline,Richter Max,1819-11-26,1819,11,1819,RichterCaroline,RichterMax
ub1360,OsmundEmanuel_RichterMax_1819-11-28.xml,JP-UB1360,letters-context,Osmund Emanuel,Richter Max,1819-11-28,1819,11,1819,OsmundEmanuel,RichterMax
ub0053,RichterCaroline_RichterEmma_1819-12-11.xml,JP-UB0053,letters-context,Richter Caroline,Richter Emma,1819-12-11,1819,12,1819,RichterCaroline,RichterEmma
ub0528,RichterOdilie_RichterCaroline_1819-12-23.xml,JP-UB0528,letters-context,Richter Odilie Minna,Richter Caroline,1819-12-23,1819,12,1819,RichterOdilieMinna,RichterCaroline
ub0994,KalbCharlotte_RichterCaroline_1819-12-24.xml,JP-UB0994,letters-context,Kalb Charlotte von,Richter Caroline,1819-12-24,1819,12,1819,KalbCharlottevon,RichterCaroline
ub0463,RichterEmma_RichterCaroline_1819-12-24.xml,JP-UB0463,letters-context,Richter Emma,Richter Caroline,1819-12-24,1819,12,1819,RichterEmma,RichterCaroline
ub0116,RichterCaroline_RichterEmma+RichterOdilie_1819-12-27.xml,JP-UB0116,letters-context,Richter Caroline,Richter Emma + Richter Odilie Minna,1819-12-27,1819,12,1819,RichterCaroline,RichterEmmaANDRichterOdilieMinna
ub0995,RichterMax_WagnerLorenz_1819-12-28.xml,JP-UB0995,letters-context,Richter Max,Wagner Lorenz Heinrich,1819-12-28,1819,12,1819,RichterMax,WagnerLorenzHeinrich
ub0996,KalbCharlotte_RichterCaroline_1819-12-29.xml,JP-UB0996,letters-context,Kalb Charlotte von,Richter Caroline,1819-12-29,1819,12,1819,KalbCharlottevon,RichterCaroline
ub1142,SchwendlerAuguste_MuellerFriedrich_1820-01-04.xml,JP-UB1142,letters-context,Schwendler Auguste Sophie Henriette,Müller Friedrich Theodor Adam Heinrich von,1820-01-04,1820,1,1819,SchwendlerAugusteSophieHenriette,MüllerFriedrichTheodorAdamHeinrichvon
ub0672,RichterCaroline_RichterMax_1820-01-08.xml,JP-UB0672,letters-context,Richter Caroline,Richter Max,1820-01-08,1820,1,1819,RichterCaroline,RichterMax
ub0735,HeimJohanna_RichterCaroline_1820-01-12.xml,JP-UB0735,letters-context,Heim Johanna,Richter Caroline,1820-01-12,1820,1,1819,HeimJohanna,RichterCaroline
ub0997,KalbCharlotte_RichterCaroline_1820-01-17.xml,JP-UB0997,letters-context,Kalb Charlotte von,Richter Caroline,1820-01-17,1820,1,1819,KalbCharlottevon,RichterCaroline
ub0998,KalbCharlotte_RichterCaroline_1820-01-24.xml,JP-UB0998,letters-context,Kalb Charlotte von,Richter Caroline,1820-01-24,1820,1,1819,KalbCharlottevon,RichterCaroline
ub0039,LangermannJohann_RichterCaroline_1820-01-24.xml,JP-UB0039,letters-context,Langermann Johann Gottfried,Richter Caroline,1820-01-24,1820,1,1819,LangermannJohannGottfried,RichterCaroline
ub0142,RichterCaroline_WeldenJosephine_1820-01-31.xml,JP-UB0142,letters-context,Richter Caroline,Welden Josephine von,1820-01-31,1820,1,1819,RichterCaroline,WeldenJosephinevon
ub0806,RichterMax_RichterCaroline+RichterEmma+RichterOdilie_1820-01-31.xml,JP-UB0806,letters-context,Richter Max,Richter Caroline + Richter Emma + Richter Odilie Minna,1820-01-31,1820,1,1819,RichterMax,RichterCarolineANDRichterEmmaANDRichterOdilieMinna
ub0651,RichterCaroline_RichterMax_1820-02-04.xml,JP-UB0651,letters-context,Richter Caroline,Richter Max,1820-02-04,1820,2,1819,RichterCaroline,RichterMax
ub0625,EndeHenriette_RichterCaroline_1820-02-07.xml,JP-UB0625,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-02-07,1820,2,1819,EndeHenrietteFreifrauvon,RichterCaroline
ub0999,KalbCharlotte_RichterCaroline_1820-02-20.xml,JP-UB0999,letters-context,Kalb Charlotte von,Richter Caroline,1820-02-20,1820,2,1819,KalbCharlottevon,RichterCaroline
ub0064,RichterCaroline_RichterEmma_1820-02-29.xml,JP-UB0064,letters-context,Richter Caroline,Richter Emma,1820-02-29,1820,2,1819,RichterCaroline,RichterEmma
ub0178,RichterEmma_RichterOdilie+RichterCaroline_1820-03-01.xml,JP-UB0178,letters-context,Richter Emma,Richter Odilie Minna + Richter Caroline,1820-03-01,1820,3,1819,RichterEmma,RichterOdilieMinnaANDRichterCaroline
ub0237,RichterCaroline_RichterEmma_1820-03-09.xml,JP-UB0237,letters-context,Richter Caroline,Richter Emma,1820-03-09,1820,3,1819,RichterCaroline,RichterEmma
ub0529,RichterCaroline_RichterEmma_1820-03-21.xml,JP-UB0529,letters-context,Richter Caroline,Richter Emma,1820-03-21,1820,3,1819,RichterCaroline,RichterEmma
ub0627,RichterCaroline_RichterMax_1820-03-21.xml,JP-UB0627,letters-context,Richter Caroline,Richter Max,1820-03-21,1820,3,1819,RichterCaroline,RichterMax
ub0547,RichterEmma_RichterMax_1820-04-07.xml,JP-UB0547,letters-context,Richter Emma,Richter Max,1820-04-07,1820,4,1819,RichterEmma,RichterMax
ub0820,RichterMax_RichterCaroline_1820-04-10.xml,JP-UB0820,letters-context,Richter Max,Richter Caroline,1820-04-10,1820,4,1819,RichterMax,RichterCaroline
ub1000,KalbCharlotte_RichterCaroline_1820-04-15.xml,JP-UB1000,letters-context,Kalb Charlotte von,Richter Caroline,1820-04-15,1820,4,1819,KalbCharlottevon,RichterCaroline
ub0556,RichterCaroline_RichterMax_1820-04-15.xml,JP-UB0556,letters-context,Richter Caroline,Richter Max,1820-04-15,1820,4,1819,RichterCaroline,RichterMax
ub0076,EndeHenriette_RichterCaroline_1820-04-16.xml,JP-UB0076,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-04-16,1820,4,1819,EndeHenrietteFreifrauvon,RichterCaroline
ub0165,RichterOdilie_RichterMax_1820-04-28.xml,JP-UB0165,letters-context,Richter Odilie Minna,Richter Max,1820-04-28,1820,4,1819,RichterOdilieMinna,RichterMax
ub1001,KalbCharlotte_RichterCaroline_1820-04-29.xml,JP-UB1001,letters-context,Kalb Charlotte von,Richter Caroline,1820-04-29,1820,4,1819,KalbCharlottevon,RichterCaroline
ub1002,VossHeinrich_BoieSara_1820-05-22.xml,JP-UB1002,letters-context,Voß Heinrich,Boie Sara Henriette,1820-05-22,1820,5,1819,VoßHeinrich,BoieSaraHenriette
ub0525,RichterMax_RichterCaroline_1820-06-01.xml,JP-UB0525,letters-context,Richter Max,Richter Caroline,1820-06-01,1820,6,1819,RichterMax,RichterCaroline
ub0575,EndeHenriette_RichterCaroline_1820-06-03.xml,JP-UB0575,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-06-03,1820,6,1819,EndeHenrietteFreifrauvon,RichterCaroline
ub0780,RichterCaroline_RichterMax_1820-06-07.xml,JP-UB0780,letters-context,Richter Caroline,Richter Max,1820-06-07,1820,6,1819,RichterCaroline,RichterMax
ub0147,RichterCaroline_RichterMax_1820-06-14.xml,JP-UB0147,letters-context,Richter Caroline,Richter Max,1820-06-14,1820,6,1819,RichterCaroline,RichterMax
ub0083,RichterMax_RichterCaroline_1820-06-14.xml,JP-UB0083,letters-context,Richter Max,Richter Caroline,1820-06-14,1820,6,1819,RichterMax,RichterCaroline
ub0143,RichterCaroline_JungFranz_1820-06-16.xml,JP-UB0143,letters-context,Richter Caroline,Jung Franz Wilhelm,1820-06-16,1820,6,1819,RichterCaroline,JungFranzWilhelm
ub0332,RichterMax_RichterCaroline_1820-06-16.xml,JP-UB0332,letters-context,Richter Max,Richter Caroline,1820-06-16,1820,6,1819,RichterMax,RichterCaroline
ub0759,Uthe-SpazierWilhelmine_RichterCaroline_1820-06-17.xml,JP-UB0759,letters-context,Uthe-Spazier Wilhelmine,Richter Caroline,1820-06-17,1820,6,1819,UtheSpazierWilhelmine,RichterCaroline
ub0742,RichterMax_RichterCaroline_1820-06-21.xml,JP-UB0742,letters-context,Richter Max,Richter Caroline,1820-06-21,1820,6,1819,RichterMax,RichterCaroline
ub0462,RichterMax_RichterCaroline+RichterOdilie+RichterEmma_1820-06-27.xml,JP-UB0462,letters-context,Richter Max,Richter Caroline + Richter Odilie Minna + Richter Emma,1820-06-27,1820,6,1819,RichterMax,RichterCarolineANDRichterOdilieMinnaANDRichterEmma
ub0414,RichterMax_RichterCaroline+RichterOdilie+RichterEmma_1820-06-27a.xml,JP-UB0414,letters-context,Richter Max,Richter Caroline + Richter Odilie Minna + Richter Emma,1820-06-27a,1820,6,1819,RichterMax,RichterCarolineANDRichterOdilieMinnaANDRichterEmma
ub0643,RichterMax_RichterCaroline_1820-07-07.xml,JP-UB0643,letters-context,Richter Max,Richter Caroline,1820-07-07,1820,7,1819,RichterMax,RichterCaroline
ub0517,EndeHenriette_RichterCaroline_1820-07-11.xml,JP-UB0517,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-07-11,1820,7,1819,EndeHenrietteFreifrauvon,RichterCaroline
ub0323,EndeHenriette_RichterCaroline_1820-07-17.xml,JP-UB0323,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-07-17,1820,7,1819,EndeHenrietteFreifrauvon,RichterCaroline
ub0156,RichterCaroline+RichterJohann_RichterMax_1820-07-20.xml,JP-UB0156,letters-context,Richter Caroline + Jean Paul,Richter Max,1820-07-20,1820,7,1819,RichterCarolineANDJeanPaul,RichterMax
ub0771,RichterCaroline_RichterMax_1820-08-04.xml,JP-UB0771,letters-context,Richter Caroline,Richter Max,1820-08-04,1820,8,1819,RichterCaroline,RichterMax
ub0507,RichterMax_RichterCaroline_1820-08-10.xml,JP-UB0507,letters-context,Richter Max,Richter Caroline,1820-08-10,1820,8,1819,RichterMax,RichterCaroline
ub1003,KalbCharlotte_RichterCaroline_1820-08-22.xml,JP-UB1003,letters-context,Kalb Charlotte von,Richter Caroline,1820-08-22,1820,8,1819,KalbCharlottevon,RichterCaroline
ub1143,RichterMax_Unbekannt_1820-09-27.xml,JP-UB1143,letters-context,Richter Max,Unbekannte Korrespondenten,1820-09-27,1820,9,1819,RichterMax,UnbekannteKorrespondenten
ub0220,AdersbachGerson_RichterMax_1820-09-28.xml,JP-UB0220,letters-context,Adersbach Gerson,Richter Max,1820-09-28,1820,9,1819,AdersbachGerson,RichterMax
ub0321,EndeHenriette_RichterCaroline_1820-10-19.xml,JP-UB0321,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-10-19,1820,10,1819,EndeHenrietteFreifrauvon,RichterCaroline
ub0772,VossHeinrich_RichterMax_1820-10-26.xml,JP-UB0772,letters-context,Voß Heinrich,Richter Max,1820-10-26,1820,10,1819,VoßHeinrich,RichterMax
ub0587,RichterCaroline_OsmundEmanuel_1820-11-01.xml,JP-UB0587,letters-context,Richter Caroline,Osmund Emanuel,1820-11-01,1820,11,1819,RichterCaroline,OsmundEmanuel
ub0350,RichterCaroline_RichterMax_1820-11-03.xml,JP-UB0350,letters-context,Richter Caroline,Richter Max,1820-11-03,1820,11,1819,RichterCaroline,RichterMax
ub0695,RichterMax_RichterCaroline_1820-11-16.xml,JP-UB0695,letters-context,Richter Max,Richter Caroline,1820-11-16,1820,11,1819,RichterMax,RichterCaroline
ub0021,OttoGeorg_Industrie-Comptoir_1820-11-18.xml,JP-UB0021,letters-context,Otto Georg Christian,Industrie-Comptoir ,1820-11-18,1820,11,1819,OttoGeorgChristian,IndustrieComptoir
ub0022,OttoGeorg_FroriepLudwig_1820-12-04.xml,JP-UB0022,letters-context,Otto Georg Christian,Froriep Ludwig Friedrich (seit 1810) von,1820-12-04,1820,12,1819,OttoGeorgChristian,FroriepLudwigFriedrichseit1810von
ub0634,RichterCaroline_RichterMax_1820-12-10.xml,JP-UB0634,letters-context,Richter Caroline,Richter Max,1820-12-10,1820,12,1819,RichterCaroline,RichterMax
ub0117,RichterCaroline_RichterMax_1820-12-18.xml,JP-UB0117,letters-context,Richter Caroline,Richter Max,1820-12-18,1820,12,1819,RichterCaroline,RichterMax
ub0406,RichterOdilie_RichterMax_1820-12-18.xml,JP-UB0406,letters-context,Richter Odilie Minna,Richter Max,1820-12-18,1820,12,1819,RichterOdilieMinna,RichterMax
ub1004,Uthe-SpazierWilhelmine_SchragJohann_1820-12-19.xml,JP-UB1004,letters-context,Uthe-Spazier Wilhelmine,Schrag Johann Leonhard,1820-12-19,1820,12,1819,UtheSpazierWilhelmine,SchragJohannLeonhard
ub0558,RichterCaroline_RichterMax_1821-01-01.xml,JP-UB0558,letters-context,Richter Caroline,Richter Max,1821-01-01,1821,1,1819,RichterCaroline,RichterMax
ub0685,RichterMax_RichterCaroline_1821-01-06.xml,JP-UB0685,letters-context,Richter Max,Richter Caroline,1821-01-06,1821,1,1819,RichterMax,RichterCaroline
ub1005,Uthe-SpazierWilhelmine_SchragJohann_1821-01-10.xml,JP-UB1005,letters-context,Uthe-Spazier Wilhelmine,Schrag Johann Leonhard,1821-01-10,1821,1,1819,UtheSpazierWilhelmine,SchragJohannLeonhard
ub0734,RichterMax_RichterCaroline_1821-01-16.xml,JP-UB0734,letters-context,Richter Max,Richter Caroline,1821-01-16,1821,1,1819,RichterMax,RichterCaroline
ub1006,RichterCaroline_RichterCaroline_1821-01-26.xml,JP-UB1006,letters-context,Richter Caroline,Richter Caroline,1821-01-26,1821,1,1819,RichterCaroline,RichterCaroline
ub0749,EndeHenriette_RichterCaroline_1821-02-10.xml,JP-UB0749,letters-context,Ende Henriette Freifrau von,Richter Caroline,1821-02-10,1821,2,1819,EndeHenrietteFreifrauvon,RichterCaroline
ub1007,Uthe-SpazierWilhelmine_SchragJohann_1821-02-13.xml,JP-UB1007,letters-context,Uthe-Spazier Wilhelmine,Schrag Johann Leonhard,1821-02-13,1821,2,1819,UtheSpazierWilhelmine,SchragJohannLeonhard
ub0210,RichterCaroline_RichterMax_1821-02-15.xml,JP-UB0210,letters-context,Richter Caroline,Richter Max,1821-02-15,1821,2,1819,RichterCaroline,RichterMax
ub0027,RichterMax_RichterCaroline_1821-03-06.xml,JP-UB0027,letters-context,Richter Max,Richter Caroline,1821-03-06,1821,3,1819,RichterMax,RichterCaroline
ub1008,Uthe-SpazierWilhelmine_SchragJohann_1821-03-22.xml,JP-UB1008,letters-context,Uthe-Spazier Wilhelmine,Schrag Johann Leonhard,1821-03-22,1821,3,1819,UtheSpazierWilhelmine,SchragJohannLeonhard
ub0051,RichterCaroline_RichterMax_1821-03-26.xml,JP-UB0051,letters-context,Richter Caroline,Richter Max,1821-03-26,1821,3,1819,RichterCaroline,RichterMax
ub0665,RichterMax_RichterCaroline_1821-04-04.xml,JP-UB0665,letters-context,Richter Max,Richter Caroline,1821-04-04,1821,4,1819,RichterMax,RichterCaroline
ub1009,RichterMax_RichterCaroline_1821-04-11.xml,JP-UB1009,letters-context,Richter Max,Richter Caroline,1821-04-11,1821,4,1819,RichterMax,RichterCaroline
ub0383,RichterCaroline_RichterMax_1821-04-16.xml,JP-UB0383,letters-context,Richter Caroline,Richter Max,1821-04-16,1821,4,1819,RichterCaroline,RichterMax
ub1010,RichterMax_RichterCaroline_1821-04-17.xml,JP-UB1010,letters-context,Richter Max,Richter Caroline,1821-04-17,1821,4,1819,RichterMax,RichterCaroline
ub0470,RichterCaroline_RichterMax_1821-04-23.xml,JP-UB0470,letters-context,Richter Caroline,Richter Max,1821-04-23,1821,4,1819,RichterCaroline,RichterMax
ub1011,RichterMax_RichterCaroline_1821-05-07.xml,JP-UB1011,letters-context,Richter Max,Richter Caroline,1821-05-07,1821,5,1819,RichterMax,RichterCaroline
ub0504,RichterCaroline_RichterMax_1821-05-08.xml,JP-UB0504,letters-context,Richter Caroline,Richter Max,1821-05-08,1821,5,1819,RichterCaroline,RichterMax
ub1012,RichterMax_RichterCaroline_1821-05-11.xml,JP-UB1012,letters-context,Richter Max,Richter Caroline,1821-05-11,1821,5,1819,RichterMax,RichterCaroline
ub0208,RichterCaroline_RichterMax_1821-05-20.xml,JP-UB0208,letters-context,Richter Caroline,Richter Max,1821-05-20,1821,5,1819,RichterCaroline,RichterMax
ub1013,RichterMax_RichterCaroline_1821-05-21.xml,JP-UB1013,letters-context,Richter Max,Richter Caroline,1821-05-21,1821,5,1819,RichterMax,RichterCaroline
ub1014,RichterMax_RichterCaroline_1821-05-24.xml,JP-UB1014,letters-context,Richter Max,Richter Caroline,1821-05-24,1821,5,1819,RichterMax,RichterCaroline
ub1015,RichterMax_RichterCaroline_1821-05-27.xml,JP-UB1015,letters-context,Richter Max,Richter Caroline,1821-05-27,1821,5,1819,RichterMax,RichterCaroline
ub0088,RichterCaroline_RichterMax_1821-06-01.xml,JP-UB0088,letters-context,Richter Caroline,Richter Max,1821-06-01,1821,6,1819,RichterCaroline,RichterMax
ub1016,RichterMax_RichterCaroline_1821-06-01.xml,JP-UB1016,letters-context,Richter Max,Richter Caroline,1821-06-01,1821,6,1819,RichterMax,RichterCaroline
ub1017,RichterMax_RichterOdilie_1821-06-08.xml,JP-UB1017,letters-context,Richter Max,Richter Odilie Minna,1821-06-08,1821,6,1819,RichterMax,RichterOdilieMinna
ub0629,RichterCaroline_RichterMax_1821-06-15.xml,JP-UB0629,letters-context,Richter Caroline,Richter Max,1821-06-15,1821,6,1819,RichterCaroline,RichterMax
ub0720,EndeHenriette_RichterCaroline_1821-06-19.xml,JP-UB0720,letters-context,Ende Henriette Freifrau von,Richter Caroline,1821-06-19,1821,6,1819,EndeHenrietteFreifrauvon,RichterCaroline
ub0761,RichterCaroline_RichterMax_1821-06-19.xml,JP-UB0761,letters-context,Richter Caroline,Richter Max,1821-06-19,1821,6,1819,RichterCaroline,RichterMax
ub1018,RichterMax_RichterEmma_1821-06-19.xml,JP-UB1018,letters-context,Richter Max,Richter Emma,1821-06-19,1821,6,1819,RichterMax,RichterEmma
ub0214,SchlichtegrollAlfred_RichterMax_1821-06-20.xml,JP-UB0214,letters-context,Schlichtegroll Alfred,Richter Max,1821-06-20,1821,6,1819,SchlichtegrollAlfred,RichterMax
ub1019,RichterMax_ThuengenJohann_1821-06-25.xml,JP-UB1019,letters-context,Richter Max,Thüngen Johann (Hans) Carl Moritz Freiherr von,1821-06-25,1821,6,1819,RichterMax,ThüngenJohannHansCarlMoritzFreiherrvon
ub0606,MiltitzCarl_RichterCaroline_1821-07-05.xml,JP-UB0606,letters-context,Miltitz Carl Borromäus von,Richter Caroline,1821-07-05,1821,7,1819,MiltitzCarlBorromäusvon,RichterCaroline
ub1020,RichterMax_RichterEmma_1821-07-21.xml,JP-UB1020,letters-context,Richter Max,Richter Emma,1821-07-21,1821,7,1819,RichterMax,RichterEmma
ub0793,RichterCaroline_RichterMax_1821-08-19.xml,JP-UB0793,letters-context,Richter Caroline,Richter Max,1821-08-19,1821,8,1819,RichterCaroline,RichterMax
ub0648,VossErnestine_RichterCaroline_1821-09-26.xml,JP-UB0648,letters-context,Voß Ernestine,Richter Caroline,1821-09-26,1821,9,1819,VoßErnestine,RichterCaroline
ub0158,RichterEmma+RichterJohann_RichterCaroline_1821-10-10.xml,JP-UB0158,letters-context,Richter Emma + Jean Paul,Richter Caroline,1821-10-10,1821,10,1819,RichterEmmaANDJeanPaul,RichterCaroline
ub0746,EndeHenriette_RichterCaroline_1821-10-30.xml,JP-UB0746,letters-context,Ende Henriette Freifrau von,Richter Caroline,1821-10-30,1821,10,1819,EndeHenrietteFreifrauvon,RichterCaroline
ub0293,HeimJohanna_RichterCaroline_1821-11-04.xml,JP-UB0293,letters-context,Heim Johanna,Richter Caroline,1821-11-04,1821,11,1819,HeimJohanna,RichterCaroline
ub1021,Uthe-SpazierWilhelmine_SchragJohann_1821-12-09.xml,JP-UB1021,letters-context,Uthe-Spazier Wilhelmine,Schrag Johann Leonhard,1821-12-09,1821,12,1819,UtheSpazierWilhelmine,SchragJohannLeonhard
ub1022,SchragJohann_Uthe-SpazierWilhelmine_1821-12-11.xml,JP-UB1022,letters-context,Schrag Johann Leonhard,Uthe-Spazier Wilhelmine,1821-12-11,1821,12,1819,SchragJohannLeonhard,UtheSpazierWilhelmine
ub0289,DoerfferWilhelmine_RichterCaroline_1822-03-14.xml,JP-UB0289,letters-context,Doerffer Wilhelmine,Richter Caroline,1822-03-14,1822,3,1819,DoerfferWilhelmine,RichterCaroline
ub0705,HeineJohann_RichterCaroline_1822-03-14.xml,JP-UB0705,letters-context,Heine Johann Georg,Richter Caroline,1822-03-14,1822,3,1819,HeineJohannGeorg,RichterCaroline
ub0437,RichterEmma_RichterOdilie+WeldenLuise_1822-03-26.xml,JP-UB0437,letters-context,Richter Emma,Richter Odilie Minna + Welden Luise von,1822-03-26,1822,3,1819,RichterEmma,RichterOdilieMinnaANDWeldenLuisevon
ub0294,RichterEmma_RichterCaroline_1822-03-30.xml,JP-UB0294,letters-context,Richter Emma,Richter Caroline,1822-03-30,1822,3,1819,RichterEmma,RichterCaroline
ub0144,RichterJohann+RichterEmma_RichterCaroline_1822-04-04.xml,JP-UB0144,letters-context,Jean Paul + Richter Emma,Richter Caroline,1822-04-04,1822,4,1819,JeanPaulANDRichterEmma,RichterCaroline
ub0721,RichterCaroline_RichterOdilie_1822-04-06.xml,JP-UB0721,letters-context,Richter Caroline,Richter Odilie Minna,1822-04-06,1822,4,1819,RichterCaroline,RichterOdilieMinna
ub0335,RichterOdilie_RichterEmma_1822-04-07.xml,JP-UB0335,letters-context,Richter Odilie Minna,Richter Emma,1822-04-07,1822,4,1819,RichterOdilieMinna,RichterEmma
ub0639,OertelAuguste_RichterCaroline_1822-04-10.xml,JP-UB0639,letters-context,Oertel Auguste,Richter Caroline,1822-04-10,1822,4,1819,OertelAuguste,RichterCaroline
ub0586,RichterCaroline_RichterOdilie_1822-04-10.xml,JP-UB0586,letters-context,Richter Caroline,Richter Odilie Minna,1822-04-10,1822,4,1819,RichterCaroline,RichterOdilieMinna
ub0640,RichterCaroline_RichterOdilie_1822-04-14.xml,JP-UB0640,letters-context,Richter Caroline,Richter Odilie Minna,1822-04-14,1822,4,1819,RichterCaroline,RichterOdilieMinna
ub0100,RichterCaroline_RichterOdilie_1822-04-25.xml,JP-UB0100,letters-context,Richter Caroline,Richter Odilie Minna,1822-04-25,1822,4,1819,RichterCaroline,RichterOdilieMinna
ub0669,RichterCaroline_RichterOdilie_1822-05-04.xml,JP-UB0669,letters-context,Richter Caroline,Richter Odilie Minna,1822-05-04,1822,5,1819,RichterCaroline,RichterOdilieMinna
ub0338,RichterCaroline_RichterOdilie_1822-05-09.xml,JP-UB0338,letters-context,Richter Caroline,Richter Odilie Minna,1822-05-09,1822,5,1819,RichterCaroline,RichterOdilieMinna
ub0140,RichterCaroline_RichterOdilie_1822-05-17.xml,JP-UB0140,letters-context,Richter Caroline,Richter Odilie Minna,1822-05-17,1822,5,1819,RichterCaroline,RichterOdilieMinna
ub0476,RichterEmma_RichterOdilie_1822-05-21.xml,JP-UB0476,letters-context,Richter Emma,Richter Odilie Minna,1822-05-21,1822,5,1819,RichterEmma,RichterOdilieMinna
ub0207,RichterOdilie_RichterCaroline_1822-05-23.xml,JP-UB0207,letters-context,Richter Odilie Minna,Richter Caroline,1822-05-23,1822,5,1819,RichterOdilieMinna,RichterCaroline
ub0281,Uthe-SpazierWilhelmine_RichterCaroline_1822-05-26.xml,JP-UB0281,letters-context,Uthe-Spazier Wilhelmine,Richter Caroline,1822-05-26,1822,5,1819,UtheSpazierWilhelmine,RichterCaroline
ub0429,RichterCaroline_RichterOdilie_1822-05-27.xml,JP-UB0429,letters-context,Richter Caroline,Richter Odilie Minna,1822-05-27,1822,5,1819,RichterCaroline,RichterOdilieMinna
ub0382,RichterEmma_RichterCaroline_1822-06-08.xml,JP-UB0382,letters-context,Richter Emma,Richter Caroline,1822-06-08,1822,6,1819,RichterEmma,RichterCaroline
ub0271,RichterCaroline_RichterOdilie_1822-06-14.xml,JP-UB0271,letters-context,Richter Caroline,Richter Odilie Minna,1822-06-14,1822,6,1819,RichterCaroline,RichterOdilieMinna
ub0737,RichterEmma_RichterOdilie_1822-06-17.xml,JP-UB0737,letters-context,Richter Emma,Richter Odilie Minna,1822-06-17,1822,6,1819,RichterEmma,RichterOdilieMinna
ub0205,RichterCaroline_RichterOdilie_1822-06-20.xml,JP-UB0205,letters-context,Richter Caroline,Richter Odilie Minna,1822-06-20,1822,6,1819,RichterCaroline,RichterOdilieMinna
ub0150,HerderLuise_RichterCaroline_1822-07-01.xml,JP-UB0150,letters-context,Herder Luise von,Richter Caroline,1822-07-01,1822,7,1819,HerderLuisevon,RichterCaroline
ub0571,RichterCaroline_RichterOdilie_1822-07-05.xml,JP-UB0571,letters-context,Richter Caroline,Richter Odilie Minna,1822-07-05,1822,7,1819,RichterCaroline,RichterOdilieMinna
ub0235,RichterCaroline_RichterOdilie_1822-07-20.xml,JP-UB0235,letters-context,Richter Caroline,Richter Odilie Minna,1822-07-20,1822,7,1819,RichterCaroline,RichterOdilieMinna
ub0716,RichterCaroline_RichterOdilie_1822-07-20a.xml,JP-UB0716,letters-context,Richter Caroline,Richter Odilie Minna,1822-07-20a,1822,7,1819,RichterCaroline,RichterOdilieMinna
ub0785,RichterOdilie_RichterEmma_1822-07-23.xml,JP-UB0785,letters-context,Richter Odilie Minna,Richter Emma,1822-07-23,1822,7,1819,RichterOdilieMinna,RichterEmma
ub0708,RichterEmma_DobeneckFranziska_1822-07-26.xml,JP-UB0708,letters-context,Richter Emma,Dobeneck Franziska,1822-07-26,1822,7,1819,RichterEmma,DobeneckFranziska
ub0532,RichterOdilie_RichterCaroline_1822-07-29.xml,JP-UB0532,letters-context,Richter Odilie Minna,Richter Caroline,1822-07-29,1822,7,1819,RichterOdilieMinna,RichterCaroline
ub0515,RichterCaroline_RichterOdilie_1822-08-02.xml,JP-UB0515,letters-context,Richter Caroline,Richter Odilie Minna,1822-08-02,1822,8,1819,RichterCaroline,RichterOdilieMinna
ub0614,RichterCaroline_RichterOdilie_1822-08-18.xml,JP-UB0614,letters-context,Richter Caroline,Richter Odilie Minna,1822-08-18,1822,8,1819,RichterCaroline,RichterOdilieMinna
ub0660,RichterCaroline_RichterOdilie_1822-08-21.xml,JP-UB0660,letters-context,Richter Caroline,Richter Odilie Minna,1822-08-21,1822,8,1819,RichterCaroline,RichterOdilieMinna
ub0442,RichterCaroline_RichterOdilie_1822-08-31.xml,JP-UB0442,letters-context,Richter Caroline,Richter Odilie Minna,1822-08-31,1822,8,1819,RichterCaroline,RichterOdilieMinna
ub0395,RichterCaroline_RichterOdilie_1822-09-04.xml,JP-UB0395,letters-context,Richter Caroline,Richter Odilie Minna,1822-09-04,1822,9,1819,RichterCaroline,RichterOdilieMinna
ub0174,RichterCaroline_RichterOdilie_1822-09-09.xml,JP-UB0174,letters-context,Richter Caroline,Richter Odilie Minna,1822-09-09,1822,9,1819,RichterCaroline,RichterOdilieMinna
ub0026,RichterCaroline_RichterOdilie_1822-09-18.xml,JP-UB0026,letters-context,Richter Caroline,Richter Odilie Minna,1822-09-18,1822,9,1819,RichterCaroline,RichterOdilieMinna
ub0594,RichterCaroline_RichterOdilie_1822-09-20.xml,JP-UB0594,letters-context,Richter Caroline,Richter Odilie Minna,1822-09-20,1822,9,1819,RichterCaroline,RichterOdilieMinna
