receiver,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Mahlmann Siegfried August,0.00010622038450892678,1.5380229866878907e-05,4.9348191749138105e-06,1.9801695251234865e-05,0.17854978049741005,7.022964703186016e-05,2.6788250293248084e-05,2.645523217196132e-05,1.2423523880274323e-05,1.9815236765641973e-05,1.7344014227790484e-05,2.304598069212791e-05,1.880400727910811e-05,0.0001828188870230279,4.4992808333494885e-05,2.5049575114410393e-05,2.8474934730475966e-05,2.1160881426272753e-05,1.411275855427363e-05,7.626727141399309e-06,8.068122156727213e-05,1.660194487011825e-05,0.000123711364849418,3.7042029165094726e-05,1.6157923275166262e-05,1.658603124656893e-05,2.246796547612422e-05,2.2126698407442466e-05,1.6836164480019614e-05,2.2974512695357527e-05,2.009237370935573e-05,1.9900333630588785e-05,0.00013709621034635062,2.479708202496012e-05,1.2936554198599453e-05,2.161718351347672e-05,0.00016892948568355325,3.561195711635093e-05,1.7095687688612793e-05,3.0405248808947713e-05,1.6890165934030177e-05,3.1613390624918015e-05,2.216578206891162e-05,1.5818738381216606e-05,2.398927612270776e-05,5.587430543168747e-05,3.089466240787288e-05,9.058690118330916e-06,1.1322977297846456e-05,1.6653351855494205e-05,1.5313381313433598e-05,1.4006998711134847e-05,0.012589919323416035,0.00010157582098246776,1.5705005741792515e-05,1.766718657059766e-05,1.6331906575584565e-05,1.1419604039454826e-05,2.0646394340249435e-05,4.1003467003472785e-05,1.622974078319434e-05,0.0008621489404308227,0.010904471882818017,1.7267122772607614e-05,3.585845962517044e-05,2.5219092075416e-05,0.0001638211871550517,1.7692799287697256e-05,0.013992924533330413,1.8111680152026832e-05,1.8445854092817284e-05,3.862459503772411e-05,3.9509737779023466e-05,1.4375645629657232e-05,0.11103162014157447,2.3906392960760724e-05,0.2993435693213901,2.8174124249414947e-05,2.2170455652505035e-05,1.9423331492750506e-05,1.0320877344575853e-05,1.3032108541589951e-05,0.0008434608551619146,3.744570147915549e-05,0.03978378258097634,9.52315764621448e-05,3.84870340323083e-06,0.08082206648900202,2.632709355555016e-05,5.739274590801478e-05,1.7267459992324314e-05,5.8124431891089015e-05,5.969578678186998e-05,2.333553531609924e-05,3.078674090097633e-05,1.6334369857748686e-05,0.17697840124474604,0.0555822176783977,3.061551602703354e-05,0.015699948973396962
Max Joseph,0.00010761316669575502,1.558189840994572e-05,4.999525476569693e-06,2.0061338901956188e-05,2.4780977845815835e-05,7.115051172111375e-05,2.713950300238883e-05,2.6802118283208788e-05,1.258642352367212e-05,0.11528551201238953,1.757143229049324e-05,2.3348164039838212e-05,1.9050569052541805e-05,0.00018521604356165847,4.558276272192963e-05,2.53780299789664e-05,2.8848303571560985e-05,2.143834698850313e-05,1.4297807768812561e-05,7.72673025996689e-06,8.173912931944179e-05,1.6819632776151595e-05,0.00012533349214698952,3.752773140222775e-05,1.636978908433115e-05,1.6803510490098278e-05,2.2762569776740234e-05,2.241682794837457e-05,1.7056923518792534e-05,2.327575894089775e-05,2.0355828792133505e-05,2.016127064678169e-05,0.039761387795401816,2.512222615138512e-05,1.3106180794568265e-05,2.190063219676064e-05,0.2307020184305389,0.050464707575528935,1.7319849645796046e-05,3.0803928300864105e-05,1.7111633050292718e-05,3.2027911505549245e-05,2.2456424082357752e-05,1.6026156732574607e-05,2.43038281422008e-05,5.6606940110675234e-05,3.129975918537645e-05,9.177469411883067e-06,1.1471446362002174e-05,1.6871713819843575e-05,1.5514173325362964e-05,1.4190661182194296e-05,0.014739877632985343,0.0001029077027557346,1.5910932808827046e-05,1.7898842131445602e-05,1.6546053687370868e-05,1.156934009209967e-05,2.0917113848489528e-05,4.154111237827216e-05,1.6442548277388388e-05,4.5233419616452756e-05,0.03630104007744129,1.749353261970662e-05,0.0036383735474954603,2.5549769679088847e-05,0.00016596924218563233,1.7924790687436173e-05,0.0039485960830002356,1.834916399852104e-05,1.8687719692533226e-05,3.913104818408299e-05,4.002779708787725e-05,1.4564141870277216e-05,0.000285040113264645,2.4219858200234272e-05,0.16276035285075996,2.8543548805402806e-05,2.2461158946881448e-05,1.967801396482996e-05,1.0456206680695476e-05,1.3202988064550191e-05,0.13052813705043534,3.793669674559676e-05,0.0002617022105970566,9.648027127654643e-05,3.8991683452208915e-06,0.1785979774413196,2.667229948852293e-05,5.81452906716531e-05,1.749387426111335e-05,5.888657066258457e-05,6.047852946203319e-05,2.3641515359935668e-05,3.1190422590847946e-05,1.6548549268566243e-05,0.004205324390514146,0.00041328897844060414,3.1016952583304184e-05,0.025383940569969995
Mayer Auguste,0.0002065797211555694,2.9911806588700374e-05,9.597343992114607e-06,3.851076892932809e-05,4.757082846399423e-05,0.00013658414971635206,5.209837359758116e-05,5.1450712689995287e-05,2.4161540280820033e-05,3.85371047619762e-05,3.373101725680608e-05,4.4820326033900935e-05,3.657044359502384e-05,0.0072702191997854,8.750299523495164e-05,4.871696017787908e-05,5.5378674288741735e-05,4.1154143855298495e-05,2.7446800728091056e-05,1.4832625333487421e-05,0.00015691059989014707,3.228782458060993e-05,0.00024059656131464967,7.204014644965487e-05,3.142428169572681e-05,3.2256875418350804e-05,4.3696189431517574e-05,4.303248579107436e-05,3.274333998781055e-05,4.468133351459659e-05,3.907608673628344e-05,3.870260300144501e-05,0.014095965780498562,4.822590610898741e-05,2.515929283645169e-05,4.204157010943126e-05,0.00032853774921638886,0.020813266030605456,3.324806638578429e-05,5.9132791221352246e-05,3.2848363193695856e-05,6.148241178254081e-05,4.3108496548570315e-05,3.076462751412843e-05,4.665486756674703e-05,0.00010866556818827067,6.008461346585946e-05,1.7617538171519658e-05,2.202117327718189e-05,3.2387802007292283e-05,2.9781798063554964e-05,2.724111667783957e-05,0.0006367444177935399,0.0001975468726809473,3.054343779572234e-05,3.4359529879603886e-05,3.1762648214096154e-05,2.220909507232424e-05,4.0153558146065756e-05,7.97444371826496e-05,3.156395395215026e-05,8.683237839936437e-05,0.0005386368448021883,3.358147707725996e-05,6.973831458700295e-05,4.904664046191848e-05,0.00031860301879269536,3.4409342050600384e-05,0.0006652573095993354,0.006949893030519232,3.587389946465761e-05,7.511795508487614e-05,7.683939999891833e-05,2.7958069247586796e-05,0.0005471775334224512,4.6493674585167576e-05,0.3608457545077021,5.479365150252657e-05,4.311758583590429e-05,0.006952443958662381,2.007226742569485e-05,2.5345129007365963e-05,0.0016403810725270258,7.282521717277852e-05,0.21485711714022146,0.00018520844752827872,7.485042344043657e-06,0.12849104259686142,5.120150591325599e-05,0.0001116186643537686,0.06918027253116099,0.00011304166321651711,0.00011609766848965459,4.5383458183684084e-05,5.987472536477181e-05,3.176743885898926e-05,0.16019547397328018,0.0007933705934359237,5.954172349439141e-05,0.0003256231709290559
Mayer Johann Siegfried Wilhelm,0.003965643516534382,2.6360184874948292e-05,0.0014278924495500032,0.004325274376421224,0.0005083204068555791,0.0010605886163872003,0.0010320820655719417,0.00012442649393077862,0.0003471693232977457,3.3961345766881675e-05,0.0033484281147503157,0.0015559594247389354,0.0005739207923169246,0.0032511636166729246,0.0003224128982426256,0.002392105747205166,0.00012255864169294914,0.0009036851585110669,0.00027798665083043976,1.3071452063991092e-05,0.0001382795923635661,2.8454082926448784e-05,0.001805778904738838,0.0005662615102111798,0.0008021251370389402,0.0009399857636897888,0.00045578056068783224,0.0008864513322287481,0.0002224032052673221,0.004402141540228182,0.00043284546942219416,0.001147635733623696,0.008711840113694618,0.0028886154745291163,7.349442988095989e-05,3.70497033414343e-05,0.0018919754399954643,0.015758735119953144,2.9300309028974208e-05,0.008313881164040348,2.8948065174785255e-05,0.00031761451628182455,0.0013862067142655827,2.7111744871595243e-05,0.00031215991908157626,0.0006584627659624656,5.2950379790774065e-05,0.0010309775604303501,1.940645734748336e-05,0.0004589383171714403,2.6245613100488947e-05,0.0006870960056612891,0.020503340684283677,0.00041939055638676485,0.001202492657084016,0.0006898848614270523,0.0008375526003169925,0.001377754464827519,3.538586721529306e-05,7.027586584079595e-05,0.0007892125194426709,0.0004846823643051559,0.017234757577419102,2.9594131718704447e-05,6.145783471584601e-05,0.00020258146573928757,0.0008246823685660016,0.0018108362962842457,0.004692039216771234,0.0022678109106408647,0.002968119751098917,0.0013139427796978547,0.001371091900918888,0.0008339254610292657,0.006773347352111784,0.0007391570175781127,0.31607797261025183,0.003833213862585687,0.0014751071809133395,3.3289659092735615e-05,1.7688957657295e-05,2.233573837582806e-05,0.02957755799206904,0.0005451152683971004,0.22132433605024684,0.0009583704509611028,9.377779858052963e-05,0.20884082220900044,0.00030326604188360515,0.000257358455936645,0.0029048270296151892,0.0004354272318278119,0.0006252887077639943,3.9994787490981025e-05,5.276541305761085e-05,0.0002980548577110086,0.01735464388841428,0.016727509495274927,5.247195064701052e-05,0.030463323934578616
Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,0.0001231372767004017,1.782971912208139e-05,5.720749336552647e-06,2.295535681367657e-05,2.8355843616551794e-05,8.141457516948585e-05,3.105460598668882e-05,3.066855066654742e-05,1.4402121633355813e-05,2.297105497946837e-05,2.0106260101926637e-05,2.67163342934442e-05,2.1798774859540355e-05,0.00021193502529189362,5.215846200240493e-05,2.903902557264255e-05,3.300991549920274e-05,2.453100997005293e-05,1.6360387538961577e-05,8.84137648974548e-06,9.353069046573333e-05,1.9246007145311745e-05,0.00014341390906155968,4.294142424671123e-05,1.873126969400868e-05,1.9227559083055534e-05,2.604626310212679e-05,2.5650645089075185e-05,1.9517529085722906e-05,2.663348414623165e-05,2.3292329362721216e-05,2.3069704558395603e-05,0.0001589304545077815,2.8746319878115856e-05,1.499685828918093e-05,2.505998373182917e-05,0.0001958335673292924,4.128359577638711e-05,1.9818384531638087e-05,3.524765564577019e-05,1.9580130930137855e-05,3.664820878605711e-05,2.569595330047964e-05,1.8338065467419144e-05,2.7809861030167437e-05,6.477297027489336e-05,3.581501433149141e-05,1.0501397041641896e-05,1.312629958028546e-05,1.9305601320307792e-05,1.7752224120903682e-05,1.6237784150463418e-05,0.00037954825925160966,0.00011775300976562976,1.820621951755389e-05,2.0480901583240608e-05,0.04123563661930482,1.3238315309404648e-05,2.3934584538500172e-05,0.004169204135127704,1.881452501641097e-05,5.175872319754193e-05,0.0003210686597330138,2.0017122744379654e-05,4.1569356817228557e-05,2.9235540177906512e-05,0.00018991170993553117,2.051059343803028e-05,0.012761555215624193,2.09961861906259e-05,2.1383581408628715e-05,4.47760330428995e-05,4.580214556507336e-05,1.666514258849493e-05,0.00032615956184074436,0.01651439524065229,0.2604299777411373,3.26611972789474e-05,0.10718913088031172,2.2516734010367318e-05,1.196460298317917e-05,1.5107630827118384e-05,0.0009777922871226433,4.340938630185342e-05,0.17340961033006713,0.00011039836690149695,4.461656376903664e-06,0.3115256766354236,3.052000441209754e-05,6.653324092304651e-05,2.0017513670450547e-05,6.738145682597468e-05,6.920306915467383e-05,2.7052004024039475e-05,3.568990500790835e-05,1.8935817547631506e-05,0.0006903076569333603,0.05817629453144885,3.5491410483734286e-05,0.008437436987745019
Mayer Johann Siegfried Wilhelm + Richter Caroline,0.00016819931539831942,2.435449792652944e-05,7.814255339710677e-06,3.135586074539157e-05,3.8732653601314037e-05,0.00011120820740798359,4.241902701514408e-05,4.18916949001774e-05,1.967257246485679e-05,3.1377303648872507e-05,2.7464138195883715e-05,3.649316647665717e-05,2.9776028073266816e-05,0.00028949256568141835,7.124583096294143e-05,3.966584572953151e-05,4.5089881286161026e-05,3.3508123563843536e-05,2.2347465019872054e-05,1.2076874790500667e-05,0.0001277582104024,2.628907600310799e-05,0.000195896173515688,5.865582181177199e-05,2.558597058094001e-05,2.626387687961699e-05,3.5577882992501994e-05,3.5037488720859744e-05,2.6659961292409118e-05,3.63799973501732e-05,3.1816148268196205e-05,3.1512054002985514e-05,0.00021709099275593608,3.9266024499504096e-05,2.0484952769445288e-05,3.4230675068786355e-05,0.00026749878541605134,0.1239162601718283,2.707091467218793e-05,4.814652157233322e-05,2.674547225753209e-05,5.00596065916518e-05,3.509937745467261e-05,2.504887341998039e-05,3.7986868898987976e-05,8.847661365014754e-05,4.892150494926613e-05,1.4344379220174372e-05,1.792986382579354e-05,2.637047864335357e-05,2.424864365969685e-05,2.2179994968856734e-05,0.0061484378367642895,0.00016084467806494812,2.48687784958468e-05,2.7975879582126483e-05,2.5861472050421506e-05,1.808287166758244e-05,3.2693436476704186e-05,6.492873388499265e-05,2.569969315631744e-05,7.069980789732106e-05,0.0004385636113615035,2.734238105687945e-05,5.6781646838089415e-05,3.993427477845055e-05,0.00025940982660351746,2.8016437159672083e-05,0.011801647363109031,2.8679732391932977e-05,2.9208894739864314e-05,6.116180498609043e-05,6.256342298817769e-05,2.2763745061702186e-05,0.00044551752712304436,3.785562392974794e-05,0.3501042331505785,4.461354976831711e-05,3.510677804510073e-05,3.075672409715947e-05,1.6343044809085515e-05,2.0636262474721178e-05,0.05763555538672899,5.929503439967754e-05,0.366358652940586,0.0001507986064943054,6.09439779932452e-06,0.014538812442649615,4.168878820146709e-05,9.08810546599604e-05,2.734291504219452e-05,0.022612015831239046,9.452790549850388e-05,3.695167441510568e-05,4.875061191719253e-05,2.586537264234229e-05,0.04035288375021398,0.0006459704269451869,4.847947839880539e-05,0.00026512570605539585
Mellish of Blyth Joseph Charles,0.0005787587939849134,8.380164814991325e-05,2.688815341246216e-05,0.00010789271113491723,0.00013327559528435458,0.00038265749089554124,0.00014596007634846498,0.00014414557372599657,6.769156157014354e-05,0.0001079664942471063,9.45016420693676e-05,0.00012556972047540095,0.00010245664827192876,0.000996118015014525,0.0002451505293402459,0.0001364866258964848,0.00015515024690975773,0.0001152984549109604,7.6895627505333e-05,4.155544552785265e-05,0.0004396045703221847,9.04583582073755e-05,0.0006740612044805728,0.00020182943439206368,8.803903536284114e-05,9.037165027823446e-05,0.0001224203119050421,0.00012056086357024141,9.173454130142873e-05,0.00012518031563742596,0.00010947651931483668,0.00010843015815828691,0.0007469906809957713,0.00013511087681955048,7.048688950728348e-05,0.00011778468998630764,0.000920439385102098,0.00019403745756888682,9.314859510956443e-05,0.00016566787262946618,9.202877688098422e-05,0.00017225062700007337,0.00012077381716555157,8.619093209087731e-05,0.00013070941685569405,0.00030444011077431627,0.0001683345210847816,4.935772537640973e-05,6.169505707889273e-05,9.07384574086365e-05,8.343741308947259e-05,7.631937804483614e-05,0.0017839187179524356,0.0005534521450061213,8.557124157164108e-05,9.626249838933925e-05,8.898701126774053e-05,6.222154337150496e-05,0.00011249518954147151,0.00022341396354233427,8.84303445689365e-05,0.0002432717128290251,0.0015090581444767767,9.408268664875676e-05,0.00019538056600685926,0.00013741026623506167,0.0008926060016198341,9.640205338462352e-05,0.13746994118975206,9.868439292786225e-05,0.00010050519321819462,0.000210452298262112,0.00021527514039196567,7.832800988096303e-05,0.0015329859463830515,0.00013025781466020314,0.10045591312424568,0.00015351123277850814,0.0001207992819350176,0.00010583113553847791,5.62349548293241e-05,7.100753266410196e-05,0.004595731690897506,0.0002040289077109657,0.0014074714130154207,0.0005188845116436291,2.097027750706654e-05,0.050026752697263456,0.0001434473899316159,0.5233649680845807,9.408452404444544e-05,0.00031670028552304667,0.00032526206456117714,0.00012714740526478636,0.05828466366094591,8.900043285551903e-05,0.02261682791521566,0.07971194932834387,0.00016681354727672457,0.0009122738313627684
Messerschmidt Johann Georg Friedrich,0.00018834674542479973,2.727175440669293e-05,8.750270818091417e-06,3.5111761943870224e-05,4.3372169679749707e-05,0.00012452906767317963,4.75001082107191e-05,4.690961063719006e-05,2.202901354928064e-05,3.5135773344115994e-05,3.075387692774945e-05,0.03786709641596694,3.334269206742151e-05,0.00032416887334914214,7.977987517474471e-05,4.4417142424077284e-05,5.049088560038138e-05,3.7521829405763615e-05,2.5024312940987837e-05,1.3523479904225213e-05,0.00014306148080094535,2.943806218048415e-05,0.000219361218180204,0.006370053793776903,2.865073663375252e-05,2.9409844628671602e-05,0.037866071497019,0.031561094374988545,2.985337324759744e-05,4.073770504500176e-05,3.562718411829818e-05,3.5286664509052785e-05,0.00024309481789381806,4.3969429380483316e-05,2.293870325909964e-05,3.833093034672459e-05,0.1011694925734084,6.314603597117032e-05,3.0313551883992986e-05,5.391365963766864e-05,2.9949126978466716e-05,5.605589984986153e-05,3.9303688569532826e-05,2.8049304327062786e-05,4.25370525977445e-05,0.07575153858597608,5.478147290110534e-05,1.6062592971088653e-05,2.0077557922877275e-05,2.952921547871804e-05,2.715322059102292e-05,2.4836782813471178e-05,0.000580544586312551,0.0001801111470679347,2.78476370803932e-05,3.132691626723634e-05,2.8959238514474835e-05,2.0248893513376945e-05,3.6609556599902725e-05,7.270609682822445e-05,2.877808124810449e-05,7.916844779114971e-05,0.013099840101574266,3.061753534508974e-05,6.358312669994e-05,4.4717724728004306e-05,0.00029048273149197566,3.13723319558492e-05,0.02582402888654511,3.211507872599079e-05,3.270762576340405e-05,6.848795362904027e-05,7.005746173551968e-05,2.549045628335715e-05,0.0004988829833499355,4.239008670343514e-05,0.17769214438072498,4.995749763196606e-05,3.931197562538713e-05,3.4440858869788124e-05,1.8300664856057308e-05,2.310813730508497e-05,0.17801801499244016,6.639757553461715e-05,0.00045803651309496776,0.00016886172622365665,6.8244034650708454e-06,0.29997705589684165,4.668239915159945e-05,0.00010176706620619156,3.061813329280408e-05,0.00010306446947037759,0.00010585074802655304,4.1377859342651834e-05,5.45901097773577e-05,2.8963606331262732e-05,0.00736024398062912,0.0007233467464934162,5.4286499054312484e-05,0.00029688327652066564
Meusebach Ernestine von,0.0003296794222291629,4.773608493046099e-05,1.5316347628681893e-05,6.145912086240317e-05,7.591801922881731e-05,0.00021797388103858635,8.31435031989178e-05,8.210990477687072e-05,3.855926707321264e-05,6.150115007051123e-05,5.38311418866292e-05,0.011106610176022871,5.836256650764003e-05,0.0005674205127855211,0.0001396455409611841,7.774712442422769e-05,0.09940411353095983,6.56776681305191e-05,4.380219585668695e-05,2.367130385660288e-05,0.00025041274924782414,5.152795876201165e-05,0.07762953838501797,0.000114968467020734,5.014983549915771e-05,5.14785671669655e-05,6.973450445578932e-05,6.86753035260527e-05,5.225491325407086e-05,7.130669039110378e-05,6.236130839044492e-05,6.176526778575844e-05,0.0004255096573576631,7.696345398063381e-05,4.015157479939357e-05,6.709390672885258e-05,0.0005243115574764567,0.00011052990912099009,5.306040329121968e-05,9.436969096289996e-05,5.242251920127248e-05,9.811943728232236e-05,6.879660866904687e-05,4.909709707815543e-05,7.445624235304374e-05,0.00017341877284040932,9.588869876230388e-05,2.8115730687393445e-05,3.514346733657541e-05,5.168751217838874e-05,4.752860505191798e-05,4.3473945830646885e-05,0.0010161768570097589,0.00031526394984136564,4.87441016429828e-05,5.483418166802032e-05,5.068983273438338e-05,3.544337067897628e-05,6.408083899034331e-05,0.0001272637015351926,5.03727376724279e-05,0.00013857530730196124,0.000859607529685821,5.359249155000838e-05,0.00011129498641817144,7.827325934664151e-05,0.0005084567767275793,5.491367663326783e-05,0.0010616804216579962,5.621376984958849e-05,5.7250955623610804e-05,0.000119880324616996,0.0001226275689325858,4.461812642900282e-05,0.011908319235160343,7.419899537479612e-05,0.23378419080620905,8.744488214104673e-05,6.881111421189479e-05,6.028478181377083e-05,3.203321938240461e-05,4.044814970574732e-05,0.0026178749840556877,0.00011622135699928868,0.0008017404954698329,0.00029557312611096535,1.1945337236111395e-05,0.5250755050055371,8.171219707491709e-05,0.0001781316025033719,5.359353818904928e-05,0.00018040255843399007,0.00018527962016658158,7.242720722568352e-05,9.555373951503471e-05,5.0697478097789e-05,0.0018481830652457086,0.02333629903168482,9.502230369154664e-05,0.0005196601982799457
Mosengeil Friedrich,5.465510163094382e-05,7.913810803527066e-06,2.5391834607092566e-06,1.0188850957607532e-05,1.2585884276655698e-05,3.613627001801193e-05,1.3783743572963532e-05,1.361239097103104e-05,6.3924543620324266e-06,1.0195818667709309e-05,8.924265005167248e-06,1.185817979040703e-05,9.675496220994098e-06,0.001923492620770233,2.315079655847109e-05,1.2889118035295786e-05,1.465161756685096e-05,1.0888212562025623e-05,7.261640565912035e-06,3.924289569763567e-06,4.1514068931819457e-05,8.542437389420132e-06,6.365498722309251e-05,0.0036779081485230213,8.313968574223978e-06,8.534249123896283e-06,1.1560765310870301e-05,1.1385168259434965e-05,8.662953772808324e-06,1.1821406334493616e-05,1.0338417923910378e-05,1.0239604781115366e-05,7.054208421799989e-05,1.2759199135747305e-05,6.656431227842578e-06,0.04574672775877098,8.692171706196128e-05,1.832393230799687e-05,8.796489980635333e-06,1.56448498228465e-05,8.690739917349331e-06,1.6266492401544767e-05,1.1405278537698235e-05,8.139442894090129e-06,1.2343547150586505e-05,2.8749809709742024e-05,1.589667483847307e-05,4.661098068412604e-06,5.8261743058052925e-06,8.568888564712454e-06,7.879414256204007e-06,7.207222433253729e-06,0.0001684644101210407,5.226526758220095e-05,8.080922403929815e-06,9.090551517140396e-06,8.403490703242915e-06,5.87589305242147e-06,1.0623486124586967e-05,2.109810340695498e-05,8.350921869189934e-06,0.3421252969643185,0.03124271918058284,8.884700939220772e-06,1.845076878796348e-05,1.297634203448166e-05,8.429327077524134e-05,9.103730396717936e-06,0.08250009667334032,9.319263190324672e-06,9.491210512684256e-06,1.9874068212052526e-05,2.032951343292295e-05,7.396907632482903e-06,0.0019741917577100108,1.2300900085612565e-05,0.3735419706236845,0.01830873874063932,1.1407683303859266e-05,9.994166013008312e-06,5.310549409100402e-06,6.705598177779429e-06,0.013239967373102398,1.926747515975363e-05,0.001962338789515548,4.900087223442597e-05,1.9803286970144827e-06,0.06326585177163109,1.3546457966408826e-05,2.9531114719490254e-05,8.88487445373e-06,2.9907599628217908e-05,3.0716131452414955e-05,1.2007168494166928e-05,1.5841144433882046e-05,8.404758171230797e-06,0.018600638440330542,0.00020990322850996643,1.5753041637696986e-05,8.615060278407159e-05
Murhard Friedrich Wilhelm August,0.0003705723878706644,5.365720086703358e-05,1.7216165558166175e-05,6.908242261654227e-05,8.53347821280707e-05,0.0002450110505646229,9.345650483134621e-05,9.229470033421535e-05,4.334210360248293e-05,6.912966506771983e-05,6.050828000076532e-05,0.1241189755027697,6.560177607313062e-05,0.0006378025444474562,0.00015696697482533702,8.739076692489767e-05,9.934086198536588e-05,7.382423247510342e-05,4.92353577995174e-05,2.660745864828637e-05,0.0002814735897514429,5.791941332409518e-05,0.0004315933903923597,0.00012922899180552622,5.637034961595478e-05,5.78638952659973e-05,7.838427299595474e-05,7.719369029257178e-05,5.8736538215221775e-05,8.015147063385029e-05,7.009651619967517e-05,6.942654356791958e-05,0.05009371914911336,8.650989111644524e-05,4.513191890950448e-05,7.541613929061047e-05,0.0005893464157650134,0.00012423988151017098,5.96419400885143e-05,0.00010607517292489672,5.8924933765225684e-05,0.012514147502517172,7.733004195260681e-05,5.5187031021678565e-05,8.369168853209555e-05,0.00019492939024990223,0.00010778259628669815,3.160316584853037e-05,3.950261293504971e-05,5.8098757518828344e-05,5.342398548007699e-05,4.8866392108101816e-05,0.001142221985997228,0.16160451595192496,5.479025053585121e-05,6.163573540700843e-05,5.6977327338580226e-05,3.9839715860590006e-05,7.202933492433944e-05,0.00014304930968477087,5.6620900257095105e-05,0.00015576399090842726,0.0009662320224701592,6.024002781653818e-05,0.00012509985790483066,8.798216287318805e-05,0.0005715250306098508,6.172509081444114e-05,0.0011933697479482401,0.037274758855992005,6.435228255942448e-05,0.00013475010921716208,0.00013783811780201268,5.0152495237078163e-05,0.000981552710088317,8.340253300531997e-05,0.2627824486214002,9.829142068670502e-05,7.734634674231486e-05,6.776242022610201e-05,3.600657425767737e-05,4.546528054453438e-05,0.251019741867501,0.0001306372884712778,0.0009011872438078556,0.00033223559539364086,1.3427019841199513e-05,0.044435393573055613,9.184766153576386e-05,0.00020022679258706647,6.024120427919393e-05,0.00020277943465452704,0.00020826144017315712,8.141097477951962e-05,0.00010740608917181484,5.698592102196575e-05,0.014481286528528916,0.026230900302367573,0.00010680873480623636,0.0005841181086033455
Müchler Karl,0.0001968458244078948,2.8502382492074942e-05,9.145123634043705e-06,3.669616754282831e-05,4.532932319968442e-05,0.02275329798264531,4.964353346862806e-05,4.902638990498419e-05,2.3023064843624668e-05,3.6721262448853384e-05,3.214163453649288e-05,4.270842258388826e-05,3.484726902600335e-05,0.00033879687688719804,8.337991327915861e-05,4.642144996235826e-05,0.026917759401616084,3.921498843004381e-05,2.615352604049457e-05,1.4133722059315696e-05,0.0015634639276500733,3.076644412314476e-05,0.00022925981406481336,6.86456634708526e-05,2.9943590794969445e-05,3.073695326447987e-05,4.1637254537937604e-05,4.100482416415865e-05,3.120049595243044e-05,0.004284416526614881,3.7234847957053406e-05,3.687896252320752e-05,0.12445184827345611,4.595353402908504e-05,2.3973803973631005e-05,4.006059975926243e-05,0.005968844669091045,6.599547807848095e-05,3.1681439983886236e-05,5.634649409145643e-05,3.1300570535883323e-05,5.858540212088782e-05,4.107725334616871e-05,2.931501907227328e-05,4.445652176043648e-05,0.0001035453201075045,5.7253467115535084e-05,1.678741168790103e-05,2.0983550485633452e-05,3.0861710681098173e-05,2.837849988070753e-05,2.5957533683583507e-05,0.003434635149678756,0.00018823859764433674,2.9104251663804336e-05,3.274053206957762e-05,3.0266013711835918e-05,2.116261753288321e-05,3.826154964271797e-05,7.59869332350439e-05,3.00766817891328e-05,8.27408954553153e-05,0.057437240923672965,3.1999140589070547e-05,6.645229236880307e-05,4.673559593438179e-05,0.0003035906600235108,3.2787997124765524e-05,0.005808818497159661,3.356426007512905e-05,3.418354558397602e-05,7.157844784475355e-05,7.321877943868685e-05,2.6640703933130762e-05,0.0005213948981125195,4.4302924083131654e-05,0.22397308032073948,5.221181170155209e-05,4.108591435243073e-05,3.5994990209407317e-05,1.9126475759792225e-05,2.4150883669855772e-05,0.29158745533316105,6.939374219245858e-05,0.0004787052456135762,0.0001764815507401872,7.132352211046402e-06,0.021256799938844235,4.878892558302231e-05,0.00010635926837891039,3.1999765518959925e-05,0.12170714423957897,0.00011062722486913572,0.052359278437234716,5.705346879982002e-05,3.0270578624781657e-05,0.003931411523725083,0.026630525817964802,5.673615775235743e-05,0.0003102800273390472
