receiver,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Dobeneck Franziska,0.00022953925684284998,3.323624321298607e-05,1.0664005137058855e-05,4.279090527877967e-05,5.28579114733186e-05,0.00015176428764173867,5.7888653791454343e-05,5.7169011018282655e-05,2.6846884917912446e-05,4.282016810971278e-05,3.747992586285797e-05,4.980171466844143e-05,0.048693520978967834,0.000395066461659966,0.0019529969363230974,5.4131425738792074e-05,6.153353131698384e-05,4.57280682910549e-05,3.0497273433220347e-05,1.6481142374634004e-05,0.00017434984560961157,3.587633489796535e-05,0.0002673367723326553,8.004678090571642e-05,0.0028215169359553875,3.5841946006039615e-05,4.8552640079427895e-05,4.78151715634524e-05,3.6382476872910495e-05,4.964727434192067e-05,4.3419053233296655e-05,4.3004060036199885e-05,0.000296261046166969,0.0037651232867828162,2.795552897480065e-05,4.671412423951399e-05,0.00036505185687205776,7.69564355184542e-05,3.694329921138494e-05,6.570488562994492e-05,3.649917249286448e-05,0.18378942147495284,4.78996302542188e-05,3.418384775203648e-05,5.184014950483913e-05,0.00012074279908412602,6.67624946219047e-05,1.9575574004409675e-05,2.4468634774878928e-05,3.598742394433137e-05,3.3091785373280494e-05,3.0268729393296892e-05,0.0007075130106749197,0.00021950248598053763,3.393807472407321e-05,3.817829218626258e-05,3.529278975516686e-05,2.4677442439833927e-05,0.1588808230710722,8.86073364116516e-05,3.507201235760394e-05,9.64830405239894e-05,0.018843333904420053,3.731376559558124e-05,7.748912049173794e-05,5.449774711327566e-05,0.000354012967741835,3.823364054595782e-05,0.000739194861918267,3.9138830286593924e-05,0.048289848360164624,8.346666114798458e-05,8.53794296620227e-05,3.106536499301009e-05,0.003394591666879642,5.1661041328135926e-05,0.2811584105447528,0.0028474836075547687,4.790972973662781e-05,4.197327186180152e-05,2.2303125022495587e-05,2.8162019216570605e-05,0.004863500511080515,8.091910539791174e-05,0.0005582117205454284,0.0029923928716084256,8.316939569277388e-06,0.05319788980356299,5.6892107080117976e-05,0.00012402410615251628,3.731449431788366e-05,0.00012560525893758339,0.000129000912564086,5.0427434049039275e-05,6.65292792875325e-05,3.52981128384899e-05,0.1316621058322498,0.0444599854209842,6.615926716133334e-05,0.0003618133486083112
Ehrenberg Caroline Auguste Eleonore von,0.0015227039768388314,0.00022048062894202466,7.074224799092381e-05,0.00028386378232957664,0.00035064569396476306,0.0010067649756851872,0.00038401833548865375,0.00037924441172640133,0.00017809528092280704,0.00028405790437060905,0.000248632120483299,0.0003303716759479901,0.0002695615987155265,0.002620768580326675,0.0006449866331711716,0.00035909385774846427,0.0004081975089318003,0.00030334816099721946,0.00020231101284473983,0.00010933162972590632,0.001156591717349465,0.00023799431336895202,0.0017734429046482804,0.0005310096115791174,0.0002316291184813465,0.0002377661863669976,0.0003220856386477938,0.0003171934635248337,0.0002413519281346985,0.0003293471588235035,0.0002880307531629841,0.00028527779578100165,0.001965319045577142,0.00035547428667265116,0.00018544973844585358,0.00030988940076054334,0.002421659466258732,0.0005105090607116403,0.0002450722782693151,0.0004358691930198004,0.00024212605665209302,0.00045318830136485314,0.000317753740603698,0.00022676679201464654,0.00034389412467681333,0.0008009764554824018,0.00044288509714072473,0.00012985928766783822,0.00016231858546546327,0.0002387312493293249,0.00021952233304950195,0.00020079491087917275,0.004693458059583646,0.0014561226385663706,0.0002251363974049105,0.0002532649017886186,0.00023412322603589249,0.00016370376143141617,0.00029597282023243355,0.20446054974430605,0.000232658645964104,0.051608231406917816,0.156874868553267,0.0002475298563074238,0.0005140427548534521,0.0003615239388657397,0.0023484303349560155,0.00025363206847103564,0.004903627254802786,0.0002596368627568512,0.00026442735556997756,0.0005536962113217465,0.0005663850222169215,0.0002060795851107581,0.004033258451112814,0.00034270596742344626,0.4172022642477792,0.0004038852922334328,0.00031782073795412827,0.0002784398140169088,0.00014795315465771734,0.0001868195412266336,0.012091287415317087,0.0005367963863192181,0.003703031971452715,0.0013651758169577373,5.517242292867257e-05,0.08065129860901539,0.0003774075027216189,0.0008227437966814196,0.00024753469046243147,0.0008332327547225264,0.0008557586413711126,0.00033452253625104413,0.00044133800701769854,0.0002341585379919236,0.008536279529814339,0.005847953279122215,0.0004388834424094853,0.0024001760412443863
Eichstädt Heinrich Karl Abraham,0.0003225604601869424,4.670529151798058e-05,1.4985612708507684e-05,6.013199784814488e-05,7.427867670159447e-05,0.00021326704257467225,8.134813653839595e-05,8.033685721616922e-05,3.772663409656529e-05,6.0173119494794716e-05,5.266873431751521e-05,6.998395055600118e-05,5.710230921634431e-05,0.0005551678672755759,0.00013663009250296335,7.606828495064006e-05,8.647010734256544e-05,6.425945153913682e-05,4.285634922919282e-05,2.3160155443075605e-05,0.0002450054391866454,5.041528518335898e-05,0.00037567548790815584,0.00011248588516215507,4.906692054823928e-05,5.036696013013081e-05,6.822868620696714e-05,6.719235722708681e-05,5.11265421186814e-05,6.9766923004901e-05,6.1014703909240137e-05,6.043153396057369e-05,0.0004163213765761532,7.53015367647468e-05,3.9284558183677785e-05,6.564510846283591e-05,0.0005129897890423385,0.00010814317165875484,5.191463873478782e-05,9.233191061446805e-05,5.129052885189596e-05,9.600068645191308e-05,6.731104295664395e-05,4.803691452833388e-05,7.284846483531547e-05,0.00016967403908386568,9.38181175833176e-05,2.7508611146235908e-05,3.438459373655073e-05,5.05713932687924e-05,4.650229187472154e-05,4.253518729940073e-05,0.0009942339513096666,0.00030845626958936264,4.769154153161094e-05,5.3650114869821665e-05,4.9595257304947716e-05,3.4678021089347976e-05,6.269710367158628e-05,0.00012451562143223798,4.928500946352718e-05,0.0001355829690298261,0.000841045517735962,5.243523729824821e-05,0.00010889172819100288,7.658305873162618e-05,0.000497477369917295,5.37278932534387e-05,0.13060029069323076,5.4999912790802524e-05,5.601470200119928e-05,0.00011729167812281399,0.00011997959957296332,4.365466093183788e-05,0.0008543812335373728,7.259677274266317e-05,0.012800058068966969,8.555663327025174e-05,6.732523527275711e-05,5.8983016994620325e-05,3.134150719930406e-05,3.95747289733089e-05,0.40204274760138536,0.00011371172074908256,0.0007844280404904817,0.0002891906414194525,1.1687394529859347e-05,0.0062878917988769606,7.994773745099056e-05,0.4212492763301561,5.243626133659551e-05,0.00017650701967962296,0.00018127876814420048,7.086324385915808e-05,9.349039130846412e-05,4.960273757751595e-05,0.0018082741591951106,0.012035589927878312,9.297043109188444e-05,0.0005084388693859746
Einsiedel Detlev Graf von,0.0008158249488674263,0.00011812775205743338,3.790184548527701e-05,0.00015208678720673798,0.0001878667880957825,0.0005393983317197427,0.00020574697622093688,0.00020318923278000759,9.541879161175755e-05,0.00015219079271707242,0.0001332105846345712,0.00017700449971704685,0.00014442405144647017,0.0014041392322866905,0.00034556696181974907,0.00019239309320281324,0.00021870154469777456,0.00016252600748331686,0.00010839294716496734,5.8577026518247984e-05,0.0006196715796500398,0.0001275111259235348,0.0009501643057422184,0.0002845010558874359,0.00012410082104964034,0.00012738890144488654,0.00017256505773779869,0.00016994395831187805,0.00012931004806220834,0.00017645559024848854,0.0001543193411494644,0.00015284437861600293,0.0010529665215656397,0.00019045382172735707,9.935911752142198e-05,0.0001660306325953639,0.21975683365877052,0.0002735173971345805,0.00013130331432046268,0.00023352730899572753,0.000129724805866566,0.0002428064340882915,0.00017024414011094642,0.00012149571375274644,0.00018424947392776443,0.0004291422271021672,0.00023728624685086767,6.957520853233303e-05,8.696605098681681e-05,0.00012790595692899255,0.00011761432219226666,0.00010758065940099608,0.002514632022844265,0.0007801524099380789,0.00012062219098052451,0.00013569270764010282,0.0001254370986184305,8.770819202590567e-05,0.00015857449287914367,0.00031492685256363475,0.00012465241493706284,0.00034291856079305484,0.002127185446425945,0.00013262002033014958,0.00027541065799578993,0.0001936950670817813,0.0012582275262140402,0.00013588942594153566,0.0026272351785141678,0.00013910663760296118,0.0001416732583078155,0.00029665594242909304,0.0003034542753008804,0.00011041204957948278,0.002160914346910186,0.00018361289035983617,0.14160379252942232,0.00021639117182099623,0.00017028003553830486,0.00014918076690427105,7.926942903504506e-05,0.00010009302201013836,0.30685983176071396,0.0002876014583808023,0.0019839876395650953,0.0007314254825660548,2.955994060521223e-05,0.2889776488987826,0.0002022050649984195,0.00044080459896878244,0.0001326226103439158,0.000446424308241049,0.00045849308891201553,0.00017922842205914574,0.0002364573564429425,0.000125456017840526,0.004573515218228097,0.003133180353822606,0.00023514226495014657,0.0012859515217042597
Ende Henriette Freifrau von,0.0005371365037253865,7.777492931682826e-05,2.4954452296371023e-05,0.00010013344805949196,0.00012369088474675324,0.00035513811439263904,0.00013546314269109605,0.00013377913269459543,6.282342331794689e-05,0.00010020192495060291,8.770541742951243e-05,0.00011653918926316843,9.508832765595962e-05,0.0009244807222691141,0.00022752016830638423,0.0001266709893676772,0.00014399238861398633,0.0001070065968750131,7.136556530847441e-05,3.856692451771776e-05,0.0004079897608099485,8.395291227577418e-05,0.000625585101141557,0.00018731457364438983,8.170757859341459e-05,8.387244007494003e-05,0.00011361627504421077,0.0001118905516724137,8.513731678483305e-05,0.00011617778904708968,0.00010160335434372504,0.00010063224378937234,0.0006932697470441772,0.00012539417930989828,6.541772113342058e-05,0.0001093140306966515,0.000854244632380952,0.0001800829682996259,0.018065567528738672,0.00015375362380434728,8.541039197974431e-05,0.00015986296970847732,0.00011208819039657556,7.999238438756728e-05,0.00012130925681568435,0.0002825458522524813,0.00015622849631227186,4.58080919306318e-05,5.725816627048679e-05,8.42128677308364e-05,7.743688875669741e-05,7.083075767582705e-05,0.05559297913419719,0.0005136498196443005,7.941725982383927e-05,8.933963917629587e-05,8.258737941625418e-05,5.774678952668988e-05,0.00010440493245931706,0.00020734681962117807,8.207074622217825e-05,0.00022577646964907285,0.0014005320075770706,8.731659180442902e-05,0.0001813294851180217,0.00012752820475225388,0.0008284129276260678,8.946915786875203e-05,0.0017297631314297582,0.018070705211511454,9.32772143638006e-05,0.00019531731157147608,0.00019979331191319463,7.269493579794268e-05,0.0014227390064017055,0.00012089013225657307,0.2370644211355669,0.00014247124659564343,0.00011211182382967642,9.82201337054886e-05,5.2190735308232e-05,6.590092147153814e-05,0.004265222884151964,0.0001893558686032413,0.0013062510353842492,0.0004815681684981512,1.946216914431965e-05,0.4060113622054138,0.0001331311598151006,0.00029022432011286656,8.731829706110318e-05,0.0002939243184944422,0.0003018703645951785,0.00011800341252950779,0.00015568275755262434,8.259983577079894e-05,0.2367397196799915,0.0020628757960021982,0.00015481690557359368,0.0008466663164536444
Enslin Theodor Christian Friedrich,0.004722698798911798,0.0011850305748405396,1.0455286472008815e-05,4.1953390619767336e-05,5.182336276687573e-05,0.06728375871996661,5.6755642095979035e-05,5.605008435718224e-05,2.6321430746726232e-05,4.1982080711009354e-05,0.0011891911990366516,4.8826982635851e-05,0.02517429357995581,0.0003873341187527819,9.532521529830734e-05,5.3071951481958374e-05,6.032918113642513e-05,4.4833066718347626e-05,2.990037291443427e-05,1.6158569195915336e-05,0.00017093742536415811,3.51741539977734e-05,0.0002621043879214595,7.848008461877124e-05,3.4233415784186814e-05,3.514043817412952e-05,4.760235525756327e-05,4.6879320666008533e-05,3.567038963115376e-05,0.1303813172378913,4.256924430015038e-05,4.216237345717758e-05,0.008059134433028043,5.253700025298021e-05,2.740837613556286e-05,4.5799823324900755e-05,0.02032040706140502,7.545022427024287e-05,3.622023540985425e-05,6.441889262453174e-05,3.5784801254269695e-05,0.001203703244487152,4.6962126309447766e-05,3.351479264775071e-05,0.0016592653546941038,0.00011837958980999819,6.545580181992263e-05,1.9192435809962444e-05,2.3989728330239096e-05,3.5283068780608854e-05,3.244410439615575e-05,2.9676301997535874e-05,0.0023021052171424018,0.014377170381925278,3.327382995301988e-05,3.7431056782997854e-05,3.460203015134864e-05,2.4194449157601512e-05,4.374303490971165e-05,0.043984054868021795,3.4385573866078935e-05,9.459464951523467e-05,0.015062746113176942,3.658345093021829e-05,7.597248339553731e-05,5.3431103119811224e-05,0.00034708413442941427,3.748532185029031e-05,0.008295211174920335,3.8372794983342825e-05,3.90808015300073e-05,8.183303008094289e-05,8.37083613951983e-05,3.0457345639371474e-05,0.0005960917799423801,5.064991807355004e-05,0.3322656147710769,5.9691860974976536e-05,4.697202812217648e-05,4.115176013537395e-05,2.1866602494485692e-05,2.7610824896945833e-05,0.2444870933048097,7.93353357505207e-05,0.0005472862564603968,0.00020176492345540207,8.154158278206085e-06,0.03301215780234082,5.57786000544714e-05,0.00012159667428827043,3.658416538977945e-05,0.00012314688034232064,0.00012647607335831282,4.944045527499141e-05,6.522715103635792e-05,3.460724904990894e-05,0.0036400768104463467,0.03455223788188264,6.486438088313609e-05,0.0007636093118377113
Falk Elisabeth Charlotte Karoline,0.00015194570097405748,2.200104828342672e-05,7.0591399398435025e-06,2.832584799361828e-05,3.498979878782442e-05,0.11707732311311128,3.831994666084085e-05,3.784357226142671e-05,1.7771551602673602e-05,0.02037214718315292,2.481019450013548e-05,3.2966720155354745e-05,2.6898679385831463e-05,0.00026151801340614124,6.436112835243743e-05,3.583281370574893e-05,4.073270811262308e-05,3.02701310714396e-05,2.0187961106716946e-05,1.0909849432341279e-05,0.00011541254367660613,2.3748682161951465e-05,0.020520768091306884,5.298773030254648e-05,2.311351996775955e-05,2.372591810685585e-05,3.213988331442832e-05,3.165170899449963e-05,2.4083727671086693e-05,3.2864486907784703e-05,2.874165652492257e-05,2.846694781888409e-05,0.00019611282597280013,3.5471628424364426e-05,1.850542911308974e-05,3.092286021393583e-05,0.00024164955941406285,5.094204669017431e-05,2.44549693685352e-05,4.3493975896669104e-05,2.416097545004351e-05,4.522219365781129e-05,3.170761723062604e-05,2.2628324148621272e-05,3.431608154288612e-05,7.992684779391708e-05,4.419407025895858e-05,1.2958237971929794e-05,1.6197246230925007e-05,2.382221861603252e-05,2.190542303824136e-05,2.0036674199077493e-05,0.0055542954784933785,0.00014530176474647732,2.2465632347976627e-05,2.527248475063949e-05,2.3362398887394955e-05,1.633546845686026e-05,2.9534169689927724e-05,5.86544716912196e-05,2.3216253182763298e-05,6.386786916611307e-05,0.00039618386788453945,2.4700203125968547e-05,5.1294662590291824e-05,3.607530363445771e-05,0.00023434226143838398,2.5309123125387813e-05,0.0004893170910956153,2.590832211011591e-05,2.6386349881484053e-05,5.5251552656099375e-05,5.651772802263204e-05,2.0564014734566728e-05,0.0004024658054917149,0.01529204899243843,0.3264444909987985,4.030240596660403e-05,0.13226642707094904,2.778460775266196e-05,1.4763766390405542e-05,1.8642117298638405e-05,0.05206605534348775,5.3565173822520064e-05,0.0003695135740039398,0.00013622647580596058,5.505477495197759e-06,0.3030330605092576,3.766027305777146e-05,8.209894031297161e-05,2.470068551064897e-05,8.314559948394989e-05,8.539338479806406e-05,3.3380921068983585e-05,4.403969114339256e-05,2.336592255318524e-05,0.0008518077030053111,0.0005835483283523418,4.3794758086374235e-05,0.00023950579797206206
Falk Johannes Daniel,0.00362910109402077,3.6063439576849025e-05,0.0014227429313810346,0.0011464774845470092,0.003888207610582944,0.061888390872239185,0.0061873931362406995,0.002553705724390841,0.012042191595448434,0.0009705875602917016,0.0022394842317196724,0.0012896563142308782,4.4091485379753834e-05,0.0025398512721567868,0.0003879750217726729,5.873604272389207e-05,0.00019055279076623776,0.0007826853241075211,0.004069664519930061,1.7883088602289095e-05,0.0019237695178377311,3.892810711308221e-05,0.0004491984628057368,0.0012673849094445467,3.7886968840184826e-05,3.889079297627887e-05,0.0015744127933274058,0.0057325780670032,0.0014206159169335493,0.0017987321676044853,0.0013519812988725015,0.0026232112619665156,0.011267330134204697,0.010154414202296206,3.0333528478563495e-05,0.0002459903092427556,0.002133767673163594,0.0003316093445614983,4.0085831311966e-05,0.00568259544077358,0.00015609262420271364,7.412682466314875e-05,0.004118475835733341,3.7091650822560443e-05,0.0012974185594834438,0.0010285613741550204,7.244155650708551e-05,2.1240743900150874e-05,2.6550026309443195e-05,0.0003439023551515722,0.000119641088554111,0.0032152644421688816,0.007662049719508558,0.16462882817678678,0.00025004278528731506,0.00021448045725175007,3.829492348691791e-05,2.6776595917808127e-05,4.84114997769198e-05,0.01012155359965003,3.805536595672649e-05,0.0009449758658223142,0.011139500767484945,0.006802550076016063,8.408062839139076e-05,5.913352473380934e-05,0.0005432476522962256,0.0003562880266724375,0.012340825841742458,4.246812228758858e-05,0.0030704406080984156,9.056664051054869e-05,0.00044543506785222513,3.370789851845972e-05,0.0022801688259867486,5.605551838320851e-05,0.32599518849006154,6.606246046344688e-05,5.1985106512428e-05,4.554367182628218e-05,2.4200310380127807e-05,0.007073216656461046,0.14078780164591395,8.780238035416888e-05,0.00987721347758428,0.00022329823632522664,0.002351989959588908,0.06177073800823763,0.0019284627651863474,0.00013457405007062862,0.0016939964155025936,0.013798774851080706,0.002114621591801921,0.002735397064539032,0.014496314785363326,3.8300699371170306e-05,0.007594333722154784,0.02092630223154827,0.0001817916791548297,0.0006441862015788762
Falkenstein Konstantin Karl von,0.0001861561299756236,2.6954563226167375e-05,8.648498534236163e-06,3.4703385531585744e-05,4.286771846265828e-05,0.00012308070020125388,4.694764593881069e-05,0.024070631363164268,2.17727994198444e-05,3.472711766104179e-05,3.0396186022244058e-05,4.038914561431406e-05,3.295489127906555e-05,0.00032039854357519755,7.88519747393166e-05,4.3900537381696606e-05,4.990363831989708e-05,3.7085422081643245e-05,2.4733261208663455e-05,1.3366191579768087e-05,0.00014139756731352228,2.9095675198107943e-05,0.0002168098808984694,6.491786701486384e-05,2.8317506844415728e-05,2.9067785837816824e-05,3.9376147250810405e-05,3.877806095044892e-05,2.950615588263204e-05,4.0263894648998964e-05,3.521281295534465e-05,3.4876253847328394e-05,0.00024026744085318066,4.34580315802447e-05,2.2671908748633757e-05,3.7885112565220336e-05,0.10623061739503259,6.241159969704893e-05,2.996098229259013e-05,5.328660290006732e-05,2.960079592501317e-05,5.54039272343984e-05,3.884655687237588e-05,2.7723069651444028e-05,4.20423144254821e-05,9.792230100018864e-05,5.414432283729551e-05,1.5875772836570625e-05,1.984404070192192e-05,2.9185768314373182e-05,2.6837408048643036e-05,2.4547912198710564e-05,0.004868213739478245,0.0001780163178716777,2.7523747947752372e-05,3.096256047974833e-05,2.8622420614366685e-05,2.001338352960164e-05,3.61837597001774e-05,7.186046979813172e-05,2.8443370344353222e-05,7.824765871976204e-05,0.01713514310570411,3.0261430195561534e-05,6.284360672925155e-05,4.419762368553482e-05,0.00028710419708783715,3.100744794946957e-05,0.00883637802714392,3.174155601154201e-05,3.232721127765551e-05,6.769138680244683e-05,6.92426403396853e-05,2.5193982950542563e-05,0.0004930805960127262,4.1897057855949485e-05,0.24211960417198589,4.93764540579561e-05,3.8854747543487545e-05,3.4040285568917484e-05,1.8087814248665846e-05,2.2839372148203536e-05,0.1425305166273175,6.562532139013529e-05,0.0004527092011756163,0.00016689773632085376,6.745030478676638e-06,0.23294691010302904,4.6139447456015565e-05,0.008689426091787288,3.02620211886906e-05,0.00010186575154948257,0.03445999023844703,0.10393229537676446,5.3955185411763885e-05,2.862673763013377e-05,0.005338012718115245,0.06278531427704226,5.365510591161789e-05,0.00029343029892510707
Fichte Johann Gottlieb,0.013758737628832665,7.412095716917813e-06,2.378205812704487e-06,9.542904223782843e-06,1.1787971845251339e-05,3.384532419027721e-05,1.2909889967892888e-05,1.2749400676652758e-05,5.987189329355197e-06,9.549430199129524e-06,8.358489742003779e-06,1.1106401936693293e-05,9.06209484648309e-06,8.810473583318754e-05,2.168309608031083e-05,1.2071981369795364e-05,1.3722743000726374e-05,1.0197928115733079e-05,6.801271381469557e-06,3.6754997856438574e-06,3.888218459610252e-05,8.000869007121065e-06,5.961942607301915e-05,1.785142797584594e-05,7.78688452245156e-06,7.993199856401508e-06,1.0827842764045263e-05,1.066337811039608e-05,8.113744964268272e-06,1.1071959822541333e-05,9.682989032208093e-06,9.590440386470984e-06,0.10458611973088833,1.1950298991634296e-05,6.2344307462923775e-06,1.0417830859414991e-05,8.141110556433356e-05,1.7162242508585512e-05,8.238815322741702e-06,1.4653006906869802e-05,8.139769539287209e-06,0.0034421221186926964,1.0682213449157878e-05,7.623423317941117e-06,1.156099826466143e-05,2.6927146314492025e-05,0.08397361742037372,4.36559653582029e-06,5.4568099604844585e-06,8.025643246480471e-06,7.379879821514253e-06,6.7503032173305424e-06,0.007011557962770978,4.8951785126950344e-05,7.568612875129437e-06,8.514234120253014e-06,0.04455740016773392,5.503376667472204e-06,9.949984648065204e-06,1.9760538352532184e-05,7.821495074326402e-06,2.1516918348450693e-05,0.03611578554777975,8.321433935259574e-06,1.7281037884574343e-05,1.2153675593580693e-05,7.89492959573535e-05,8.526577493034547e-06,0.2023511755546286,8.728446066343857e-06,8.889492374277949e-06,1.861410381540001e-05,1.9040674990111413e-05,6.927962866730127e-06,0.0001355896789398978,1.1521054913034732e-05,0.21278490298831834,1.3577775331349867e-05,1.0684465759379198e-05,0.013716908080739384,4.9738743453571476e-06,6.280480639079611e-06,0.00040648369016880873,1.8045967189887947e-05,0.00012448815819747884,4.5894343980545157e-05,1.8547809920712968e-06,0.2443068523059421,1.2687647653577448e-05,2.7658918612331176e-05,8.321596449398793e-06,2.801153535396729e-05,2.8768808356810854e-05,1.1245945142921536e-05,1.483685694850362e-05,7.871918294400596e-06,0.0002869717908777707,0.03103857782565759,1.475433964117038e-05,8.068887793237487e-05
Fischer Maximilian David Benjamin von,5.738460188061506e-05,8.309030058811525e-06,2.6659914197679784e-06,1.0697686736935907e-05,1.3214428973314267e-05,3.794093152431324e-05,1.4472109899273816e-05,1.4292199871670167e-05,6.711696395374486e-06,0.19977249617807505,9.369946795756858e-06,1.24503825991607e-05,1.0158694834898868e-05,0.017385844332476516,2.430695770538695e-05,1.3532806361647071e-05,1.538332590904468e-05,1.1431974773048504e-05,7.624290147492135e-06,4.1202703481505455e-06,4.358730012402194e-05,8.969050537899249e-06,6.683394578932965e-05,2.001162118096506e-05,8.729171887765256e-06,8.960453346728485e-06,1.2138115107335515e-05,1.1953748660520207e-05,9.09558556344035e-06,1.241177266039204e-05,1.0854723144511093e-05,1.0750975229116972e-05,0.12492518447227804,1.3396399254078254e-05,6.9888563840704285e-06,1.1678487848034528e-05,9.126262653505158e-05,1.92390376928036e-05,9.235790629282943e-06,1.6426160628668e-05,9.124759360482203e-06,1.7078848316114215e-05,1.1974863255085205e-05,8.545930317013982e-06,0.011537678711095196,3.018558808063637e-05,1.669056189834067e-05,4.893875393160478e-06,6.117136059562606e-06,8.996822696730346e-06,8.27291573251259e-06,7.567154348920766e-06,0.007860023412648187,5.4875418449324825e-05,8.484487287369945e-06,9.544537730600037e-06,8.823164791994863e-06,6.169337782648547e-06,1.1154027778781276e-05,2.215175213870062e-05,8.767970646829273e-06,2.4120670881543132e-05,0.09234737462873548,9.32840688264047e-06,0.0019401586620554675,1.3624386366410667e-05,8.850291446377058e-05,9.5583747693251e-06,0.00018479803170408,9.78467136715883e-06,9.965205815794016e-06,2.086658807804924e-05,2.134477843719552e-05,7.766312511939322e-06,0.00015199732450901202,1.2915212544156255e-05,0.1789895275555104,1.5220815767728518e-05,1.1977388116345156e-05,1.0493279139024667e-05,5.575760624622584e-06,7.04047875350379e-06,0.015821963726104036,2.0229701497089847e-05,0.0001395524137752315,5.144799773610559e-05,2.079227198922525e-06,0.34686019896653497,1.422297414327272e-05,3.100591181243506e-05,9.328589062541988e-06,3.140119854609221e-05,3.2250108811645286e-05,1.2606811865502605e-05,1.6632258280478188e-05,8.824495557901625e-06,0.00032169811717244057,0.0002203858897351425,1.6539755591199748e-05,9.045300246482378e-05
Fouqué Friedrich Freiherr de la Motte,5.7078442698102004e-05,8.2646995979054e-06,2.6517677826438407e-06,1.0640612279349271e-05,1.3143927155069307e-05,3.773850850143624e-05,1.4394898083023553e-05,1.4215947914078357e-05,6.6758880528166916e-06,1.0647888929285204e-05,9.319956116076831e-06,1.2383957132509142e-05,1.010449601493454e-05,9.823931080006324e-05,2.4177274862662994e-05,1.346060593161867e-05,1.5301252559569447e-05,1.1370982730996739e-05,7.583612921157886e-06,4.098287820430881e-06,0.00025985838047856566,8.921198725904208e-06,6.647737232647717e-05,1.990485488163146e-05,8.682599879916631e-06,8.912647402595804e-06,0.00100230938631636,1.1889972842653853e-05,9.04705865989271e-06,1.2345553186060772e-05,1.0796810863944211e-05,1.0693616465973295e-05,7.366983486793419e-05,1.3324926585281496e-05,6.951569333413536e-06,0.2875568018469667,0.005721167612747414,1.913639329240119e-05,9.186515701580114e-06,1.633852353186695e-05,0.04357946142591459,1.698772899024341e-05,1.1910974786319493e-05,8.500335942322429e-06,0.02144675001385266,3.0024541481591044e-05,1.6601514163948257e-05,4.867765516284311e-06,6.084499824162506e-06,8.948822714299933e-06,8.228777949297942e-06,7.52678195434991e-06,0.0008797329046959474,5.458264629962064e-05,8.439220724445144e-06,9.49361557076446e-06,8.776091311803872e-06,6.136423039838063e-06,1.1094518643672454e-05,2.2033567780810927e-05,8.721191639263506e-06,2.3991981919055892e-05,0.008808971693288987,9.278637827323506e-06,1.926885354840234e-05,1.355169733737706e-05,8.803073239655643e-05,9.507378785914461e-06,0.09448893150840088,9.732468042769466e-06,9.912039301325814e-06,2.0755260346594323e-05,0.018835715482025974,7.724877565771308e-06,0.0001511863861197789,1.2846307109860007e-05,0.2569642400812905,1.5139609444779302e-05,1.1913486176902052e-05,1.0437295239898403e-05,5.5460127435050265e-06,7.002916286412748e-06,0.031191426997713323,0.0017521507954304726,0.00013880787165907233,5.1173511612430995e-05,2.068134075007413e-06,0.1454692149214953,1.4147091519817954e-05,3.0840488609999746e-05,9.2788190352561e-06,3.123366640398897e-05,3.207804755085147e-05,1.2539551815099746e-05,0.0577280604139577,8.777414977788551e-06,0.004000543464030433,0.018514739820478465,1.6451512440862973e-05,8.99704162590661e-05
