sender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Gentz Ludwig,0.0004230464689059857,6.12552097813079e-05,1.9654022495666925e-05,7.886468584270024e-05,9.741842467426794e-05,0.00027970529693239164,0.0001066902059065314,0.000105363886660528,4.9479466048040415e-05,7.891861795639056e-05,6.907642077971682e-05,9.178577915485594e-05,7.489117006576643e-05,0.07152950813269904,0.00017919393513444857,9.976554263796686e-05,0.00011340780440353148,8.427794916869855e-05,5.620722143409728e-05,3.0375148813430128e-05,0.00032133103310492614,6.612096337953966e-05,0.0004927082151419632,0.00014752817655342706,6.435254794091304e-05,6.605758380996681e-05,8.94837041130946e-05,8.812453158677433e-05,6.705379542844812e-05,9.15011418527668e-05,8.002237789835962e-05,7.925753527811894e-05,0.0005460163598121952,9.875993236448753e-05,5.152272418170799e-05,8.609527441788218e-05,0.0006727995077679795,0.00014183259436080782,6.80874047257791e-05,0.00012109571250659763,6.726886831243906e-05,0.0001259074078468734,8.828019102119347e-05,6.30016681417574e-05,9.5542664454103e-05,0.00022253193419256948,0.0001230449117663919,3.607826205102258e-05,4.509629282083816e-05,6.632570321117312e-05,6.098897044676536e-05,5.578600917433414e-05,0.0013039637968157475,0.00040454845453179666,6.254870243531452e-05,7.036352700800542e-05,6.504547539764227e-05,4.548113045843752e-05,8.222888913143608e-05,0.00016330548989176806,6.463857724985752e-05,0.00017782060534826666,0.07190444413848322,6.877018333993969e-05,0.00014281434580536032,0.00010044068189776752,0.15641551470687118,7.046553538971262e-05,0.029682910613599317,7.213382223847679e-05,7.346474479449444e-05,0.00015383109955000796,0.00015735637874115033,5.7254228084244604e-05,0.001120543304464685,9.521256370032058e-05,0.3283137307825505,0.00011220975929748992,8.829880461448321e-05,7.735776744159663e-05,4.110520534095471e-05,5.1903290751652613e-05,0.003359271745120481,0.0001491358919448561,0.043509632448761285,0.0003792810799632812,1.532832320397428e-05,0.2772920200355205,0.00010485354592457742,0.00022857946343777006,6.877152639298035e-05,0.00023149356672329854,0.00023775183947401685,9.293899528933696e-05,0.00012261509019661818,6.505528597050234e-05,0.0023715987924188835,0.0016247123687138608,0.00012193314879106543,0.0006668308577673449
Giech Auguste Caroline Wilhelmine Louise von,0.0010438676116300734,0.00015114729523607725,4.849632139592428e-05,0.00019459869613252964,0.0002403800664179316,0.0006901731174453611,0.00026325819646238845,0.00025998550231329194,0.0001220906350592363,0.0001947317736803784,0.00017044614168686354,0.00022648150761252973,0.00018479404172997964,0.0017966298638427375,0.0004421612253876551,0.00024617158248782447,0.0002798338778930532,0.00020795592914252852,0.00013869137862444316,7.495071197918404e-05,0.0007928846656900136,0.00016315354741093082,0.0012157580445023312,0.0003640259324353073,0.00015878998043668632,0.00016299715825565138,0.00022080113500038857,0.0002174473753471944,0.000165455311483006,0.0002257791647671185,0.00019745530251023903,0.00019556805253193705,0.0013472959481308615,0.0002436902380692736,0.00012713237667559118,0.0002124401811263028,0.07154113648989098,0.000349972077321879,0.00016800574352266758,0.00029880379930790984,0.0001659860040528284,0.0003106766626738051,0.00021783146516705503,0.00015545668309658418,0.00023575162608115762,0.0005490977841222478,0.00030361345055301866,8.902314995408767e-05,0.00011127515046277388,0.0001636587431630794,0.00015049034939514016,0.00013765203692582244,0.0032175320544671204,0.000998223741502476,0.00015433898973453433,0.0001736220776730741,0.00016049977967259388,0.00011222473774254734,0.00020289987132288717,0.000402956469865448,0.00015949575806049253,0.0004387725326807062,0.002721784856589057,0.00016969050047875106,0.0003523945500546962,0.0002478374893289058,0.0016099323322970606,0.00017387378346334892,0.21300461946427954,0.00017799028303569335,0.0001812743358571424,0.00037957840162797967,0.0003882770317787132,0.00014127486864641753,0.002764941794655577,0.00023493710212037558,0.18118545272567896,0.0002768777003206394,0.0002178773942282797,0.00019088037337628647,0.0001014271378645208,0.00012807142509138738,0.1480510125801192,0.0003679929718723033,0.0025385598242509124,0.00093587646790105,3.7822653796413876e-05,0.12517033022205867,0.0002587262360049548,0.0005640200689619625,0.00016969381446355625,0.0005712106219160492,0.0005866529165796024,0.00022932706964997465,0.000302552865372797,0.00016052398727155258,0.1805544300143692,0.004008979496510296,0.0003008701742298432,0.03658590734495264
Giech-Schönburg Karoline Wilhelmine von,0.0004770925779311324,6.90808412178736e-05,2.2164913191269347e-05,8.894000787602451e-05,0.00010986407116463868,0.0003154389197942304,0.00012032036458685638,0.00011882460202944317,5.580069270537182e-05,8.900083006234447e-05,7.790124746644454e-05,0.00010351182958139615,8.445885740012096e-05,0.0008211374352254081,0.00020208677473187284,0.00011251104411516442,0.00012789616682136758,9.504484019361686e-05,6.338794941767694e-05,3.425571212050864e-05,0.00036238253293959617,7.456821695170571e-05,0.19218747098990266,0.00016637557158051926,7.257387840386386e-05,7.449674035407835e-05,0.0001009156539907924,9.93828409971933e-05,7.562022253431094e-05,0.00010319082857037188,9.0245600353166e-05,8.938304561220368e-05,0.0006157724312627799,0.00011137696255904373,5.810498635162569e-05,9.709433700259517e-05,0.0007587527025622234,0.00015995235287803855,7.678588011682773e-05,0.00013656624012389312,7.586277195667503e-05,0.0001419926514116364,9.955838663178606e-05,7.105041757101271e-05,0.00010774867405156634,0.0002509614001281926,0.00013876445844766635,4.068742399318431e-05,5.085754917815477e-05,7.479911322731297e-05,6.878058859836337e-05,6.291292537744261e-05,0.0014705510979928429,0.0004562313581525783,7.053958343697516e-05,7.935278736491819e-05,7.335533049234277e-05,5.1291551572931894e-05,9.273400342421586e-05,0.0001841685084011056,7.289644925694549e-05,0.00020053799582412418,0.0012439732197229716,7.755588680197633e-05,0.00016105952753140562,0.00011327243548371499,0.0007358086007773179,7.946782778098673e-05,0.0015364011677857735,8.134924585655606e-05,8.285019981775854e-05,0.00017348372163485402,0.00017745937126402713,6.456871592571945e-05,0.0012636978041514677,0.00010737640142627691,0.08280957638826228,0.00012654506600826476,9.957937819621191e-05,8.724057380067674e-05,4.635658213439151e-05,5.853417203044446e-05,0.0516963882427321,0.00016818867991979936,0.0011602314673725793,0.00042773596165011137,1.7286586156025495e-05,0.5043491528672082,0.00011824906294512556,0.00025778152871871833,7.755740143614671e-05,0.00026106792194271973,0.0002681257174793606,0.000104812374318087,0.00013827972521894078,7.336639441047191e-05,0.14639844411216915,0.0018322767576593399,0.0001375106626996045,0.0007520215303982397
Gleim Johann Wilhelm Ludwig,0.0009756857152462028,0.00014127486590914781,4.532870595927675e-05,0.00018188816848676296,0.00022467925474540365,0.000645093347313295,0.0002460630628329678,0.0002430041299797326,0.00011411608834823077,0.0001820125538599745,0.00015931317708287827,0.00021168850272105063,0.0001727239208974011,0.0016792800870588744,0.00041328075192678286,0.0002300924886038517,0.00026155607690121405,0.00019437295228297624,0.00012963252757728654,7.005518536151076e-05,0.0007410961251527539,0.00015249691036204108,0.0011363488473066518,0.00034024899163379333,0.00014841835680136297,0.00015235073601663034,0.00020637915280618234,0.00020324444937297508,0.00015464833100194752,0.00021103203453117826,0.000184558191012378,0.00018279420980976885,0.0012592951406430045,0.0002277732171973892,0.00011882852048065237,0.0001985643081171713,0.0015516992037576285,0.0003271130867302018,0.0001570321774601379,0.0002792869473081578,0.00015514436053078252,0.0002903843154572514,0.00020360345174687223,0.00014530277915227087,0.0002203531284530016,0.033171538871777755,0.0002837824484261978,8.320845935701375e-05,0.0001040070345691263,0.00015296910843896465,0.00014066082954519566,0.0001286610721577431,0.003007373759770261,0.0009330231481008283,0.00014425808973454418,0.0328205879665836,0.00015001647774297243,0.0001048945980244266,0.00018964713903317195,0.0003766367182326972,0.00014907803542154048,0.0004101133971485596,0.002544007089558473,0.0001586068917988129,0.0003293773317500203,0.00023164958405318345,0.0015047770058526366,0.00016251693690935237,0.0031420414855259987,0.0001663645606739039,0.00016943411028948996,0.0003547856262213933,0.0003629160913165095,0.00013204727278236605,0.002584345162620741,0.0002195918064382111,0.3653008704724597,0.00025879298683404426,0.00020364638087739823,0.00017841271397747314,9.48022607945327e-05,0.00011970623343487094,0.3343306597172669,0.00034395691749275465,0.0023727496956743106,0.0008747481872152563,3.535220617127577e-05,0.18231124084499828,0.0002418271146810047,0.0005271801886247076,0.00015860998932535646,0.0005339010790171856,0.0005483347353027021,0.0002143482022852955,0.00028279113707731116,0.00015003910418356822,0.005469694783275637,0.003747126535856322,0.00028121835361984994,0.0015379335137614837
Goldschmidt Caroline,0.0043554693507074915,0.0001450554527624683,4.654172505311812e-05,0.00018675558785488907,0.00023069178522092769,0.0006623563715060452,0.00025264783482653916,0.0002495070433832731,0.00011716989258004033,0.00018688330184358847,0.00016357647826504036,0.00021735339410308162,0.00017734610036574771,0.0017242184713873402,0.0004243403538411787,0.00023624987995485777,0.0015579772897627692,0.0028000748024752213,0.00013310155956940727,7.192989754814262e-05,0.0032513315546043755,0.00015657780479982094,0.009390933238429813,0.0003493542267111603,0.00015239010708336653,0.00015642771875500777,0.0002119019632995948,0.00020868337361732,0.00015878679854400778,0.00021667935849247746,0.0035279339156889257,0.00018768587530187662,0.004189272772745554,0.0002338685436727209,0.00012200843177936546,0.0002038779894148002,0.0015932234591323005,0.0003358667983496247,0.00016123443793891181,0.0002867608072513431,0.00015929610207387267,0.00029815514658395844,0.0002090519830762873,0.0001491911550008615,0.00022624988960125286,0.0005269669401778964,0.003629813464408068,8.543515980727279e-05,0.002162113932746116,0.00015706263913606977,0.00014442498447490347,0.0001321041075115794,0.008532948128425,0.002879068160242668,0.00014811850916602519,0.000166624411287625,0.0001540309945495307,0.00010770163051193585,0.00019472219237677056,0.0003867157072748389,0.0001530674390370143,0.0014419741505732118,0.007133663178331939,0.00016285129242961044,0.00033819163571118443,0.00023784864406582463,0.13002381594468784,0.0001668659723245871,0.01395351825155695,0.0037922028036688933,0.0033844669336153305,0.00036427986899138657,0.00037262790944396056,0.0001355809245772924,0.13757194487047825,0.00022546819422435203,0.41720812050671,0.0002657184180313071,0.00020909606101205511,0.0001831871284254206,9.73392172341542e-05,0.00012290963277609155,0.041415714273167065,0.0003531613785411765,0.010975683194959444,0.0008981568910584345,3.629824908575252e-05,0.10049074182894252,0.00024829853055994373,0.0005412877970631915,0.00016285447284753073,0.0005481885418812742,0.003163508781804252,0.00022008426857265487,0.00029035877091076025,0.0001540542264851188,0.0514875655162976,0.010117630021577234,0.00028874389897263315,0.001579089392310657
Griesbach Johann Jakob,0.00011419450654299079,1.653484656721801e-05,5.305283380054159e-06,2.128823792517352e-05,2.6296517644130946e-05,7.550189094653203e-05,2.8799284031310468e-05,2.844126574502739e-05,1.3356176270608025e-05,2.1302796021180358e-05,1.864605513690921e-05,2.4776076692846736e-05,2.0215652035114763e-05,0.00019654337241246722,4.8370485282841526e-05,2.6930083924345786e-05,3.0612590374470926e-05,2.2749460225168703e-05,1.5172224300602207e-05,8.199276875870618e-06,8.673808070602544e-05,1.784827753036201e-05,0.00013299856075696967,3.9822829312989117e-05,1.7370922574772367e-05,1.7831169247456367e-05,2.4154669016052507e-05,2.3787782521641355e-05,1.81000803542647e-05,2.4699243487407488e-05,2.16007380468898e-05,2.1394281234172986e-05,0.00014738822648584818,2.6658635803642866e-05,1.3907720536932993e-05,2.3240017587803878e-05,0.00018161127308453101,3.828539963146224e-05,1.8379086355596408e-05,3.268781599790617e-05,1.8158135777636125e-05,3.398665481445261e-05,0.011490839453870387,0.25611355520538603,2.579018671247551e-05,6.006887253046687e-05,3.321397060262794e-05,9.738739440372957e-06,1.2173010021597105e-05,1.7903543714484854e-05,1.646297959357551e-05,1.5058524908954058e-05,0.00035198379675021116,0.00010920126873403722,1.688400384945051e-05,1.8993488507498317e-05,1.7557967059970207e-05,1.2276890676217564e-05,2.2196349829430715e-05,4.408165817381194e-05,1.7448131529798547e-05,4.799977726662904e-05,0.07292214571565447,1.8563391325979e-05,3.855040744974864e-05,2.711232677539737e-05,0.00017611948699814664,1.9021024009313112e-05,0.00036774534193801056,1.947135088229104e-05,1.9830611757164693e-05,4.152420075625952e-05,4.247579247784942e-05,1.5454846699200645e-05,0.0003024724211605078,2.570108138845488e-05,0.2644504276123289,3.0289197603803303e-05,2.3834824688083342e-05,2.0881469837356617e-05,1.1095680936416903e-05,1.4010448286378506e-05,0.226424637235519,4.025680590724031e-05,0.00027770723339860234,0.00010238075235447663,4.137631284184798e-06,0.07102812958825322,0.09176438073652242,6.170130458868946e-05,1.85637538612807e-05,6.248791932528516e-05,6.417723816164812e-05,2.5087368612514653e-05,3.309794726791302e-05,1.7560615264385095e-05,0.0006401744813485557,0.0004385646515366717,3.2913868288363296e-05,0.0001800001331941239
Göschen Georg Joachim,0.0266667259557914,3.8072916773699514e-05,1.221587462384767e-05,4.90180122016223e-05,6.055001016387221e-05,0.00017384964526755194,6.631284660603285e-05,6.548847848373394e-05,3.075375302084078e-05,4.905153347896822e-05,4.293415741714977e-05,5.704906314496632e-05,4.6548290262634724e-05,0.0004525581431833691,0.0001113772331052802,6.200885141523681e-05,7.048814156312329e-05,5.238260314532591e-05,3.493536094940124e-05,1.887954537893626e-05,0.00019972194567430826,4.1097205359898055e-05,0.000306240708925664,0.2641295276231457,3.999805421738246e-05,4.105781205627351e-05,5.561821813137965e-05,0.017657295570755956,4.1677003177728216e-05,5.687214803273635e-05,4.973757080638513e-05,4.926218610801637e-05,0.0003393741609640473,6.1383818599487e-05,3.202373147896775e-05,5.351215397389927e-05,0.00041817569078757554,8.815544963727689e-05,4.231943866842851e-05,7.526652835531427e-05,4.1810680819870005e-05,7.825721725973167e-05,5.487017965518146e-05,3.915842058706521e-05,5.9384139326032895e-05,0.00013831378327251192,7.647804491788017e-05,2.2424291310279065e-05,2.8029410224860292e-05,4.122446053701477e-05,3.790743684044791e-05,3.4673558249397804e-05,0.0008104731873309598,0.00025144538228351473,3.887688166646874e-05,4.3734152854003135e-05,4.042874034978574e-05,2.8268604432177802e-05,5.1109018538538504e-05,0.0001015018371096134,4.017583452559071e-05,0.0001105236457804009,0.0006855980330906798,4.274381683062249e-05,8.876565309873515e-05,6.242848136901243e-05,0.044411835728935145,4.3797555732563565e-05,0.0008467655106809518,4.483447237319579e-05,4.566170166338039e-05,9.561306983167571e-05,9.780419221502234e-05,3.558612350812703e-05,0.000696468955449217,5.917896659753253e-05,0.1864594897662364,6.97435016904283e-05,5.488174885542926e-05,4.808139343768686e-05,2.554876666816277e-05,3.226027102223409e-05,0.22211946791387807,9.269478338674484e-05,0.0006394449650111426,0.00023574055240093813,9.52725450959706e-06,0.005125722875501306,6.51712783560151e-05,0.00014207259951787393,4.274465159956415e-05,0.00014388384809992916,0.2201793004081357,5.77658397598361e-05,7.621089113762278e-05,4.043483806988723e-05,0.001474057206998965,0.001009833106703667,7.578703333890095e-05,0.000414465901603328
Haug Friedrich,0.00023227769537746533,3.3632756691386856e-05,1.0791228353698664e-05,4.330140734085924e-05,5.348851446310227e-05,0.00015357485886677806,5.857927430857164e-05,5.785104608675681e-05,2.716717237202723e-05,4.333101928185292e-05,3.792706712605221e-05,5.0395856761666686e-05,4.1119710636005537e-05,0.0003997796651321045,9.838813780029122e-05,5.477722194905978e-05,6.226763578193275e-05,4.627361115829299e-05,3.0861110582119926e-05,1.6677764930592178e-05,0.00017642986600476549,3.6304345075033316e-05,0.00027052614102341765,8.100175127731696e-05,3.5333379725490576e-05,3.626954591835327e-05,4.913188052125718e-05,4.838561389279325e-05,3.681652540135782e-05,5.023957393836668e-05,4.3937049196801834e-05,4.351710506722336e-05,0.00029979548588019214,5.422508204495958e-05,2.8289042722527745e-05,4.727143090543161e-05,0.00036940698150625373,7.787453759567168e-05,3.7384038436333916e-05,6.648875499153617e-05,3.693461321795345e-05,6.913066217347774e-05,4.847108018869246e-05,3.459166629790592e-05,5.245861043826223e-05,0.00012218327919344196,6.75589814209573e-05,1.980911360425072e-05,2.476054934007609e-05,3.641675943075828e-05,3.348657544750058e-05,3.062983997675233e-05,0.0007159537493913494,0.00022212118429959903,3.4342961160029074e-05,3.863376506679143e-05,3.571383814919296e-05,2.497184811249523e-05,4.514855521733167e-05,8.966443552322283e-05,3.5490426843420304e-05,9.763409799338184e-05,0.0006056418522407746,3.7758924541305716e-05,7.841357758237541e-05,5.514791359371736e-05,0.00035823639673586324,3.868977374090567e-05,0.19511890581972768,3.9605762533960905e-05,4.033651824700852e-05,8.446243121532348e-05,8.639801935106241e-05,3.1435979561336376e-05,0.008390080670062234,0.4898669258348414,0.08696575442975889,6.160983769911403e-05,4.848130015947539e-05,4.24740194318302e-05,2.256920472425989e-05,2.8497996424547865e-05,0.0018444401654529,8.188448273447753e-05,0.0005648712719748473,0.00020824789149516667,8.416161933764565e-06,0.20667367601799874,5.7570838642145827e-05,0.00012550373275835566,3.775966195737697e-05,0.00012710374893862275,0.00013053991323362245,5.102904107043087e-05,6.732298379188182e-05,3.571922473771636e-05,0.0013021489182680275,0.0008920638095196703,6.694855736427474e-05,0.0003661298373422866
Heim Johanna,0.00018567495963609158,2.68848919435662e-05,8.626144175146805e-06,3.461368534389207e-05,4.2756915371455537e-05,0.0008085863911076484,4.68262971831207e-05,4.624417609107353e-05,2.1716521792614067e-05,3.463735613130802e-05,3.0317618944432997e-05,4.02847490579869e-05,3.286971054272309e-05,0.06853637156800713,7.864816070717566e-05,4.378706469358069e-05,0.007175098928061134,3.6989564882973244e-05,0.0026284955768875727,1.3331643080390017e-05,0.00014103208745807962,2.9020469638582076e-05,0.00021624947773570772,6.475006941337026e-05,2.8244312669263875e-05,2.8992652365806763e-05,3.9274369059865985e-05,3.8677828673615685e-05,2.942988932591865e-05,4.0159821837313e-05,3.5121796016134435e-05,3.478610683520733e-05,0.05761291008503563,4.334570266680201e-05,0.014343657656898443,0.0021252510746762676,0.00029529148835837115,6.225028021419927e-05,2.9883540115293445e-05,5.314886941359395e-05,2.9524284745781408e-05,5.52607209565161e-05,0.002413854240566287,2.7651411958308697e-05,4.193364481191917e-05,0.010002763751220061,5.400437234408981e-05,1.583473765278642e-05,0.004194720521115389,2.91103298850764e-05,2.6768039584952824e-05,2.4484461549790213e-05,0.017314699100038508,0.0025693261595515736,2.745260545490539e-05,3.0882529455571094e-05,2.8548438307971266e-05,1.9961653583618213e-05,0.01428673879118996,7.167472718167195e-05,2.8369850841300493e-05,0.01155909678148499,0.01281173171065455,3.018321143024969e-05,6.26811706086076e-05,4.4083383098356414e-05,0.02967158333736295,0.014381547135880968,0.0859103858554758,3.1659511464927576e-05,3.224365294826486e-05,0.007611578505379145,6.906366420407965e-05,2.5128862358853936e-05,0.003927308012905919,4.1788763696866034e-05,0.2578102742274308,4.924882739765187e-05,3.875431704963071e-05,3.395229934054506e-05,1.804106145183578e-05,2.2780337678306218e-05,0.005953617151263156,6.545569518347036e-05,0.0034065921002627273,0.0001664663444539131,6.7275961422086254e-06,0.24877651421499794,4.6020187705605314e-05,0.00010032345325373528,3.018380089579885e-05,0.01197714291733585,0.00010434920615672346,4.079089524985841e-05,5.381572379485397e-05,2.8552744165255717e-05,0.06202218230332619,0.003088193831000443,5.3516419930487424e-05,0.033438636911534
Heine Johann Georg,0.03960934279617812,4.5404122283688933e-05,1.4568126432764957e-05,5.84567721284558e-05,7.220933668150696e-05,0.00020732560627339792,7.908184745014635e-05,7.809874149968522e-05,3.6675602532380947e-05,5.849674816141294e-05,5.120142869805134e-05,6.803425791094831e-05,5.5511488015052554e-05,0.0005397013681854634,0.00013282369568870015,7.394908798459611e-05,8.406112455489292e-05,6.246923851106931e-05,4.166240821525832e-05,2.251493344050357e-05,0.00023817979846495018,4.901075871780053e-05,0.0003652094920636505,0.00010935212518961079,4.769995836121979e-05,4.896377995897418e-05,6.632789371636752e-05,6.532043597016113e-05,4.970220064690333e-05,6.782327656068122e-05,5.931488675821017e-05,5.8747963422527105e-05,0.0030415745407545614,7.320370074341613e-05,3.8190124194936635e-05,6.381629222515762e-05,0.12898481103149784,0.00010513039594774316,5.046834156939991e-05,8.975962303140777e-05,4.9861618850832323e-05,9.332618993080648e-05,6.543581521741549e-05,4.6698647422764006e-05,7.081896928720188e-05,0.0001649470663504029,9.120442555290661e-05,2.6742244909386824e-05,3.342666854114984e-05,4.9162517766296425e-05,4.520677803582079e-05,4.135019358048762e-05,0.008825689167484392,0.0002998629433286854,4.6362896220554815e-05,5.215546883259589e-05,4.821357611049179e-05,3.371192126037666e-05,6.095041631079216e-05,0.00012104672335815235,4.791197150698159e-05,0.00013180574417453087,0.01663872383033199,0.12398299585356182,0.00010585809833909552,7.44495206109792e-05,0.0004836180784440042,5.223108037736948e-05,0.008868969830669109,5.3467662544926963e-05,5.4454180601093776e-05,0.00011402403289351294,0.0001166370711648734,4.243847964077211e-05,0.0008305789075202662,7.057428911968333e-05,0.23089092886446302,8.317309908423842e-05,6.54496121478135e-05,5.733980089287402e-05,3.046835977641805e-05,3.847221107604504e-05,0.07616762880681431,0.00011054381005185233,0.0007625745502406894,0.09210832966220216,1.1361793774633852e-05,0.027104727019915613,7.772046227634772e-05,0.17875572123608677,5.097543221434952e-05,0.00017158968598617584,0.00017622849764436404,6.8889054859264e-05,9.088582945007965e-05,4.8220847989102645e-05,0.030763263911626454,0.024781744666106286,9.038035487773599e-05,0.0004942741999692691
Henckel von Donnersmarck Luise Antoinette Benedictine Friederike Sophie Karoline,0.00011375967876479463,1.6471885477290878e-05,5.285082017881089e-06,2.120717695754081e-05,2.61963862394982e-05,7.521439621071889e-05,2.8689622638060687e-05,2.833296760733772e-05,1.3305318863988748e-05,2.1221679619492785e-05,1.857505502514593e-05,2.468173479578961e-05,2.0138675240649547e-05,0.0001957949781110905,4.818630102317323e-05,2.682754003748157e-05,3.049602430609925e-05,2.2662835241670506e-05,1.5114451779115452e-05,8.168055817566839e-06,8.640780100991588e-05,1.7780315181750835e-05,0.11436594994625154,3.967119266324246e-05,1.730477788973393e-05,0.16756016806739232,2.406269330391648e-05,2.3697203833268068e-05,1.8031159195411465e-05,2.4605194154441448e-05,2.1518487146941387e-05,2.131281647674477e-05,0.00014682700426075812,2.655712553202683e-05,1.3854762970024372e-05,2.3151524668846e-05,0.00018091973696111,3.8139617178671195e-05,1.8309102802733727e-05,3.2563347922910784e-05,1.8088993556391e-05,3.385724104448527e-05,2.373906156890175e-05,1.6941518382098263e-05,2.569198330561349e-05,5.984014336326006e-05,3.30874990456378e-05,9.701656444338514e-06,1.2126657854037645e-05,1.7835370924296596e-05,1.640029215741177e-05,1.5001185329955947e-05,0.01177398930071135,0.00010878545411652804,1.6819713244734354e-05,1.892116544522561e-05,1.7491110150321453e-05,1.223014295377886e-05,2.2111830969701125e-05,4.3913804832498144e-05,1.7381692849896547e-05,4.781700458224513e-05,0.007912181325268832,1.849270597998101e-05,3.840361590497656e-05,2.7009088947498565e-05,0.00017544886239853318,1.894859609785424e-05,0.00798190890220522,1.9397208224303926e-05,1.9755101112111088e-05,4.1366085655079793e-05,4.2314053922910166e-05,1.5395998013252285e-05,0.0003013206721417464,2.5603217275235274e-05,0.28248236768927026,3.017386294457915e-05,2.3744066873398866e-05,2.0801957753897247e-05,1.1053431003077606e-05,1.3957099554602133e-05,0.0009033278911340652,4.010351676926125e-05,0.015507777493482302,0.00010199090877597153,4.1218760865595976e-06,0.3677646602791141,2.8195733987748686e-05,6.146635947619401e-05,1.849306713482733e-05,6.224997895541206e-05,6.393286523404073e-05,2.499184138371173e-05,3.2971917502479936e-05,1.749374827095143e-05,0.000637736836528243,0.01947580432881776,3.278853945554171e-05,0.00017931473194005967
Hennings Johann Wilhelm Christoph,0.0004291229695343384,6.213505950960976e-05,1.993632642401178e-05,7.999747230541979e-05,9.881771095191294e-05,0.00028372289201351495,0.00010822266900664108,0.00010687729894630852,5.019017285835607e-05,8.005217908228974e-05,7.006861181574597e-05,9.310415996098972e-05,7.596688225204125e-05,0.0007385755949668152,0.0001817678180042368,0.00010119854214767859,0.00011503675688362251,8.548848996910807e-05,5.7014563514615037e-05,3.081144748134818e-05,0.00032594652659816034,6.707070319550381e-05,0.057954472446512924,0.00014964722286019543,6.527688681794066e-05,6.700641326259587e-05,9.076901866890853e-05,8.939032343452364e-05,6.801693413779154e-05,9.281543422211616e-05,8.117179306979254e-05,8.039596450118899e-05,0.0436448745088056,0.00010017848761828932,5.2262779681223733e-05,8.733191868169407e-05,0.28795589904049257,0.00014386983119434792,6.90653898598213e-05,0.00012283509157537948,6.823509625809755e-05,0.00012771590052824315,8.954821870996869e-05,6.390660342473155e-05,9.691500792760179e-05,0.00022572830985656347,0.0001248122884935813,3.6596478365627085e-05,4.574404116954994e-05,6.727838384287979e-05,6.186499600065011e-05,5.658730110020166e-05,0.0013226935048102162,0.00041035925575304,6.344713146755236e-05,7.137420561544764e-05,6.597976725722782e-05,4.613440648866554e-05,8.340999790600657e-05,0.00016565115634894706,6.556702455799914e-05,0.00018037476215975612,0.015482568841548718,6.975797568189619e-05,0.00014486568419442252,0.00010188337888621488,0.0006618262081202354,7.147767921206882e-05,0.08756395333150313,7.316992878556865e-05,7.451996827634964e-05,0.00015604067897397319,0.0001596165941183608,5.8076609024639785e-05,0.0011366384207087336,9.658016571493671e-05,0.03139241400889641,0.00011382150345089643,0.028816910665804725,7.846890902299885e-05,4.1695627019047916e-05,5.2648812584470646e-05,0.3768629895817425,0.00015127803094782758,0.0010435751794444657,0.0003847289489094025,1.5548494207460997e-05,0.051456203070240084,0.0001063596278435292,0.00023186270382694068,6.975933802610992e-05,0.00023481866433560449,0.000241166828862043,9.427394051352138e-05,0.00012437629310785403,6.598971874593647e-05,0.002405663659074316,0.0016480492039199625,0.00012368455651977662,0.0006764089973431387
