sender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Müffling Wilhelmine von,0.00027253743750023493,3.946218473471525e-05,1.2661627790897385e-05,5.08066630231279e-05,6.275945972246118e-05,0.0001801933605032337,6.873258013317761e-05,6.787813109464103e-05,3.187594715182365e-05,5.084140748063903e-05,4.4500810418478416e-05,5.913076432127376e-05,4.8246821759087106e-05,0.00046907183801159804,0.00011544135097834622,6.427153360170074e-05,7.306023020259513e-05,0.0274215424294786,3.6210140550922355e-05,1.956845365642388e-05,0.00020700973247263191,4.259682859688711e-05,0.14627607347748553,9.504145324963932e-05,4.145756979790573e-05,4.2555997844828306e-05,5.764770825313692e-05,5.6772094284766075e-05,4.319778304258917e-05,5.8947393635946995e-05,5.155247807999322e-05,5.105974675345498e-05,0.027719006212967055,6.362369354817964e-05,3.319226669785684e-05,5.5464794521056785e-05,0.00043343478146192404,9.137221242164564e-05,4.386366078883175e-05,7.801297872586096e-05,4.333633853704881e-05,8.111279686513492e-05,5.687237410388154e-05,4.058729821808424e-05,6.155104664885567e-05,0.00014336080682496308,7.926870312137586e-05,2.324254617767013e-05,2.9052194001134167e-05,4.272872727272741e-05,3.92906664942117e-05,3.5938784758220925e-05,0.0008400470820528638,0.00026062053993240676,4.029548603672111e-05,4.532999742045366e-05,4.190397152280112e-05,2.930011632483587e-05,5.297396947982282e-05,0.00010520560509562792,4.164183724992177e-05,0.00011455661653832902,0.0007106152753253552,4.4303524367801004e-05,9.200468200271179e-05,6.47064757117193e-05,0.0004203280449595059,4.5395713848783444e-05,0.0008776637001071643,4.647046722978512e-05,4.73278818392637e-05,9.91019586751821e-05,0.00010137303437925646,3.688464921710927e-05,0.0007218828739939631,6.133838723632021e-05,0.4760582341589466,0.01831712068714869,5.6884365460365346e-05,4.983586735469745e-05,2.648103259321699e-05,3.343743748970669e-05,0.002164129429208253,9.607718493685295e-05,0.0006627780972742446,0.00024434264607580504,9.874900830610457e-06,0.288107658945146,6.754935644067065e-05,0.00014725678101417444,4.430438959718129e-05,0.00014913412144938192,0.00015316586203586899,5.9873695874368065e-05,7.89918009892971e-05,4.191029174666355e-05,0.0015278450599906393,0.0010466815780055961,7.855247676168852e-05,0.00042958962331484036
Müller Friedrich Theodor Adam Heinrich von,0.0002596542743438783,3.759676114701757e-05,1.2063097848914461e-05,4.840497268964328e-05,5.97927467210279e-05,0.00199695842694727,6.548351074977476e-05,6.466945251579416e-05,3.0369133879903942e-05,4.843807473604567e-05,4.2397205106599545e-05,5.63355839919277e-05,0.007347098206785468,0.00044689826407407146,0.0001099843034134847,6.123334310099476e-05,6.960658774314332e-05,5.1727484668952055e-05,3.4498444892113154e-05,1.8643429984499565e-05,0.00019722414050823858,4.0583226730697335e-05,0.1018973267362586,9.054873268961982e-05,3.9497822026475235e-05,4.054432609600294e-05,5.4922633717222694e-05,5.408841104437431e-05,4.1155773357479064e-05,5.6160881453182286e-05,4.911553219721527e-05,4.8646092856285555e-05,0.0003351298074974086,6.0616127203865846e-05,3.1623229462752495e-05,5.284290886819872e-05,0.0054926916128407435,8.705294116341963e-05,4.179017428451576e-05,7.432521405596023e-05,4.128777917180042e-05,7.727850016936064e-05,5.4183950519253746e-05,3.86686892012264e-05,5.864145674555648e-05,0.00013658397395571254,7.552157889186668e-05,2.214384385874259e-05,2.767886284046963e-05,4.0708890401994605e-05,3.743335077417788e-05,3.423991640483757e-05,0.0008003370748099174,0.0002483007024501011,3.839067132268639e-05,4.318719547000814e-05,3.9923121820172274e-05,2.7915065586209318e-05,5.0469828037428054e-05,0.0001002324132000777,3.967337894070057e-05,0.00010914139140434285,0.027704162177786613,0.041123890302842366,8.765551316828838e-05,6.164772498920183e-05,0.0004004586470812748,4.324980540597493e-05,0.1404905303248081,4.427375393870588e-05,4.5090637557624496e-05,9.441729327861331e-05,9.658101258018974e-05,3.514106874542237e-05,0.0006877586269519917,0.005534287901495888,0.19742035988919684,6.887126064433802e-05,5.4195375030303516e-05,4.748006766692589e-05,2.522924323694949e-05,3.1856810744766394e-05,0.06318375842200456,0.039387056515980685,0.0006314478020973248,0.00023279228365835633,9.408102728593793e-06,0.2406760310561904,6.435621942392119e-05,0.00014029578089218625,4.221006932706141e-05,0.00014208437725117193,0.00014592553274866635,5.704339630232158e-05,7.525776624715755e-05,0.09312936301884638,0.021142505515673992,0.0009972037166670513,7.483920938917988e-05,0.003981602511791184
Müllner Adolph,0.025378200515613628,9.95317080493582e-06,3.1935217200597607e-06,1.2814480457620254e-05,1.5829220466185462e-05,4.544845418622519e-05,1.7335763707163423e-05,0.18178506739914066,8.039766391649011e-06,1.2823243721044667e-05,1.1224015346102687e-05,1.491398920441168e-05,1.2168836089326905e-05,0.00011830951973136647,2.911667187116562e-05,1.62105964515985e-05,1.8427285644290547e-05,1.3694064980930425e-05,9.132938690467658e-06,4.935564590257428e-06,5.221209214429577e-05,1.0743792155035415e-05,8.005864382492878e-05,2.39714000657143e-05,1.045644776461416e-05,1.0733493803535944e-05,1.4539932104970935e-05,1.431908433779914e-05,1.0895365168143233e-05,1.4867739363863196e-05,1.3002590282247964e-05,1.2878313355186106e-05,8.872052044067027e-05,1.604719792842191e-05,8.371769127017546e-06,1.3989356576173105e-05,0.00010932112455739048,2.304594241731051e-05,1.1063313166666684e-05,1.9676470207622465e-05,1.093031170016091e-05,2.0458307797503562e-05,1.434437696096874e-05,1.0236947457196447e-05,1.552443395207409e-05,3.6158530163866335e-05,1.9993189605610827e-05,0.3773469170785353,7.327558043106572e-06,1.0777059701128185e-05,9.909910393598481e-06,9.064497204730804e-06,0.00021187707036667748,6.573383523137468e-05,1.0163346451484438e-05,1.1433153281961368e-05,1.0569039417746665e-05,7.390089128264383e-06,1.3361119512075547e-05,2.6535007227621678e-05,1.0502923788079038e-05,2.8893523734343047e-05,0.002480091809605149,0.023019775160192404,2.320546419269108e-05,1.6320297755273802e-05,0.00010601533730864008,1.144972831044126e-05,0.00022136475147494408,1.1720803113983033e-05,1.1937060630290284e-05,2.499554265504343e-05,2.5568354437907213e-05,9.303063583681234e-06,0.0001820736382012612,1.547079689496557e-05,0.299538718910021,1.8232618976507986e-05,1.434740142654429e-05,1.2569625917266335e-05,6.67905850279739e-06,8.433606219516792e-06,0.06727078036592532,2.4232632799284995e-05,0.00016716620360194374,6.162821718238601e-05,2.4906521346854093e-06,0.01974686724419265,1.7037330470607005e-05,3.714117460733854e-05,1.1174473994118286e-05,3.761467829539447e-05,3.863156580348008e-05,1.5101371750361267e-05,1.9923349219546078e-05,1.057063350758358e-05,0.00038535380004408616,0.0002639945201793356,1.9812542656109975e-05,0.00010835129695997807
Mützschefahl Antonie von,0.00022529644130003944,3.262190276757271e-05,1.0466891112353703e-05,4.1999955963595483e-05,5.188088309288327e-05,0.0004955097606759235,5.681863690877831e-05,5.6112296049994965e-05,2.635064570300662e-05,4.202867789884209e-05,3.67871449669819e-05,4.888117718844715e-05,0.00038643452355042443,0.18082306657964098,9.543101965309929e-05,5.3130857654543726e-05,0.023076347522880496,0.0263426382748355,2.993356024744317e-05,1.6176504083161957e-05,0.00017112715400986696,3.521319486075431e-05,0.007137470090253193,7.856719205085122e-05,3.4271412493221625e-05,3.5179441614892654e-05,4.765519055899787e-05,4.693135344936632e-05,3.5709981281152045e-05,4.872959154494144e-05,0.026760073469362752,4.2209170757411034e-05,0.00791490016577385,0.0006746480526818407,0.03523393211128836,4.585065794133788e-05,0.0010514056034088134,0.0031443342197703572,3.62604373504002e-05,6.449039311209131e-05,3.582451989320711e-05,6.70528960909899e-05,4.701425100130689e-05,3.355199173511688e-05,5.0881933489478685e-05,0.00011851098291602147,0.002955561086440079,1.921373807800773e-05,2.4016355259112762e-05,3.5322230531418755e-05,3.2480115094077546e-05,2.9709240627421305e-05,0.021559554326272212,0.00021544519063152734,3.331076158856478e-05,3.747260265100048e-05,3.4640435996677164e-05,2.4221303312345937e-05,4.3791586634150783e-05,8.696951380428915e-05,3.442373945999515e-05,0.012114051426109228,0.02910762666307648,3.662405601471374e-05,7.605680756477681e-05,5.349040792571933e-05,0.0050612557816809844,3.752692794874104e-05,0.014590701694261212,3.841538611520727e-05,3.912417849986458e-05,8.192385904913654e-05,8.380127185063649e-05,3.0491151173342355e-05,0.005741270951459099,5.070613595761425e-05,0.19642252848845632,5.97581147863844e-05,4.7024163804358616e-05,4.1197435725154165e-05,2.1890872901441296e-05,2.7641470990997155e-05,0.02886902131386771,7.942339245183544e-05,0.0029570298911478104,0.00020198886847854242,8.163208826403613e-06,0.32828371913954457,5.5840510418602154e-05,0.00012173163813417058,3.6624771267275286e-05,0.00012328356480905366,0.003757301404585086,4.949533073952218e-05,6.52995486345036e-05,3.4645660687851655e-05,0.00937398917401725,0.02169343244807647,6.493637583165882e-05,0.0003551255718846869
Mützschefahl Antonie von + Schwendler Auguste Sophie Henriette,0.0001000454355192302,1.4486125262410975e-05,4.647941502427996e-06,1.8650555960493398e-05,2.303829352207733e-05,0.003414883573072445,2.5230959008258152e-05,2.491730035286955e-05,1.1701302561008396e-05,1.8663310261023488e-05,1.63357482190737e-05,2.170624015315949e-05,1.771086695310395e-05,0.2982097494899181,4.2377224727325796e-05,2.3593358878137422e-05,2.68195907938246e-05,1.9930728061752868e-05,1.3292336329486638e-05,7.183359785178552e-06,7.599095020450519e-05,1.5636817854464122e-05,0.02355767589124012,3.48886511517616e-05,1.5218608731495057e-05,1.5621829343491948e-05,2.1161826909984198e-05,2.0840398846317495e-05,1.5857421488955355e-05,2.163892683193932e-05,1.892433630005069e-05,1.8743460158374028e-05,0.00012912634552724632,2.335554406305807e-05,0.006709657732990401,2.036050377056531e-05,0.00015910904526833376,3.3541714011570534e-05,1.6101857738655344e-05,2.8637689208384364e-05,1.5908283656421008e-05,2.9775597668295692e-05,2.0877210442805733e-05,1.4899141798724866e-05,2.259469864078368e-05,5.2626143720821133e-05,2.9098651545132318e-05,8.532077927528116e-06,1.0664734461041266e-05,1.5685236378502092e-05,1.4423162840704583e-05,1.3192724662515352e-05,0.0003083718587490016,9.567087612604451e-05,1.4792020820990326e-05,1.6640133464273003e-05,1.5382477796212662e-05,1.0755743964459143e-05,1.9446149844227246e-05,3.861979725573362e-05,1.5286251245705412e-05,4.2052448640846665e-05,0.03039948840400218,1.6263326723359464e-05,3.377388649866369e-05,2.375302124680713e-05,0.00015429770935189086,1.6664257227794534e-05,0.0003221804971897288,1.70587871355544e-05,1.7373534418763008e-05,3.637921713584323e-05,3.72129035460307e-05,1.3539940893061895e-05,0.00026499510373703206,2.2516633756415795e-05,0.2651715250591954,2.653626743997279e-05,2.0881612335231567e-05,1.8294187762644525e-05,9.720889955843373e-06,1.2274508144598884e-05,0.0007944276325887749,3.52688566335434e-05,0.00024329840334083046,8.969544392430113e-05,3.624965301535061e-06,0.2899416027865617,2.4796610866148583e-05,5.405631213403589e-05,1.6263644339357365e-05,5.47454627446122e-05,5.622546947900924e-05,2.1978961990834484e-05,2.8997003879203857e-05,0.04354896075578235,0.0005608547795659677,0.03387159118530084,2.8835732884332893e-05,0.0001576975308540436
Oertel Auguste,0.00032608109076213173,4.721506285587498e-05,1.5149175242672416e-05,6.078831682179933e-05,7.508940155029005e-05,0.00021559477508824022,8.223602198029351e-05,8.12137049106013e-05,3.813840664122985e-05,6.0829887296326e-05,5.324359447330524e-05,7.074780002458515e-05,5.772556023608947e-05,0.0005612273234369427,0.00013812136046828714,7.689854272508714e-05,8.741389724035299e-05,6.496082017465546e-05,4.332411075628714e-05,2.341294014995436e-05,0.0002476795848019769,5.0965549758163205e-05,0.17501397983863815,0.00011371362785060984,4.960246821149721e-05,5.091669725448484e-05,6.897337760102714e-05,6.792573746574228e-05,5.168456980528135e-05,7.052840369638308e-05,6.168065729979057e-05,6.109112226238814e-05,0.0004208653735887736,7.612342576049994e-05,3.9713334905394105e-05,6.636160104172153e-05,0.0005185888867588278,0.00010932351520247096,5.248126821046403e-05,9.33396799715261e-05,5.1850346394284635e-05,9.704849916822024e-05,6.804571860704357e-05,4.8561220049004935e-05,7.364357943958586e-05,0.00017152596975592734,9.484210835106115e-05,2.7808857671883552e-05,3.475988912134218e-05,5.1123361706798876e-05,4.700984754504655e-05,4.2999443460372495e-05,0.001005085654726271,0.0003118229580334324,4.821207743113437e-05,5.423568643883434e-05,5.013657157251477e-05,3.505651912740094e-05,6.338141984609221e-05,0.0001258746643343004,4.982293748829262e-05,0.00013706280802176183,0.13182587821654385,5.300754891865739e-05,0.00011008024195810336,7.741893507541556e-05,0.0005029071551984188,5.4314313745333284e-05,0.0010500925644500708,5.560021691515747e-05,5.66260821821776e-05,0.0001185718743005325,0.00012128913343960879,4.413113574197759e-05,0.0008637064952012367,7.338914021891791e-05,0.36220817404369615,8.64904529294466e-05,6.806006582714595e-05,5.962679525847766e-05,3.168358839690168e-05,4.000667280407946e-05,0.013503939576236013,0.00011495284298890884,0.000792989788392832,0.1530972755427707,1.1814958207385964e-05,0.017271159609372786,8.082033804414459e-05,0.00017618736059034454,5.30085841340123e-05,0.00017843352985963534,0.0001832573602301346,7.163669049562139e-05,0.07649697505019247,5.0144133489548354e-05,0.05640119956311546,0.001252316282736018,9.398516966864902e-05,0.0005139882954629883
Oertel Ludwig Christian von,0.00027253743750023493,3.946218473471525e-05,1.2661627790897385e-05,5.08066630231279e-05,6.275945972246118e-05,0.0001801933605032337,6.873258013317761e-05,6.787813109464103e-05,3.187594715182365e-05,5.084140748063903e-05,4.4500810418478416e-05,5.913076432127376e-05,4.8246821759087106e-05,0.00046907183801159804,0.00011544135097834622,6.427153360170074e-05,7.306023020259513e-05,5.4294026761671335e-05,3.6210140550922355e-05,1.956845365642388e-05,0.00020700973247263191,4.259682859688711e-05,0.0003174153296619209,9.504145324963932e-05,4.145756979790573e-05,4.2555997844828306e-05,5.764770825313692e-05,5.6772094284766075e-05,4.319778304258917e-05,5.8947393635946995e-05,5.155247807999322e-05,5.105974675345498e-05,0.0003517578102501362,6.362369354817964e-05,3.319226669785684e-05,5.5464794521056785e-05,0.00043343478146192404,9.137221242164564e-05,4.386366078883175e-05,7.801297872586096e-05,4.333633853704881e-05,8.111279686513492e-05,5.687237410388154e-05,4.058729821808424e-05,6.155104664885567e-05,0.009265776941063937,7.926870312137586e-05,2.324254617767013e-05,2.9052194001134167e-05,4.272872727272741e-05,3.92906664942117e-05,0.027403187187475142,0.0008400470820528638,0.00026062053993240676,4.029548603672111e-05,4.532999742045366e-05,4.190397152280112e-05,2.930011632483587e-05,5.297396947982282e-05,0.00010520560509562792,4.164183724992177e-05,0.00011455661653832902,0.0007106152753253552,4.4303524367801004e-05,9.200468200271179e-05,6.47064757117193e-05,0.027787576447676432,4.5395713848783444e-05,0.0008776637001071643,0.00916888660146876,4.73278818392637e-05,9.91019586751821e-05,0.00010137303437925646,3.688464921710927e-05,0.1010684603506227,6.133838723632021e-05,0.14765125332634346,7.228841867074464e-05,5.6884365460365346e-05,4.983586735469745e-05,2.648103259321699e-05,3.343743748970669e-05,0.32144869412757243,0.15517715146699942,0.0006627780972742446,0.00024434264607580504,9.874900830610457e-06,0.18776108146851728,6.754935644067065e-05,0.00014725678101417444,4.430438959718129e-05,0.00014913412144938192,0.00015316586203586899,5.9873695874368065e-05,7.89918009892971e-05,4.191029174666355e-05,0.0015278450599906393,0.0010466815780055961,7.855247676168852e-05,0.00042958962331484036
Osmund Emanuel,0.0005414739678804378,2.754790439963035e-05,8.838874843655076e-06,0.0006864101026254811,0.0006374035543632395,0.00026237686225244976,0.0003171804455308023,4.7384610831639514e-05,0.0003190481783394519,0.00025808862984591627,0.003957495101801091,0.000729573695897367,3.368031553093705e-05,0.026013973428589427,0.0018203936504377976,0.0010025956254509712,0.0011070858992512046,0.0002003809959113822,2.527770565415417e-05,1.3660416781272055e-05,0.0012691791001420878,0.00016453854066449315,0.0009972018475550783,0.000397191546867738,0.00030928320414443626,0.0015136881549366109,0.00012295408682496393,0.0009512221395041381,0.00048317981981949146,0.0011829366590707757,3.598794003065833e-05,3.5643972367199546e-05,0.013340150876350425,0.000828612242582789,0.0006473758992239654,0.0003593202933102221,0.0026589811188436293,0.001341742479702908,3.062050269521833e-05,0.0012756549844166857,0.003259669605032163,5.662351409707113e-05,0.0003739519525877889,0.00042976995863292585,0.000900829647969469,0.00030190414318687883,0.00012536288951571828,1.6225240553982483e-05,0.0026885966397169067,0.00016463061696834995,0.00248482983544497,0.0003024323874329653,0.004499293314730865,0.00032677023295498776,0.0010507094790258684,0.002578737803992332,2.925247573684006e-05,0.0002165033272120558,0.00017829052945226936,0.0004326674913473122,0.00011178065060511116,0.0004506791516492432,0.005497821727397029,0.0010727258511088042,0.00047314132259059226,0.0034846772950409893,0.2979078560068024,0.0001868097390415659,0.006702812822329535,7.387341763877907e-05,9.269662403235527e-05,0.001164381791831768,0.00409272666675777,0.002801093613138002,0.01771994657515196,0.00020824165584284004,0.3504857819622459,0.0006310206297405697,0.004763565102322916,0.0005022519892721043,1.8485974843650553e-05,0.0004337966151987246,0.015439600854783287,6.706990815178265e-05,0.005240956190110723,0.0013295189333774728,6.893506425613013e-06,0.14239923411040553,0.00037788150001676524,0.000186519726730978,0.005134789118684734,0.0002900917442033753,0.00033962034884745684,0.00023255888958333503,0.0001378540481460443,0.0008701771218839797,0.01510047120516334,0.009533722449664514,0.015654823137830124,0.0024096635605448564
Osmund Emanuel + Braun Henriette,0.00016819931539831942,2.435449792652944e-05,7.814255339710677e-06,3.135586074539157e-05,3.8732653601314037e-05,0.00011120820740798359,4.241902701514408e-05,4.18916949001774e-05,1.967257246485679e-05,3.1377303648872507e-05,2.7464138195883715e-05,3.649316647665717e-05,2.9776028073266816e-05,0.011549480643878984,7.124583096294143e-05,3.966584572953151e-05,4.5089881286161026e-05,3.3508123563843536e-05,2.2347465019872054e-05,1.2076874790500667e-05,0.0001277582104024,2.628907600310799e-05,0.000195896173515688,5.865582181177199e-05,2.558597058094001e-05,2.626387687961699e-05,3.5577882992501994e-05,3.5037488720859744e-05,2.6659961292409118e-05,0.005666374036448956,3.1816148268196205e-05,3.1512054002985514e-05,0.00021709099275593608,3.9266024499504096e-05,2.0484952769445288e-05,3.4230675068786355e-05,0.00026749878541605134,5.639131165507261e-05,2.707091467218793e-05,4.814652157233322e-05,2.674547225753209e-05,5.00596065916518e-05,3.509937745467261e-05,2.504887341998039e-05,3.7986868898987976e-05,8.847661365014754e-05,4.892150494926613e-05,1.4344379220174372e-05,1.792986382579354e-05,2.637047864335357e-05,2.424864365969685e-05,2.2179994968856734e-05,0.000518443797665507,0.00016084467806494812,2.48687784958468e-05,2.7975879582126483e-05,2.5861472050421506e-05,1.808287166758244e-05,3.2693436476704186e-05,6.492873388499265e-05,2.569969315631744e-05,7.069980789732106e-05,0.0004385636113615035,2.734238105687945e-05,5.6781646838089415e-05,3.993427477845055e-05,0.41124897468081467,2.8016437159672083e-05,0.028691629480405382,2.8679732391932977e-05,2.9208894739864314e-05,6.116180498609043e-05,6.256342298817769e-05,2.2763745061702186e-05,0.05674545791811088,3.785562392974794e-05,0.31069427487688706,4.461354976831711e-05,3.510677804510073e-05,3.075672409715947e-05,1.6343044809085515e-05,2.0636262474721178e-05,0.0013356149957411642,5.929503439967754e-05,0.00040904039916509686,0.0001507986064943054,6.09439779932452e-06,0.10461871706823014,4.168878820146709e-05,9.08810546599604e-05,2.734291504219452e-05,9.20396748439166e-05,9.452790549850388e-05,3.695167441510568e-05,4.875061191719253e-05,2.586537264234229e-05,0.0009429254765224996,0.0006459704269451869,4.847947839880539e-05,0.06219506013614201
Otto Georg Christian,0.010301579615301574,5.301907862607353e-05,1.7011421032376606e-05,6.826085478186789e-05,8.431993190249998e-05,0.00024209723847379625,9.234506641615462e-05,9.119707876517465e-05,4.2826654420791984e-05,6.830753539869095e-05,0.0011120723439757652,7.944462943055196e-05,6.482160208562647e-05,0.000630217430383057,0.00015510023343529546,8.635146574764237e-05,9.815944341628894e-05,7.294627231499541e-05,4.864982265519717e-05,2.6291027472888862e-05,0.0002781261442089824,5.7230602405369626e-05,0.0008780703743066096,0.00012769212643581936,5.569996105226929e-05,5.7175744599895346e-05,0.005686760334286723,7.627565860546348e-05,5.803800957812397e-05,7.919826332466062e-05,0.002826419172159361,6.860088324930817e-05,0.003894702122838977,8.548106582007475e-05,4.45951842165277e-05,7.451924726063044e-05,0.02993264174330542,0.0001227623495046841,5.8932643892486466e-05,0.00010481366606350082,5.822416462007652e-05,0.00010897840004256297,7.641038869326862e-05,5.453071516213991e-05,8.269637891897996e-05,0.000739911435530908,0.00010650078376633582,3.122732285473219e-05,3.9032825180888675e-05,5.7407813735965323e-05,5.2788636770403445e-05,4.82852449156322e-05,0.004915032314274384,0.0013980416455882127,5.413865341766869e-05,6.0902727852279553e-05,5.629972024731008e-05,3.9365919084884716e-05,7.11727207164779e-05,0.0011892352476360862,5.5947532001327e-05,0.0001539115560938405,0.005028575800593193,5.952361881784585e-05,0.0001236120985662875,0.26333073659688455,0.0005647281267944381,6.0991020593902044e-05,0.001179177509710883,6.243499624791186e-05,6.358696826620453e-05,0.00013314758354914696,0.0008121937124333278,4.9556052967759456e-05,0.0098037864120715,8.241066219575266e-05,0.15760675485773312,9.712248267610741e-05,7.642649957705578e-05,6.695655061775793e-05,3.557836340278129e-05,4.492458132358825e-05,0.38875032298499884,0.0001290836748290229,0.0017493540730434255,0.00032828445893416257,1.3267338011882444e-05,0.04399420389299909,0.027256040733454022,0.0038804058818083867,5.952478128933221e-05,0.006765265248454218,0.0059257803975007,8.044278872386259e-05,0.00010612875429024104,5.630821172967855e-05,0.003953465042588871,0.0038592682976772252,0.0001055385040057598,0.006252294250382547
Pohl Eduard,0.00011205298543351916,1.6224764024392352e-05,5.2057919360779336e-06,2.088901372183541e-05,2.5803371788473706e-05,7.408598314008993e-05,2.8259203106598897e-05,2.7907898836084723e-05,1.3105704209462398e-05,2.090329880584846e-05,1.8296380516886835e-05,2.4311444086131595e-05,1.983654233110607e-05,0.0001928575402854236,4.7463380217593984e-05,2.642505662531265e-05,3.0038504015265405e-05,2.2322833316605967e-05,1.4887695389352475e-05,8.045513572856832e-06,8.511145753079349e-05,1.7513563854055802e-05,0.00013050440202716103,3.907602080008972e-05,1.7045160867742555e-05,1.7496776407502952e-05,2.3701689839066423e-05,2.3341683668379645e-05,1.776064455008092e-05,2.4236051755007045e-05,2.119565344249015e-05,2.099306837138343e-05,0.00014462421438174398,2.6158699046162118e-05,1.364690521388362e-05,2.280419112158033e-05,0.026432791996534373,3.756742296185365e-05,1.803441827483813e-05,3.2074812359629704e-05,1.781761124406918e-05,3.334929369324951e-05,2.338291342827497e-05,1.668735120477888e-05,2.530653622057389e-05,5.894238437932515e-05,3.2591099841781666e-05,9.556106170852667e-06,1.1944726203782753e-05,0.3900857105220071,1.6154244791948513e-05,1.4776128233787476e-05,0.0003453829474295938,0.00010715338719179349,1.6567373463711368e-05,1.8637298373553463e-05,1.7228697656067857e-05,1.2046658755806428e-05,2.1780095552829e-05,4.325498266745393e-05,1.7120921901918302e-05,4.709962419115931e-05,0.0002921674314737022,1.821526692322588e-05,3.7827461015357e-05,2.660388182586253e-05,0.00017281666963316376,1.8664317494500376e-05,0.0003608489120088386,1.9106199263297377e-05,1.9458722819795208e-05,4.074548595494823e-05,4.167923221425561e-05,1.5165017692080002e-05,0.00029680007233605403,2.5219101913295952e-05,0.04195311305503067,2.9721175918512487e-05,2.338784364008635e-05,2.0489873868275047e-05,1.0887600568379647e-05,1.3747706481481405e-05,0.0008897756052583182,3.9501858911451145e-05,0.00027249931297773536,0.00010046077783899368,4.060037142342643e-06,0.5347773665629711,2.7772724080461572e-05,6.054420298845729e-05,1.821562265980297e-05,6.131606612171903e-05,6.297370469553506e-05,2.4616898262484546e-05,3.247725232469585e-05,1.7231296197974207e-05,0.000628169112552318,0.00043034012754190084,3.229662542907249e-05,0.00017662454099960973
Recke Elisa von der,0.00013300492061686333,1.9258509202077135e-05,6.17918336157808e-06,2.4794891462179497e-05,3.0628147952466114e-05,8.793875743914184e-05,3.354317648340554e-05,3.3126184500270694e-05,1.55562401239352e-05,2.4811847605363087e-05,2.1717481500466172e-05,2.8857256040497887e-05,2.354562645389885e-05,0.00022891850437349552,5.633819655607925e-05,3.13660769068136e-05,3.565517533104989e-05,2.649681007366089e-05,1.76714322761501e-05,9.549882941000294e-06,0.00010102580139808055,2.0788291905966946e-05,0.004606868127948936,4.638254861689861e-05,2.0232305809119413e-05,2.0768365502511624e-05,2.813348848613125e-05,2.7706167500719548e-05,2.1081572341411278e-05,2.8767766671004118e-05,2.5158867411109996e-05,0.004476880103237403,0.0001716663958456743,3.1049915150537735e-05,1.619863618640797e-05,2.7068173312143343e-05,0.4142439649197528,4.4591869547161496e-05,2.140653693193457e-05,3.807223747933435e-05,2.114919080407338e-05,3.958502438054858e-05,2.775510649971821e-05,1.9807592039697667e-05,3.00384128819324e-05,6.99635723672175e-05,3.868506162956499e-05,1.1342929755447385e-05,1.4178179674354764e-05,2.085266167868704e-05,1.9174804114909075e-05,0.01782538580698088,0.0004099634768994719,0.00012718918377884855,1.9665180573686855e-05,2.2122144993253863e-05,2.045016074504135e-05,1.4299171818720492e-05,2.585258990489299e-05,5.134290276792158e-05,2.0322232822642628e-05,5.5906424557924376e-05,0.00034679759650891234,2.162120109308492e-05,4.4900530137771945e-05,3.1578339271010443e-05,0.009109053745277243,2.2154216214049792e-05,0.04494793831190615,2.2678722092706225e-05,2.3097161346833788e-05,4.836417435882329e-05,4.947251472668573e-05,1.8000608966238778e-05,0.0003522964596383477,2.9934629898786517e-05,0.2100682276886207,3.527851246789787e-05,2.776095857432436e-05,2.432111948428499e-05,1.2923390159600955e-05,1.6318285516080466e-05,0.0010561479757664977,4.688801095668484e-05,0.000323451886181621,0.00011924517432434863,4.819192596516616e-06,0.2875183047884962,3.2965734445580016e-05,7.186490285052386e-05,2.1621623346137923e-05,7.278109079830031e-05,7.474867859677678e-05,2.9219824769217907e-05,3.8549926631475984e-05,2.0453245168527585e-05,0.000745625675440449,0.0005108061537184137,3.833552568695221e-05,0.00020965022006112216
