0,mahlmann-falk-zeitung (0)
1,wunde-gerlach-potsdam (1)
2,vater-minna-geliebter (2)
3,schauspieler-dortige-strafe (3)
4,vorüber-lügen-dunklen (4)
5,freund-wagner-ewig (5)
6,wagners-paul-wagner (6)
7,brief-zeit-sagen (7)
8,traube-unabänderlich-wirtschaft (8)
9,truchseß-fouqué-voß (9)
10,teils-überzeugung-urteile (10)
11,herrn-bitte-herr (11)
12,boden-assessor-persönlichen (12)
13,zwölf-majestät-erde (13)
14,herzog-minute-adel (14)
15,henriette-emanuel-antonie (15)
16,ew-wohlgeb-brockhaus (16)
17,religion-natur-künstler (17)
18,liebe-leben-herz (18)
19,gedanken-draußen-phantasie (19)
20,richard-tante-onkel (20)
21,emanuel-caroline-freude (21)
22,wangenheim-witz-wirkte (22)
23,könig-königin-krieg (23)
24,vater-emma-mutter (24)
25,wetter-karoline-besucht (25)
26,car-menschen-lieben (26)
27,heinrich-ansichten-vernunft (27)
28,werke-handlung-reimer (28)
29,lieben-freude-sohn (29)
30,vater-mutter-max (30)
31,berlin-charlotte-herrn (31)
32,fl-rtl-samt (32)
33,minna-schicksal-hofrätin (33)
34,thiersch-stunden-lehrer (34)
35,ewr-jewagner-bitte (35)
36,bier-heim-otto (36)
37,rth-herrn-kinder (37)
38,uhr-zimmer-abends (38)
39,jean-frau-paul (39)
