month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.04610962308007294,0.0002767684736674549,0.040392219785768894,0.00022381718821982925,0.00017588135133574125,0.0011270150627846528,0.000255807609750422,0.4204700232167334,0.00018876895605568535,0.00013490701722247112,0.00020769302501842253,0.10833276319120151,0.0003033822939853804,0.00012214820989399786,0.00025154777945703935,0.000979430732612578,0.023009708058841952,0.00016892118902659957,0.11765230042728529,0.0002589063914856789,0.0001848230903761379,0.03447148302395738,0.011897442008678693,0.0003077134659415808,0.1134437678834062,0.002572736870561272,0.0009431585668491348,0.00026145322790064186,0.00041180622181877794,0.0005258980327610751,0.05080263112490845,0.0027272658544762202,0.006063350849631837,0.0003759707309506056,0.00014815055278242758,0.0008632672822272728,0.00021907974301759196,0.004816158296316215,0.00032166520133755996,0.008000544931681121
1,0.02222162918633571,0.001492703882197731,0.02405142305646865,0.0046361580509389246,0.0020082592801312854,0.0254181237568697,0.0032051394639049983,0.3321953002746602,0.0054349903577918385,0.005952231394797811,0.002702310480819335,0.05948611799919405,0.002810298103276232,0.0010675631555754777,0.006749693896520938,0.018439148168681384,0.016375481069244625,0.0040881860021376335,0.17056427244906142,0.016536242236217306,0.0019998892469370944,0.03992743274181858,0.003563996247881357,0.0039852606160061844,0.06234681134497922,0.003982725334144988,0.0229024279674229,0.0037540513563806624,0.00442919182986394,0.00302067121769217,0.011704474643814734,0.010726154982590625,0.003583405558331217,0.00878244936454112,0.0007466962356238208,0.01668344304241695,0.004789844187235174,0.05566121011765438,0.0013046448361651705,0.010669946863674276
2,0.012508014615048664,0.0047973536925157425,0.028389110856410372,0.0037253622670649026,0.008408965875988822,0.03584488728344025,0.0023990123255473723,0.338587934045987,0.00593235196833426,0.0001734660846620501,0.0003195167701485619,0.08229036883572288,0.00076302301116956,0.0044945747030305785,0.001315965960247663,0.022331089944218226,0.022825536690375403,0.00578509059369538,0.15092928648878637,0.0031400603269664297,0.00036019302836121477,0.0296243595338678,0.009094292470942952,0.007276908381358859,0.03043885641009668,0.0017628220701675756,0.026798155581301105,0.0006873552772333372,0.01066175735369089,0.01918888343412204,0.005448587467848365,0.00906826170507542,0.004280364664205914,0.0043194883540750234,0.0022839692219882306,0.01876481845266345,0.00956156953078233,0.04747836586801856,0.002866146106034208,0.02507387274880563
3,0.010550813633262004,0.003390114879045517,0.02314502571876644,0.002492612905109691,0.003020040140134939,0.02710370007650241,0.004690930738733236,0.31868106135913404,0.0013746037137478092,0.00034069506152779107,0.0009507567760483769,0.07002901294348458,0.0024341007729748367,0.0008413302534993388,0.0007322945094903234,0.023563749376327537,0.01460269190586217,0.002441637958148919,0.18926693354089746,0.0008999405857167781,0.009535954140026075,0.03652060541872689,0.006820585340194491,0.002304789200494187,0.05375047249611991,0.007154311432935831,0.02002308264766981,0.0073188200876025365,0.0053401036583629906,0.0010184576267009754,0.009539087989208333,0.009076669314802985,0.0022455115989784918,0.016064108438259107,0.0012270934414017587,0.05937730280771432,0.0027508582668219423,0.02746430947192723,0.005598332447724288,0.016317497325913814
4,0.022483686321241148,0.0024609145827781606,0.032422139448592444,0.00013118697400040663,0.0023443362043925856,0.03045342991995573,0.004412275325650255,0.3598437541872406,0.0018408407268091613,0.011346434045549138,0.006021291194308,0.025186795024549933,0.004793207552660663,0.0017554719078408387,0.0017018842653902773,0.013471576379196467,0.007572782539283302,0.00096751620479745,0.1263220558276218,0.004792778139989929,0.004735133073661173,0.04046554143128854,0.001248603179001673,0.0038190766491870364,0.07439689425188346,0.00779986615131455,0.04190642778495853,0.004857942884564014,0.007565176681651994,0.01905450072673027,0.027876629101765155,0.01018104273249401,0.0016462192213291809,0.0037633148440478557,8.683614904912963e-05,0.012320118358406804,0.0013326553732983222,0.06717158570971378,0.0017135359432427636,0.0077345429805634755
5,0.009302502492182018,0.00018889088208482629,0.022960462691784356,0.004142823579589175,0.0008298140508135637,0.03656011222940041,0.0028847359566616486,0.360377064737042,0.0019874753619092047,0.002711341518422733,0.0030595730124710757,0.04835822629613719,0.009463770124882387,0.0034948535345104346,0.003810573876510067,0.01305617410328221,0.02702555765178153,0.0010068472372721407,0.11027865359873953,0.012977100500208526,0.001339463027153682,0.061157371150844686,0.004240621492635549,0.0029811884525159796,0.05290527384744188,0.0019258770800334242,0.01545621775425543,0.0027695193521652187,0.007482902348214033,0.0011166572129769254,0.032191061153196796,0.00901260034903679,0.007696877623760068,0.009043115342381006,0.005106918588845394,0.047124278279157904,0.0022727784406159045,0.033255754381352025,0.011712735239048581,0.01673223544868386
6,0.025131460051364043,0.009243415638195699,0.013958191766674635,0.0026227166898470326,0.0005817260598736959,0.03806516615323731,0.004822260935006967,0.3285917762180484,0.0008159337514281772,0.003967549430022887,0.0019958362742451123,0.040189204032185136,0.003990695408539715,0.005449412475738571,0.0034571940622083797,0.014217566028082431,0.0030820188480943293,0.0061415653735348765,0.15812239946514536,0.0011507864331379368,0.002658859702150125,0.06407442435963553,0.002970853347867312,0.009096147755515779,0.04962875784997587,0.0030141610771140404,0.03060562999433201,0.0015071363204936731,0.0039000193254921317,0.024111485989890862,0.03938631954800176,0.004139630919363453,0.0030036253497949155,0.0012542273472548621,0.007182999010127807,0.02976582836793248,0.0034287595525699377,0.029580758157519257,0.0010136674274595955,0.02407983350289799
7,0.023489553521711268,0.002661220456305626,0.020670550514263624,0.004988464920605227,0.017717872910403863,0.02438785758024968,0.003099329179114795,0.36024370954387347,0.0027659308273788067,0.0001099989355358164,0.0003080217771915611,0.04787577584946939,0.0004505967380692606,0.003906484563283784,0.004608037639628703,0.024618580511248978,0.01329117250063855,0.0014336548271726612,0.1359429744361507,0.007341344908726767,0.00024368750377941326,0.048606502267825896,0.0008753929423078304,0.007277652262616918,0.053416585081918246,0.00427292586760507,0.01751696955855087,0.0010563648654715175,0.0072166186232019616,0.025875741229832945,0.011273643586766953,0.016179572072118863,0.002061034681906627,0.0010046336043337655,0.0024430410942521256,0.014873924166885745,0.00023553779783250776,0.07092139902682737,0.003276866743008981,0.01146077488193402
8,0.02513385300562301,0.0108079919293656,0.017911359016789502,0.0064400895110126866,0.001451711981523565,0.02710129345645973,0.01439658351089215,0.3486015998406109,0.0037361272109090143,0.0019418306696317702,0.007489677018196555,0.052143823402239775,0.009202238577732136,5.740162663064638e-05,0.002115974770588342,0.03229111316396548,0.022577551400481486,0.003273372503963067,0.14462429665256984,0.00605339346698407,0.0030474916405455557,0.025378676668934005,0.0016740013460601767,0.005042878892499142,0.04368642019659339,0.003110124543745743,0.02916633316442749,0.00666782516098743,0.008737254068699568,0.010579619164654795,0.009170998536180862,0.0017208086109610037,0.007039513420708501,0.011713127551328322,0.001768557233213038,0.01810867020166767,0.0022372472290343145,0.053034629373190915,0.009750043053936385,0.011014497226462383
9,0.03602826870838615,0.004792693418667482,0.015678105904136028,0.010034291559928214,0.0008834243910572403,0.029397991723935247,0.004592293606978278,0.36485916249208467,0.003843640790743634,0.0019704936097365345,0.004270279185143983,0.04632381840970187,0.01058888844915294,0.006871453355247042,0.004592183304317431,0.008531639250273561,0.016105369384079513,0.00011923032511163509,0.1420430357085162,0.0015442726253678749,0.0005736487590637698,0.04157080406486151,0.0004931405364940834,0.0003404203465881327,0.05748787517338579,0.008068194218871524,0.03203267818903896,0.007860097822911655,0.00256468352033653,0.013599679445760116,0.012793568288557624,0.005176933197847103,0.006868662424419604,0.005561035820028933,0.0036821151669566496,0.014156917950682447,0.0030547271706746148,0.04688992751565615,0.00860008816092563,0.015554266024373606
10,0.030370081961197948,0.004600270071433463,0.02288345538665392,0.0007223658787297876,0.0003292000862278133,0.016031386851817608,0.001149571840073417,0.33772723859065307,0.0019387276044386895,0.0007518976341076097,0.005180011004487872,0.05695978602373921,0.0031105652501288296,0.0003943834020982514,0.0034205570569208373,0.017231880868979078,0.006568561274626274,7.589434009293995e-05,0.14209641141603138,0.0013427101364627987,0.013152212704567751,0.02490927256755228,0.004091655411904821,0.002592195090408829,0.05955152976551453,0.00018135537469534614,0.04895077758218569,0.005796871088035482,0.020894828360921137,0.015071272022773854,0.009896252580790075,0.006898822421835307,0.009852219783578866,0.007185734235546422,0.009907061608658086,0.025802975813423983,0.013237204393366623,0.05662876013250456,0.0030997278287885526,0.009414314554047117
11,0.019906357108444975,0.001883350807454946,0.02603341890174779,0.000776850964141789,0.005649334251614978,0.020132954043982357,0.0055528464431999665,0.32066292044255434,0.008801435357462386,0.0023499573021652075,0.00030327837241925926,0.050672513671216494,0.0014506974119750337,0.0014221959407518649,0.005521048870152646,0.014998116086923915,0.011452612072204197,0.0006232219186815779,0.19301659897633922,0.003352692418394186,0.005997456953199804,0.04014247291084492,0.00410256113369116,0.002123619641381442,0.05739561091821561,0.004352109087601718,0.032461582326373827,0.0027257574883937903,0.005449899544794933,0.012100803059370406,0.015455504947069763,0.006143032619406889,0.0031818957374292393,0.010298686456515023,0.005514954419980203,0.017113318511807165,0.004657011433993539,0.04739850832176941,0.006301995341931392,0.02252081778440269
12,0.016930432774647754,0.003959294515730418,0.029984651695856894,0.00404017586103003,0.0007468109075359663,0.01700067398551113,0.0011826621633561644,0.32535986328442057,0.0010537499175665161,0.002326141237704015,0.006416790237411412,0.07436166124706782,0.007982533653980424,6.922566994732331e-05,0.0005363609549835723,0.014362499682977729,0.016763616050908255,0.0016488400130029485,0.1360786595261987,0.0014258591506220348,0.0020472382880069905,0.019937194581358324,0.0027384392456012625,0.007065951548255413,0.07338406812923932,0.0015524767362185786,0.04528730757170446,0.005190547524579894,0.028940355718902275,0.010109212483773163,0.008887580916359068,0.009064610542384478,0.005068845900870316,0.011220740391753138,0.005279526182173618,0.005769886161032778,0.010444702796002528,0.05117159181936596,0.0033255256706910892,0.03128369526126776
