month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0.00020396096088805792,9.712795731843609e-05,0.00010216178859897304,0.000138596491197391,0.0001009155811212502,8.636994543702714e-05,0.00010034667864941773,0.00010509035864085092,0.00011756915523319298,0.0001044785362376536,0.0009269881793643877,0.00015698054469394062,0.0001716865995508641,0.00010921668545527275,0.00016613008135101838,8.037863541985868e-05,0.1220467458754626,8.734668306322888e-05,0.000156546964115312,0.00012811494784283227,0.06650798638604978,0.010107547541373132,0.057566097813995555,9.046907699030457e-05,6.160723133539596e-05,0.00011463657982905038,0.0034724742765692,0.00017578653794479446,6.645928035554738e-05,0.0001557162323079402,0.1113583406738805,0.00014414292460727143,0.00012519446704730057,0.00010267597368259468,0.0004349368694653274,0.00013181846217390558,0.05843197289305996,0.00013120824110067727,0.0003630355204379059,7.461140250692302e-05,0.0001823164598569784,0.0001366870501846238,0.00011881838958723733,0.00022606668492297435,0.00022411347233339602,0.0002729523842513427,0.0008947155044017856,6.851514582944507e-05,0.0014990051205318272,0.005199342002374934,0.000388167790644335,0.0035233184414317086,0.0007098187827203388,0.10701907585889332,0.00587983023806784,6.88717082531347e-05,4.5454540822160366e-05,0.36169688737184,0.00010540811663235516,0.0004943350102548657,0.00027450866989640286,0.0018952104112698002,0.00017958114803333063,0.00013346274974977752,0.00018090587771149233,0.0005866296031881106,0.00010310733298931062,0.00012915675169721387,0.0002973302432088074,0.02442764719985249,0.00012309894176015348,0.02769663746222373,0.00020048561252838885,0.019167850718187857,0.00013462738564198328,0.00013161471316302487,0.00011877920242743816,0.00034791651736432264,0.00019138050528937328,0.00012289784562774555
1,0.006888866015230118,0.000189886741555637,0.0022010546910930916,0.003036815341561746,0.0008689138405851615,0.0017550642801134797,6.8815144696838e-05,0.002608221679087252,0.0024047362587907477,0.0007887810723115141,0.016335872426317514,0.008107172354121398,0.00478838706972048,0.0019144512938040173,0.0019555333011115825,0.0034053441029956036,0.04553429173289103,0.0019817671437579332,0.0013825823027020724,0.001145279384705514,0.011876470610683533,0.00012118170848665096,0.021107660312295638,0.0010361481245958542,0.00037361484227834937,0.0036425023335017598,0.001987299282025135,0.001217061217990805,0.005978707564193668,0.0012174122834662945,0.09615232707138832,0.0005064737495790179,0.004249537721225534,0.0031497213591753287,0.00893697253776489,0.0015277982524140293,0.02276879303465004,0.0021004892579905214,0.009361031229852547,0.0015540921501542664,0.0007827221175849224,0.00015021695012456827,0.0006966365427264618,0.0023026887804300606,0.009629555070180172,0.0018288313068098513,0.017834307786822767,0.0011816630066691502,0.04919541331417446,0.031597423463909424,0.008982860822508064,0.0024951443206833747,0.004102004094373324,0.1562504891246382,0.0019203115844226885,0.0010841590263867015,7.729181990272032e-05,0.2835976461927115,7.22861473434406e-05,0.006113956230347125,0.0008960820708390094,0.032694048104510626,0.002185926368809596,0.0002600710149859429,0.004608509808744686,0.01110142322908118,0.0003830826573415013,0.0006371120431700904,0.002913378459730564,0.008182927309002375,0.0010372507156851337,0.008830317838442042,0.003982957778716614,0.002916182365015435,0.0030939819894772857,0.0031602057933771493,8.145569053238016e-05,0.007787230769122012,0.01828379969358803,0.000841317776214529
2,0.012577711833601833,0.0002708627644365986,0.00020352141306055868,0.00013984316572394638,0.0025809292243674634,0.0030009268085128995,0.001847909688351962,0.006582467800398464,0.00016703919559301727,0.006704735701891718,0.01605727634458424,0.009182028476922186,0.00014667189298788713,0.0016568724045526086,0.0007981462186961069,0.0029906615123884202,0.02924663563464007,4.6911812291108907e-05,0.0004478187043246138,0.00464466049231504,0.021936039720134973,0.006673593022232361,0.026622757772175727,4.858877531556447e-05,0.0008316987076277169,0.003469600910165561,0.0049067967177394,0.002441949443214991,0.00016630425518808468,0.0028828861534125837,0.109791250271163,0.004162880931702888,0.0006972892318679536,0.0023805196710598164,0.0038673695780715583,0.0003056054161891288,0.0007725640063362743,0.0038298552181923362,0.0073081529341047615,0.00013629018913727766,0.0001839441332541973,0.00121313362908911,0.000428550124732926,0.005728450816465795,0.0014444539512783357,0.0007448719585251316,0.02332722016560557,0.0008223736980300083,0.04550779066547397,0.027276991791579778,0.005360935821933429,0.0041111368679845805,0.012673834051860696,0.1439770700435438,4.4824585988807455e-05,0.002890640435102883,0.0007514394015441342,0.2795866383413025,0.002753891291530437,0.013926182235896692,0.01197961187352156,0.042799531126350855,0.003097496887043539,0.004298091957729081,0.004133666402444965,0.02331446103043823,0.0001637361870800655,0.00010476642582289273,0.0018178201828447148,0.006954103744511167,0.00302063552475533,0.0027947648377050077,0.0014171762401977413,0.0002179649601604726,0.0003318753329901957,0.003199660209054799,0.003225118680011309,0.010020289904473213,0.0005280083077142966,0.0013012221597550153
3,0.0065054493360543,6.941545048910693e-05,0.0006804571931536764,0.0009121223625623442,0.0003182432601879479,0.00023192916295275198,7.171580764020467e-05,0.003595631891992105,0.002853773374268384,0.000641227025307746,0.02145790285164709,0.0014528458639605235,0.0029004805953728,0.0037479566271110877,0.009952565315908563,0.0013394271914908657,0.05617207755963997,0.00010305382794273994,0.003077668983398581,0.0002533336987158647,0.005953758081422487,0.0012507402127900245,0.019984851616623417,0.0019469022776673814,6.434391408257483e-05,0.0003316028371342888,0.00545861029691185,0.006744805030389248,4.749714719045691e-05,0.004061200893432846,0.09586577485980254,0.0034075666785468445,0.0021171696256838497,0.000985782523092646,0.003619320979299756,9.420807548318657e-05,0.0009950779077533814,0.0008149008117912859,0.007555064264355981,0.0011966543753908815,0.014747075817113615,0.005755124241889456,0.00015290416917998996,0.002235635077018405,0.0014759696631867184,0.0025757846996131237,0.016569825240460058,0.0010420102368313361,0.032107301462942585,0.029401216848038234,0.017331160535090716,0.0003243503148775085,0.0016849619963404678,0.17812196767233573,0.0027297623423107797,4.9221262202311744e-05,3.248547086809634e-05,0.28027327499585364,0.006636100133599914,0.0033738539883410123,0.0070105057475063,0.042918974726678265,0.0007731808489304153,0.0005427864147949451,0.0034672792784269384,0.01672599084818624,0.0005737750962349236,0.002430280106490304,0.0008503960970600721,0.007509888112785909,0.0006213771035690262,0.025699388328589232,0.0026574245875028617,0.003259208720612375,0.00012724631742125914,0.0016334496794153347,0.00018877352563111322,0.006027526110424188,0.0014051580738374833,0.0001242943191674794
4,0.0002697439953881034,0.0015172784526585059,0.0033136376040242693,0.002297334797447421,0.0008869951246979307,9.781649538437668e-05,0.00017369546580773814,6.181214524343747e-05,0.0006314713645799091,0.0004677695881656344,0.011659855626960145,0.000255544279167871,0.00038573775329979774,0.0008774698534276254,0.0006446266050624164,0.0011444829225962189,0.07068363164041234,0.0024222766146724845,0.002510816702100119,0.0019275992773001701,0.008871112159957683,0.0023391757125590744,0.02527728058437707,0.00329001017439581,0.00011333926053782437,0.003096498628408077,0.0001732803075628999,0.004344316304836005,0.007199034792621885,0.000704246752199008,0.06112356069350939,0.0019150478910717548,0.002094218951980794,0.002366627634849623,0.011942129247050496,0.004450995509939389,0.008918649934521503,7.717418572875998e-05,0.008344406627837246,0.00016428434244783696,0.00395381860856598,0.004059472900427435,0.0028045154858167844,0.003723112964438984,0.004490550365691104,0.012405250721549917,0.036298874158239874,4.029930243038197e-05,0.057997526799015674,0.02659899306098841,0.003498765167606437,0.0026488360108685737,0.01911818541258913,0.11504377257036509,4.9089819580994296e-05,0.0004386531046017189,9.039467389407692e-05,0.3253161215823274,0.00035361536160721617,0.0037955122481537255,0.004186881841401871,0.04173511148981723,0.0011252931503544696,0.00033671050169025823,0.0025498919127874323,0.013466191838691133,0.0014445802500342379,0.0014986332724122758,0.0012957861702456914,0.024105128811663285,0.0010732604952337042,0.0007910564139081764,0.0024304745520849266,0.00793060926538997,0.0010025197509958396,0.002533925977393178,6.986366215987458e-05,0.004236680631619337,0.006313944238836533,0.00011310944973287017
5,0.010276423097695294,0.0007273636616542161,4.521442065701069e-05,6.133956874211882e-05,0.0002770095453567393,3.8225319844802174e-05,0.0014728284674368727,0.0015332051523275934,5.20333611412165e-05,4.6239759031837216e-05,0.00981308328118408,0.0016636749842542898,0.0057128598653849545,0.002522714733145285,0.002792376254392408,0.002585716171153897,0.06820402751045285,0.0018389204783805049,0.0036635127952828416,0.00012513839226205002,0.013237286884910911,0.00023685168487832807,0.01922926160938192,0.00039804210129770827,0.0049293487122257715,5.073547178601154e-05,0.0030993431412678837,0.012753115274826891,0.00246533771634009,0.0004328617153088487,0.10032468882224276,0.008964965570747068,0.0042714267984333715,0.0013241641471322112,0.00578434786422109,0.0067835570165080536,0.006579819865497827,0.0036803893777132544,0.004850270667239109,0.004843327015366983,0.007845651170559255,6.049449476333503e-05,0.0009386512695441426,0.0003365751098115321,0.0023999852744030865,0.00438159087970138,0.010241081523623529,0.0002517609224064007,0.029196817934499138,0.03002896897327102,0.009250497600082327,0.0009762240460734535,0.00219022499372833,0.10003659569568009,0.010292910401213683,0.007659426609112108,2.01171177373561e-05,0.30328930525790665,0.00032922031197068927,0.005290189220321103,0.0022253139482788648,0.052036395144561993,0.005605752845642883,0.001691971609851823,0.0002062663534858566,0.009962309122036796,4.56328965118376e-05,0.0008124815968691719,0.014848503025787297,0.01803256843837049,0.00041592999814649346,0.008266566476980148,0.0008358409740524699,0.016526590108688715,0.0035251002138865285,0.00185996302216166,0.0008729931198816874,0.011515961990589307,0.005166510421511688,0.002840011609188715
6,0.00033861632999538277,6.428619293741488e-05,0.002596312651677472,0.0005358885877046094,0.00028484855623626346,0.002092870819767711,0.0036804198949286497,0.0004286674736709596,0.0005602710655380236,0.0005642346427797079,0.015187470099101933,0.0029760224976476406,0.006694305481983818,0.004394724582947248,0.0014462210290400145,0.0003652954885167902,0.05790618322222914,0.00023188717378075954,0.0019511959253016007,0.0021132879274666076,0.0006983896512511918,0.002743053596633982,0.012833332189659007,0.003988274878245669,0.003934021797588368,0.002141307681858036,0.0010685700708324933,0.0030811401411605975,0.0027290784022654174,0.004569712305987268,0.08038095056039334,0.004450079209990578,0.002410674951897914,0.0001884742739833291,0.017295812647550677,0.00021964276483922362,0.004769687847807734,0.00027816998784188076,0.006392279439578604,4.938313488016431e-05,0.009807236871790926,0.004071538848684995,0.002749968632687337,0.0005014187700026102,0.00014833424196355438,0.006390133766372642,0.027140669818409343,0.00022459312710744106,0.026684359270995595,0.04670708762498181,0.0005390572785812414,5.37675221671412e-05,0.021855410377213093,0.15233081856984437,0.0008966534246849482,0.0012429543988248797,0.0036711033879550732,0.29269951726023935,0.0010416869081264469,0.016129757802024636,0.001729544613795785,0.04499544240016782,0.0017373513146478746,0.0009821019623833728,0.0005392784966966468,0.008770092292494976,6.824376919697615e-05,0.0007794888197389812,0.006611221989138715,0.03078492112472198,0.0004840802648413027,0.005429625484573465,0.006166533462502603,0.00674441591830577,0.0013903467019487623,0.0020860450746358348,7.861652746560092e-05,0.0026287562125361062,0.0022768792483702756,0.002195901241682399
7,0.005470458882110166,0.000981241118541924,0.003565801850301639,0.00048733665376015116,0.00010060999192760127,4.053538402230154e-05,0.005060503735445331,0.0012207775105187659,0.0013031282860434127,0.009812712578501465,0.027516256076428033,7.367454767976497e-05,0.002116817388786393,0.00794247923785885,0.00030063353002355523,3.772352567141656e-05,0.05646959068570603,4.09937892530422e-05,0.0041518549081589525,0.0007979924207340657,0.007584542694864549,0.00013232964365312078,0.022920539394022138,0.00022692548878908755,0.007937679799425718,0.000311000248118078,0.0015062254698913764,0.0009157359404695947,0.0004974745641770019,0.0008913591217005047,0.07742250307219217,0.001009426611536318,0.0034113657713038003,0.0016861230770256529,0.01908400135106588,0.0006348774294318293,0.007724809093451534,0.002878564746279797,0.012397499742763005,3.501683181293366e-05,8.556527014686415e-05,0.0008930304026001436,0.0008012363120225557,0.0007697102157438493,0.005475064379737529,0.0032245060282202432,0.018180429971828387,0.005240101320753323,0.06981436015764593,0.022636104101280585,0.002671172201693456,3.812573432800063e-05,0.028154285324607748,0.13403408633337194,0.00041190593768723836,3.2323062474876836e-05,0.0003177748849296333,0.30328929647760966,0.0001588482915143382,0.006975386058542768,0.00041771012160341366,0.0285210630460037,0.0006844119446663944,0.0009018271439651885,0.0009122610520208918,0.012443524490168997,0.0006093432988686402,0.00046293720528759467,0.010902622907088941,0.012549550502437763,0.002979420792601447,0.008306305202851041,0.0044401909556532225,0.0018113621646125122,0.0017151406802258043,6.176978477933743e-05,0.0003645461479764421,0.009002526123180817,0.00016181842548611868,0.0028492333503355788
8,0.00990092949109988,0.00932741788633369,4.8351231700290835e-05,0.0027245260318096045,0.00025693203707895744,0.0038005521245527626,0.0017976615774349801,0.0022189996914288948,0.00176070699297322,0.0006067153722937092,0.027401121778450502,0.0069176400101317,0.0009731533264097323,0.0030726662166882268,0.0015626198372709697,0.00015030177276696021,0.03465942175154119,0.001037665104403927,0.0006875671962664091,0.00390551118855707,0.013468362272805429,0.002181252466717734,0.019623241079086924,4.2817293659966664e-05,0.0005154564558473129,0.0013138604078048299,0.0035028952699716447,0.0011443029559678648,0.0012357839915872189,0.0071428640846551384,0.08965927215911618,0.00221957996646913,0.007197281191751407,0.0003301039234860925,0.019396198190917386,0.0007545673181975312,0.011593782084132183,0.0022275294901898854,0.0024162849824580783,0.004784195831585239,0.0015103057288616782,0.003939007911032867,0.010331904373780924,0.006581215265421666,0.001377668048731692,0.013756638935425792,0.03160632575282838,3.2426915546504194e-05,0.039615229356076184,0.022058824849860503,0.009362577029582984,0.002960203811655999,0.011904441566458585,0.133340222282682,3.950022302485154e-05,6.385246313087252e-05,2.1512769747501237e-05,0.2952235720843858,0.0011761990262313157,0.0029321679739239704,0.005945373244043712,0.037590423618743644,0.00012039176886231021,0.0014753700771645347,0.0013412677554383563,0.012823622640870343,0.005806769031412122,0.0025831874400533204,0.002844640948280037,0.009644932032388122,0.0008688222707716851,0.008951642787773011,0.0015190742706215178,9.037659760989732e-05,0.009122056983189894,0.00014620783956226983,0.0005922982626570679,0.0017106359214881777,0.004531954025453239,0.0008970640796267144
9,0.012371229159308801,0.0006181195005040657,0.0005021595132969397,0.005522103243155137,0.0027089510416998665,0.004036218306295716,0.0007883222078034039,0.0008504913874202995,0.001753425259013851,0.00041420236023098026,0.006243834445239548,0.004945054521179223,0.0024975593898966535,0.0006543191282332439,0.0003748157596740988,0.0015627756316165095,0.05555727855704052,0.00040141789908834994,0.0017200342582564317,0.0013635421656214644,0.014840579162981952,0.002495337192106625,0.012997144337652087,0.0012944022834631738,0.00019832955025769582,0.0012780197485693049,0.0021864898221194934,0.0031938218644526816,0.00048663258572310877,0.0009127657273217236,0.08992570862434285,0.0047551934759367505,7.6156902411855e-05,6.245870358498531e-05,0.024172190683672806,0.002911979515259669,0.010279468495873668,0.004779208374902199,0.0032412404424343767,0.003043120011719494,0.00023138346655798391,0.00016785032190754873,0.0005635520788759217,0.001770388735958451,0.0032365113592454325,0.0016341510607448767,0.028504863919267077,0.000960179809349337,0.04421984957554151,0.04326773694171136,0.00615042595927369,0.0004852122150097872,0.016032339925992848,0.1246509698114654,0.0009144714139222391,0.008690161420233697,0.0012277753892169147,0.30588759936831084,0.000692304518601455,0.00749624995905546,0.0005575614987690302,0.042074356532499184,0.001405796996320417,0.0009279560708230654,0.0010648922021894598,0.013377128181651163,0.0013141222163414608,0.0074077380911975604,0.0036815682575953535,0.00970125250901271,0.0009351701953286319,0.0034719741960963406,0.0007625340570365361,0.0015545734151634868,0.002712700738547934,0.00895981054955916,0.0063443078493665254,0.007839089024216416,0.0010326290814075276,7.475984727474626e-05
