month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0.0001871350597306619,0.0015065087207112955,0.00017013508977501234,0.00016169726183138113,0.0015030781576120314,0.0009700215868459834,0.0006268198520747191,0.03608827408405845,7.118255965101235e-05,0.05590656220807181,0.0013487048516861737,0.00019320105534539683,0.00013942791061650754,0.00013261612118273413,0.00020649849099449913,0.00016848305501370952,0.14758317696560555,0.0004727735022141655,0.0002116328358095546,0.0004163712202191873,0.00013887611327166962,0.002490832686294272,0.0036627011626501668,0.10050821407687159,0.05207894091779597,0.00032034549738382524,0.00011214633181179541,0.00017396673529353822,0.0001793664927055659,0.0003016905675193719,0.028950136791365117,0.00011931843214860275,0.00013887851843524154,0.25611506360663144,0.00011722085510366516,0.00024978460551465525,0.0006152511343902225,0.00020806228408018883,0.006137221489418824,0.000263198705200849,0.016895811740793912,0.00014413781162466634,0.0003746645973941657,4.746088017317777e-05,0.00037059065547653136,0.00015135403283325679,0.00022696988028903715,0.00018711254967152747,0.0009298033993428932,0.00020489031810248643,0.0002890927589474243,0.00018510114608228504,0.20689918102032015,0.00020636878292201963,0.05378247371304748,0.00016440198917394805,0.00018678322810279267,0.0002529446377388639,0.00017401423451862623,0.01738132503050832
1,0.005050966708114786,0.04429922054643738,0.006211146420537261,0.0045468100593526435,0.0022150317349921697,0.022384092187485823,0.009026555063076416,0.10180650880642557,0.0009121460321591955,0.021944664407378817,0.0014537425256094165,0.005972664913040039,0.0015175990306070905,0.0009798359079750932,0.015612993335611341,0.0018071775885235668,0.048201420163702526,0.006450855765149332,0.0025512277165613073,0.011251393891725569,0.0023891201783485154,0.0015328742752986721,0.010555387026519203,0.04968961119009586,0.021663878091983946,0.009715667112311267,0.006480427089523352,0.0009873689777236503,0.0013851988459746979,0.005731179378216432,0.004932788462322419,0.0016826258056501975,0.00038020931570469964,0.21621830165044983,0.00030593253710861374,0.002351234586746934,0.004037931921839862,0.0027194703880848554,0.028894391318889597,0.005755717852505365,0.011947762688710105,9.890102891293508e-05,0.003824267779574564,0.00015607123869088588,0.009947268886451407,0.0032778525020984843,0.002964040026426212,0.0020596180209852197,0.019606731065335507,0.0031945925696333223,0.0015969941060306899,0.00016062490303015965,0.20889013402722417,0.005199625526512536,0.024792905706264464,0.0008476529086345727,0.0003381104154579925,0.002305376465749025,0.0055040423953951235,0.001682058929119472
2,0.002789404115613686,0.04925593241344037,0.0037751428915398927,0.00012507375376416465,0.0007411385298076236,0.024462381066813824,0.01942382728805454,0.10879199008186198,0.0002852499578852422,0.022246039132961738,0.0007099671002460538,0.006206697390929714,0.00076041000061799,0.0024404294968313903,0.0028866582388163697,0.005666659866096442,0.033238722998052896,0.011854758271529675,0.00033740944687062595,0.012665526874569254,0.004782864565701339,0.002180719091359227,0.004417061153573552,0.061781988662283606,0.02781140723920122,0.0034219832820258267,6.0316851062427146e-05,0.0012705829391755933,0.002355356375167838,0.0004109415449308627,0.001041992750956628,0.002880804164282947,0.0015011345377063685,0.1776209296554715,0.0014213541135070726,0.0029806117026742757,0.016077099269134615,0.007690855933230177,0.03751254758666004,0.010755114554163283,0.018456091130052598,0.00013167583642201657,0.011270015114734513,2.5526388553675114e-05,0.005194577813405215,0.0008302897964409327,0.006274113886748166,0.005658941613841291,0.021476942336565764,0.006664308483940873,0.010404862021221388,0.006012929095990639,0.21759680376201038,0.002236333449989396,0.0014190168827891028,0.0019053457355002763,0.004096143693520641,0.00033001492115255723,0.0028857790109720442,0.0004912041375768997
3,0.002775167024157774,0.028114032655531775,0.00036931140856439444,0.0013527288672428705,0.0012650938989362326,0.019578632476206424,0.007835968636805957,0.12819371528094198,0.0002552242650550442,0.008565469782487478,0.0011036298947072166,0.00183284408274821,0.00016125201327734487,0.001963867731225054,0.002529013761301336,0.0012449602117162698,0.05907449526742315,0.011027826376176943,0.001194246259318899,0.00779085543333172,0.0012546776093203802,0.0005122022305299928,0.015148214269381564,0.07810031763504069,0.029809366857250285,0.003464900732252195,0.00022587442314349983,0.001192454329649042,0.0009085919526894458,0.02630854148611682,0.00624171966379834,0.0021789509429997207,0.00333421568925482,0.22231360363715108,0.0035826572319069684,0.005558701831646295,0.0023742184320310654,0.0029722101807091454,0.03821069598445336,0.00283032632948417,0.00939213537763119,0.007508007218259345,0.01072336489288611,3.3900720862979197e-05,0.009888190084189192,0.00047369840225755646,0.0011400232213190286,0.00424324665817273,0.022470467146136305,0.00390426269044186,0.006175070531397887,0.0003471315719803592,0.17857076583828985,0.0018787824858733952,0.0017902057797984175,0.0014961745170317415,0.00034645419748314393,0.0003571308305415244,0.0034337630095533462,0.0030764480499290404
4,0.0032787059927127,0.06008137736130969,0.00010014537790293523,0.005137348821710741,0.012552465758225816,0.040465403434414876,0.006645247708590399,0.07363795730603094,0.00019349456274065185,0.018334751932039026,0.0035586330783136506,0.0005389012628830449,0.00027138530887571284,7.806086086902524e-05,0.010463082811668052,0.0003110334879429876,0.06810967778119817,0.004094615040704304,0.002189149231466328,0.0031634614243307136,0.0009302533174670211,0.0025159137873564524,0.004068488234672127,0.021058606537657794,0.031079195718268438,0.006731845435185897,0.002038397949716777,0.00010240077147841871,0.004397775932773118,0.004384380109268178,0.022667547398702685,0.002294365901756773,0.0017233354174379623,0.24086729399904486,6.899885760183657e-05,0.0028611696250198243,0.015214698286121965,0.002638309694627135,0.03849988328990589,0.001159201171293739,0.004777693759075133,0.0009946457220183149,0.00654215745030661,2.7936551988388718e-05,0.008054410732910619,0.008051363934436125,0.0033721508448787455,0.005832649676948345,0.011129612390282241,0.0016243372182781646,0.0072776341803663935,0.002079666367524447,0.1949138331430348,0.002251510484944466,0.011736194861920362,0.004538030357615972,0.0031736376060917024,0.001515289153411933,0.003368335981836987,0.00023194960284360626
5,0.003336892488432496,0.030206416298893143,0.0012091988139491842,0.0013189445418790705,0.004912801718798754,0.014141688809942385,0.009306926977459853,0.0666843570550327,0.0006798308646550394,0.010113121735980094,0.002265702132584799,0.004798348075565972,0.0021309420951812017,0.005563062519523393,0.004326201267775121,0.0023633526159224888,0.06386895340387443,0.021278881970851184,0.0012023831232215137,0.009574640510310749,0.002398211073412957,5.406637988872153e-05,0.00992148490432954,0.048289356644196174,0.022720384167536002,0.002266207911157695,0.0042643243149189415,7.711205467320118e-05,0.0005147154777535195,0.012397652303102087,0.03201108088233928,0.010362923902556526,0.0026119235805696045,0.21227698282783916,0.01351989913418688,0.005871173681667496,0.004124882134649199,0.0021307170163573346,0.05273061219428251,0.00837770428329154,0.01706938010236524,0.0001822392208402977,0.007429766728222614,2.1037389593918946e-05,0.005079999795715985,0.0020533563131725457,0.004655746971163511,0.002049177720575263,0.008164758745838871,0.004575581194482853,0.0027948098057139947,0.0022867625690357837,0.2066984428752156,0.002331265852487973,0.007902181115658482,0.005294378545540335,0.0028820158632239484,0.005869075158583912,0.003825818929440222,0.0026301432145867183
6,0.002499753384598775,0.027755251365563068,0.0033319896028543494,0.005413791853157837,0.006418813761127339,0.026846605759615335,0.021120526964134703,0.08954223938398181,0.003530643443346605,0.021849475639568846,0.0023249433368283546,0.00015576215134048245,0.0008034335160152092,0.00014990696974133722,0.0005228396699122543,0.0008436109638042164,0.05959482872718724,0.004423730459854829,0.012272853112627624,0.004869639392654171,0.0051011831497070345,0.00100179058637216,0.0015499815030855673,0.04451442810457417,0.010168654848998298,0.0024049506333314553,0.0017625709121298504,0.0028366380981908624,0.0028159062687400367,0.011775619230438267,0.02107581344386936,7.904321627263786e-05,0.00040826849803159,0.27220471514819816,0.0038239179160261265,0.0007482881920732638,0.019983050095516434,0.0011391884997519154,0.04062713404160523,0.009580124137984857,0.0028397417229830873,0.004445739573931032,0.00833212626736344,0.0004638232244226105,0.006928431287065341,0.0025461103747389598,0.0015993984379071068,0.008557451307981067,0.01838935671284178,0.003375642133404979,0.003548646157058595,0.0029346488780599153,0.17175389351646,0.0029715122451250712,0.0030919607547815814,0.00010890909100904093,0.004309406814691571,0.004967048220621326,0.000378228089888747,0.0005860192068530449
7,0.0013711238540229452,0.06811479529017593,0.0009622661326366603,0.0024786448030860806,0.0032659704930926158,0.016341119422575014,0.005297570946829509,0.0801161522448122,0.00032979426584838455,0.01941809144125979,0.002708115463035478,0.000975492968452036,0.001455194890738604,0.001988011820369238,0.00033874229647893564,0.003279701636246704,0.06072975341276246,0.007844112066769724,0.008265881050617329,0.005278221107501834,0.007910734226312183,8.443441243985343e-05,0.001320317255580182,0.03531153723263165,0.02008250417314827,0.008981937335278597,0.00908629705444368,0.005328434941956841,0.0002333921167207956,0.003379569558245586,0.005484213596817376,0.0016872621721931874,0.0040271273771365305,0.24577704705274261,0.004798785923546521,0.005241970219356877,0.021651893752730984,0.0004830185764832395,0.02971455995626146,0.003259238327732812,0.011149827415623047,0.00020847458667353782,0.010947462591119244,0.0015025487350472282,0.012068491355150148,0.0001381682265298246,0.00039701603339647383,0.0052665267779412415,0.02844334452123888,0.0015426787152895353,0.001958017063619944,0.002486179823102745,0.19395415840523955,0.004361866955512112,0.006007087179417085,0.0028670042154646646,0.0011572172139231148,0.00408177418253936,0.003198528897592439,0.0038605962365090857
8,0.003084195348561859,0.04181816697677054,0.007365705803487876,0.0007252720315422006,0.018440800320119303,0.03133594772487238,0.005166235505456908,0.09308823586585574,0.000986559914914288,0.027368958668570118,0.0038411614760658127,0.007566747313984196,0.009370139263831439,0.004349949646350558,0.004761727253188345,0.0024704722603980027,0.04369380308439608,0.0024860304376829122,0.007240726111957253,0.003008499152349115,0.0010885993774357064,0.002383883052874015,0.010614984221984251,0.05219306332804421,0.019216629680663504,0.0025914125394695567,0.00023446712284415664,0.005695000795225227,0.01358458582567843,0.007362956487662563,0.0033994622718575827,0.0027501875947603988,6.582898981797772e-05,0.2028882132447076,9.095098776833607e-05,0.004917573466599943,0.011761311544074886,0.0021856987069054186,0.032075742430395876,0.002175081381242682,0.01669900435686122,0.001164692606454867,0.008346308155629888,2.2496652706798775e-05,0.0021446189000779176,0.0037579973332235537,0.0019718080171804583,0.000148668769184226,0.030584608352762176,0.004592680857084687,0.004517888688851598,0.00037748207696185264,0.19891951838060937,0.008609987211162509,0.01049642594150914,0.0004099229836072387,0.0011262274210291166,0.001661667403443286,0.008169974943457456,0.0008330537378356561
9,0.004810019298569767,0.047116662337868355,0.000424080027454917,0.008312391492750083,0.005279672002861542,0.030157655768321516,0.008265691844440403,0.0818766494744386,0.00043294927509618527,0.029551823626284616,0.0021937795089643324,0.0022234137779808495,0.011786308475162375,0.00032146062033126555,0.0007638149319866397,0.0002418601432983299,0.05732811759306852,0.009407890851651666,0.0025977965777751605,0.007961583635006778,0.0008518168200414986,0.000892245410259377,0.010140354804655367,0.04342750923363406,0.01869733817038577,0.004193647654313019,0.002997025465666082,0.011004651795809603,0.004126228838061411,0.0029028327490668174,0.007816892702345543,0.002667336879780771,0.0032165036100996534,0.23864952346696328,0.002085720140846968,0.004587123961309322,0.01445129907541035,0.0031232765803823666,0.03915615629046424,0.0036859716142741143,0.01146052397913061,0.001599110723449333,0.003094271713441286,0.008652766154583642,0.004980309551238423,0.0032641522805734935,0.00013820585285823358,0.001664766146181722,0.008170364518010008,0.0039491133665883775,0.000693843753066977,0.002648007249432151,0.20454017502106647,0.0002568020766513511,0.010064301711132756,0.00046475062737527916,0.001043187018468781,0.003298959109392122,0.00017828351972167306,0.00011102910055567616
