year_range,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.008286022345344849,0.44104553786221606,0.00034783215612892534,0.06427962833633462,0.0009224927132397796,0.06112927074846522,0.001499129859432684,0.0020962410775954943,0.04912422443948866,0.0008991536495639565,0.021189198888183977,0.1606128903614019,0.0007840392721765904,0.0006029302448075875,0.0931337419502654,0.0004200445633492233,0.010056440149912332,0.041462718030955595,0.0003683524182754485,0.041740110932861764
1799,0.043264833806087165,0.470779265380937,0.004140752832158275,0.07312645641683006,0.0076158511064740005,0.09478382595481111,0.014083624650830004,0.0383866279943697,0.011187965624557214,0.002369311784471672,0.003807790285285636,0.01804788904053075,0.006721087182598125,0.0025273241971042045,0.09779184402434003,0.006294743956406232,0.006312184774205035,0.0020175577623606647,0.021438214949969062,0.07530284827567375
1804,0.05495138458699419,0.4487802082568757,0.0028369590200831986,0.05463435503498386,0.005367569583618885,0.02066764479405109,0.04647069703154532,0.0554232169012283,0.0757676094376208,0.026016123200416522,0.01682623969259352,0.020765746012075897,0.006385299103686533,0.004553069121107792,0.04565259200509569,0.005366095074198108,0.0036301711450410466,0.001611922643375151,0.00514831229859422,0.09914478505681443
1809,0.013836482700066438,0.4151810583267408,0.01243256424693794,0.012575107914168803,0.005462308039948602,0.009637135346337169,0.07317970257080993,0.027065561123195782,0.04129454350691199,0.06545633066394589,0.04120218668203072,0.01623038263580219,0.03659347848978777,0.003992949877493645,0.06469626791308777,0.013254157098769955,0.0075379144879951536,0.0028834598689823124,0.006808117816592006,0.1306802906903948
1814,0.019999604575686888,0.4322686349315514,0.02663740077957542,0.007620615944831344,0.019286864573299988,0.006010943422585092,0.19039234909204283,0.00971917510004877,0.006692917576228386,0.005438797510266384,0.026945127112889718,0.016904175131401654,0.013120496016734864,0.04213625743346325,0.06320962654417193,0.004535572861523686,0.004683915548967113,0.005157264395801537,0.005121468982851584,0.0941187924660782
1819,0.016926422840204243,0.40332242845065347,0.002608166026459911,0.003554015321501248,0.013872043508863329,0.0071256009812746815,0.021223634715876044,0.0023698693988580934,0.004447796092948032,0.00395821839945238,0.014458161039538965,0.24538105878156144,0.012862284082978803,0.032529952229292974,0.05334589150148215,0.005084394859526149,0.010570479823280316,0.07112883247847955,0.0040954236703705914,0.07113532579739822
1824,0.02054312881061908,0.3542239958973838,0.014747454512013229,0.004488482427429454,0.18682490752057734,0.006454656998200748,0.008703966775001501,0.002483167779092349,0.012729312877833453,0.0025846902400953123,0.0024657323324455954,0.020289741351452,0.009699137873914541,0.007722337190808672,0.0838924936944703,0.023400765124857864,0.03160266273469097,0.004004568899104145,0.016315955321117796,0.186822841638892
