receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
AbekenBernhardRudolf,0.0007308507507189795,0.3703605068871752,0.00017600002182120158,0.1687038487186662,0.009324501611231856,0.0006002153972872196,0.0007585465671413408,0.00045978404985593066,0.19019090634245867,0.13033602964233287,0.021492111411450656,0.0010374513103894045,0.00039671699864520866,0.00030507741844162787,0.0501284194673174,0.00021253886684340572,0.00022606254596011335,0.00030531992406123977,0.006091535351331616,0.04816357671686987
AbekenBernhardRudolfANDTruchsessvonWetzhausenChristianFreiherrANDVoßHeinrichANDVoßAbrahamSophus,0.0018186729484306696,0.4008481139787596,0.09958617268912892,0.0012538242502138453,0.001161533785848407,0.001493595655753201,0.0018875921252427602,0.0011441416907217582,0.0509287743495284,0.39772498086206265,0.0011623791616108931,0.002581627824371834,0.0009872035746133782,0.0007591646414141723,0.002662846311727828,0.0005288886783491022,0.0005625414444557488,0.0007597681003417258,0.00046380179787359197,0.03168437612955157
AbekenMinonaLaura,0.00023415791249499572,0.6356333612733984,5.6388801226767356e-05,0.0001614324715826548,0.00014954988296349018,0.0001923035371282953,0.00024303139938944691,0.00014731061465948612,0.00017441658570577866,0.0001457662712437415,0.00014965872684550232,0.08649976731511456,0.00012710450685404174,9.774402144538803e-05,0.00034284698311877725,6.809551380380258e-05,0.2330434857396273,9.782171803337231e-05,5.971544300761689e-05,0.04237604128235653
AhlefeldtJohannGeorgJacobvon,0.002075957251343471,0.6556107704842431,0.2834362281946881,0.0014312004510694178,0.0013258538251713354,0.001704891874490959,0.002154626296804965,0.0013060013024704415,0.0015463127937571596,0.0012923097262246546,0.0013268187946815259,0.0029468459444010266,0.0011268614409420095,0.0008665622610526201,0.003039554261152158,0.0006037095828140528,0.0006421231435849121,0.0008672510902000617,0.0005294149815735968,0.03616670629933439
ArnimLudwigAchimvon,0.005523061484560247,0.27359615411656546,9.091664693777976e-05,0.07229762480748002,0.00024112188259330688,0.005455578945736398,0.0003918437606826844,0.00023751147128175278,0.4582329044290233,0.00023502149947839248,0.00024129737348115962,0.0005359180841331473,0.0002049328115236472,0.010448643592098943,0.0005527781658727016,0.00010979158364530356,0.00011677753482207451,0.00015771966078018723,9.628024945633076e-05,0.1712341218998472
BarthKarl,0.0005265535731828142,0.3026451180144202,0.00012680214158504837,0.00036301504328365016,0.00033629453049202574,0.0004324351610913936,0.0005465074845457883,0.00033125906227220403,0.00039221256906143216,0.2873878840800589,0.00033653928897309487,0.015100453933417588,0.00028582135678658954,0.0002197980977919191,0.3524195837336905,0.0001531271599112765,0.000162870519351593,0.00021997281499703644,0.036016795024024766,0.0019969564110622925
BentzelSternauChristianErnstGrafvon,0.0008497660086295665,0.2683657128721743,0.00020463663191778823,0.0005858432268135729,0.0005427209603246692,0.0006978752391907817,0.0008819681557215883,0.33640181936357605,0.10486761892647176,0.0005289901211869414,0.0005431159580003643,0.0012062529296300874,0.00046126602478358165,0.0003547159525212512,0.22129514223859686,0.0002471206390340259,0.00026284472882073855,0.0003549979157432155,0.0002167091135953539,0.0611308829932674
BergnerCaroline,0.0013501467413981126,0.6288071824481116,0.0003251359538375324,0.0009308142660685144,0.0008622996549985923,0.0011088158040298886,0.0014013109719283893,0.0008493881083779685,0.0010056802365859595,0.16645322823352166,0.0008629272452049366,0.1859307101577508,0.000732880362305357,0.0005635887792109451,0.001976844310421855,0.0003926364694936333,0.00041761961587909456,0.0005640367751550794,0.00034431725978767305,0.0051204366059324725
BertuchFriedrichJohannJustin,0.0015409347937111173,0.1506173645396359,0.0003710806304179149,0.06311807467979746,0.14417675968181143,0.001265501593165428,0.12410669559341474,0.0009694143972889421,0.27180083575759784,0.0009592514586233081,0.0009848667376707637,0.0021873752190683902,0.0008364430437646299,0.011004262800830082,0.21825567265006454,0.00044811958476166186,0.00047663307765938214,0.000643740317344361,0.0003929724298950463,0.005844001013477124
BodeAugustTheodorHeinrich,0.0019154901809948634,0.378088686968559,0.001777547329119309,0.4455458173070372,0.001640705592593636,0.006788854050700904,0.008284181296294001,0.003918696562506338,0.008895141341136479,0.0005221915880874776,0.0005361358809262831,0.012036413409666474,0.0042767844434291975,0.00035015717524444187,0.10882183085112007,0.00024394466697567484,0.004917655999748727,0.0003504355147006297,0.00021392398770599382,0.010875405853453346
