year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1808,0.05585662706053202,0.424069054371488,0.0015984368336047284,0.013552857270477885,0.0064590411259008605,0.0048608508891962885,0.04413292201669673,0.029467018457244674,0.10502605698581724,0.05504948839625316,0.04448695235306541,0.01566094231825912,0.009220062826512825,0.005847453578712336,0.028190256724743554,0.004626269625772906,0.007181381807343416,0.0024396697519383777,0.004409657007099739,0.13786500059934087
1809,0.016614777684713332,0.4323856997100377,0.0014244138628924257,0.02983814100564857,0.006666009218335353,0.010604872994893145,0.054448624770066734,0.05043956822001111,0.07029373224329434,0.04153358648734203,0.026863166976599327,0.006189229951463293,0.01565714114430865,0.0026325032548528745,0.11945948519633039,0.005059319747181286,0.008783529117858405,0.005950531366942367,0.0038415574094228465,0.091314109637806
1810,0.00637594571169956,0.4340534055704059,0.005095406671754962,0.003847055680054313,0.005565630062452281,0.011929758099219265,0.06531011451488836,0.028159493502667842,0.03567801579792615,0.048461835035154735,0.07044063582398033,0.009442699323442655,0.05339663195129045,0.0047261172634479615,0.05415284943490868,0.0038575575273202406,0.0010411475159304837,0.0008601806839001379,0.013057556680026679,0.14454796314952897
1811,0.012519039705290558,0.38350083163686444,0.03210204907698397,0.0047684046424551875,0.004675727218912217,0.007157252455415814,0.0678557333830603,0.01115618678746992,0.028386622498436757,0.10474714875242755,0.029398256130160557,0.02883425234338466,0.04195672522917787,0.004061034345591804,0.03507230521184328,0.031586150632124554,0.010496738279893114,0.0021794456162185353,0.006998961515689233,0.15254713453859958
1812,0.04981336454218551,0.3728805347499416,0.006214462360184824,0.0010907847671756637,0.0016873205057671638,0.01423823662113686,0.17138233243963338,0.0006671377291821855,0.0009045716408620986,0.09611816639509359,0.06590669081559968,0.019750360882537524,0.014334319604504613,0.0004426614107811809,0.010277622624757858,0.005910193541110401,0.019068504569261454,0.00044301328172675295,0.00027043825142741905,0.14859928326713026
1813,0.0014712305049594135,0.4597105918702336,0.0015349974347642918,0.007595492647500697,0.0064256052377912164,0.0022649727984052734,0.16160721476938184,0.000623755319780054,0.008596485727326597,0.01914606562899932,0.03380608192643513,0.03149271188386453,0.07901617674872642,0.012908529621270452,0.012118808259706682,0.004448590171323088,0.0003066824864625626,0.00041420516202707476,0.0002528522831509689,0.15625894951789096
1814,0.02480026508307603,0.4493347056739716,0.02866551522661191,0.003514852714687703,0.005843101416718308,0.011779255609997128,0.148224724613985,0.007137559611933259,0.0033895262602654385,0.004830127293554117,0.034608867453103764,0.01906198614763468,0.03622541247215938,0.005464437516452038,0.061060693949920294,0.0007746579289509596,0.0005827964988152349,0.004866420180674009,0.0002802645326670201,0.14955482981482227
1815,0.0017141005943481973,0.429463144213137,0.02778654509028718,0.003683666269142661,0.025401801044593053,0.0006517391793035161,0.2867393621065625,0.000346964991004256,0.005693149605246388,0.002002034537485128,0.06534182794779059,0.0016561322114028525,0.014593823882530575,0.030759091628837776,0.016616212824275736,0.013574384865389746,0.00724243868679443,0.004466396545751338,0.0001406495261312029,0.062126534249985904
1816,0.04606936445605515,0.40472222762671545,0.016059504895384005,0.009418808982685168,0.023904039409132726,0.009809364826297275,0.14924965847580826,0.011553603385301054,0.009224652233335738,0.010710225753031464,0.042840092442797836,0.028646781057466687,0.02051967094192176,0.026849101463180054,0.06845894712222435,0.0037187975872006,0.0026074039542445925,0.004152395626316493,0.013499503106022314,0.09798585665487915
1817,0.0031091003866249287,0.43847191138028613,0.04223385597862834,0.013151865397812695,0.031314337526511485,0.0032902771191993803,0.17070312105043145,0.015148500127789758,0.007220488135883582,0.004933710433560093,0.011091919511003133,0.018622958085184483,0.004639324565687512,0.032907730894408564,0.10379467587066438,0.004721106219131658,0.0012062804315989553,0.0057648233976667655,0.005965861690831348,0.08170815179709534
1818,0.01879459026300054,0.4452193063393778,0.01882987918156334,0.004211309933708788,0.006067086354238077,0.004710305606996642,0.2260123799055562,0.008353020041884237,0.005936910273287449,0.0028207440067085487,0.003908061013724634,0.010020651825094718,0.0012777946677114335,0.0934058592124449,0.03986194728285067,0.002553759335064885,0.011417211501394223,0.006030484756147674,0.0010881034495562277,0.08948059504968912
1819,0.013086664148130875,0.3771524057042381,0.0035787055217452535,0.00317956865557442,0.01126854468362948,0.0038282883187793545,0.07860219492305637,0.0029887553300630768,0.0012786070660850688,0.0017405050945133818,0.043762067686550166,0.1495863734845465,0.014276838835140603,0.02073372402914582,0.09915246268758122,0.011293147116406936,0.00503269745130489,0.0601570723839261,0.0002274576249136346,0.09907391925466877
1820,0.02429834758226038,0.4357338349506253,0.004364106054470224,0.002436704414265141,0.01770673504237718,0.00771126151351481,0.006590125696089603,0.0015093872270460016,0.004995416186999828,0.0034214730320331504,0.011303684339641466,0.16758889546136285,0.022728654052675903,0.04972801410289923,0.046727347784218456,0.0058487978410806055,0.0025312992770571484,0.09135509720118634,0.012151603044927484,0.08126921519526896
1821,0.01589400295282664,0.42186593081778073,0.003669367693783879,0.003669973698874609,0.017127749250610922,0.01349302071625548,0.005584694798966601,0.0017979626545090463,0.001837056868855905,0.0015356854856034172,0.007485680669234535,0.10863802800474276,0.009182908203372423,0.037164490337374984,0.09135810382453473,0.005732991302240257,0.004212545267774436,0.17978614151382924,0.00012242775527584527,0.06984123818355346
1822,0.01837575667620153,0.3787160364193685,0.00012743948588398146,0.004828444991483183,0.012925120807216221,0.0034509421398528826,0.004782190647491914,0.0032424355198768053,0.009407112491085381,0.002398124795752004,0.00209317853720266,0.48346132458451324,0.003412236975158844,0.01537022319843576,0.007601917511036218,0.00015389682137882993,0.010674840906399268,0.003087554565239843,0.001908552993500592,0.033982669932922455
1823,0.003041123802361856,0.40674548467606114,0.000146027083985756,0.0037081594375670693,0.004977314367985216,0.010677130025984187,0.003853533177643273,0.0019921512106630046,0.001718920776200454,0.02082361902130602,0.002590967428915477,0.3009015097528687,0.016595053947022688,0.052501430421672636,0.011991833444780485,0.0006455483293197713,0.060952679699396065,0.0057914670778069725,0.005361851510341757,0.08498419480811763
1824,0.016414001356743143,0.4964078335790347,0.049279473163491294,0.004624705688906196,0.05134901425447536,0.008943549532990787,0.0010447542883101747,0.0006332654824263368,0.00625055057669877,0.01735552293115188,0.001784648008946333,0.10021152376919518,0.0005464025592286342,0.0009908305649194897,0.05052375107748698,0.0002927320512490809,0.043746800014864924,0.02793564813076199,0.0020347839018468503,0.11963020906727198
1825,0.006007148118456638,0.30827364475677277,0.0007781473325685326,0.0017583984114038318,0.21628895243113144,0.0037419148621901702,0.0040989789420922485,0.0022396900159685615,0.006468779777671644,0.00041806241933783157,0.002914776433555098,0.01479824315642295,0.011459844390728008,0.005601148893011588,0.08784465840231817,0.023204323807753377,0.04874879876954886,0.0016085110635824763,0.02154956902373994,0.23219640899174598
1826,0.031199113113600595,0.36376119637710336,0.01899910766762298,0.006348016686684056,0.18760148220136688,0.00793627385315181,0.013067724780046523,0.0029386594842812277,0.018049932038121427,0.0017795709868972226,0.0022623372908922657,0.011640496176378612,0.009909965544616399,0.010230723493318312,0.0863605846361503,0.0271306742880912,0.01790179211153959,0.001932574194205631,0.014932092546753562,0.16601768252917803
