,segmentID,idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,ub0505,ub0505,OsmundEmanuel_SchwendlerAuguste_1808-07-17.xml,JP-UB0505,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1808-07-17,1808,7,1804,OsmundEmanuel,SchwendlerAugusteSophieHenriette,0.04975917791759217,8.468790116309732e-05,0.2613514968537544,0.00045437418496111816,0.00013889923441980927,0.2935112801554872,0.1090257615322923,0.011079256241125893,0.0008604412616393814,0.005729517483312589,0.002080735304136948,0.00048022977146538846,0.000224086079369746,0.00020508774255660424,0.0001302633709680274,0.0005244196906332485,0.00031340390968962134,0.00026468428097440065,0.2636909995101562,9.119757430188914e-05
1,ub0625,ub0625,EndeHenriette_RichterCaroline_1820-02-07.xml,JP-UB0625,letters-context,Ende Henriette Freifrau von,Richter Caroline,1820-02-07,1820,2,1819,EndeHenrietteFreifrauvon,RichterCaroline,0.00044188227605896914,4.477306023394594e-05,0.0002256974554083313,0.005987987287226762,7.343367474830039e-05,0.4856710692619242,0.0001624017126764373,0.2903718988501269,0.00045490073441493577,0.00015521526468369052,0.1332986984721292,0.00025388935359898997,0.00011847051811909004,0.00010842641894084471,6.886803987970069e-05,0.0002772518160695789,0.0001656913435493431,0.02025711980666536,0.06181411003928147,4.8214614264020646e-05
2,ub0793,ub0793,RichterCaroline_RichterMax_1821-08-19.xml,JP-UB0793,letters-context,Richter Caroline,Richter Max,1821-08-19,1821,8,1819,RichterCaroline,RichterMax,0.0008137008470339769,8.244702041817867e-05,0.0004156089089544392,0.1168683712716662,0.00013522389690854124,0.5185968770042789,0.00029905343193025174,0.016078185854337804,0.000837673590828555,0.19609321733413804,0.0020256780927256834,0.0004675226712393364,0.00021815665883189489,0.00019966102673294904,0.00012681654236841106,0.01109472694451682,0.0003051110983557667,0.00025768061338349063,0.13499550274673364,8.878444461713268e-05
3,ub0751,ub0751,MayerJohann+MayerJulie_RichterCaroline_1810-03-19.xml,JP-UB0751,letters-context,Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,Richter Caroline,1810-03-19,1810,3,1809,MayerJohannSiegfriedWilhelmANDMayerJulieHenriette,RichterCaroline,0.0009435245261230857,9.56012103881639e-05,0.04957335949439278,0.0005129271295525594,0.00015679848892405149,0.4724725150147636,0.0003467665649802269,0.00023412462984994883,0.007107752222967788,0.00033142177677704545,0.07598603136022712,0.000542114597079281,0.00025296293950688784,0.0002315163813828355,0.00014704976463878126,0.2153670549763,0.00035379071502797415,0.00029879282972359016,0.17494294562461987,0.0001029497527744168
4,ub1156,ub1156,RichterCaroline_FalkensteinKonstantin_1826-02-17.xml,JP-UB1156,letters-context,Richter Caroline,Falkenstein Konstantin Karl von,1826-02-17,1826,2,1824,RichterCaroline,FalkensteinKonstantinKarlvon,0.0006276826198024647,6.359900196690934e-05,0.00032059753868595093,0.00034122636511444397,0.00010431068147567928,0.15510491770671342,0.00023068753375288107,0.01648486900968797,0.13536138921300073,0.00022047936576888275,0.1444423652503656,0.00036064341848755576,0.11855438170949388,0.00015401699136605962,9.782531238384064e-05,0.0003938292067462798,0.0002353603713758434,0.00019877285745789795,0.4266345582037537,6.848764260001031e-05
5,ub0611,ub0611,MayerJohann_RichterCaroline_1818-11-10.xml,JP-UB0611,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1818-11-10,1818,11,1814,MayerJohannSiegfriedWilhelm,RichterCaroline,0.012023171162122093,0.00016234986878517824,0.0008183928478248196,0.0008710522789523803,0.00026627501889542646,0.1145742926114988,0.000588878593639614,0.0003975901851157266,0.02249125575729997,0.0005628200914385656,0.0039888472729150675,0.011341497268614591,0.0004295813815505916,0.00039316086047981786,0.0002497197461942719,0.8242547624545965,0.000600806997411376,0.0005074096499680165,0.005303306797432903,0.00017482915526415138
6,ub0837,ub0837,SpazierJohann_BodeAugust_1803-10-16.xml,JP-UB0837,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-10-16,1803,10,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich,0.0021366777331763807,0.0002164956732396088,0.0010913375655311314,0.0011615596056207436,0.0003550812200466518,0.5974704216266956,0.000785277305983517,0.000530191711543584,0.09947427494725294,0.0007505279525048473,0.005319180004650332,0.015124034932007691,0.0005728523903709325,0.0005242851492148106,0.0003330045473895009,0.0013406235415505268,0.2509359925022243,0.0006766374041450963,0.020968407221888027,0.00023313696496365786
7,ub0430,ub0430,RichterCaroline_RichterOdilie_1822-11-17.xml,JP-UB0430,letters-context,Richter Caroline,Richter Odilie Minna,1822-11-17,1822,11,1819,RichterCaroline,RichterOdilieMinna,0.07561317226069575,8.95561075835591e-05,0.01194826204614662,0.5868181498133157,0.00014688372967253127,0.24140260647936845,0.00032483965081257234,0.0002193203459838084,0.0009099029393621061,0.00031046515181207463,0.002200344467048815,0.006256243735501057,0.0002369674623694614,0.00021687702356794103,0.00013775144152106028,0.0005545654761574484,0.0003314196463461541,0.00027989941440359424,0.0719063328250117,9.643998331958312e-05
8,ub1268,ub1268,MahlmannSiegfried_MuechlerKarl_1805-02-12.xml,JP-UB1268,letters-context,Mahlmann Siegfried August,Müchler Karl,1805-02-12,1805,2,1804,MahlmannSiegfriedAugust,MüchlerKarl,0.0016719865755072925,0.0001694115372157334,0.0008539901598554425,0.0009089400975608467,0.00027785707873230497,0.1739286442681199,0.0006144928143670546,0.00041488400912395785,0.2627008872809357,0.0005873008557381223,0.11290386596410153,0.0009606621805874063,0.00044826671405593586,0.09827762765615927,0.00026058170784155676,0.0010490606652924248,0.20723582306467533,0.0005294802480741317,0.1360238034917424,0.00018243363031366982
9,ub0928,ub0928,SchwendlerAuguste_MuellerFriedrich_1810-06-19.xml,JP-UB0928,letters-context,Schwendler Auguste Sophie Henriette,Müller Friedrich Theodor Adam Heinrich von,1810-06-19,1810,6,1809,SchwendlerAugusteSophieHenriette,MüllerFriedrichTheodorAdamHeinrichvon,0.0008838631187421365,8.95561075835591e-05,0.04069030402382109,0.0004804934687565664,0.00014688372967253127,0.3563707743900663,0.10379619077044068,0.0002193203459838084,0.0009099029393621061,0.00031046515181207463,0.1114201039822118,0.10397918645959424,0.0002369674623694614,0.00021687702356794103,0.00013775144152106028,0.03504501584936681,0.0003314196463461541,0.10375125053403167,0.14088723357143046,9.643998331958312e-05
