sender_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
AdelheidLouiseTheresaCarolineAmelia,0.0038730685404695753,0.00039243287284395153,0.021608470054202782,0.0021055117000363176,0.010458764729026048,0.2599256329063167,0.0014234401295641673,0.05950535972103649,0.09197684776673203,0.0013604513944497632,0.029272107527820338,0.14450332666944052,0.001038386152964745,0.0009503502966919605,0.0006036237549076932,0.002430093590048953,0.021082520504585797,0.001226513012518503,0.3458405008130343,0.00042259786330948865
AdersbachGerson,0.05253620438048675,0.0007094006874420907,0.0035760327568408867,0.003806132336974402,0.001163509911443282,0.6372460822261534,0.002573151935839521,0.001737301993231265,0.007207613060748482,0.00245928723417108,0.15403416754277632,0.09509243650762984,0.0018770900750622245,0.001717947706312958,0.001091170328277185,0.004392878840236319,0.002625274046556911,0.0022171668951476466,0.023173221610627383,0.0007639299240421172
AretinJohannChristophANDBaboJosephMariusFranzvon,0.0039464364752785225,0.00039986676902494016,0.002015696756034005,0.002145396624233661,0.0006558338006337194,0.07686330143932124,0.07845009399879879,0.0009792622803324856,0.799726162043994,0.001386222564821727,0.009824507300742014,0.0022674776971462643,0.0010580564084175432,0.0009683528798853133,0.0006150582616396168,0.0024761271022967733,0.00147978409012669,0.001249746974377044,0.0130620133548953,0.00043060317800033913
AretinJohannChristophANDBaboJosephMariusFranzvonANDSchererJoseph,0.0006686253503928548,6.774746286290852e-05,0.0003415096019488972,0.000363484013640088,0.00011111469993122093,0.017371131418593744,0.0002457349115948517,0.00016591159883489674,0.5964410089450312,0.00023486088118547378,0.18865258702862472,0.00038416761026297886,0.00017926130098512656,0.00016406327269503362,0.19144083505141998,0.00041951805426529236,0.00025071255092149955,0.00021173849215102013,0.0022130327729744177,7.295498168393396e-05
BassewitzAdelheidHenriettevon,0.0005188584638844807,5.2572557251181455e-05,0.001794247559453145,0.02363864272621411,8.622586996951892e-05,0.3351703241051078,0.00019069219956733484,0.009304149427819604,0.00976055810829077,0.0001822538675311236,0.019642480388022843,0.00029811704868519333,0.00013910816155628412,0.00012731437358812336,8.086489845532554e-05,0.05110630254701692,0.009420968248240662,0.00016431071409144784,0.5382653951029608,5.661363229348913e-05
BayreutherPostamtANDOsmundEmanuel,0.03506883465184199,0.0001060095318164737,0.5380912517721002,0.0005687706739178126,0.000173869497393175,0.3061671200333585,0.0003845198303860791,0.0002596143113285425,0.0010770720970673154,0.0003675044201560471,0.03662718254284313,0.007405653139976006,0.0002805035906466326,0.0002567220969126678,0.00016305940730024308,0.03467903779866701,0.00039230871564126566,0.00033132308535121537,0.037485484676553035,0.00011415812674259641
BergnerCaroline,0.0017283702567972615,0.0001751245293301094,0.0008827889012469213,0.0009395918919731283,0.00028722713301438014,0.6181873511837783,0.02311692721074634,0.00042887496340877473,0.0017792904168283101,0.0006071061488884081,0.08298870610112945,0.03471562635729625,0.0004633834188838816,0.0004240971129681306,0.0002693691922509196,0.012325293745378652,0.0006480820922567272,0.0005473356818402118,0.21929686790113345,0.000188585760850398
BornträgerJohannFriedrichWilhelm,0.004050396225855128,0.00041040033515025613,0.0020687956297414747,0.0022019121412932587,0.0006731102267869557,0.4213430506150731,0.001488612057409762,0.0010050586824917923,0.08319779486441703,0.001422739395381468,0.4579090322153351,0.002327209157999616,0.0010859284598249595,0.0009938618990963494,0.0006312605504312088,0.0025413549496378558,0.001518765582893767,0.0012826686708376294,0.013406101916540614,0.00044194642380268015
BrockhausFriedrichArnold,0.009115065090128802,0.0010088674627801693,0.004446870749311331,0.01804723529210775,0.0005540524112377309,0.2073130251266627,0.006333947217190681,0.0030108778893413127,0.058429400670149824,0.0027892560723871444,0.25008226436810216,0.003895511533673226,0.0008938525335882684,0.21759423383051293,0.000519604986177646,0.021395646896441342,0.012956460243012441,0.004722791151846283,0.17642327974405547,0.0004677567312927588
CarlAugust,0.008560559368135264,0.0008673858649506942,0.004372423541156568,0.004653766831164577,0.001422626265777788,0.1110553077928796,0.0031461988366058803,0.28050210071734394,0.4542174012658234,0.003006976201933573,0.07698677469382569,0.004918583528187485,0.0022951223859380893,0.002100538642770864,0.0013341764897549535,0.0053711831408015465,0.003209928662200882,0.002710935102166328,0.0283339517796407,0.0009340588889421976
CarolineFriederikeWilhelmine,0.003345384768890801,0.000338966104499934,0.0017087013229733655,0.023576131848754726,0.0005559487454841057,0.08691432119948676,0.0012295044301732314,0.022587602552260187,0.5473810508325119,0.0011750975554015615,0.1606306011624681,0.0019221354250475648,0.0008969118888699565,0.0008208704221068804,0.0005213834185242802,0.0020990070271628327,0.001254409436809034,0.0010594075235312776,0.14161754305010904,0.00036502128493444
CottaJohannHeinrich,0.02318366938916319,0.2552060490170656,0.0008037147948216949,0.0008554297676450815,0.00740831824223659,0.40363939896240675,0.0005783169285018731,0.0003904593190210854,0.0016199139231015112,0.0005527257911825019,0.2523260717805982,0.003991266134862037,0.0035090359680406556,0.006560427878527158,0.0002452409684528625,0.008134120202815202,0.0005900313937680995,0.0004983091479825424,0.02973580683331366,0.0001716935564936107
CottavonCottendorfJohannFriedrichFreiherr,0.0013289296372199725,0.00013465180641457876,0.0006787691061345901,0.0007224444572706762,0.00022084657391862705,0.050555706844495826,0.0004884116444674935,0.00032975842259151217,0.17994678742781095,0.0004667989113000137,0.27193454448310317,0.0007635542425043838,0.4791872562241619,0.0003260847727888697,0.0002071157505334471,0.00403974085021517,0.0004983049762424365,0.0004208418920916317,0.007604449940414018,0.00014500203632072188
DalbergKarlTheodorReichsfreiherrvon,0.003359698742169402,0.0003404164464179346,0.0017160123818702653,0.0018264290797645763,0.0005583274959229587,0.15711666151365627,0.011446933960134641,0.0008336701406690692,0.5295272876907715,0.0011801254718206778,0.008363845466030851,0.1679490597100234,0.0009007495260021424,0.0008243826988998209,0.0005236142735189171,0.002107988095881086,0.0012597767067643113,0.0010639404344011999,0.10873449705554022,0.0003665831097407402
