0,emanuel-schön-abend (0)
1,mensch-bild-göttlich (1)
2,mensch-car-sehen (2)
3,vater-emma-mutter (3)
4,voß-hören-wagner (4)
5,brief-schreiben-lieb (5)
6,antonie-henriette-amanda (6)
7,lieb-sohn-freundin (7)
8,herr-ew-bitten (8)
9,vater-mutter-max (9)
10,lassen-geben-sagen (10)
11,freund-schön-jewagner (11)
12,jean-paul-werk (12)
13,minna-schicksal-arm (13)
14,richard-onkel-schön (14)
15,herr-frau-minna (15)
16,lassen-zeitung-spazieren (16)
17,weimar-könig-berlin (17)
18,herz-leben-liebe (18)
19,stunden-rufen-gegenwärtig (19)
