month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.010850186772559701,0.0003541405418663124,0.003979297178252155,0.12273538372594782,0.0005808368074621933,0.3612566285578121,0.01756011184783818,0.0008672800578848729,0.1395282163575988,0.029023457130768707,0.09363450241579103,0.003331342144301381,0.0009370637893111409,0.0008576181872692697,0.02383568327221038,0.0021929729141421813,0.050267441445866416,0.0011068338381328864,0.13671964088489744,0.0003813621300870968
1,0.040546568385101574,0.013407229287936697,0.029400735447131992,0.04231258638260434,0.010528228413567082,0.3052800552006868,0.02146313756697942,0.007838353423778569,0.06877662873436967,0.014103508290292263,0.10289019322402783,0.0387782001634588,0.0074361360445871355,0.012384334158351119,0.003432444948055325,0.05446205506446046,0.025132983809941233,0.014523311518655935,0.17873719321800405,0.008566116718009392
2,0.04246757098942372,0.011713462338689869,0.03109451421971648,0.014923899148688267,0.002358901317712064,0.2698464550376515,0.025654944920347807,0.01462738441647582,0.1058844408122216,0.00831746625471122,0.12996769369028732,0.048956452823499357,0.02840036262875724,0.013861130439730321,0.009567850644984766,0.04618668360121272,0.02334236907553404,0.01489667790893432,0.15654130915412204,0.001390430577299655
3,0.03592938993112095,0.0023888211772094834,0.02348772211181987,0.02847815509579675,0.0068627907919726885,0.2930734952933834,0.027829467229401935,0.0023349308899780676,0.08854485371778567,0.013578779956813274,0.10166003472897239,0.07547571897458731,0.01072555363705575,0.020899349630269556,0.010735777926575641,0.029848085429329832,0.01062345939496905,0.011733136840953416,0.20540577509436755,0.0003847021476374314
4,0.03962951721547481,0.0017353341934404057,0.04585522378964013,0.047430524126826565,0.008940684460458499,0.3526125446928327,0.014154539343219957,0.020366580114547384,0.026552592499691656,0.03193772958564845,0.1032849738762805,0.031464256984589475,0.011548486702944834,0.007120679663660797,0.0036377334299865327,0.06156443887623334,0.03196553410998177,0.016035271203563888,0.14338526647153152,0.0007780886594466777
5,0.07142981797779319,0.007650816285244388,0.01878667854047915,0.041132806526649725,0.012704909095768577,0.3049593962256618,0.011325926266392719,0.0021664339207889834,0.08300086626616686,0.032183149831375525,0.1091346815927723,0.06749191322342793,0.013572735457573764,0.015354833749459096,0.0028247999772846207,0.03285748321513738,0.01946328103732245,0.022172976105443193,0.12083207989325832,0.010954414812000107
6,0.055278260892453315,0.004818560249520242,0.036334086918410585,0.024878920122636553,0.004209057405073688,0.30504075195453983,0.014220640122771513,0.02030582348260398,0.050290480241866345,0.04034894906412091,0.08317203970687179,0.06164595187344648,0.02088489902913197,0.003379522106557198,0.006575066241053455,0.03032221355722466,0.02944878836829501,0.01123362614393087,0.18977212671758106,0.007840235801910742
7,0.06175175927181806,0.009568793458532943,0.026336705988147382,0.03734745166286447,0.004239313890329549,0.3150605283541991,0.026800069702428524,0.022975777903609232,0.059279065328340166,0.015430971906875753,0.10154181084607693,0.028777520785171245,0.006032592719910387,0.002086339120034513,0.004729166548523816,0.0645392957043878,0.03078135600675106,0.019925219621480587,0.15595478192136478,0.006841479259153684
8,0.0378432950595022,0.010178435125146951,0.0401770747642744,0.02410802578430737,0.023250885108971442,0.29633991024511536,0.030626201462637795,0.01432009983471686,0.08126775618428782,0.009106835884293464,0.11813155107564233,0.03370174902128139,0.007510335621616963,0.012706363035221201,0.005774844800958991,0.05033845645219364,0.03805984625200435,0.008725512304749312,0.1530852209902779,0.0047476009928001965
9,0.046424366700907625,0.010187270722785588,0.04487909032019411,0.04069720411272067,0.011337419707579725,0.31467670926657076,0.011403141866941507,0.015063363272514478,0.0652627236199386,0.015139524313719748,0.0845898079575433,0.038113794669638615,0.006239455209455639,0.009760803053057196,0.0031218378234744684,0.04930064339879623,0.04957744463714549,0.004260646661152702,0.16855487141712314,0.011409881268740414
10,0.037752895403586575,0.0012734713212896923,0.06432956829989009,0.03881133084779658,0.0013640844208812311,0.2985371273855831,0.01630414149660298,0.01515444290309119,0.0646956839036177,0.013245222822824637,0.11073191980747862,0.04307801244930802,0.02065540234242602,0.004431894894231928,0.0064426211368423135,0.0566609476618435,0.032463539737542846,0.012966029585348543,0.14800078860356028,0.013100874976254406
11,0.0508319914072089,0.0003101854392843764,0.03750528120137734,0.041859841239420895,0.0111730051725112,0.28301461928520477,0.013737076477233219,0.010366698341928002,0.06571878788838212,0.015242042122747676,0.08060610531548067,0.03346597420085545,0.02167527700097534,0.014210951318788882,0.010398563532943942,0.053837148275392877,0.022187970675205188,0.007856470707629506,0.21758333372522368,0.008418676672205954
12,0.04136431931235018,0.00033837542503076246,0.043635988572168695,0.05265276166345365,0.004752459548406034,0.2959810109711009,0.02027394925853963,0.013369886050595905,0.08921591935698092,0.00855961008693812,0.0947264177981013,0.023627101528517006,0.04446993998339556,0.014718459591637647,0.009039524626111154,0.056853400406123404,0.021149612123722662,0.012885202227192551,0.14632985089376693,0.006056210575866912
